,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
0,1,Max Aarons,eng ENG,DF,Norwich City,22-072,2000.0,28,27,2398,26.6,0,1,0,0,0,6,0,0.0,0.04,0.04,0.0,0.04,0.7,0.7,1.0,1.6,0.02,0.04,0.06,0.02,0.06,Matches
1,2,Che Adams,sct SCO,FW,Southampton,25-247,1996.0,23,19,1647,18.3,7,3,7,0,0,0,0,0.38,0.16,0.55,0.38,0.55,5.5,5.5,2.2,7.8,0.3,0.12,0.42,0.3,0.42,Matches
2,3,Rayan Aït Nouri,fr FRA,DF,Wolves,20-284,2001.0,16,14,1283,14.3,0,2,0,0,0,4,0,0.0,0.14,0.14,0.0,0.14,0.4,0.4,1.2,1.6,0.03,0.08,0.11,0.03,0.11,Matches
3,4,Kristoffer Ajer,no NOR,DF,Brentford,23-334,1998.0,16,15,1340,14.9,0,2,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13,0.2,0.2,0.8,1.0,0.01,0.05,0.07,0.01,0.07,Matches
4,5,Nathan Aké,nl NED,DF,Manchester City,27-027,1995.0,9,7,671,7.5,1,0,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,0.7,0.7,0.5,1.2,0.1,0.07,0.16,0.1,0.16,Matches
5,6,Marc Albrighton,eng ENG,"FW,DF",Leicester City,32-119,1989.0,15,10,997,11.1,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.5,0.5,1.3,1.8,0.05,0.11,0.16,0.05,0.16,Matches
6,7,Thiago Alcántara,es ESP,MF,Liverpool,30-340,1991.0,17,11,1009,11.2,1,2,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,1.5,1.5,1.6,3.1,0.14,0.14,0.28,0.14,0.28,Matches
7,8,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23-161,1998.0,26,26,2313,25.7,2,11,2,0,0,1,0,0.08,0.43,0.51,0.08,0.51,2.3,2.3,9.6,11.9,0.09,0.37,0.46,0.09,0.46,Matches
8,9,Alisson,br BRA,GK,Liverpool,29-166,1992.0,27,27,2430,27.0,0,1,0,0,0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.4,0.4,0.0,0.02,0.02,0.0,0.02,Matches
9,10,Allan,br BRA,MF,Everton,31-068,1991.0,22,21,1852,20.6,0,2,0,0,0,6,0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.8,1.0,0.01,0.04,0.05,0.01,0.05,Matches
10,11,Dele Alli,eng ENG,MF,Everton,25-340,1996.0,6,0,175,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.04,0.13,0.17,0.04,0.17,Matches
11,12,Dele Alli,eng ENG,"MF,FW",Tottenham,25-340,1996.0,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0.0,0.14,0.0,0.0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21,Matches
12,13,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,28-035,1994.0,21,12,1067,11.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.4,0.08,0.04,0.12,0.08,0.12,Matches
13,14,Marcos Alonso,es ESP,DF,Chelsea,31-079,1990.0,19,16,1448,16.1,1,3,1,0,0,6,0,0.06,0.19,0.25,0.06,0.25,1.8,1.8,2.8,4.6,0.11,0.18,0.29,0.11,0.29,Matches
14,15,Steven Alzate,co COL,MF,Brighton,23-190,1998.0,9,5,404,4.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches
15,16,Daniel Amartey,gh GHA,DF,Leicester City,27-086,1994.0,17,16,1416,15.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.01,0.01,0.0,0.01,Matches
16,17,Joachim Andersen,dk DEN,DF,Crystal Palace,25-290,1996.0,25,23,2106,23.4,0,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,0.4,0.4,1.1,1.5,0.02,0.04,0.06,0.02,0.06,Matches
17,18,Michail Antonio,jm JAM,FW,West Ham,31-354,1990.0,28,27,2427,27.0,8,7,8,0,1,7,1,0.3,0.26,0.56,0.3,0.56,8.4,8.1,6.1,14.3,0.31,0.23,0.54,0.3,0.53,Matches
18,19,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-239,2001.0,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
19,20,Alphonse Areola,fr FRA,GK,West Ham,29-018,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
20,21,Adam Armstrong,eng ENG,"FW,MF",Southampton,25-035,1997.0,20,14,1216,13.5,2,2,2,0,0,1,0,0.15,0.15,0.3,0.15,0.3,4.1,4.1,1.7,5.8,0.3,0.13,0.43,0.3,0.43,Matches
21,22,Stuart Armstrong,sct SCO,MF,Southampton,29-352,1992.0,16,10,967,10.7,2,0,2,0,0,1,0,0.19,0.0,0.19,0.19,0.19,2.4,2.4,1.0,3.4,0.23,0.09,0.32,0.23,0.32,Matches
22,23,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-165,1994.0,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
23,24,Harrison Ashby,sct SCO,DF,West Ham,20-123,2001.0,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
24,25,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-272,1989.0,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.5,0.07,0.57,0.36,0.43,Matches
26,26,Jordan Ayew,gh GHA,FW,Crystal Palace,30-187,1991.0,25,18,1557,17.3,1,3,1,0,0,1,0,0.06,0.17,0.23,0.06,0.23,2.5,2.5,2.2,4.8,0.15,0.13,0.28,0.15,0.28,Matches
27,27,Luke Ayling,eng ENG,DF,Leeds United,30-204,1991.0,20,20,1798,20.0,1,2,1,0,0,3,0,0.05,0.1,0.15,0.05,0.15,0.7,0.7,0.3,1.0,0.04,0.01,0.05,0.04,0.05,Matches
28,28,César Azpilicueta,es ESP,DF,Chelsea,32-201,1989.0,18,17,1435,15.9,0,2,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,0.7,0.7,1.9,2.6,0.04,0.12,0.16,0.04,0.16,Matches
29,29,Daniel Bachmann,at AUT,GK,Watford,27-251,1994.0,11,11,990,11.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
30,30,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24-220,1997.0,13,4,499,5.5,1,2,1,0,0,2,0,0.18,0.36,0.54,0.18,0.54,1.2,1.2,0.6,1.8,0.22,0.11,0.33,0.22,0.33,Matches
31,31,Eric Bailly,ci CIV,DF,Manchester Utd,27-339,1994.0,4,3,217,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
32,32,Folarin Balogun,eng ENG,FW,Arsenal,20-257,2001.0,2,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.35,0.0,0.35,0.35,0.35,Matches
33,33,Patrick Bamford,eng ENG,FW,Leeds United,28-193,1993.0,8,6,537,6.0,2,2,2,0,0,2,0,0.34,0.34,0.67,0.34,0.67,3.9,3.9,1.0,4.9,0.65,0.17,0.82,0.65,0.82,Matches
34,34,Shandon Baptiste,gd GRN,MF,Brentford,23-343,1998.0,19,9,845,9.4,1,1,1,0,0,2,1,0.11,0.11,0.21,0.11,0.21,0.5,0.5,0.4,0.9,0.05,0.04,0.1,0.05,0.1,Matches
35,35,Ross Barkley,eng ENG,MF,Chelsea,28-102,1993.0,5,1,154,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.4,0.48,0.32,0.8,0.48,0.8,Matches
36,36,Ashley Barnes,eng ENG,FW,Burnley,32-138,1989.0,15,4,425,4.7,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,0.14,0.17,0.31,0.14,0.31,Matches
37,37,Harvey Barnes,eng ENG,"FW,MF",Leicester City,24-098,1997.0,21,18,1476,16.4,3,5,3,0,0,2,0,0.18,0.3,0.49,0.18,0.49,4.5,4.5,2.5,7.0,0.27,0.16,0.43,0.27,0.43,Matches
38,38,Lewis Bate,eng ENG,MF,Leeds United,19-139,2002.0,1,0,43,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
39,39,Mads Bech Sørensen,dk DEN,DF,Brentford,23-069,1999.0,5,4,380,4.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
40,40,Jan Bednarek,pl POL,DF,Southampton,25-339,1996.0,24,23,1999,22.2,3,0,3,0,0,7,0,0.14,0.0,0.14,0.14,0.14,2.2,2.2,0.6,2.7,0.1,0.03,0.12,0.1,0.12,Matches
41,41,Donny van de Beek,nl NED,MF,Manchester Utd,24-333,1997.0,8,0,75,0.8,1,0,1,0,0,0,0,1.2,0.0,1.2,1.2,1.2,0.7,0.7,0.5,1.2,0.88,0.58,1.46,0.88,1.46,Matches
42,42,Donny van de Beek,nl NED,MF,Everton,24-333,1997.0,6,5,429,4.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
43,43,Asmir Begović,ba BIH,GK,Everton,34-270,1987.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
44,44,Saïd Benrahma,dz ALG,"FW,MF",West Ham,26-219,1995.0,25,21,1705,18.9,5,6,5,0,0,0,0,0.26,0.32,0.58,0.26,0.58,3.9,3.9,2.7,6.6,0.21,0.14,0.35,0.21,0.35,Matches
45,45,Rodrigo Bentancur,uy URU,MF,Tottenham,24-285,1997.0,7,6,523,5.8,0,1,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17,0.2,0.2,0.8,0.9,0.03,0.13,0.16,0.03,0.16,Matches
46,46,Christian Benteke,be BEL,FW,Crystal Palace,31-104,1990.0,22,11,1115,12.4,4,1,4,0,0,3,0,0.32,0.08,0.4,0.32,0.4,5.4,5.4,1.1,6.4,0.43,0.09,0.52,0.43,0.52,Matches
47,47,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-141,1990.0,18,13,1102,12.2,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,1.7,1.7,0.3,2.0,0.14,0.03,0.16,0.14,0.16,Matches
