,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
0,1,Max Aarons,eng ENG,DF,Norwich City,22-034,2000,21,21,1879,20.9,0,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05,0.6,0.6,0.9,1.4,0.03,0.04,0.07,0.03,0.07,Matches
1,2,Che Adams,sct SCO,FW,Southampton,25-209,1996,16,12,1029,11.4,4,1,4,0,0,0,0,0.35,0.09,0.44,0.35,0.44,2.7,2.7,1.4,4.1,0.24,0.13,0.36,0.24,0.36,Matches
2,3,Rayan Aït Nouri,fr FRA,DF,Wolves,20-246,2001,11,10,898,10.0,0,2,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,0.3,0.3,0.9,1.2,0.03,0.09,0.12,0.03,0.12,Matches
3,4,Kristoffer Ajer,no NOR,DF,Brentford,23-296,1998,10,9,835,9.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,0.02,0.06,0.08,0.02,0.08,Matches
4,5,Nathan Aké,nl NED,DF,Manchester City,26-354,1995,8,6,581,6.5,1,0,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,0.3,0.3,0.0,0.3,0.04,0.0,0.04,0.04,0.04,Matches
5,6,Marc Albrighton,eng ENG,"DF,FW",Leicester City,32-081,1989,10,5,547,6.1,1,0,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,0.5,0.5,0.3,0.7,0.08,0.04,0.12,0.08,0.12,Matches
6,7,Thiago Alcántara,es ESP,MF,Liverpool,30-302,1991,11,8,676,7.5,1,1,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27,1.5,1.5,1.0,2.5,0.19,0.13,0.33,0.19,0.33,Matches
7,8,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23-123,1998,20,20,1773,19.7,2,10,2,0,0,1,0,0.1,0.51,0.61,0.1,0.61,2.0,2.0,7.5,9.5,0.1,0.38,0.48,0.1,0.48,Matches
8,9,Alisson,br BRA,GK,Liverpool,29-128,1992,20,20,1800,20.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches
9,10,Allan,br BRA,MF,Everton,31-030,1991,17,16,1447,16.1,0,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.1,0.1,0.5,0.6,0.01,0.03,0.04,0.01,0.04,Matches
10,11,Dele Alli,eng ENG,"MF,FW",Tottenham,25-302,1996,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0.0,0.14,0.0,0.0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21,Matches
11,12,Miguel Almirón,py PAR,MF,Newcastle Utd,27-362,1994,17,11,980,10.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,0.08,0.04,0.12,0.08,0.12,Matches
12,13,Marcos Alonso,es ESP,DF,Chelsea,31-041,1990,18,16,1431,15.9,1,2,1,0,0,6,0,0.06,0.13,0.19,0.06,0.19,1.8,1.8,2.8,4.5,0.11,0.17,0.29,0.11,0.29,Matches
13,14,Steven Alzate,co COL,MF,Brighton,23-152,1998,6,3,250,2.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.03,0.08,0.1,0.03,0.1,Matches
14,15,Daniel Amartey,gh GHA,DF,Leicester City,27-048,1994,11,10,876,9.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
15,16,Joachim Andersen,dk DEN,DF,Crystal Palace,25-252,1996,18,16,1476,16.4,0,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,0.7,1.1,0.02,0.04,0.06,0.02,0.06,Matches
16,17,Michail Antonio,jm JAM,FW,West Ham,31-316,1990,22,21,1927,21.4,8,6,8,0,1,6,1,0.37,0.28,0.65,0.37,0.65,7.8,7.5,5.0,12.5,0.36,0.23,0.6,0.35,0.59,Matches
17,18,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-201,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
18,19,Alphonse Areola,fr FRA,GK,West Ham,28-345,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
19,20,Adam Armstrong,eng ENG,FW,Southampton,24-362,1997,18,14,1197,13.3,2,2,2,0,0,1,0,0.15,0.15,0.3,0.15,0.3,4.1,4.1,1.7,5.8,0.31,0.13,0.43,0.31,0.43,Matches
20,21,Stuart Armstrong,sct SCO,MF,Southampton,29-314,1992,9,3,339,3.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,1.0,0.15,0.11,0.26,0.15,0.26,Matches
21,22,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-127,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
22,23,Harrison Ashby,sct SCO,DF,West Ham,20-085,2001,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
23,24,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-234,1989,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.5,0.07,0.57,0.36,0.43,Matches
24,25,Jordan Ayew,gh GHA,FW,Crystal Palace,30-149,1991,20,16,1332,14.8,1,2,1,0,0,1,0,0.07,0.14,0.2,0.07,0.2,2.2,2.2,2.1,4.3,0.15,0.14,0.29,0.15,0.29,Matches
26,26,Luke Ayling,eng ENG,DF,Leeds United,30-166,1991,12,12,1078,12.0,1,2,1,0,0,0,0,0.08,0.17,0.25,0.08,0.25,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,Matches
27,27,César Azpilicueta,es ESP,DF,Chelsea,32-163,1989,17,16,1390,15.4,0,2,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,0.7,0.7,1.8,2.5,0.04,0.12,0.16,0.04,0.16,Matches
28,28,Daniel Bachmann,at AUT,GK,Watford,27-213,1994,11,11,990,11.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
29,29,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24-182,1997,9,4,424,4.7,1,2,1,0,0,1,0,0.21,0.42,0.64,0.21,0.64,1.1,1.1,0.3,1.4,0.24,0.06,0.3,0.24,0.3,Matches
30,30,Eric Bailly,ci CIV,DF,Manchester Utd,27-301,1994,4,3,217,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
31,31,Folarin Balogun,eng ENG,FW,Arsenal,20-219,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.35,0.0,0.35,0.35,0.35,Matches
32,32,Patrick Bamford,eng ENG,FW,Leeds United,28-155,1993,6,5,459,5.1,2,2,2,0,0,2,0,0.39,0.39,0.78,0.39,0.78,3.2,3.2,0.6,3.8,0.63,0.11,0.74,0.63,0.74,Matches
33,33,Shandon Baptiste,gd GRN,MF,Brentford,23-305,1998,17,9,817,9.1,1,1,1,0,0,2,1,0.11,0.11,0.22,0.11,0.22,0.5,0.5,0.4,0.9,0.06,0.05,0.1,0.06,0.1,Matches
34,34,Ross Barkley,eng ENG,MF,Chelsea,28-064,1993,5,1,154,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.4,0.48,0.32,0.8,0.48,0.8,Matches
35,35,Ashley Barnes,eng ENG,FW,Burnley,32-100,1989,8,4,382,4.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,0.16,0.19,0.34,0.16,0.34,Matches
36,36,Harvey Barnes,eng ENG,"FW,MF",Leicester City,24-060,1997,16,14,1104,12.3,2,3,2,0,0,2,0,0.16,0.24,0.41,0.16,0.41,3.4,3.4,2.1,5.5,0.28,0.17,0.45,0.28,0.45,Matches
37,37,Lewis Bate,eng ENG,MF,Leeds United,19-101,2002,1,0,43,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
38,38,Mads Bech Sørensen,dk DEN,DF,Brentford,23-031,1999,5,4,380,4.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.01,0.04,0.05,0.01,0.05,Matches
39,39,Jan Bednarek,pl POL,DF,Southampton,25-301,1996,17,16,1414,15.7,3,0,3,0,0,5,0,0.19,0.0,0.19,0.19,0.19,1.4,1.4,0.2,1.6,0.09,0.01,0.1,0.09,0.1,Matches
40,40,Donny van de Beek,nl NED,MF,Manchester Utd,24-295,1997,8,0,75,0.8,1,0,1,0,0,0,0,1.2,0.0,1.2,1.2,1.2,0.7,0.7,0.5,1.2,0.88,0.58,1.46,0.88,1.46,Matches
41,41,Asmir Begović,ba BIH,GK,Everton,34-232,1987,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
42,42,Saïd Benrahma,dz ALG,"FW,MF",West Ham,26-181,1995,20,18,1438,16.0,5,4,5,0,0,0,0,0.31,0.25,0.56,0.31,0.56,3.3,3.3,2.1,5.4,0.21,0.13,0.34,0.21,0.34,Matches
43,43,Christian Benteke,be BEL,FW,Crystal Palace,31-066,1990,21,11,1093,12.1,4,1,4,0,0,3,0,0.33,0.08,0.41,0.33,0.41,5.4,5.4,1.1,6.4,0.44,0.09,0.53,0.44,0.53,Matches
44,44,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-103,1990,18,13,1102,12.2,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,1.7,1.7,0.3,2.0,0.14,0.03,0.16,0.14,0.16,Matches
45,45,Steven Bergwijn,nl NED,FW,Tottenham,24-122,1997,10,4,414,4.6,2,1,2,0,0,1,0,0.43,0.22,0.65,0.43,0.65,1.9,1.9,0.5,2.4,0.42,0.11,0.53,0.42,0.53,Matches
