Squad,Rk,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Last 5,Attendance,Top Team Scorer,Goalkeeper,Notes,xG per game,xGA per game,probability no goals allowed
Manchester City,1,25,20,3,2,61,14,47,63,57.9,17.3,40.6,1.63,W W D W W,52597,Raheem Sterling - 10,Ederson,,2.316,0.6920000000000001,0.5005739194116277
Liverpool,2,24,16,6,2,61,19,42,54,58.6,24.1,34.5,1.44,D W W W W,52940,Mohamed Salah - 16,Alisson,,2.441666666666667,1.0041666666666667,0.3663497991338295
Chelsea,3,24,13,8,3,48,18,30,47,40.8,22.1,18.7,0.78,D D L D W,37758,Mason Mount - 7,Edouard Mendy,,1.7,0.9208333333333334,0.39818708021984806
Manchester Utd,4,25,12,7,6,40,32,8,43,38.0,35.3,2.7,0.11,W W D D W,73029,Cristiano Ronaldo - 9,David de Gea,,1.52,1.412,0.24365548454833486
West Ham,5,25,12,5,8,44,33,11,41,34.8,31.1,3.7,0.15,W L L W D,57444,"Jarrod Bowen, Michail Antonio - 8",Łukasz Fabiański,,1.392,1.244,0.2882289930573573
Arsenal,6,22,12,3,7,34,25,9,39,32.8,29.7,3.1,0.14,W W L D W,59435,Emile Smith Rowe - 8,Aaron Ramsdale,,1.4909090909090907,1.3499999999999999,0.25924026064589156
Wolves,7,23,11,4,8,21,17,4,37,23.2,30.5,-7.3,-0.32,W W W L W,30548,Raúl Jiménez - 5,José Sá,,1.008695652173913,1.326086956521739,0.26551419979187807
Tottenham,8,22,11,3,8,28,29,-1,36,34.6,25.2,9.4,0.43,W W L L L,54677,Son Heung-min - 9,Hugo Lloris,,1.5727272727272728,1.1454545454545455,0.31807930342445107
Brighton,9,24,7,12,5,25,25,0,33,27.8,29.4,-1.7,-0.07,D D D W L,30735,Neal Maupay - 8,Robert Sánchez,,1.1583333333333334,1.2249999999999999,0.2937577003235329
Southampton,10,24,6,11,7,30,37,-7,29,30.9,35.2,-4.3,-0.18,W L D W D,29578,"James Ward-Prowse, Armando Broja... - 6",Alex McCarthy,,1.2874999999999999,1.4666666666666668,0.2306931822549628
Leicester City,11,22,7,6,9,36,41,-5,27,32.8,39.9,-7.2,-0.33,W L D L D,32261,Jamie Vardy - 9,Kasper Schmeichel,,1.4909090909090907,1.8136363636363635,0.16306011155117925
Aston Villa,12,23,8,3,12,31,36,-5,27,24.4,31.4,-7.0,-0.3,L D W D L,41856,"Jacob Ramsey, Ollie Watkins - 5",Emiliano Martínez,,1.0608695652173912,1.3652173913043477,0.2553251644838972
Crystal Palace,13,24,5,11,8,32,35,-3,26,29.2,29.2,0.0,0.0,L D L D D,24332,Conor Gallagher - 7,Vicente Guaita,,1.2166666666666666,1.2166666666666666,0.29621590947194976
Brentford,14,25,6,6,13,26,40,-14,24,29.4,31.7,-2.3,-0.09,L L L L D,16862,Ivan Toney - 6,Álvaro Fernández,,1.176,1.268,0.2813938470598095
Leeds United,15,23,5,8,10,27,46,-19,23,29.4,41.2,-11.8,-0.51,W W L D L,36207,Raphael Dias Belloli - 8,Illan Meslier,,1.2782608695652173,1.791304347826087,0.16674253749757117
Everton,16,22,6,4,12,28,38,-10,22,27.3,30.7,-3.4,-0.15,L L L L W,38040,Demarai Gray - 5,Jordan Pickford,,1.240909090909091,1.3954545454545455,0.2477204105857695
Newcastle Utd,17,23,4,9,10,25,44,-19,21,22.0,37.9,-15.9,-0.69,D D W W W,51175,Callum Wilson - 6,Martin Dúbravka,,0.9565217391304348,1.6478260869565218,0.19246786255525786
Norwich City,18,24,4,5,15,14,50,-36,17,19.9,43.2,-23.3,-0.97,L W W D L,26892,Teemu Pukki - 6,Tim Krul,,0.8291666666666666,1.8,0.16529888822158653
Watford,19,23,4,3,16,23,43,-20,15,24.6,41.0,-16.4,-0.71,D L D L L,20572,Emmanuel Dennis - 8,Ben Foster,,1.0695652173913044,1.7826086956521738,0.16819879498438214
Burnley,20,21,1,11,9,17,29,-12,14,19.5,31.6,-12.2,-0.58,L D D D L,18957,Maxwel Cornet - 6,Nick Pope,,0.9285714285714286,1.5047619047619047,0.22207016138589225
