,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
49,49,Jack Cork,eng ENG,MF,Burnley,32-054,1989,1,1,84,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07,Matches
50,50,Hélder Costa,pt POR,MF,Leeds United,27-218,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
52,51,Vladimír Coufal,cz CZE,DF,West Ham,28-361,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.65,0.65,0.0,0.65,Matches
53,52,Aaron Cresswell,eng ENG,DF,West Ham,31-246,1989,1,1,90,1.0,1,0,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.07,0.05,0.12,0.07,0.12,Matches
54,53,Cucho,co COL,FW,Watford,22-120,1999,1,0,25,0.3,1,0,1,0,0,0,0,3.6,0.0,3.6,3.6,3.6,0.1,0.1,0.0,0.1,0.21,0.0,0.21,0.21,0.21,Matches
55,54,Stuart Dallas,nir NIR,"DF,MF",Leeds United,30-121,1991,1,1,90,1.0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
56,55,Craig Dawson,eng ENG,DF,West Ham,31-104,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches
57,56,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,30-051,1991,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24,0.14,0.38,0.24,0.38,Matches
58,57,Troy Deeney,eng ENG,FW,Watford,33-050,1988,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
59,58,Leander Dendoncker,be BEL,MF,Wolves,26-125,1995,1,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
60,59,Emmanuel Dennis,ng NGA,FW,Watford,23-276,1997,1,1,65,0.7,1,1,1,0,0,0,0,1.38,1.38,2.77,1.38,2.77,0.8,0.8,0.1,0.9,1.07,0.2,1.26,1.07,1.26,Matches
61,60,Ibrahima Diallo,fr FRA,MF,Southampton,22-163,1999,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.69,0.0,1.69,1.69,1.69,Matches
62,61,Raphael Dias Belloli,br BRA,MF,Leeds United,24-247,1996,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.29,0.16,0.45,0.29,0.45,Matches
63,62,Rúben Dias,pt POR,DF,Manchester City,24-096,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
64,63,Eric Dier,eng ENG,DF,Tottenham,27-215,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
65,64,Lucas Digne,fr FRA,DF,Everton,28-029,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.11,0.21,0.1,0.21,Matches
66,65,Virgil van Dijk,nl NED,DF,Liverpool,30-041,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.04,0.11,0.06,0.11,Matches
67,66,Moussa Djenepo,ml MLI,MF,Southampton,23-064,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
68,67,Matt Doherty,ie IRL,DF,Tottenham,29-214,1992,1,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
69,68,Abdoulaye Doucouré,fr FRA,MF,Everton,28-229,1993,1,1,90,1.0,1,0,1,0,0,1,0,1.0,0.0,1.0,1.0,1.0,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.09,Matches
70,69,Kieran Dowell,eng ENG,MF,Norwich City,23-312,1997,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.37,1.37,0.0,1.37,Matches
71,70,Shane Duffy,ie IRL,DF,Brighton,29-229,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches
72,71,Lewis Dunk,eng ENG,DF,Brighton,29-270,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
73,72,Ederson,br BRA,GK,Manchester City,28-001,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
74,73,Harvey Elliot,eng ENG,MF,Liverpool,18-136,2003,1,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
75,74,Oghenekaro Etebo,ng NGA,MF,Watford,25-282,1995,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
76,75,Łukasz Fabiański,pl POL,GK,West Ham,36-122,1985,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
78,76,Fabinho,br BRA,MF,Liverpool,27-299,1993,1,0,30,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
79,77,Bruno Fernandes,pt POR,MF,Manchester Utd,26-344,1994,1,1,90,1.0,3,0,3,0,0,0,0,3.0,0.0,3.0,3.0,3.0,0.6,0.6,0.1,0.7,0.65,0.1,0.75,0.65,0.75,Matches
80,78,Federico Fernández,ar ARG,DF,Newcastle Utd,32-178,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.23,0.0,0.23,0.23,0.23,Matches
81,79,Fernandinho,br BRA,MF,Manchester City,36-106,1985,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.25,0.27,0.51,0.25,0.51,Matches
82,80,Roberto Firmino,br BRA,FW,Liverpool,29-320,1991,1,0,30,0.3,1,0,1,0,0,0,0,3.0,0.0,3.0,3.0,3.0,0.6,0.6,0.1,0.7,1.87,0.26,2.13,1.87,2.13,Matches
83,81,Junior Firpo,es ESP,DF,Leeds United,24-361,1996,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
84,82,Pablo Fornals,es ESP,FW,West Ham,25-177,1996,1,1,90,1.0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.1,0.1,0.6,0.7,0.07,0.6,0.67,0.07,0.67,Matches
85,83,Marcus Forss,fi FIN,FW,Brentford,22-061,1999,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
86,84,Ryan Fraser,sct SCO,MF,Newcastle Utd,27-175,1994,1,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
87,85,Fred,br BRA,MF,Manchester Utd,28-166,1993,1,1,90,1.0,1,0,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,0.2,0.2,0.0,0.2,0.15,0.0,0.15,0.15,0.15,Matches
88,86,Ryan Fredericks,eng ENG,DF,West Ham,28-312,1992,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
89,87,David de Gea,es ESP,GK,Manchester Utd,30-284,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
90,88,Anwar El Ghazi,nl NED,FW,Aston Villa,26-107,1995,1,1,59,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
91,89,Dimitris Giannoulis,gr GRE,DF,Norwich City,25-305,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.06,0.09,0.03,0.09,Matches
92,90,Morgan Gibbs-White,eng ENG,FW,Wolves,21-203,2000,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.94,0.0,1.94,1.94,1.94,Matches
93,91,Ben Gibson,eng ENG,DF,Norwich City,28-215,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.53,0.0,0.53,0.53,0.53,Matches
94,92,Billy Gilmour,sct SCO,MF,Norwich City,20-068,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
95,93,Anthony Gordon,eng ENG,MF,Everton,20-175,2001,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
96,94,Dan Gosling,eng ENG,MF,Watford,31-198,1990,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
97,95,Demarai Gray,eng ENG,"MF,FW",Everton,25-051,1996,1,1,82,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.23,0.23,0.0,0.23,Matches
98,96,Jack Grealish,eng ENG,"MF,FW",Manchester City,25-342,1995,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.17,0.13,0.3,0.17,0.3,Matches
99,97,Mason Greenwood,eng ENG,FW,Manchester Utd,19-321,2001,1,1,90,1.0,1,0,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.12,0.22,0.34,0.12,0.34,Matches
100,98,Pascal Groß,de GER,DF,Brighton,30-064,1991,1,1,90,1.0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.1,0.1,0.2,0.3,0.09,0.23,0.32,0.09,0.32,Matches
101,99,Vicente Guaita,es ESP,GK,Crystal Palace,34-220,1987,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
102,100,Marc Guéhi,eng ENG,DF,Crystal Palace,21-036,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
104,101,İlkay Gündoğan,de GER,MF,Manchester City,30-298,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.14,0.0,0.14,0.14,0.14,Matches
105,102,Grant Hanley,sct SCO,DF,Norwich City,29-271,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.35,0.0,0.35,0.35,0.35,Matches
106,103,Jack Harrison,eng ENG,MF,Leeds United,24-271,1996,1,1,68,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.08,0.1,0.02,0.1,Matches
107,104,Kai Havertz,de GER,MF,Chelsea,22-068,1999,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
108,105,Isaac Hayden,eng ENG,MF,Newcastle Utd,26-149,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
109,106,Rico Henry,eng ENG,DF,Brentford,24-041,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
110,107,Son Heung-min,kr KOR,FW,Tottenham,29-041,1992,1,1,90,1.0,1,0,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,0.2,0.2,0.1,0.4,0.24,0.12,0.36,0.24,0.36,Matches
111,108,Ki-Jana Hoever,nl NED,DF,Wolves,19-212,2002,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.04,0.06,0.02,0.06,Matches
112,109,Mason Holgate,eng ENG,DF,Everton,24-300,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
113,110,Pierre Højbjerg,dk DEN,MF,Tottenham,26-013,1995,1,1,89,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.08,0.1,0.02,0.1,Matches
114,111,Adam Idah,ie IRL,FW,Norwich City,20-160,2001,1,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.11,0.0,2.11,2.11,2.11,Matches
115,112,Kelechi Iheanacho,ng NGA,MF,Leicester City,24-319,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches
116,113,Danny Ings,eng ENG,FW,Aston Villa,29-026,1992,1,1,90,1.0,1,0,0,1,1,0,0,1.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.76,0.0,0.76,0.0,0.0,Matches
