,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
13,14,Marcos Alonso,es ESP,DF,Chelsea,31-129,1990,25,22,1942,21.6,3,4,3,0,0,8,0,0.14,0.19,0.32,0.14,0.32,3.1,3.1,4.2,7.4,0.15,0.2,0.34,0.15,0.34,Matches
14,15,Steven Alzate,co COL,MF,Brighton,23-240,1998,9,5,404,4.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches
15,16,Daniel Amartey,gh GHA,DF,Leicester City,27-136,1994,23,20,1810,20.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,Matches
16,17,Joachim Andersen,dk DEN,DF,Crystal Palace,25-340,1996,30,28,2556,28.4,0,3,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,0.5,0.5,1.8,2.3,0.02,0.06,0.08,0.02,0.08,Matches
17,18,Michail Antonio,jm JAM,FW,West Ham,32-039,1990,33,31,2747,30.5,8,7,8,0,1,8,1,0.26,0.23,0.49,0.26,0.49,9.9,9.6,6.3,15.9,0.32,0.2,0.53,0.32,0.52,Matches
18,19,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-289,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
19,20,Alphonse Areola,fr FRA,GK,West Ham,29-068,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
20,21,Adam Armstrong,eng ENG,"FW,MF",Southampton,25-085,1997,21,15,1261,14.0,2,2,2,0,0,1,0,0.14,0.14,0.29,0.14,0.29,4.1,4.1,1.7,5.8,0.29,0.12,0.41,0.29,0.41,Matches
21,22,Stuart Armstrong,sct SCO,MF,Southampton,30-037,1992,22,13,1281,14.2,2,0,2,0,0,1,0,0.14,0.0,0.14,0.14,0.14,2.7,2.7,1.2,3.9,0.19,0.08,0.27,0.19,0.27,Matches
22,23,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-215,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
23,24,Harrison Ashby,sct SCO,DF,West Ham,20-173,2001,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
24,25,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-322,1989,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.5,0.07,0.57,0.36,0.43,Matches
26,26,Jordan Ayew,gh GHA,FW,Crystal Palace,30-237,1991,30,22,1929,21.4,2,3,2,0,0,1,0,0.09,0.14,0.23,0.09,0.23,3.0,3.0,2.3,5.3,0.14,0.11,0.25,0.14,0.25,Matches
27,27,Luke Ayling,eng ENG,DF,Leeds United,30-254,1991,25,25,2246,25.0,2,2,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,1.6,1.6,0.8,2.4,0.06,0.03,0.1,0.06,0.1,Matches
28,28,César Azpilicueta,es ESP,DF,Chelsea,32-251,1989,23,22,1862,20.7,1,2,1,0,0,2,0,0.05,0.1,0.15,0.05,0.15,1.1,1.1,2.1,3.3,0.05,0.1,0.16,0.05,0.16,Matches
29,29,Daniel Bachmann,at AUT,GK,Watford,27-301,1994,11,11,990,11.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
30,30,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24-270,1997,18,7,761,8.5,1,2,1,0,0,3,0,0.12,0.24,0.35,0.12,0.35,1.6,1.6,0.6,2.2,0.19,0.07,0.26,0.19,0.26,Matches
31,31,Eric Bailly,ci CIV,DF,Manchester Utd,28-024,1994,4,3,217,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
32,32,Folarin Balogun,eng ENG,FW,Arsenal,20-307,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.35,0.0,0.35,0.35,0.35,Matches
33,33,Patrick Bamford,eng ENG,FW,Leeds United,28-243,1993,9,7,559,6.2,2,2,2,0,0,2,0,0.32,0.32,0.64,0.32,0.64,3.9,3.9,1.0,4.9,0.63,0.15,0.78,0.63,0.78,Matches
34,34,Shandon Baptiste,gd GRN,MF,Brentford,24-028,1998,20,9,880,9.8,1,1,1,0,0,2,1,0.1,0.1,0.2,0.1,0.2,0.7,0.7,0.5,1.2,0.07,0.05,0.12,0.07,0.12,Matches
35,35,Ross Barkley,eng ENG,MF,Chelsea,28-152,1993,5,1,154,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.4,0.48,0.32,0.8,0.48,0.8,Matches
36,36,Ashley Barnes,eng ENG,FW,Burnley,32-188,1989,19,4,500,5.6,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.6,0.14,0.14,0.29,0.14,0.29,Matches
37,37,Harvey Barnes,eng ENG,"FW,MF",Leicester City,24-148,1997,27,21,1772,19.7,4,6,4,0,0,2,0,0.2,0.3,0.51,0.2,0.51,5.5,5.5,2.6,8.2,0.28,0.13,0.42,0.28,0.42,Matches
38,38,Lewis Bate,eng ENG,MF,Leeds United,19-189,2002,1,0,43,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
39,39,Mads Bech Sørensen,dk DEN,DF,Brentford,23-119,1999,8,6,630,7.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.05,0.06,0.01,0.06,Matches
40,40,Jan Bednarek,pl POL,DF,Southampton,26-024,1996,30,29,2539,28.2,4,0,4,0,0,10,0,0.14,0.0,0.14,0.14,0.14,2.4,2.4,0.6,3.0,0.08,0.02,0.11,0.08,0.11,Matches
41,41,Donny van de Beek,nl NED,MF,Everton,25-018,1997,6,5,429,4.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
42,42,Donny van de Beek,nl NED,MF,Manchester Utd,25-018,1997,8,0,75,0.8,1,0,1,0,0,0,0,1.2,0.0,1.2,1.2,1.2,0.7,0.7,0.5,1.2,0.88,0.58,1.46,0.88,1.46,Matches
43,43,Asmir Begović,ba BIH,GK,Everton,34-320,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
44,44,Saïd Benrahma,dz ALG,"FW,MF",West Ham,26-269,1995,31,25,2093,23.3,6,6,6,0,0,0,0,0.26,0.26,0.52,0.26,0.52,4.9,4.9,3.2,8.1,0.21,0.14,0.35,0.21,0.35,Matches
45,45,Rodrigo Bentancur,uy URU,MF,Tottenham,24-335,1997,13,12,1019,11.3,0,1,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09,0.6,0.6,0.9,1.5,0.05,0.08,0.14,0.05,0.14,Matches
46,46,Christian Benteke,be BEL,FW,Crystal Palace,31-154,1990,23,11,1122,12.5,4,1,4,0,0,3,0,0.32,0.08,0.4,0.32,0.4,5.4,5.4,1.1,6.4,0.43,0.09,0.52,0.43,0.52,Matches
47,47,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-191,1990,18,13,1102,12.2,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,1.7,1.7,0.3,2.0,0.14,0.03,0.16,0.14,0.16,Matches
48,48,Steven Bergwijn,nl NED,"FW,MF",Tottenham,24-210,1997,22,4,527,5.9,3,1,3,0,0,1,0,0.51,0.17,0.68,0.51,0.68,3.1,3.1,0.6,3.7,0.52,0.11,0.63,0.52,0.63,Matches
49,49,Ryan Bertrand,eng ENG,DF,Leicester City,32-274,1989,4,4,337,3.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.08,0.08,0.0,0.08,Matches
50,50,Mads Bidstrup,dk DEN,MF,Brentford,21-070,2001,4,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
52,51,Yves Bissouma,ml MLI,MF,Brighton,25-249,1996,23,22,1886,21.0,1,1,1,0,0,10,0,0.05,0.05,0.1,0.05,0.1,0.9,0.9,0.6,1.4,0.04,0.03,0.07,0.04,0.07,Matches
53,52,Willy Boly,ci CIV,DF,Wolves,31-092,1991,6,6,540,6.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.03,0.0,0.03,0.03,0.03,Matches
54,53,Jarrod Bowen,eng ENG,FW,West Ham,25-137,1996,33,31,2713,30.1,10,8,10,0,0,4,0,0.33,0.27,0.6,0.33,0.6,9.7,9.7,5.6,15.3,0.32,0.18,0.51,0.32,0.51,Matches
55,54,Jarrad Branthwaite,eng ENG,DF,Everton,19-313,2002,4,2,281,3.1,1,0,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,0.4,0.4,0.0,0.4,0.14,0.0,0.14,0.14,0.14,Matches
56,55,Armando Broja,al ALB,FW,Southampton,20-238,2001,30,19,1804,20.0,6,0,6,0,0,2,0,0.3,0.0,0.3,0.3,0.3,6.7,6.7,1.3,8.0,0.33,0.07,0.4,0.33,0.4,Matches
57,56,Josh Brownhill,eng ENG,MF,Burnley,26-138,1995,31,28,2613,29.0,2,3,2,0,0,9,0,0.07,0.1,0.17,0.07,0.17,1.4,1.4,2.2,3.6,0.05,0.08,0.12,0.05,0.12,Matches
58,57,Lewis Brunt,eng ENG,MF,Leicester City,21-181,2000,1,0,24,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
59,58,Bryan,es ESP,"FW,MF",Tottenham,21-084,2001,9,0,94,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.07,0.1,0.03,0.1,Matches
60,59,Emi Buendía,ar ARG,"FW,MF",Aston Villa,25-132,1996,30,19,1602,17.8,2,5,2,0,0,1,0,0.11,0.28,0.39,0.11,0.39,2.3,2.3,4.4,6.7,0.13,0.25,0.38,0.13,0.38,Matches
61,60,Dan Burn,eng ENG,DF,Brighton,29-362,1992,13,12,1022,11.4,1,0,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,1.3,1.3,0.0,1.3,0.11,0.0,0.12,0.11,0.12,Matches
62,61,Dan Burn,eng ENG,DF,Newcastle Utd,29-362,1992,13,13,1170,13.0,0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,Matches
63,62,Jack Butland,eng ENG,GK,Crystal Palace,29-057,1993,6,5,495,5.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
64,63,Sam Byram,eng ENG,DF,Norwich City,28-232,1993,11,7,722,8.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,1.0,0.1,0.02,0.12,0.1,0.12,Matches
65,64,Willy Caballero,ar ARG,GK,Southampton,40-220,1981,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
66,65,Moisés Caicedo,ec ECU,MF,Brighton,20-185,2001,5,5,419,4.7,0,1,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,0.1,0.1,0.3,0.4,0.02,0.06,0.09,0.02,0.09,Matches
67,66,Dominic Calvert-Lewin,eng ENG,FW,Everton,25-051,1997,13,12,999,11.1,3,1,1,2,3,2,0,0.27,0.09,0.36,0.09,0.18,6.1,3.8,0.8,4.6,0.55,0.07,0.62,0.34,0.41,Matches
68,67,Chem Campbell,wls WAL,MF,Wolves,19-127,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
69,68,João Cancelo,pt POR,DF,Manchester City,27-344,1994,32,32,2867,31.9,1,6,1,0,0,7,0,0.03,0.19,0.22,0.03,0.22,3.4,3.4,4.1,7.6,0.11,0.13,0.24,0.11,0.24,Matches
70,69,Sergi Canós,es ESP,DF,Brentford,25-093,1997,30,25,2066,23.0,2,2,2,0,0,6,0,0.09,0.09,0.17,0.09,0.17,3.0,3.0,1.9,4.9,0.13,0.08,0.21,0.13,0.21,Matches
71,70,Todd Cantwell,eng ENG,"FW,MF",Norwich City,24-068,1998,8,5,441,4.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,Matches
72,71,Matty Cash,pl POL,DF,Aston Villa,24-272,1997,33,33,2927,32.5,3,3,3,0,0,8,0,0.09,0.09,0.18,0.09,0.18,2.0,2.0,1.8,3.9,0.06,0.06,0.12,0.06,0.12,Matches
73,72,Timothy Castagne,be BEL,DF,Leicester City,26-152,1995,22,17,1698,18.9,1,0,1,0,0,1,0,0.05,0.0,0.05,0.05,0.05,0.1,0.1,0.5,0.6,0.01,0.03,0.03,0.01,0.03,Matches
74,73,Jonny Castro,es ESP,DF,Wolves,28-064,1994,9,6,664,7.4,2,0,2,0,0,1,0,0.27,0.0,0.27,0.27,0.27,0.7,0.7,0.6,1.3,0.1,0.08,0.18,0.1,0.18,Matches
75,74,Craig Cathcart,nir NIR,DF,Watford,33-089,1989,28,25,2211,24.6,0,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,0.3,0.4,0.0,0.01,0.02,0.0,0.02,Matches
76,75,Edinson Cavani,uy URU,FW,Manchester Utd,35-081,1987,13,6,631,7.0,2,1,2,0,0,0,0,0.29,0.14,0.43,0.29,0.43,3.1,3.1,1.2,4.2,0.44,0.17,0.6,0.44,0.6,Matches
78,76,Kayky Chagas,br BRA,FW,Manchester City,18-329,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
79,77,Trevoh Chalobah,eng ENG,DF,Chelsea,22-305,1999,18,15,1269,14.1,3,1,3,0,0,2,0,0.21,0.07,0.28,0.21,0.28,0.9,0.9,0.2,1.1,0.06,0.01,0.08,0.06,0.08,Matches
80,78,Calum Chambers,eng ENG,DF,Arsenal,27-106,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,Matches
81,79,Calum Chambers,eng ENG,DF,Aston Villa,27-106,1995,7,6,542,6.0,1,0,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches
82,80,Daniel Chesters,eng ENG,MF,West Ham,20-032,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
83,81,Ben Chilwell,eng ENG,DF,Chelsea,25-136,1996,6,6,540,6.0,3,1,3,0,0,0,0,0.5,0.17,0.67,0.5,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,Matches
84,82,Chiquinho,pt POR,"MF,DF",Wolves,22-090,2000,5,0,52,0.6,0,1,0,0,0,0,0,0.0,1.73,1.73,0.0,1.73,0.2,0.2,0.1,0.3,0.4,0.13,0.53,0.4,0.53,Matches
85,83,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,24-217,1997,6,4,285,3.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
86,84,Andreas Christensen,dk DEN,DF,Chelsea,26-026,1996,18,16,1406,15.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.7,0.03,0.02,0.04,0.03,0.04,Matches
87,85,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,18-119,2004,9,1,194,2.2,0,1,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,0.5,0.5,1.0,1.5,0.22,0.46,0.67,0.22,0.67,Matches
88,86,Ciaran Clark,ie IRL,DF,Newcastle Utd,32-222,1989,13,12,1014,11.3,0,1,0,0,0,2,1,0.0,0.09,0.09,0.0,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.1,0.07,0.1,Matches
89,87,Tom Cleverley,eng ENG,MF,Watford,32-267,1989,26,18,1475,16.4,0,2,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.8,0.8,1.5,2.3,0.05,0.09,0.14,0.05,0.14,Matches
90,88,Nathaniel Clyne,eng ENG,DF,Crystal Palace,31-031,1991,12,11,991,11.0,0,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.5,0.5,0.0,0.04,0.05,0.0,0.05,Matches
91,89,Conor Coady,eng ENG,DF,Wolves,29-070,1993,34,34,3046,33.8,3,0,3,0,0,4,0,0.09,0.0,0.09,0.09,0.09,1.8,1.8,0.0,1.8,0.05,0.0,0.05,0.05,0.05,Matches
92,90,Séamus Coleman,ie IRL,DF,Everton,33-207,1988,26,26,2303,25.6,1,0,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,1.0,1.0,1.0,2.0,0.04,0.04,0.08,0.04,0.08,Matches
93,91,Nathan Collins,ie IRL,DF,Burnley,21-006,2001,15,14,1310,14.6,2,0,2,0,0,2,1,0.14,0.0,0.14,0.14,0.14,1.1,1.1,0.4,1.6,0.08,0.03,0.11,0.08,0.11,Matches
94,92,Aaron Connolly,ie IRL,FW,Brighton,22-098,2000,4,1,156,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.8,0.26,0.2,0.47,0.26,0.47,Matches
95,93,Liam Cooper,sct SCO,DF,Leeds United,30-249,1991,18,18,1544,17.2,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,0.1,0.4,0.02,0.01,0.02,0.02,0.02,Matches
96,94,Jack Cork,eng ENG,MF,Burnley,32-315,1989,16,16,1310,14.6,1,0,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,0.6,0.6,0.1,0.8,0.04,0.01,0.05,0.04,0.05,Matches
97,95,Maxwel Cornet,ci CIV,"FW,MF",Burnley,25-221,1996,22,18,1477,16.4,7,1,7,0,1,2,0,0.43,0.06,0.49,0.43,0.49,5.1,4.3,1.4,5.7,0.31,0.08,0.39,0.26,0.35,Matches
98,96,Hélder Costa,ao ANG,MF,Leeds United,28-114,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
99,97,Vladimír Coufal,cz CZE,DF,West Ham,29-257,1992,25,22,1949,21.7,0,4,0,0,0,4,1,0.0,0.18,0.18,0.0,0.18,0.6,0.6,2.3,2.9,0.03,0.11,0.14,0.03,0.14,Matches
100,98,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,29-328,1992,14,13,1069,11.9,4,3,4,0,0,0,0,0.34,0.25,0.59,0.34,0.59,3.5,3.5,3.1,6.6,0.29,0.26,0.56,0.29,0.56,Matches
101,99,Aaron Cresswell,eng ENG,DF,West Ham,32-142,1989,28,28,2456,27.3,2,3,2,0,0,3,0,0.07,0.11,0.18,0.07,0.18,1.0,1.0,2.8,3.8,0.04,0.1,0.14,0.04,0.14,Matches
102,100,Charlie Cresswell,eng ENG,DF,Leeds United,19-150,2002,5,1,141,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches
104,101,Cucho,co COL,"FW,MF",Watford,23-016,1999,24,11,1128,12.5,5,2,5,0,0,3,0,0.4,0.16,0.56,0.4,0.56,2.5,2.5,1.9,4.4,0.2,0.15,0.35,0.2,0.35,Matches
105,102,Marc Cucurella,es ESP,DF,Brighton,23-288,1998,32,32,2819,31.3,0,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03,0.5,0.5,2.5,3.0,0.02,0.08,0.1,0.02,0.1,Matches
106,103,Luke Cundle,eng ENG,MF,Wolves,20-010,2002,3,2,174,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.13,0.13,0.0,0.13,Matches
107,104,Patson Daka,zm ZAM,FW,Leicester City,23-209,1998,21,12,1070,11.9,4,3,4,0,0,2,0,0.34,0.25,0.59,0.34,0.59,3.6,3.6,1.7,5.3,0.3,0.14,0.44,0.3,0.44,Matches
108,105,Stuart Dallas,nir NIR,"DF,MF",Leeds United,31-017,1991,34,34,2919,32.4,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,2.0,2.0,2.4,4.3,0.06,0.07,0.13,0.06,0.13,Matches
109,106,Diogo Dalot,pt POR,DF,Manchester Utd,23-049,1999,22,17,1633,18.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,1.6,0.04,0.05,0.09,0.04,0.09,Matches
110,107,Karl Darlow,eng ENG,GK,Newcastle Utd,31-210,1990,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
111,108,Josh Dasilva,eng ENG,"MF,FW",Brentford,23-195,1998,6,2,169,1.9,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03,Matches
112,109,Ben Davies,wls WAL,DF,Tottenham,29-012,1993,25,24,2187,24.3,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.7,1.7,0.6,2.2,0.07,0.02,0.09,0.07,0.09,Matches
113,110,Tom Davies,eng ENG,MF,Everton,23-310,1998,5,1,158,1.8,1,0,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,0.9,0.9,0.0,0.9,0.52,0.0,0.52,0.52,0.52,Matches
114,111,Keinan Davis,eng ENG,FW,Aston Villa,24-082,1998,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
115,112,Craig Dawson,eng ENG,DF,West Ham,32-000,1990,31,27,2508,27.9,2,2,2,0,0,5,1,0.07,0.07,0.14,0.07,0.14,2.5,2.5,0.5,3.0,0.09,0.02,0.11,0.09,0.11,Matches
