,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
92,90,Troy Deeney,eng ENG,FW,Watford,33-150,1988,2,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.45,0.32,1.77,1.45,1.77,Matches
93,91,Fabian Delph,eng ENG,MF,Everton,32-005,1989,4,2,174,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
94,92,Leander Dendoncker,be BEL,"MF,FW",Wolves,26-225,1995,8,3,324,3.6,0,1,0,0,0,1,0,0.0,0.28,0.28,0.0,0.28,0.2,0.2,0.6,0.8,0.04,0.18,0.22,0.04,0.22,Matches
95,93,Emmanuel Dennis,ng NGA,"FW,MF",Watford,24-011,1997,11,10,829,9.2,4,5,4,0,0,6,0,0.43,0.54,0.98,0.43,0.98,2.6,2.6,1.2,3.8,0.29,0.13,0.41,0.29,0.41,Matches
96,94,Kiernan Dewsbury Hall,eng ENG,MF,Leicester City,23-081,1998,3,0,35,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.33,0.33,0.0,0.33,Matches
97,95,Ibrahima Diallo,fr FRA,MF,Southampton,22-263,1999,10,3,414,4.6,0,1,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22,0.3,0.3,0.4,0.7,0.07,0.08,0.15,0.07,0.15,Matches
98,96,Raphael Dias Belloli,br BRA,"MF,FW",Leeds United,24-347,1996,10,10,817,9.1,5,0,5,0,0,3,0,0.55,0.0,0.55,0.55,0.55,3.0,3.0,2.0,4.9,0.33,0.22,0.54,0.33,0.54,Matches
99,97,Rúben Dias,pt POR,DF,Manchester City,24-196,1997,11,10,919,10.2,0,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,1.1,1.3,0.02,0.1,0.12,0.02,0.12,Matches
100,98,Eric Dier,eng ENG,DF,Tottenham,27-315,1994,12,12,1001,11.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.3,1.6,0.03,0.11,0.15,0.03,0.15,Matches
101,99,Lucas Digne,fr FRA,DF,Everton,28-129,1993,11,11,990,11.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.5,1.8,0.04,0.13,0.17,0.04,0.17,Matches
102,100,Virgil van Dijk,nl NED,DF,Liverpool,30-141,1991,12,12,1080,12.0,0,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,1.1,1.1,0.1,1.2,0.1,0.01,0.1,0.1,0.1,Matches
104,101,Moussa Djenepo,ml MLI,MF,Southampton,23-164,1998,7,5,409,4.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,0.32,0.04,0.36,0.32,0.36,Matches
105,102,Lewis Dobbin,eng ENG,"MF,FW",Everton,18-327,2003,2,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
106,103,Matt Doherty,ie IRL,DF,Tottenham,29-314,1992,2,0,28,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
107,104,Gabriel Dos Santos,br BRA,DF,Arsenal,23-342,1997,9,9,810,9.0,1,0,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,0.4,0.4,0.1,0.5,0.04,0.01,0.05,0.04,0.05,Matches
108,105,Abdoulaye Doucouré,fr FRA,MF,Everton,28-329,1993,8,8,720,8.0,2,4,2,0,0,3,0,0.25,0.5,0.75,0.25,0.75,1.1,1.1,1.2,2.3,0.14,0.15,0.29,0.14,0.29,Matches
109,106,Kieran Dowell,eng ENG,"FW,MF",Norwich City,24-047,1997,4,3,207,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,0.05,0.15,0.2,0.05,0.2,Matches
110,107,Cody Drameh,eng ENG,DF,Leeds United,19-353,2001,1,0,20,0.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
111,108,Shane Duffy,ie IRL,DF,Brighton,29-329,1992,11,11,990,11.0,1,0,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,0.8,0.8,0.1,0.8,0.07,0.0,0.07,0.07,0.07,Matches
112,109,Lewis Dunk,eng ENG,DF,Brighton,30-005,1991,12,12,1080,12.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
113,110,Ederson,br BRA,GK,Manchester City,28-101,1993,11,11,990,11.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
114,111,Odsonne Édouard,fr FRA,FW,Crystal Palace,23-314,1998,9,6,514,5.7,3,0,3,0,0,0,0,0.53,0.0,0.53,0.53,0.53,1.7,1.7,1.1,2.7,0.29,0.19,0.48,0.29,0.48,Matches
115,112,Harvey Elliott,eng ENG,MF,Liverpool,18-236,2003,4,3,250,2.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,0.25,0.11,0.36,0.25,0.36,Matches
116,113,Mohamed Elneny,eg EGY,"MF,FW",Arsenal,29-138,1992,3,0,57,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.21,0.21,0.0,0.21,Matches
