,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
9,10,Allan,br BRA,MF,Everton,31-090,1991,23,22,1934,21.5,0,2,0,0,0,6,1,0.0,0.09,0.09,0.0,0.09,0.2,0.2,0.9,1.0,0.01,0.04,0.05,0.01,0.05,Matches
10,11,Dele Alli,eng ENG,MF,Everton,25-362,1996,6,0,175,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.04,0.13,0.17,0.04,0.17,Matches
11,12,Dele Alli,eng ENG,"MF,FW",Tottenham,25-362,1996,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0.0,0.14,0.0,0.0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21,Matches
12,13,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,28-057,1994,22,13,1137,12.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.5,0.08,0.04,0.12,0.08,0.12,Matches
13,14,Marcos Alonso,es ESP,DF,Chelsea,31-101,1990,20,17,1502,16.7,1,3,1,0,0,6,0,0.06,0.18,0.24,0.06,0.24,1.9,1.9,2.9,4.7,0.11,0.17,0.28,0.11,0.28,Matches
14,15,Steven Alzate,co COL,MF,Brighton,23-212,1998,9,5,404,4.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches
15,16,Daniel Amartey,gh GHA,DF,Leicester City,27-108,1994,19,17,1533,17.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.01,0.01,0.0,0.01,Matches
16,17,Joachim Andersen,dk DEN,DF,Crystal Palace,25-312,1996,26,24,2196,24.4,0,3,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.5,0.5,1.7,2.2,0.02,0.07,0.09,0.02,0.09,Matches
17,18,Michail Antonio,jm JAM,FW,West Ham,32-011,1990,30,29,2572,28.6,8,7,8,0,1,7,1,0.28,0.24,0.52,0.28,0.52,9.2,9.0,6.3,15.2,0.32,0.22,0.54,0.31,0.53,Matches
18,19,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-261,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
19,20,Alphonse Areola,fr FRA,GK,West Ham,29-040,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
20,21,Adam Armstrong,eng ENG,"FW,MF",Southampton,25-057,1997,20,14,1216,13.5,2,2,2,0,0,1,0,0.15,0.15,0.3,0.15,0.3,4.1,4.1,1.7,5.8,0.3,0.13,0.43,0.3,0.43,Matches
21,22,Stuart Armstrong,sct SCO,MF,Southampton,30-009,1992,17,10,994,11.0,2,0,2,0,0,1,0,0.18,0.0,0.18,0.18,0.18,2.4,2.4,1.0,3.5,0.22,0.09,0.31,0.22,0.31,Matches
22,23,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-187,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
23,24,Harrison Ashby,sct SCO,DF,West Ham,20-145,2001,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
24,25,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-294,1989,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.5,0.07,0.57,0.36,0.43,Matches
26,26,Jordan Ayew,gh GHA,FW,Crystal Palace,30-209,1991,26,19,1632,18.1,2,3,2,0,0,1,0,0.11,0.17,0.28,0.11,0.28,2.9,2.9,2.2,5.1,0.16,0.12,0.28,0.16,0.28,Matches
27,27,Luke Ayling,eng ENG,DF,Leeds United,30-226,1991,22,22,1976,22.0,2,2,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,1.4,1.4,0.7,2.1,0.06,0.03,0.09,0.06,0.09,Matches
28,28,César Azpilicueta,es ESP,DF,Chelsea,32-223,1989,19,18,1525,16.9,0,2,0,0,0,0,0,0.0,0.12,0.12,0.0,0.12,0.7,0.7,1.9,2.6,0.04,0.11,0.16,0.04,0.16,Matches
29,29,Daniel Bachmann,at AUT,GK,Watford,27-273,1994,11,11,990,11.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
30,30,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24-242,1997,15,5,611,6.8,1,2,1,0,0,2,0,0.15,0.29,0.44,0.15,0.44,1.3,1.3,0.6,1.9,0.19,0.09,0.28,0.19,0.28,Matches
31,31,Eric Bailly,ci CIV,DF,Manchester Utd,27-361,1994,4,3,217,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
32,32,Folarin Balogun,eng ENG,FW,Arsenal,20-279,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.35,0.0,0.35,0.35,0.35,Matches
33,33,Patrick Bamford,eng ENG,FW,Leeds United,28-215,1993,9,7,559,6.2,2,2,2,0,0,2,0,0.32,0.32,0.64,0.32,0.64,4.0,4.0,1.0,5.0,0.64,0.16,0.8,0.64,0.8,Matches
34,34,Shandon Baptiste,gd GRN,MF,Brentford,24-000,1998,20,9,880,9.8,1,1,1,0,0,2,1,0.1,0.1,0.2,0.1,0.2,0.8,0.8,0.5,1.3,0.08,0.05,0.13,0.08,0.13,Matches
35,35,Ross Barkley,eng ENG,MF,Chelsea,28-124,1993,5,1,154,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.4,0.48,0.32,0.8,0.48,0.8,Matches
36,36,Ashley Barnes,eng ENG,FW,Burnley,32-160,1989,16,4,435,4.8,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,0.14,0.16,0.3,0.14,0.3,Matches
37,37,Harvey Barnes,eng ENG,"FW,MF",Leicester City,24-120,1997,23,20,1656,18.4,3,6,3,0,0,2,0,0.16,0.33,0.49,0.16,0.49,5.0,5.0,2.6,7.6,0.27,0.14,0.41,0.27,0.41,Matches
38,38,Lewis Bate,eng ENG,MF,Leeds United,19-161,2002,1,0,43,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
39,39,Mads Bech Sørensen,dk DEN,DF,Brentford,23-091,1999,5,4,380,4.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
40,40,Jan Bednarek,pl POL,DF,Southampton,25-361,1996,25,24,2089,23.2,3,0,3,0,0,7,0,0.13,0.0,0.13,0.13,0.13,2.2,2.2,0.6,2.8,0.1,0.02,0.12,0.1,0.12,Matches
41,41,Donny van de Beek,nl NED,MF,Everton,24-355,1997,6,5,429,4.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
42,42,Donny van de Beek,nl NED,MF,Manchester Utd,24-355,1997,8,0,75,0.8,1,0,1,0,0,0,0,1.2,0.0,1.2,1.2,1.2,0.7,0.7,0.5,1.2,0.88,0.58,1.46,0.88,1.46,Matches
43,43,Asmir Begović,ba BIH,GK,Everton,34-292,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
44,44,Saïd Benrahma,dz ALG,"FW,MF",West Ham,26-241,1995,27,23,1876,20.8,6,6,6,0,0,0,0,0.29,0.29,0.58,0.29,0.58,4.1,4.1,2.9,7.1,0.2,0.14,0.34,0.2,0.34,Matches
45,45,Rodrigo Bentancur,uy URU,MF,Tottenham,24-307,1997,9,8,687,7.6,0,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,0.2,0.2,0.8,1.1,0.03,0.11,0.14,0.03,0.14,Matches
46,46,Christian Benteke,be BEL,FW,Crystal Palace,31-126,1990,22,11,1115,12.4,4,1,4,0,0,3,0,0.32,0.08,0.4,0.32,0.4,5.4,5.4,1.1,6.4,0.43,0.09,0.52,0.43,0.52,Matches
47,47,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-163,1990,18,13,1102,12.2,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,1.7,1.7,0.3,2.0,0.14,0.03,0.16,0.14,0.16,Matches
48,48,Steven Bergwijn,nl NED,"FW,MF",Tottenham,24-182,1997,19,4,507,5.6,3,1,3,0,0,1,0,0.53,0.18,0.71,0.53,0.71,2.9,2.9,0.6,3.5,0.51,0.11,0.62,0.51,0.62,Matches
49,49,Ryan Bertrand,eng ENG,DF,Leicester City,32-246,1989,4,4,337,3.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.08,0.08,0.0,0.08,Matches
50,50,Mads Bidstrup,dk DEN,MF,Brentford,21-042,2001,4,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
52,51,Yves Bissouma,ml MLI,MF,Brighton,25-221,1996,20,19,1633,18.1,0,1,0,0,0,8,0,0.0,0.06,0.06,0.0,0.06,0.8,0.8,0.6,1.4,0.04,0.03,0.08,0.04,0.08,Matches
53,52,Willy Boly,ci CIV,DF,Wolves,31-064,1991,3,3,270,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
54,53,Jarrod Bowen,eng ENG,FW,West Ham,25-109,1996,29,28,2425,26.9,9,8,9,0,0,3,0,0.33,0.3,0.63,0.33,0.63,9.4,9.4,5.2,14.6,0.35,0.19,0.54,0.35,0.54,Matches
55,54,Jarrad Branthwaite,eng ENG,DF,Everton,19-285,2002,4,2,281,3.1,1,0,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,0.4,0.4,0.0,0.4,0.14,0.0,0.14,0.14,0.14,Matches
56,55,Armando Broja,al ALB,FW,Southampton,20-210,2001,26,17,1603,17.8,6,0,6,0,0,1,0,0.34,0.0,0.34,0.34,0.34,6.5,6.5,1.0,7.5,0.37,0.06,0.42,0.37,0.42,Matches
57,56,Josh Brownhill,eng ENG,MF,Burnley,26-110,1995,26,24,2193,24.4,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,1.0,1.0,1.5,2.5,0.04,0.06,0.1,0.04,0.1,Matches
58,57,Bryan,es ESP,"FW,MF",Tottenham,21-056,2001,9,0,94,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.07,0.1,0.03,0.1,Matches
59,58,Emi Buendía,ar ARG,"FW,MF",Aston Villa,25-104,1996,27,19,1554,17.3,2,4,2,0,0,1,0,0.12,0.23,0.35,0.12,0.35,2.2,2.2,4.0,6.1,0.13,0.23,0.36,0.13,0.36,Matches
60,59,Dan Burn,eng ENG,DF,Newcastle Utd,29-334,1992,8,8,720,8.0,0,1,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,0.2,0.5,0.04,0.03,0.07,0.04,0.07,Matches
61,60,Dan Burn,eng ENG,DF,Brighton,29-334,1992,13,12,1022,11.4,1,0,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,1.3,1.3,0.0,1.3,0.11,0.0,0.12,0.11,0.12,Matches
62,61,Jack Butland,eng ENG,GK,Crystal Palace,29-029,1993,6,5,495,5.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
63,62,Sam Byram,eng ENG,"DF,MF",Norwich City,28-204,1993,7,3,362,4.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.13,0.03,0.15,0.13,0.15,Matches
64,63,Willy Caballero,ar ARG,GK,Southampton,40-192,1981,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
65,64,Dominic Calvert-Lewin,eng ENG,FW,Everton,25-023,1997,12,11,929,10.3,3,1,1,2,3,2,0,0.29,0.1,0.39,0.1,0.19,6.1,3.8,0.8,4.6,0.59,0.07,0.66,0.37,0.44,Matches
66,65,João Cancelo,pt POR,DF,Manchester City,27-316,1994,28,28,2507,27.9,1,5,1,0,0,5,0,0.04,0.18,0.22,0.04,0.22,2.9,2.9,3.4,6.3,0.1,0.12,0.23,0.1,0.23,Matches
67,66,Sergi Canós,es ESP,DF,Brentford,25-065,1997,29,25,2053,22.8,2,2,2,0,0,6,0,0.09,0.09,0.18,0.09,0.18,2.9,2.9,1.9,4.9,0.13,0.08,0.21,0.13,0.21,Matches
68,67,Todd Cantwell,eng ENG,"FW,MF",Norwich City,24-040,1998,8,5,441,4.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,Matches
69,68,Matty Cash,pl POL,DF,Aston Villa,24-244,1997,30,30,2657,29.5,3,3,3,0,0,8,0,0.1,0.1,0.2,0.1,0.2,1.9,1.9,1.8,3.7,0.06,0.06,0.13,0.06,0.13,Matches
70,69,Timothy Castagne,be BEL,DF,Leicester City,26-124,1995,18,14,1426,15.8,1,0,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,0.1,0.1,0.4,0.5,0.01,0.03,0.03,0.01,0.03,Matches
71,70,Jonny Castro,es ESP,DF,Wolves,28-036,1994,6,4,446,5.0,2,0,2,0,0,1,0,0.4,0.0,0.4,0.4,0.4,0.7,0.7,0.5,1.2,0.14,0.11,0.25,0.14,0.25,Matches
72,71,Craig Cathcart,nir NIR,DF,Watford,33-061,1989,26,25,2184,24.3,0,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,0.3,0.4,0.0,0.01,0.02,0.0,0.02,Matches
73,72,Edinson Cavani,uy URU,FW,Manchester Utd,35-053,1987,12,6,615,6.8,2,1,2,0,0,0,0,0.29,0.15,0.44,0.29,0.44,3.1,3.1,1.1,4.2,0.45,0.17,0.62,0.45,0.62,Matches
74,73,Kayky Chagas,br BRA,FW,Manchester City,18-301,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
75,74,Trevoh Chalobah,eng ENG,DF,Chelsea,22-277,1999,17,14,1179,13.1,3,1,3,0,0,2,0,0.23,0.08,0.31,0.23,0.31,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07,Matches
76,75,Calum Chambers,eng ENG,DF,Arsenal,27-078,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,Matches
78,76,Calum Chambers,eng ENG,DF,Aston Villa,27-078,1995,6,5,452,5.0,1,0,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches
79,77,Daniel Chesters,eng ENG,MF,West Ham,20-004,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
80,78,Ben Chilwell,eng ENG,DF,Chelsea,25-108,1996,6,6,540,6.0,3,1,3,0,0,0,0,0.5,0.17,0.67,0.5,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,Matches
81,79,Chiquinho,pt POR,"MF,DF",Wolves,22-062,2000,5,0,52,0.6,0,1,0,0,0,0,0,0.0,1.73,1.73,0.0,1.73,0.2,0.2,0.1,0.3,0.4,0.13,0.53,0.4,0.53,Matches
82,80,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,24-189,1997,6,4,285,3.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
83,81,Andreas Christensen,dk DEN,DF,Chelsea,25-363,1996,16,14,1271,14.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.7,0.03,0.02,0.05,0.03,0.05,Matches
84,82,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,18-091,2004,9,1,194,2.2,0,1,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,0.5,0.5,1.0,1.5,0.22,0.46,0.67,0.22,0.67,Matches
85,83,Ciaran Clark,ie IRL,DF,Newcastle Utd,32-194,1989,13,12,1014,11.3,0,1,0,0,0,2,1,0.0,0.09,0.09,0.0,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.1,0.07,0.1,Matches
86,84,Tom Cleverley,eng ENG,MF,Watford,32-239,1989,24,17,1378,15.3,0,2,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,0.8,0.8,1.5,2.2,0.05,0.1,0.15,0.05,0.15,Matches
87,85,Nathaniel Clyne,eng ENG,DF,Crystal Palace,31-003,1991,8,7,631,7.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,Matches
88,86,Conor Coady,eng ENG,DF,Wolves,29-042,1993,31,31,2776,30.8,3,0,3,0,0,3,0,0.1,0.0,0.1,0.1,0.1,1.8,1.8,0.0,1.8,0.06,0.0,0.06,0.06,0.06,Matches
89,87,Séamus Coleman,ie IRL,DF,Everton,33-179,1988,22,22,1943,21.6,1,0,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,1.0,1.0,1.0,2.0,0.05,0.04,0.09,0.05,0.09,Matches
90,88,Nathan Collins,ie IRL,DF,Burnley,20-343,2001,10,9,860,9.6,1,0,1,0,0,1,1,0.1,0.0,0.1,0.1,0.1,0.5,0.5,0.4,1.0,0.06,0.05,0.1,0.06,0.1,Matches
91,89,Aaron Connolly,ie IRL,FW,Brighton,22-070,2000,4,1,156,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.8,0.26,0.2,0.47,0.26,0.47,Matches
92,90,Liam Cooper,sct SCO,DF,Leeds United,30-221,1991,16,16,1364,15.2,0,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.0,0.3,0.02,0.0,0.02,0.02,0.02,Matches
93,91,Jack Cork,eng ENG,MF,Burnley,32-287,1989,12,12,950,10.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.01,0.0,0.01,0.01,0.01,Matches
94,92,Maxwel Cornet,ci CIV,"FW,MF",Burnley,25-193,1996,19,15,1232,13.7,7,1,7,0,0,2,0,0.51,0.07,0.58,0.51,0.58,3.3,3.3,0.8,4.0,0.24,0.06,0.29,0.24,0.29,Matches
95,93,Hélder Costa,ao ANG,MF,Leeds United,28-086,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
96,94,Vladimír Coufal,cz CZE,DF,West Ham,29-229,1992,22,19,1679,18.7,0,3,0,0,0,4,1,0.0,0.16,0.16,0.0,0.16,0.6,0.6,2.1,2.7,0.03,0.11,0.15,0.03,0.15,Matches
97,95,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,29-300,1992,11,10,847,9.4,4,3,4,0,0,0,0,0.43,0.32,0.74,0.43,0.74,3.5,3.5,2.4,5.9,0.37,0.25,0.62,0.37,0.62,Matches
98,96,Aaron Cresswell,eng ENG,DF,West Ham,32-114,1989,24,24,2096,23.3,2,3,2,0,0,2,0,0.09,0.13,0.21,0.09,0.21,0.8,0.8,2.7,3.6,0.04,0.12,0.15,0.04,0.15,Matches
99,97,Charlie Cresswell,eng ENG,DF,Leeds United,19-122,2002,5,1,141,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches
100,98,Cucho,co COL,"FW,MF",Watford,22-353,1999,23,10,1090,12.1,5,2,5,0,0,3,0,0.41,0.17,0.58,0.41,0.58,2.5,2.5,1.9,4.5,0.21,0.16,0.37,0.21,0.37,Matches
101,99,Marc Cucurella,es ESP,DF,Brighton,23-260,1998,27,27,2369,26.3,0,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,0.4,0.4,2.4,2.8,0.02,0.09,0.11,0.02,0.11,Matches
102,100,Luke Cundle,eng ENG,MF,Wolves,19-347,2002,2,1,84,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.24,0.24,0.0,0.24,Matches
104,101,Patson Daka,zm ZAM,FW,Leicester City,23-181,1998,16,8,768,8.5,4,3,4,0,0,1,0,0.47,0.35,0.82,0.47,0.82,3.3,3.3,1.4,4.7,0.39,0.17,0.56,0.39,0.56,Matches
105,102,Stuart Dallas,nir NIR,"DF,MF",Leeds United,30-354,1991,31,31,2695,29.9,1,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,1.9,1.9,2.2,4.1,0.06,0.07,0.14,0.06,0.14,Matches
106,103,Diogo Dalot,pt POR,DF,Manchester Utd,23-021,1999,17,12,1183,13.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,0.03,0.05,0.08,0.03,0.08,Matches
107,104,Karl Darlow,eng ENG,GK,Newcastle Utd,31-182,1990,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
108,105,Josh Dasilva,eng ENG,"MF,FW",Brentford,23-167,1998,4,2,136,1.5,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.04,0.0,0.04,Matches
109,106,Ben Davies,wls WAL,DF,Tottenham,28-349,1993,21,20,1827,20.3,1,1,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,1.5,1.5,0.5,2.0,0.07,0.03,0.1,0.07,0.1,Matches
110,107,Tom Davies,eng ENG,MF,Everton,23-282,1998,5,1,158,1.8,1,0,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,0.9,0.9,0.0,0.9,0.52,0.0,0.52,0.52,0.52,Matches
111,108,Keinan Davis,eng ENG,FW,Aston Villa,24-054,1998,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
112,109,Craig Dawson,eng ENG,DF,West Ham,31-337,1990,28,24,2243,24.9,2,2,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,2.5,2.5,0.5,2.9,0.1,0.02,0.12,0.1,0.12,Matches
113,110,Kevin De Bruyne,be BEL,MF,Manchester City,30-284,1991,23,18,1613,17.9,10,3,10,0,0,0,0,0.56,0.17,0.73,0.56,0.73,4.6,4.6,5.7,10.4,0.26,0.32,0.58,0.26,0.58,Matches
114,111,Troy Deeney,eng ENG,FW,Watford,33-283,1988,2,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.45,0.32,1.77,1.45,1.77,Matches
115,112,Liam Delap,eng ENG,FW,Manchester City,19-059,2003,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
