,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
0,1,Max Aarons,eng ENG,DF,Norwich City,22-129,2000,32,30,2701,30.0,0,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03,0.7,0.7,1.3,2.0,0.02,0.04,0.07,0.02,0.07,Matches
1,2,Che Adams,sct SCO,FW,Southampton,25-304,1996,28,23,2002,22.2,7,3,7,0,0,0,0,0.31,0.13,0.45,0.31,0.45,6.9,6.9,2.7,9.6,0.31,0.12,0.43,0.31,0.43,Matches
2,3,Rayan Aït Nouri,fr FRA,DF,Wolves,20-341,2001,21,18,1648,18.3,0,2,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,0.6,0.6,1.3,1.8,0.03,0.07,0.1,0.03,0.1,Matches
3,4,Kristoffer Ajer,no NOR,DF,Brentford,24-026,1998,22,21,1847,20.5,1,3,1,0,0,4,0,0.05,0.15,0.19,0.05,0.19,0.8,0.8,1.4,2.2,0.04,0.07,0.11,0.04,0.11,Matches
4,5,Nathan Aké,nl NED,DF,Manchester City,27-084,1995,14,10,923,10.3,2,0,2,0,0,0,0,0.2,0.0,0.2,0.2,0.2,1.2,1.2,0.5,1.7,0.11,0.05,0.16,0.11,0.16,Matches
5,6,Marc Albrighton,eng ENG,"FW,DF",Leicester City,32-176,1989,16,11,1087,12.1,1,1,1,0,0,3,0,0.08,0.08,0.17,0.08,0.17,0.5,0.5,1.3,1.8,0.04,0.11,0.15,0.04,0.15,Matches
6,7,Thiago Alcántara,es ESP,MF,Liverpool,31-032,1991,24,16,1489,16.5,1,3,1,0,0,2,0,0.06,0.18,0.24,0.06,0.24,1.8,1.8,2.0,3.9,0.11,0.12,0.23,0.11,0.23,Matches
7,8,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23-218,1998,31,31,2763,30.7,2,12,2,0,0,2,0,0.07,0.39,0.46,0.07,0.46,2.5,2.5,10.5,13.1,0.08,0.34,0.43,0.08,0.43,Matches
8,9,Alisson,br BRA,GK,Liverpool,29-223,1992,34,34,3060,34.0,0,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01,Matches
9,10,Allan,br BRA,MF,Everton,31-125,1991,28,25,2183,24.3,0,2,0,0,0,7,1,0.0,0.08,0.08,0.0,0.08,0.2,0.2,0.9,1.1,0.01,0.04,0.04,0.01,0.04,Matches
10,11,Dele Alli,eng ENG,MF,Everton,26-032,1996,9,0,227,2.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.03,0.1,0.13,0.03,0.13,Matches
11,12,Dele Alli,eng ENG,"MF,FW",Tottenham,26-032,1996,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0.0,0.14,0.0,0.0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21,Matches
12,13,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,28-092,1994,28,17,1553,17.3,1,0,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06,2.0,2.0,0.6,2.6,0.11,0.04,0.15,0.11,0.15,Matches
13,14,Marcos Alonso,es ESP,DF,Chelsea,31-136,1990,27,24,2077,23.1,3,4,3,0,0,8,0,0.13,0.17,0.3,0.13,0.3,3.2,3.2,4.5,7.6,0.14,0.19,0.33,0.14,0.33,Matches
14,15,Steven Alzate,co COL,MF,Brighton,23-247,1998,9,5,404,4.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches
15,16,Daniel Amartey,gh GHA,DF,Leicester City,27-143,1994,25,22,1990,22.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,Matches
16,17,Joachim Andersen,dk DEN,DF,Crystal Palace,25-347,1996,31,29,2646,29.4,0,3,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,0.5,0.5,1.8,2.4,0.02,0.06,0.08,0.02,0.08,Matches
17,18,Michail Antonio,jm JAM,FW,West Ham,32-046,1990,34,32,2792,31.0,9,7,9,0,1,8,1,0.29,0.23,0.52,0.29,0.52,10.9,10.6,6.5,17.1,0.35,0.21,0.56,0.34,0.55,Matches
18,19,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-296,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
