,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
0,1,Max Aarons,eng ENG,DF,Norwich City,22-066,2000.0,27,26,2311,25.7,0,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04,0.6,0.6,0.9,1.5,0.02,0.04,0.06,0.02,0.06,Matches
1,2,Che Adams,sct SCO,FW,Southampton,25-241,1996.0,22,18,1557,17.3,7,2,7,0,0,0,0,0.4,0.12,0.52,0.4,0.52,5.4,5.4,1.9,7.3,0.31,0.11,0.42,0.31,0.42,Matches
2,3,Rayan Aït Nouri,fr FRA,DF,Wolves,20-278,2001.0,16,14,1283,14.3,0,2,0,0,0,4,0,0.0,0.14,0.14,0.0,0.14,0.4,0.4,1.2,1.6,0.03,0.08,0.11,0.03,0.11,Matches
3,4,Kristoffer Ajer,no NOR,DF,Brentford,23-328,1998.0,15,14,1250,13.9,0,2,0,0,0,4,0,0.0,0.14,0.14,0.0,0.14,0.2,0.2,0.8,1.0,0.01,0.06,0.07,0.01,0.07,Matches
4,5,Nathan Aké,nl NED,DF,Manchester City,27-021,1995.0,9,7,671,7.5,1,0,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,0.7,0.7,0.5,1.2,0.1,0.07,0.16,0.1,0.16,Matches
5,6,Marc Albrighton,eng ENG,"FW,DF",Leicester City,32-113,1989.0,14,9,907,10.1,1,1,1,0,0,2,0,0.1,0.1,0.2,0.1,0.2,0.5,0.5,1.2,1.6,0.05,0.12,0.16,0.05,0.16,Matches
6,7,Thiago Alcántara,es ESP,MF,Liverpool,30-334,1991.0,15,10,894,9.9,1,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,1.5,1.5,1.2,2.7,0.16,0.12,0.27,0.16,0.27,Matches
7,8,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23-155,1998.0,24,24,2133,23.7,2,11,2,0,0,1,0,0.08,0.46,0.55,0.08,0.55,2.3,2.3,9.1,11.4,0.1,0.38,0.48,0.1,0.48,Matches
8,9,Alisson,br BRA,GK,Liverpool,29-160,1992.0,25,25,2250,25.0,0,1,0,0,0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.4,0.4,0.0,0.02,0.02,0.0,0.02,Matches
9,10,Allan,br BRA,MF,Everton,31-062,1991.0,22,21,1852,20.6,0,2,0,0,0,6,0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.8,1.0,0.01,0.04,0.05,0.01,0.05,Matches
10,11,Dele Alli,eng ENG,"MF,FW",Tottenham,25-334,1996.0,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0.0,0.14,0.0,0.0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21,Matches
11,12,Dele Alli,eng ENG,MF,Everton,25-334,1996.0,5,0,143,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.05,0.16,0.21,0.05,0.21,Matches
12,13,Miguel Almirón,py PAR,MF,Newcastle Utd,28-029,1994.0,20,11,999,11.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.4,0.09,0.04,0.12,0.09,0.12,Matches
13,14,Marcos Alonso,es ESP,DF,Chelsea,31-073,1990.0,19,16,1448,16.1,1,3,1,0,0,6,0,0.06,0.19,0.25,0.06,0.25,1.8,1.8,2.8,4.6,0.11,0.18,0.29,0.11,0.29,Matches
14,15,Steven Alzate,co COL,MF,Brighton,23-184,1998.0,8,4,359,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.05,0.07,0.02,0.07,Matches
15,16,Daniel Amartey,gh GHA,DF,Leicester City,27-080,1994.0,16,15,1326,14.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.01,0.01,0.0,0.01,Matches
16,17,Joachim Andersen,dk DEN,DF,Crystal Palace,25-284,1996.0,24,22,2016,22.4,0,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,0.4,0.4,1.1,1.5,0.02,0.05,0.06,0.02,0.06,Matches
17,18,Michail Antonio,jm JAM,FW,West Ham,31-348,1990.0,27,26,2376,26.4,8,7,8,0,1,7,1,0.3,0.27,0.57,0.3,0.57,8.4,8.1,6.1,14.2,0.32,0.23,0.55,0.31,0.54,Matches
18,19,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-233,2001.0,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
19,20,Alphonse Areola,fr FRA,GK,West Ham,29-012,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
20,21,Adam Armstrong,eng ENG,FW,Southampton,25-029,1997.0,20,14,1216,13.5,2,2,2,0,0,1,0,0.15,0.15,0.3,0.15,0.3,4.1,4.1,1.7,5.8,0.3,0.13,0.43,0.3,0.43,Matches
21,22,Stuart Armstrong,sct SCO,MF,Southampton,29-346,1992.0,15,9,877,9.7,2,0,2,0,0,1,0,0.21,0.0,0.21,0.21,0.21,2.4,2.4,0.8,3.2,0.25,0.09,0.33,0.25,0.33,Matches
22,23,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-159,1994.0,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
23,24,Harrison Ashby,sct SCO,DF,West Ham,20-117,2001.0,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
24,25,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-266,1989.0,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.5,0.07,0.57,0.36,0.43,Matches
26,26,Jordan Ayew,gh GHA,FW,Crystal Palace,30-181,1991.0,24,18,1531,17.0,1,3,1,0,0,1,0,0.06,0.18,0.24,0.06,0.24,2.5,2.5,2.2,4.8,0.15,0.13,0.28,0.15,0.28,Matches
27,27,Luke Ayling,eng ENG,DF,Leeds United,30-198,1991.0,19,19,1708,19.0,1,2,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,0.7,0.7,0.3,1.0,0.04,0.02,0.05,0.04,0.05,Matches
28,28,César Azpilicueta,es ESP,DF,Chelsea,32-195,1989.0,18,17,1435,15.9,0,2,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,0.7,0.7,1.9,2.6,0.04,0.12,0.16,0.04,0.16,Matches
29,29,Daniel Bachmann,at AUT,GK,Watford,27-245,1994.0,11,11,990,11.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
30,30,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24-214,1997.0,12,4,477,5.3,1,2,1,0,0,2,0,0.19,0.38,0.57,0.19,0.57,1.2,1.2,0.3,1.5,0.23,0.05,0.28,0.23,0.28,Matches
