Squad,Rk,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Last 5,Attendance,Top Team Scorer,Goalkeeper,Notes,xG per game,xGA per game,probability no goals allowed
Chelsea,1,10,8,1,1,26,3,23,25,17.2,10.5,6.6,0.66,L W W W W,39838,Reece James - 4,Edouard Mendy,,1.72,1.05,0.3499377491111553
Liverpool,2,10,6,4,0,29,8,21,22,26.3,11.2,15.0,1.5,D D W W D,52858,Mohamed Salah - 10,Alisson,,2.63,1.1199999999999999,0.3262797946230395
Manchester City,3,10,6,2,2,20,6,14,20,21.9,7.4,14.5,1.45,W D W W L,52427,Phil Foden - 3,Ederson,,2.19,0.74,0.4771139155210344
West Ham,4,10,6,2,2,20,11,9,20,16.7,10.2,6.5,0.65,W L W W W,57903,Michail Antonio - 6,Łukasz Fabiański,,1.67,1.02,0.3605949401730783
Manchester Utd,5,10,5,2,3,19,15,4,17,14.9,15.4,-0.5,-0.05,L D L L W,72920,"Mason Greenwood, Bruno Fernandes... - 4",David de Gea,,1.49,1.54,0.21438110142697794
Arsenal,6,10,5,2,3,12,13,-1,17,12.5,15.9,-3.4,-0.34,W D D W W,59124,Pierre-Emerick Aubameyang - 4,Aaron Ramsdale,,1.25,1.59,0.20392561173421342
Wolves,7,10,5,1,4,11,10,1,16,13.4,11.8,1.6,0.16,W W W D W,30368,Hwang Hee-chan - 4,José Sá,,1.34,1.1800000000000002,0.3072787386011312
Brighton,8,10,4,4,2,11,11,0,16,10.7,13.9,-3.1,-0.31,D D D L D,30718,Neal Maupay - 4,Robert Sánchez,,1.0699999999999998,1.3900000000000001,0.24907530463166816
Tottenham,9,10,5,0,5,9,16,-7,15,10.3,13.0,-2.7,-0.27,L W W L L,57885,Son Heung-min - 4,Hugo Lloris,,1.03,1.3,0.2725317930340126
Everton,10,10,4,2,4,16,16,0,14,15.7,13.6,2.2,0.22,W D L L L,37055,"Demarai Gray, Andros Townsend... - 3",Jordan Pickford,,1.5699999999999998,1.3599999999999999,0.25666077695355594
Leicester City,11,10,4,2,4,15,17,-2,14,15.5,14.9,0.6,0.06,D D W W L,32030,Jamie Vardy - 7,Kasper Schmeichel,,1.55,1.49,0.22537265553943872
Brentford,12,10,3,3,4,12,12,0,12,13.0,11.3,1.7,0.17,D W L L L,16725,"Yoane Wissa, Ivan Toney... - 2",David Raya,,1.3,1.1300000000000001,0.3230332564222529
Crystal Palace,13,10,2,6,2,13,14,-1,12,11.2,11.1,0.1,0.01,D D D D W,24335,"Wilfried Zaha, Conor Gallagher... - 3",Vicente Guaita,,1.1199999999999999,1.1099999999999999,0.3295589610751891
Southampton,14,10,2,5,3,9,12,-3,11,14.7,13.8,1.0,0.1,L L W D W,29931,"James Ward-Prowse, Armando Broja - 2",Alex McCarthy,,1.47,1.3800000000000001,0.25157855305975646
Aston Villa,15,10,3,1,6,14,19,-5,10,11.0,15.9,-4.9,-0.49,W L L L L,41944,Danny Ings - 3,Emiliano Martínez,,1.1,1.59,0.20392561173421342
Watford,16,10,3,1,6,12,18,-6,10,11.1,18.7,-7.6,-0.76,D L L W L,20535,Ismaila Sarr - 4,Ben Foster,,1.1099999999999999,1.8699999999999999,0.15412366181513143
Leeds United,17,10,2,4,4,10,17,-7,10,13.2,16.5,-3.2,-0.32,L W L D W,36391,Raphael Dias Belloli - 4,Illan Meslier,,1.3199999999999998,1.65,0.19204990862075413
Burnley,18,10,1,4,5,10,16,-6,7,11.3,15.4,-4.1,-0.41,D D L D W,18632,Maxwel Cornet - 4,Nick Pope,,1.1300000000000001,1.54,0.21438110142697794
Newcastle Utd,19,10,0,4,6,11,23,-12,4,9.8,18.8,-9.0,-0.9,D L L D L,49904,Callum Wilson - 4,Karl Darlow,,0.9800000000000001,1.8800000000000001,0.15259010575688386
Norwich City,20,10,0,2,8,3,25,-22,2,7.9,19.1,-11.2,-1.12,L D D L L,26825,Teemu Pukki - 2,Tim Krul,,0.79,1.9100000000000001,0.14808038659546244
