,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
41,41,Donny van de Beek,nl NED,MF,Manchester Utd,24-362,1997,8,0,75,0.8,1,0,1,0,0,0,0,1.2,0.0,1.2,1.2,1.2,0.7,0.7,0.5,1.2,0.88,0.58,1.46,0.88,1.46,Matches
42,42,Donny van de Beek,nl NED,MF,Everton,24-362,1997,6,5,429,4.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
43,43,Asmir Begović,ba BIH,GK,Everton,34-299,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
44,44,Saïd Benrahma,dz ALG,"FW,MF",West Ham,26-248,1995,28,23,1910,21.2,6,6,6,0,0,0,0,0.28,0.28,0.57,0.28,0.57,4.2,4.2,2.9,7.1,0.2,0.14,0.33,0.2,0.33,Matches
45,45,Rodrigo Bentancur,uy URU,MF,Tottenham,24-314,1997,10,9,777,8.6,0,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.2,0.2,0.8,1.1,0.03,0.1,0.12,0.03,0.12,Matches
46,46,Christian Benteke,be BEL,FW,Crystal Palace,31-133,1990,22,11,1115,12.4,4,1,4,0,0,3,0,0.32,0.08,0.4,0.32,0.4,5.4,5.4,1.1,6.4,0.43,0.09,0.52,0.43,0.52,Matches
47,47,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-170,1990,18,13,1102,12.2,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,1.7,1.7,0.3,2.0,0.14,0.03,0.16,0.14,0.16,Matches
48,48,Steven Bergwijn,nl NED,"FW,MF",Tottenham,24-189,1997,20,4,514,5.7,3,1,3,0,0,1,0,0.53,0.18,0.7,0.53,0.7,2.8,2.8,0.6,3.4,0.48,0.11,0.59,0.48,0.59,Matches
49,49,Ryan Bertrand,eng ENG,DF,Leicester City,32-253,1989,4,4,337,3.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.08,0.08,0.0,0.08,Matches
50,50,Mads Bidstrup,dk DEN,MF,Brentford,21-049,2001,4,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
52,51,Yves Bissouma,ml MLI,MF,Brighton,25-228,1996,21,20,1706,19.0,0,1,0,0,0,9,0,0.0,0.05,0.05,0.0,0.05,0.8,0.8,0.6,1.4,0.04,0.03,0.07,0.04,0.07,Matches
53,52,Willy Boly,ci CIV,DF,Wolves,31-071,1991,4,4,360,4.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
54,53,Jarrod Bowen,eng ENG,FW,West Ham,25-116,1996,30,29,2515,27.9,9,8,9,0,0,3,0,0.32,0.29,0.61,0.32,0.61,9.4,9.4,5.3,14.7,0.34,0.19,0.53,0.34,0.53,Matches
55,54,Jarrad Branthwaite,eng ENG,DF,Everton,19-292,2002,4,2,281,3.1,1,0,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,0.4,0.4,0.0,0.4,0.14,0.0,0.14,0.14,0.14,Matches
56,55,Armando Broja,al ALB,FW,Southampton,20-217,2001,26,17,1603,17.8,6,0,6,0,0,1,0,0.34,0.0,0.34,0.34,0.34,6.5,6.5,1.0,7.6,0.37,0.06,0.42,0.37,0.42,Matches
57,56,Josh Brownhill,eng ENG,MF,Burnley,26-117,1995,27,25,2283,25.4,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,1.6,2.8,0.05,0.06,0.11,0.05,0.11,Matches
58,57,Bryan,es ESP,"FW,MF",Tottenham,21-063,2001,9,0,94,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.07,0.1,0.03,0.1,Matches
59,58,Emi Buendía,ar ARG,"FW,MF",Aston Villa,25-111,1996,28,19,1575,17.5,2,4,2,0,0,1,0,0.11,0.23,0.34,0.11,0.34,2.2,2.2,4.0,6.1,0.12,0.23,0.35,0.12,0.35,Matches
60,59,Dan Burn,eng ENG,DF,Newcastle Utd,29-341,1992,9,9,810,9.0,0,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,0.4,0.4,0.1,0.5,0.05,0.01,0.06,0.05,0.06,Matches
61,60,Dan Burn,eng ENG,DF,Brighton,29-341,1992,13,12,1022,11.4,1,0,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,1.3,1.3,0.0,1.3,0.11,0.0,0.12,0.11,0.12,Matches
62,61,Jack Butland,eng ENG,GK,Crystal Palace,29-036,1993,6,5,495,5.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
63,62,Sam Byram,eng ENG,"DF,MF",Norwich City,28-211,1993,8,4,452,5.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.8,0.13,0.02,0.15,0.13,0.15,Matches
64,63,Willy Caballero,ar ARG,GK,Southampton,40-199,1981,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
65,64,Moisés Caicedo,ec ECU,MF,Brighton,20-164,2001,1,1,90,1.0,0,1,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.1,0.04,0.07,0.11,0.04,0.11,Matches
66,65,Dominic Calvert-Lewin,eng ENG,FW,Everton,25-030,1997,13,12,999,11.1,3,1,1,2,3,2,0,0.27,0.09,0.36,0.09,0.18,6.1,3.8,0.8,4.6,0.55,0.07,0.62,0.34,0.41,Matches
67,66,Chem Campbell,wls WAL,MF,Wolves,19-106,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
68,67,João Cancelo,pt POR,DF,Manchester City,27-323,1994,29,29,2597,28.9,1,6,1,0,0,5,0,0.03,0.21,0.24,0.03,0.24,2.9,2.9,4.0,6.9,0.1,0.14,0.24,0.1,0.24,Matches
69,68,Sergi Canós,es ESP,DF,Brentford,25-072,1997,30,25,2066,23.0,2,2,2,0,0,6,0,0.09,0.09,0.17,0.09,0.17,3.0,3.0,1.9,4.9,0.13,0.08,0.21,0.13,0.21,Matches
70,69,Todd Cantwell,eng ENG,"FW,MF",Norwich City,24-047,1998,8,5,441,4.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,Matches
71,70,Matty Cash,pl POL,DF,Aston Villa,24-251,1997,31,31,2747,30.5,3,3,3,0,0,8,0,0.1,0.1,0.2,0.1,0.2,2.0,2.0,1.8,3.8,0.06,0.06,0.12,0.06,0.12,Matches
72,71,Timothy Castagne,be BEL,DF,Leicester City,26-131,1995,19,14,1428,15.9,1,0,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,0.1,0.1,0.4,0.5,0.01,0.03,0.03,0.01,0.03,Matches
73,72,Jonny Castro,es ESP,DF,Wolves,28-043,1994,7,5,536,6.0,2,0,2,0,0,1,0,0.34,0.0,0.34,0.34,0.34,0.7,0.7,0.6,1.3,0.12,0.1,0.22,0.12,0.22,Matches
74,73,Craig Cathcart,nir NIR,DF,Watford,33-068,1989,26,25,2184,24.3,0,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,0.3,0.4,0.0,0.01,0.02,0.0,0.02,Matches
75,74,Edinson Cavani,uy URU,FW,Manchester Utd,35-060,1987,12,6,615,6.8,2,1,2,0,0,0,0,0.29,0.15,0.44,0.29,0.44,3.1,3.1,1.1,4.2,0.45,0.17,0.62,0.45,0.62,Matches
76,75,Kayky Chagas,br BRA,FW,Manchester City,18-308,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
78,76,Trevoh Chalobah,eng ENG,DF,Chelsea,22-284,1999,17,14,1179,13.1,3,1,3,0,0,2,0,0.23,0.08,0.31,0.23,0.31,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07,Matches
79,77,Calum Chambers,eng ENG,DF,Arsenal,27-085,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,Matches
80,78,Calum Chambers,eng ENG,DF,Aston Villa,27-085,1995,6,5,452,5.0,1,0,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches
81,79,Daniel Chesters,eng ENG,MF,West Ham,20-011,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
82,80,Ben Chilwell,eng ENG,DF,Chelsea,25-115,1996,6,6,540,6.0,3,1,3,0,0,0,0,0.5,0.17,0.67,0.5,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,Matches
83,81,Chiquinho,pt POR,"MF,DF",Wolves,22-069,2000,5,0,52,0.6,0,1,0,0,0,0,0,0.0,1.73,1.73,0.0,1.73,0.2,0.2,0.1,0.3,0.4,0.13,0.53,0.4,0.53,Matches
84,82,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,24-196,1997,6,4,285,3.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
85,83,Andreas Christensen,dk DEN,DF,Chelsea,26-005,1996,17,15,1361,15.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.7,0.03,0.02,0.04,0.03,0.04,Matches
86,84,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,18-098,2004,9,1,194,2.2,0,1,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,0.5,0.5,1.0,1.5,0.22,0.46,0.67,0.22,0.67,Matches
87,85,Ciaran Clark,ie IRL,DF,Newcastle Utd,32-201,1989,13,12,1014,11.3,0,1,0,0,0,2,1,0.0,0.09,0.09,0.0,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.1,0.07,0.1,Matches
88,86,Tom Cleverley,eng ENG,MF,Watford,32-246,1989,24,17,1378,15.3,0,2,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,0.8,0.8,1.5,2.3,0.05,0.1,0.15,0.05,0.15,Matches
89,87,Nathaniel Clyne,eng ENG,DF,Crystal Palace,31-010,1991,9,8,721,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches
90,88,Conor Coady,eng ENG,DF,Wolves,29-049,1993,32,32,2866,31.8,3,0,3,0,0,3,0,0.09,0.0,0.09,0.09,0.09,1.8,1.8,0.0,1.8,0.06,0.0,0.06,0.06,0.06,Matches
91,89,Séamus Coleman,ie IRL,DF,Everton,33-186,1988,23,23,2033,22.6,1,0,1,0,0,2,0,0.04,0.0,0.04,0.04,0.04,1.0,1.0,1.0,2.0,0.04,0.04,0.09,0.04,0.09,Matches
92,90,Nathan Collins,ie IRL,DF,Burnley,20-350,2001,11,10,950,10.6,1,0,1,0,0,1,1,0.09,0.0,0.09,0.09,0.09,0.6,0.6,0.4,1.1,0.06,0.04,0.1,0.06,0.1,Matches
93,91,Aaron Connolly,ie IRL,FW,Brighton,22-077,2000,4,1,156,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.8,0.26,0.2,0.47,0.26,0.47,Matches
94,92,Liam Cooper,sct SCO,DF,Leeds United,30-228,1991,17,17,1454,16.2,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,0.0,0.3,0.02,0.0,0.02,0.02,0.02,Matches
95,93,Jack Cork,eng ENG,MF,Burnley,32-294,1989,12,12,950,10.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.01,0.0,0.01,0.01,0.01,Matches
96,94,Maxwel Cornet,ci CIV,"FW,MF",Burnley,25-200,1996,20,16,1322,14.7,7,1,7,0,0,2,0,0.48,0.07,0.54,0.48,0.54,4.1,4.1,1.0,5.0,0.28,0.07,0.34,0.28,0.34,Matches
97,95,Hélder Costa,ao ANG,MF,Leeds United,28-093,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
98,96,Vladimír Coufal,cz CZE,DF,West Ham,29-236,1992,23,20,1769,19.7,0,3,0,0,0,4,1,0.0,0.15,0.15,0.0,0.15,0.6,0.6,2.2,2.8,0.03,0.11,0.14,0.03,0.14,Matches
99,97,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,29-307,1992,12,11,916,10.2,4,3,4,0,0,0,0,0.39,0.29,0.69,0.39,0.69,3.3,3.3,2.9,6.2,0.33,0.28,0.61,0.33,0.61,Matches
100,98,Aaron Cresswell,eng ENG,DF,West Ham,32-121,1989,25,25,2186,24.3,2,3,2,0,0,2,0,0.08,0.12,0.21,0.08,0.21,0.9,0.9,2.7,3.7,0.04,0.11,0.15,0.04,0.15,Matches
101,99,Charlie Cresswell,eng ENG,DF,Leeds United,19-129,2002,5,1,141,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches
102,100,Cucho,co COL,"FW,MF",Watford,22-360,1999,24,11,1128,12.5,5,2,5,0,0,3,0,0.4,0.16,0.56,0.4,0.56,2.5,2.5,1.9,4.4,0.2,0.15,0.35,0.2,0.35,Matches
104,101,Marc Cucurella,es ESP,DF,Brighton,23-267,1998,28,28,2459,27.3,0,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,0.4,0.4,2.4,2.8,0.01,0.09,0.1,0.01,0.1,Matches
105,102,Luke Cundle,eng ENG,MF,Wolves,19-354,2002,3,2,174,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.12,0.12,0.0,0.12,Matches
106,103,Patson Daka,zm ZAM,FW,Leicester City,23-188,1998,17,9,843,9.4,4,3,4,0,0,1,0,0.43,0.32,0.75,0.43,0.75,3.3,3.3,1.4,4.8,0.35,0.15,0.51,0.35,0.51,Matches
107,104,Stuart Dallas,nir NIR,"DF,MF",Leeds United,30-361,1991,32,32,2785,30.9,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.9,1.9,2.3,4.2,0.06,0.08,0.14,0.06,0.14,Matches
108,105,Diogo Dalot,pt POR,DF,Manchester Utd,23-028,1999,17,12,1183,13.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,0.03,0.05,0.08,0.03,0.08,Matches
109,106,Karl Darlow,eng ENG,GK,Newcastle Utd,31-189,1990,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
110,107,Josh Dasilva,eng ENG,"MF,FW",Brentford,23-174,1998,4,2,136,1.5,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.04,0.0,0.04,Matches
111,108,Ben Davies,wls WAL,DF,Tottenham,28-356,1993,22,21,1917,21.3,1,1,1,0,0,3,0,0.05,0.05,0.09,0.05,0.09,1.5,1.5,0.5,2.0,0.07,0.02,0.09,0.07,0.09,Matches
112,109,Tom Davies,eng ENG,MF,Everton,23-289,1998,5,1,158,1.8,1,0,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,0.9,0.9,0.0,0.9,0.52,0.0,0.52,0.52,0.52,Matches
113,110,Keinan Davis,eng ENG,FW,Aston Villa,24-061,1998,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
114,111,Craig Dawson,eng ENG,DF,West Ham,31-344,1990,29,25,2333,25.9,2,2,2,0,0,5,0,0.08,0.08,0.15,0.08,0.15,2.5,2.5,0.5,3.0,0.1,0.02,0.11,0.1,0.11,Matches
115,112,Kevin De Bruyne,be BEL,MF,Manchester City,30-291,1991,24,19,1703,18.9,11,3,11,0,0,0,0,0.58,0.16,0.74,0.58,0.74,4.7,4.7,6.2,11.0,0.25,0.33,0.58,0.25,0.58,Matches
