Squad,Rk,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Last 5,Attendance,Top Team Scorer,Goalkeeper,Notes,xG per game,xGA per game,probability no goals allowed
Chelsea,1,11,8,2,1,27,4,23,26,19.4,11.5,7.9,0.72,W W W W D,39832,Reece James - 4,Edouard Mendy,,1.7636363636363634,1.0454545454545454,0.3515319957864631
Manchester City,2,11,7,2,2,22,6,16,23,24.0,8.1,15.9,1.45,D W W L W,52427,"Phil Foden, Bernardo Silva - 3",Ederson,,2.1818181818181817,0.7363636363636363,0.4788520335130881
West Ham,3,11,7,2,2,23,13,10,23,17.7,11.6,6.1,0.55,L W W W W,58238,Michail Antonio - 6,Łukasz Fabiański,,1.6090909090909091,1.0545454545454545,0.3483507325670795
Liverpool,4,11,6,4,1,31,11,20,22,27.7,12.2,15.5,1.41,D W W D L,52858,Mohamed Salah - 10,Alisson,,2.518181818181818,1.1090909090909091,0.3298586963533773
Arsenal,5,11,6,2,3,13,13,0,20,14.3,16.5,-2.2,-0.2,D D W W W,59242,"Emile Smith-Rowe, Pierre-Emerick Aubameyang - 4",Aaron Ramsdale,,1.3,1.5,0.22313016014842982
Manchester Utd,6,11,5,2,4,19,17,2,17,15.6,17.5,-1.9,-0.17,D L L W L,72948,"Mason Greenwood, Bruno Fernandes... - 4",David de Gea,,1.4181818181818182,1.5909090909090908,0.2037403090557072
Brighton,7,11,4,5,2,12,12,0,17,12.3,14.1,-1.7,-0.16,D D L D D,30810,Neal Maupay - 4,Robert Sánchez,,1.1181818181818182,1.2818181818181817,0.2775322373761215
Wolves,8,11,5,1,5,11,12,-1,16,13.7,13.8,-0.1,-0.01,W W D W L,30418,Hwang Hee-chan - 4,José Sá,,1.2454545454545454,1.2545454545454546,0.2852054576099116
Tottenham,9,11,5,1,5,9,16,-7,16,11.1,13.6,-2.5,-0.23,W W L L D,57885,Son Heung-min - 4,Hugo Lloris,,1.009090909090909,1.2363636363636363,0.29043843979142936
Crystal Palace,10,11,3,6,2,15,14,1,15,13.3,11.4,1.9,0.17,D D D W W,24344,"Wilfried Zaha, Conor Gallagher - 4",Vicente Guaita,,1.2090909090909092,1.0363636363636364,0.3547423114369882
Everton,11,11,4,3,4,16,16,0,15,16.3,14.4,1.9,0.18,D L L L D,37389,"Demarai Gray, Andros Townsend... - 3",Jordan Pickford,,1.481818181818182,1.309090909090909,0.27006545887472194
Leicester City,12,11,4,3,4,16,18,-2,15,16.5,16.1,0.5,0.04,D W W L D,32030,Jamie Vardy - 7,Kasper Schmeichel,,1.5,1.4636363636363638,0.23139331277227493
Southampton,13,11,3,5,3,10,12,-2,14,15.6,14.4,1.2,0.11,L W D W W,29972,"Adam Armstrong, James Ward-Prowse... - 2",Alex McCarthy,,1.4181818181818182,1.309090909090909,0.27006545887472194
Brentford,14,11,3,3,5,13,14,-1,12,15.2,12.7,2.5,0.23,W L L L L,16744,"Yoane Wissa, Ivan Toney... - 2",David Raya,,1.3818181818181818,1.1545454545454545,0.31520077742693126
Leeds United,15,11,2,5,4,11,18,-7,11,14.4,17.5,-3.1,-0.28,W L D W D,36405,Raphael Dias Belloli - 5,Illan Meslier,,1.309090909090909,1.5909090909090908,0.2037403090557072
Aston Villa,16,11,3,1,7,14,20,-6,10,11.7,16.8,-5.1,-0.46,L L L L L,41944,Danny Ings - 3,Emiliano Martínez,,1.0636363636363635,1.5272727272727273,0.21712702516648455
Watford,17,11,3,1,7,12,19,-7,10,11.8,20.5,-8.8,-0.8,L L W L L,20535,Ismaila Sarr - 4,Ben Foster,,1.0727272727272728,1.8636363636363635,0.15510757606985046
Burnley,18,11,1,5,5,11,17,-6,8,12.3,17.7,-5.4,-0.49,D L D W D,18632,Maxwel Cornet - 4,Nick Pope,,1.1181818181818182,1.6090909090909091,0.20006941271116316
Newcastle Utd,19,11,0,5,6,12,24,-12,5,10.0,20.4,-10.4,-0.95,L L D L D,49904,Callum Wilson - 4,Karl Darlow,,0.9090909090909091,1.8545454545454545,0.15652407381384112
Norwich City,20,11,1,2,8,5,26,-21,5,9.3,21.3,-12.0,-1.09,D D L L W,26825,Teemu Pukki - 3,Tim Krul,,0.8454545454545456,1.9363636363636365,0.14422746085652993
