,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
13,14,Steven Alzate,co COL,MF,Brighton,23-082,1998,2,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.14,0.14,0.0,0.14,Matches
14,15,Daniel Amartey,gh GHA,DF,Leicester City,26-343,1994,8,7,606,6.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches
15,16,Joachim Andersen,dk DEN,DF,Crystal Palace,25-182,1996,12,11,1024,11.4,0,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.2,0.2,0.5,0.8,0.02,0.05,0.07,0.02,0.07,Matches
16,17,Michail Antonio,jm JAM,FW,West Ham,31-246,1990,12,12,1075,11.9,6,3,6,0,1,4,1,0.5,0.25,0.75,0.5,0.75,5.2,4.9,2.9,7.8,0.43,0.24,0.68,0.41,0.65,Matches
17,18,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-131,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
18,19,Adam Armstrong,eng ENG,"FW,MF",Southampton,24-292,1997,12,11,965,10.7,2,2,2,0,0,0,0,0.19,0.19,0.37,0.19,0.37,3.7,3.7,1.6,5.3,0.35,0.14,0.49,0.35,0.49,Matches
19,20,Stuart Armstrong,sct SCO,MF,Southampton,29-244,1992,4,1,125,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.6,0.24,0.17,0.41,0.24,0.41,Matches
20,21,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-057,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
21,22,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-164,1989,12,11,953,10.6,4,1,4,0,2,3,0,0.38,0.09,0.47,0.38,0.47,5.0,3.4,0.8,4.2,0.48,0.08,0.55,0.32,0.4,Matches
22,23,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,30-079,1991,12,9,712,7.9,0,1,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13,1.3,1.3,0.6,1.8,0.16,0.07,0.23,0.16,0.23,Matches
23,24,Luke Ayling,eng ENG,DF,Leeds United,30-096,1991,5,5,448,5.0,1,0,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.04,0.0,0.05,0.04,0.05,Matches
24,25,César Azpilicueta,es ESP,DF,Chelsea,32-093,1989,8,7,631,7.0,0,2,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,0.1,0.1,1.3,1.5,0.02,0.19,0.21,0.02,0.21,Matches
26,26,Daniel Bachmann,at AUT,GK,Watford,27-143,1994,5,5,450,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
27,27,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24-112,1997,8,3,394,4.4,1,2,1,0,0,1,0,0.23,0.46,0.69,0.23,0.69,1.0,1.0,0.3,1.3,0.22,0.07,0.29,0.22,0.29,Matches
28,28,Eric Bailly,ci CIV,DF,Manchester Utd,27-231,1994,2,2,135,1.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
29,29,Folarin Balogun,eng ENG,FW,Arsenal,20-149,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.35,0.0,0.35,0.35,0.35,Matches
30,30,Patrick Bamford,eng ENG,FW,Leeds United,28-085,1993,5,5,436,4.8,1,2,1,0,0,1,0,0.21,0.41,0.62,0.21,0.62,2.8,2.8,0.6,3.4,0.58,0.12,0.69,0.58,0.69,Matches
31,31,Shandon Baptiste,gd GRN,MF,Brentford,23-235,1998,7,3,213,2.4,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.04,0.07,0.03,0.07,Matches
32,32,Ross Barkley,eng ENG,MF,Chelsea,27-359,1993,4,1,128,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.3,0.58,0.36,0.93,0.58,0.93,Matches
33,33,Ashley Barnes,eng ENG,FW,Burnley,32-030,1989,8,4,382,4.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,0.16,0.19,0.34,0.16,0.34,Matches
34,34,Harvey Barnes,eng ENG,"FW,MF",Leicester City,23-355,1997,11,10,791,8.8,1,1,1,0,0,2,0,0.11,0.11,0.23,0.11,0.23,1.8,1.8,0.3,2.1,0.2,0.03,0.24,0.2,0.24,Matches
35,35,Mads Bech Sørensen,dk DEN,DF,Brentford,22-326,1999,1,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
36,36,Jan Bednarek,pl POL,DF,Southampton,25-231,1996,10,9,810,9.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.03,0.0,0.03,0.03,0.03,Matches
37,37,Donny van de Beek,nl NED,MF,Manchester Utd,24-225,1997,4,0,64,0.7,1,0,1,0,0,0,0,1.41,0.0,1.41,1.41,1.41,0.7,0.7,0.5,1.1,0.93,0.68,1.61,0.93,1.61,Matches
38,38,Asmir Begović,ba BIH,GK,Everton,34-162,1987,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
39,39,Saïd Benrahma,dz ALG,"MF,FW",West Ham,26-111,1995,13,13,1039,11.5,3,3,3,0,0,0,0,0.26,0.26,0.52,0.26,0.52,2.1,2.1,1.4,3.5,0.18,0.12,0.3,0.18,0.3,Matches
40,40,Christian Benteke,be BEL,FW,Crystal Palace,30-361,1990,13,9,860,9.6,4,1,4,0,0,3,0,0.42,0.1,0.52,0.42,0.52,3.7,3.7,1.1,4.7,0.39,0.11,0.5,0.39,0.5,Matches
41,41,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-033,1990,12,8,719,8.0,0,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,1.3,1.3,0.3,1.6,0.17,0.04,0.2,0.17,0.2,Matches
42,42,Steven Bergwijn,nl NED,FW,Tottenham,24-052,1997,5,3,270,3.0,0,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.8,0.8,0.4,1.2,0.25,0.14,0.39,0.25,0.39,Matches
43,43,Ryan Bertrand,eng ENG,DF,Leicester City,32-116,1989,4,4,337,3.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.08,0.08,0.0,0.08,Matches
44,44,Mads Bidstrup,dk DEN,MF,Brentford,20-277,2001,3,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
45,45,Yves Bissouma,ml MLI,MF,Brighton,25-091,1996,9,9,767,8.5,0,1,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.4,0.4,0.4,0.7,0.05,0.04,0.09,0.05,0.09,Matches
46,46,Jarrod Bowen,eng ENG,FW,West Ham,24-344,1996,13,12,1044,11.6,2,4,2,0,0,1,0,0.17,0.34,0.52,0.17,0.52,3.6,3.6,2.2,5.8,0.31,0.19,0.5,0.31,0.5,Matches
47,47,Armando Broja,al ALB,"FW,MF",Southampton,20-080,2001,9,3,379,4.2,2,0,2,0,0,0,0,0.47,0.0,0.47,0.47,0.47,1.8,1.8,0.8,2.6,0.42,0.2,0.62,0.42,0.62,Matches
48,48,Josh Brownhill,eng ENG,MF,Burnley,25-345,1995,12,11,1002,11.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9,1.5,0.05,0.08,0.13,0.05,0.13,Matches
49,49,Bryan,es ESP,"FW,MF",Tottenham,20-291,2001,5,0,62,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
50,50,Emi Buendía,ar ARG,"MF,FW",Aston Villa,24-339,1996,11,8,621,6.9,1,1,1,0,0,1,0,0.14,0.14,0.29,0.14,0.29,0.9,0.9,1.3,2.2,0.13,0.19,0.31,0.13,0.31,Matches
52,51,Dan Burn,eng ENG,DF,Brighton,29-204,1992,5,4,302,3.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.01,0.07,0.06,0.07,Matches
53,52,Dominic Calvert-Lewin,eng ENG,FW,Everton,24-258,1997,3,3,248,2.8,3,0,1,2,2,0,0,1.09,0.0,1.09,0.36,0.36,3.8,2.3,0.1,2.4,1.38,0.05,1.44,0.83,0.89,Matches
54,53,João Cancelo,pt POR,DF,Manchester City,27-186,1994,13,13,1157,12.9,0,3,0,0,0,4,0,0.0,0.23,0.23,0.0,0.23,1.6,1.6,2.0,3.6,0.13,0.15,0.28,0.13,0.28,Matches
55,54,Sergi Canós,es ESP,DF,Brentford,24-300,1997,13,13,1080,12.0,1,2,1,0,0,4,0,0.08,0.17,0.25,0.08,0.25,1.1,1.1,1.2,2.3,0.09,0.1,0.19,0.09,0.19,Matches
56,55,Todd Cantwell,eng ENG,"FW,MF",Norwich City,23-275,1998,6,4,360,4.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.03,0.05,0.08,0.03,0.08,Matches
57,56,Matty Cash,pl POL,DF,Aston Villa,24-114,1997,13,13,1153,12.8,1,0,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,0.7,0.7,0.4,1.1,0.06,0.03,0.09,0.06,0.09,Matches
58,57,Timothy Castagne,be BEL,DF,Leicester City,25-359,1995,11,8,868,9.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches
59,58,Craig Cathcart,nir NIR,DF,Watford,32-296,1989,11,11,923,10.3,0,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Matches
60,59,Edinson Cavani,uy URU,FW,Manchester Utd,34-288,1987,5,2,213,2.4,1,0,1,0,0,0,0,0.42,0.0,0.42,0.42,0.42,1.4,1.4,0.0,1.4,0.6,0.01,0.61,0.6,0.61,Matches
61,60,Trevoh Chalobah,eng ENG,DF,Chelsea,22-147,1999,8,7,634,7.0,2,0,2,0,0,0,0,0.28,0.0,0.28,0.28,0.28,0.5,0.5,0.0,0.5,0.08,0.0,0.08,0.08,0.08,Matches
62,61,Calum Chambers,eng ENG,DF,Arsenal,26-313,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,Matches
63,62,Ben Chilwell,eng ENG,DF,Chelsea,24-343,1996,6,6,540,6.0,3,1,3,0,0,0,0,0.5,0.17,0.67,0.5,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,Matches
64,63,Hamza Choudhury,eng ENG,MF,Leicester City,24-059,1997,1,1,59,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
65,64,Andreas Christensen,dk DEN,DF,Chelsea,25-233,1996,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.04,0.02,0.05,0.04,0.05,Matches
66,65,Carney Chukwuemeka,eng ENG,MF,Aston Villa,17-326,2004,1,1,62,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
67,66,Ciaran Clark,ie IRL,DF,Newcastle Utd,32-064,1989,10,10,893,9.9,0,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.8,0.8,0.3,1.1,0.08,0.03,0.11,0.08,0.11,Matches
68,67,Tom Cleverley,eng ENG,MF,Watford,32-109,1989,9,6,539,6.0,0,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,0.2,0.2,1.0,1.1,0.03,0.16,0.19,0.03,0.19,Matches
69,68,Conor Coady,eng ENG,DF,Wolves,28-277,1993,13,13,1166,13.0,1,0,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,1.0,1.0,0.0,1.0,0.08,0.0,0.08,0.08,0.08,Matches
70,69,Séamus Coleman,ie IRL,DF,Everton,33-049,1988,10,10,900,10.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.01,0.07,0.08,0.01,0.08,Matches
71,70,Nathan Collins,ie IRL,DF,Burnley,20-213,2001,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,0.02,0.13,0.15,0.02,0.15,Matches
72,71,Aaron Connolly,ie IRL,FW,Brighton,21-305,2000,2,0,60,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.64,0.0,0.64,0.64,0.64,Matches
73,72,Liam Cooper,sct SCO,DF,Leeds United,30-091,1991,13,13,1170,13.0,0,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches
74,73,Jack Cork,eng ENG,MF,Burnley,32-157,1989,4,4,314,3.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches
75,74,Maxwel Cornet,ci CIV,"FW,MF",Burnley,25-063,1996,7,6,447,5.0,5,0,5,0,0,2,0,1.01,0.0,1.01,1.01,1.01,1.4,1.4,0.5,2.0,0.29,0.11,0.4,0.29,0.4,Matches
76,75,Hélder Costa,ao ANG,MF,Leeds United,27-321,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
78,76,Vladimír Coufal,cz CZE,DF,West Ham,29-099,1992,10,7,668,7.4,0,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,0.1,0.1,1.3,1.4,0.02,0.18,0.2,0.02,0.2,Matches
79,77,Aaron Cresswell,eng ENG,DF,West Ham,31-349,1989,13,13,1140,12.7,1,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,0.4,0.4,1.4,1.8,0.03,0.11,0.14,0.03,0.14,Matches
80,78,Charlie Cresswell,eng ENG,DF,Leeds United,18-357,2002,2,1,91,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
81,79,Cucho,co COL,"MF,FW",Watford,22-223,1999,10,4,489,5.4,1,1,1,0,0,0,0,0.18,0.18,0.37,0.18,0.37,0.7,0.7,0.8,1.5,0.12,0.15,0.27,0.12,0.27,Matches
82,80,Marc Cucurella,es ESP,DF,Brighton,23-130,1998,10,10,839,9.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.0,0.02,0.1,0.11,0.02,0.11,Matches
83,81,Patson Daka,zm ZAM,"FW,MF",Leicester City,23-051,1998,4,0,107,1.2,1,1,1,0,0,0,0,0.84,0.84,1.68,0.84,1.68,0.9,0.9,0.9,1.8,0.76,0.72,1.48,0.76,1.48,Matches
84,82,Stuart Dallas,nir NIR,"DF,MF",Leeds United,30-224,1991,13,13,1157,12.9,0,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,1.0,1.0,1.3,2.3,0.08,0.1,0.18,0.08,0.18,Matches
85,83,Diogo Dalot,pt POR,DF,Manchester Utd,22-256,1999,4,0,93,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
86,84,Karl Darlow,eng ENG,GK,Newcastle Utd,31-052,1990,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
87,85,Ben Davies,wls WAL,DF,Tottenham,28-219,1993,4,3,301,3.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.15,0.01,0.16,0.15,0.16,Matches
88,86,Tom Davies,eng ENG,MF,Everton,23-152,1998,5,1,158,1.8,1,0,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,0.9,0.9,0.0,0.9,0.52,0.0,0.52,0.52,0.52,Matches
89,87,Keinan Davis,eng ENG,FW,Aston Villa,23-289,1998,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
90,88,Craig Dawson,eng ENG,DF,West Ham,31-207,1990,10,6,623,6.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.12,0.01,0.13,0.12,0.13,Matches
91,89,Kevin De Bruyne,be BEL,MF,Manchester City,30-154,1991,8,5,453,5.0,2,0,2,0,0,0,0,0.4,0.0,0.4,0.4,0.4,1.5,1.5,1.8,3.2,0.3,0.35,0.64,0.3,0.64,Matches
92,90,Troy Deeney,eng ENG,FW,Watford,33-153,1988,2,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.45,0.32,1.77,1.45,1.77,Matches
93,91,Fabian Delph,eng ENG,MF,Everton,32-008,1989,4,2,174,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
94,92,Leander Dendoncker,be BEL,"MF,FW",Wolves,26-228,1995,9,3,339,3.8,0,1,0,0,0,1,0,0.0,0.27,0.27,0.0,0.27,0.2,0.2,0.6,0.8,0.04,0.17,0.21,0.04,0.21,Matches
95,93,Emmanuel Dennis,ng NGA,"FW,MF",Watford,24-014,1997,12,11,899,10.0,5,5,5,0,0,6,0,0.5,0.5,1.0,0.5,1.0,3.4,3.4,1.2,4.6,0.34,0.12,0.46,0.34,0.46,Matches
96,94,Kiernan Dewsbury Hall,eng ENG,MF,Leicester City,23-084,1998,4,0,38,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.3,0.0,0.3,Matches
97,95,Ibrahima Diallo,fr FRA,MF,Southampton,22-266,1999,10,3,414,4.6,0,1,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22,0.3,0.3,0.4,0.7,0.07,0.08,0.15,0.07,0.15,Matches
98,96,Raphael Dias Belloli,br BRA,"MF,FW",Leeds United,24-350,1996,11,11,907,10.1,5,0,5,0,0,3,0,0.5,0.0,0.5,0.5,0.5,3.0,3.0,2.0,5.0,0.3,0.2,0.49,0.3,0.49,Matches
99,97,Rúben Dias,pt POR,DF,Manchester City,24-199,1997,12,11,1009,11.2,0,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,0.3,0.3,1.1,1.3,0.02,0.1,0.12,0.02,0.12,Matches
100,98,Eric Dier,eng ENG,DF,Tottenham,27-318,1994,12,12,1001,11.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.3,1.6,0.03,0.11,0.15,0.03,0.15,Matches
101,99,Lucas Digne,fr FRA,DF,Everton,28-132,1993,12,12,1080,12.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.7,2.1,0.03,0.14,0.18,0.03,0.18,Matches
102,100,Virgil van Dijk,nl NED,DF,Liverpool,30-144,1991,13,13,1170,13.0,1,1,1,0,0,0,0,0.08,0.08,0.15,0.08,0.15,1.2,1.2,0.1,1.3,0.09,0.01,0.1,0.09,0.1,Matches
104,101,Moussa Djenepo,ml MLI,MF,Southampton,23-167,1998,7,5,409,4.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,0.32,0.04,0.36,0.32,0.36,Matches
105,102,Lewis Dobbin,eng ENG,"MF,FW",Everton,18-330,2003,2,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
106,103,Matt Doherty,ie IRL,DF,Tottenham,29-317,1992,2,0,28,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
107,104,Gabriel Dos Santos,br BRA,DF,Arsenal,23-345,1997,10,10,900,10.0,1,0,1,0,0,1,0,0.1,0.0,0.1,0.1,0.1,0.5,0.5,0.1,0.5,0.05,0.01,0.05,0.05,0.05,Matches
108,105,Abdoulaye Doucouré,fr FRA,MF,Everton,28-332,1993,9,9,810,9.0,2,4,2,0,0,3,0,0.22,0.44,0.67,0.22,0.67,1.4,1.4,1.2,2.6,0.16,0.13,0.28,0.16,0.28,Matches
109,106,Kieran Dowell,eng ENG,"FW,MF",Norwich City,24-050,1997,5,3,216,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.05,0.19,0.24,0.05,0.24,Matches
110,107,Cody Drameh,eng ENG,DF,Leeds United,19-356,2001,1,0,20,0.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
111,108,Martin Dúbravka,sk SVK,GK,Newcastle Utd,32-318,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
112,109,Shane Duffy,ie IRL,DF,Brighton,29-332,1992,11,11,990,11.0,1,0,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,0.8,0.8,0.1,0.8,0.07,0.0,0.07,0.07,0.07,Matches
113,110,Lewis Dunk,eng ENG,DF,Brighton,30-008,1991,13,13,1170,13.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.01,0.01,0.03,0.01,0.03,Matches
114,111,Ederson,br BRA,GK,Manchester City,28-104,1993,12,12,1080,12.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
115,112,Odsonne Édouard,fr FRA,FW,Crystal Palace,23-317,1998,10,6,533,5.9,3,0,3,0,0,0,0,0.51,0.0,0.51,0.51,0.51,1.9,1.9,1.1,2.9,0.32,0.18,0.5,0.32,0.5,Matches
116,113,Harvey Elliott,eng ENG,MF,Liverpool,18-239,2003,4,3,250,2.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,0.25,0.11,0.36,0.25,0.36,Matches
