,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
0,1,Max Aarons,eng ENG,DF,Norwich City,22-059,2000.0,25,25,2211,24.6,0,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04,0.6,0.6,0.9,1.5,0.03,0.04,0.06,0.03,0.06,Matches
1,2,Che Adams,sct SCO,FW,Southampton,25-234,1996.0,20,16,1377,15.3,7,2,7,0,0,0,0,0.46,0.13,0.59,0.46,0.59,4.8,4.8,1.7,6.5,0.32,0.11,0.43,0.32,0.43,Matches
2,3,Rayan Aït Nouri,fr FRA,DF,Wolves,20-271,2001.0,15,13,1193,13.3,0,2,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,0.4,0.4,1.1,1.5,0.03,0.08,0.11,0.03,0.11,Matches
3,4,Kristoffer Ajer,no NOR,DF,Brentford,23-321,1998.0,14,13,1176,13.1,0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.2,0.2,0.6,0.8,0.01,0.04,0.06,0.01,0.06,Matches
4,5,Nathan Aké,nl NED,DF,Manchester City,27-014,1995.0,9,7,671,7.5,1,0,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,0.7,0.7,0.3,1.0,0.1,0.04,0.14,0.1,0.14,Matches
5,6,Marc Albrighton,eng ENG,"FW,DF",Leicester City,32-106,1989.0,13,8,817,9.1,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,0.5,0.5,1.1,1.5,0.05,0.12,0.17,0.05,0.17,Matches
6,7,Thiago Alcántara,es ESP,MF,Liverpool,30-327,1991.0,15,10,894,9.9,1,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,1.5,1.5,1.2,2.7,0.16,0.12,0.27,0.16,0.27,Matches
7,8,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23-148,1998.0,23,23,2043,22.7,2,10,2,0,0,1,0,0.09,0.44,0.53,0.09,0.53,2.1,2.1,8.5,10.6,0.09,0.37,0.47,0.09,0.47,Matches
8,9,Alisson,br BRA,GK,Liverpool,29-153,1992.0,24,24,2160,24.0,0,1,0,0,0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.4,0.4,0.0,0.02,0.02,0.0,0.02,Matches
9,10,Allan,br BRA,MF,Everton,31-055,1991.0,21,20,1762,19.6,0,2,0,0,0,6,0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.9,1.0,0.01,0.04,0.05,0.01,0.05,Matches
10,11,Dele Alli,eng ENG,"MF,FW",Tottenham,25-327,1996.0,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0.0,0.14,0.0,0.0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21,Matches
11,12,Dele Alli,eng ENG,MF,Everton,25-327,1996.0,4,0,121,1.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.06,0.17,0.23,0.06,0.23,Matches
12,13,Miguel Almirón,py PAR,MF,Newcastle Utd,28-022,1994.0,19,11,993,11.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.4,0.09,0.04,0.12,0.09,0.12,Matches
13,14,Marcos Alonso,es ESP,DF,Chelsea,31-066,1990.0,19,16,1448,16.1,1,3,1,0,0,6,0,0.06,0.19,0.25,0.06,0.25,1.8,1.8,2.8,4.6,0.11,0.18,0.29,0.11,0.29,Matches
14,15,Steven Alzate,co COL,MF,Brighton,23-177,1998.0,7,3,281,3.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.06,0.09,0.02,0.09,Matches
15,16,Daniel Amartey,gh GHA,DF,Leicester City,27-073,1994.0,15,14,1236,13.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.01,0.01,0.0,0.01,Matches
16,17,Joachim Andersen,dk DEN,DF,Crystal Palace,25-277,1996.0,23,21,1926,21.4,0,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,0.8,1.2,0.02,0.04,0.06,0.02,0.06,Matches
17,18,Michail Antonio,jm JAM,FW,West Ham,31-341,1990.0,26,25,2286,25.4,8,7,8,0,1,7,1,0.31,0.28,0.59,0.31,0.59,8.1,7.8,6.1,13.9,0.32,0.24,0.56,0.31,0.55,Matches
18,19,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-226,2001.0,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
19,20,Alphonse Areola,fr FRA,GK,West Ham,29-005,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
20,21,Adam Armstrong,eng ENG,FW,Southampton,25-022,1997.0,19,14,1198,13.3,2,2,2,0,0,1,0,0.15,0.15,0.3,0.15,0.3,4.1,4.1,1.7,5.8,0.3,0.13,0.43,0.3,0.43,Matches
21,22,Stuart Armstrong,sct SCO,MF,Southampton,29-339,1992.0,13,7,697,7.7,1,0,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,1.7,1.7,0.8,2.5,0.22,0.1,0.32,0.22,0.32,Matches
22,23,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-152,1994.0,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
23,24,Harrison Ashby,sct SCO,DF,West Ham,20-110,2001.0,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
24,25,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-259,1989.0,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.5,0.07,0.57,0.36,0.43,Matches
26,26,Jordan Ayew,gh GHA,FW,Crystal Palace,30-174,1991.0,24,18,1531,17.0,1,3,1,0,0,1,0,0.06,0.18,0.24,0.06,0.24,2.5,2.5,2.2,4.8,0.15,0.13,0.28,0.15,0.28,Matches
27,27,Luke Ayling,eng ENG,DF,Leeds United,30-191,1991.0,17,17,1528,17.0,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,0.6,0.6,0.3,0.9,0.04,0.02,0.05,0.04,0.05,Matches
28,28,César Azpilicueta,es ESP,DF,Chelsea,32-188,1989.0,17,16,1390,15.4,0,2,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,0.7,0.7,1.8,2.5,0.04,0.12,0.16,0.04,0.16,Matches
29,29,Daniel Bachmann,at AUT,GK,Watford,27-238,1994.0,11,11,990,11.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
30,30,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24-207,1997.0,11,4,463,5.1,1,2,1,0,0,2,0,0.19,0.39,0.58,0.19,0.58,1.1,1.1,0.3,1.4,0.22,0.06,0.27,0.22,0.27,Matches
31,31,Eric Bailly,ci CIV,DF,Manchester Utd,27-326,1994.0,4,3,217,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
32,32,Folarin Balogun,eng ENG,FW,Arsenal,20-244,2001.0,2,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.35,0.0,0.35,0.35,0.35,Matches
33,33,Patrick Bamford,eng ENG,FW,Leeds United,28-180,1993.0,6,5,459,5.1,2,2,2,0,0,2,0,0.39,0.39,0.78,0.39,0.78,3.2,3.2,0.6,3.8,0.63,0.11,0.74,0.63,0.74,Matches
34,34,Shandon Baptiste,gd GRN,MF,Brentford,23-330,1998.0,19,9,845,9.4,1,1,1,0,0,2,1,0.11,0.11,0.21,0.11,0.21,0.5,0.5,0.4,0.9,0.05,0.04,0.1,0.05,0.1,Matches
35,35,Ross Barkley,eng ENG,MF,Chelsea,28-089,1993.0,5,1,154,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.4,0.48,0.32,0.8,0.48,0.8,Matches
36,36,Ashley Barnes,eng ENG,FW,Burnley,32-125,1989.0,14,4,412,4.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,0.14,0.17,0.32,0.14,0.32,Matches
37,37,Harvey Barnes,eng ENG,"FW,MF",Leicester City,24-085,1997.0,19,16,1296,14.4,2,5,2,0,0,2,0,0.14,0.35,0.49,0.14,0.49,4.1,4.1,2.6,6.7,0.28,0.18,0.46,0.28,0.46,Matches
38,38,Lewis Bate,eng ENG,MF,Leeds United,19-126,2002.0,1,0,43,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
39,39,Mads Bech Sørensen,dk DEN,DF,Brentford,23-056,1999.0,5,4,380,4.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
40,40,Jan Bednarek,pl POL,DF,Southampton,25-326,1996.0,21,20,1729,19.2,3,0,3,0,0,5,0,0.16,0.0,0.16,0.16,0.16,1.9,1.9,0.5,2.4,0.1,0.03,0.12,0.1,0.12,Matches
41,41,Donny van de Beek,nl NED,MF,Everton,24-320,1997.0,4,3,281,3.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.04,0.01,0.06,0.04,0.06,Matches
42,42,Donny van de Beek,nl NED,MF,Manchester Utd,24-320,1997.0,8,0,75,0.8,1,0,1,0,0,0,0,1.2,0.0,1.2,1.2,1.2,0.7,0.7,0.5,1.2,0.88,0.58,1.46,0.88,1.46,Matches
43,43,Asmir Begović,ba BIH,GK,Everton,34-257,1987.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
44,44,Saïd Benrahma,dz ALG,"FW,MF",West Ham,26-206,1995.0,23,20,1581,17.6,5,4,5,0,0,0,0,0.28,0.23,0.51,0.28,0.51,3.8,3.8,2.3,6.0,0.21,0.13,0.34,0.21,0.34,Matches
45,45,Rodrigo Bentancur,uy URU,MF,Tottenham,24-272,1997.0,4,3,256,2.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.03,0.08,0.11,0.03,0.11,Matches
46,46,Christian Benteke,be BEL,FW,Crystal Palace,31-091,1990.0,21,11,1093,12.1,4,1,4,0,0,3,0,0.33,0.08,0.41,0.33,0.41,5.4,5.4,1.1,6.4,0.44,0.09,0.53,0.44,0.53,Matches
47,47,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-128,1990.0,18,13,1102,12.2,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,1.7,1.7,0.3,2.0,0.14,0.03,0.16,0.14,0.16,Matches
48,48,Steven Bergwijn,nl NED,"FW,MF",Tottenham,24-147,1997.0,14,4,467,5.2,2,1,2,0,0,1,0,0.39,0.19,0.58,0.39,0.58,2.0,2.0,0.5,2.5,0.39,0.1,0.49,0.39,0.49,Matches
49,49,Ryan Bertrand,eng ENG,DF,Leicester City,32-211,1989.0,4,4,337,3.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.08,0.08,0.0,0.08,Matches
50,50,Mads Bidstrup,dk DEN,MF,Brentford,21-007,2001.0,4,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
52,51,Yves Bissouma,ml MLI,MF,Brighton,25-186,1996.0,18,17,1507,16.7,0,1,0,0,0,7,0,0.0,0.06,0.06,0.0,0.06,0.8,0.8,0.6,1.4,0.05,0.03,0.08,0.05,0.08,Matches
53,52,Jarrod Bowen,eng ENG,FW,West Ham,25-074,1996.0,27,26,2304,25.6,8,8,8,0,0,3,0,0.31,0.31,0.62,0.31,0.62,8.8,8.8,4.8,13.6,0.35,0.19,0.53,0.35,0.53,Matches
54,53,Jarrad Branthwaite,eng ENG,DF,Everton,19-250,2002.0,2,1,146,1.6,1,0,1,0,0,0,0,0.62,0.0,0.62,0.62,0.62,0.4,0.4,0.0,0.4,0.26,0.0,0.26,0.26,0.26,Matches
55,54,Armando Broja,al ALB,FW,Southampton,20-175,2001.0,22,14,1308,14.5,6,0,6,0,0,1,0,0.41,0.0,0.41,0.41,0.41,6.1,6.1,1.0,7.1,0.42,0.07,0.49,0.42,0.49,Matches
56,55,Josh Brownhill,eng ENG,MF,Burnley,26-075,1995.0,22,20,1833,20.4,1,1,1,0,0,8,0,0.05,0.05,0.1,0.05,0.1,0.9,0.9,1.5,2.5,0.05,0.07,0.12,0.05,0.12,Matches
57,56,Bryan,es ESP,"FW,MF",Tottenham,21-021,2001.0,9,0,94,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.07,0.1,0.03,0.1,Matches
