,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
13,14,Steven Alzate,co COL,MF,Brighton,23-096,1998,2,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.14,0.14,0.0,0.14,Matches
14,15,Daniel Amartey,gh GHA,DF,Leicester City,26-357,1994,8,7,606,6.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches
15,16,Joachim Andersen,dk DEN,DF,Crystal Palace,25-196,1996,12,11,1024,11.4,0,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.2,0.2,0.5,0.8,0.02,0.05,0.07,0.02,0.07,Matches
16,17,Michail Antonio,jm JAM,FW,West Ham,31-260,1990,15,15,1345,14.9,6,4,6,0,1,5,1,0.4,0.27,0.67,0.4,0.67,5.4,5.2,3.8,9.0,0.36,0.26,0.62,0.35,0.6,Matches
17,18,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-145,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
18,19,Adam Armstrong,eng ENG,"FW,MF",Southampton,24-306,1997,15,13,1089,12.1,2,2,2,0,0,0,0,0.17,0.17,0.33,0.17,0.33,3.8,3.8,1.7,5.6,0.32,0.14,0.46,0.32,0.46,Matches
19,20,Stuart Armstrong,sct SCO,MF,Southampton,29-258,1992,4,1,125,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.6,0.24,0.17,0.41,0.24,0.41,Matches
20,21,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-071,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
21,22,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-178,1989,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.5,0.07,0.57,0.36,0.43,Matches
22,23,Jordan Ayew,gh GHA,FW,Crystal Palace,30-093,1991,15,12,974,10.8,0,2,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,1.9,1.9,1.3,3.1,0.17,0.12,0.29,0.17,0.29,Matches
23,24,Luke Ayling,eng ENG,DF,Leeds United,30-110,1991,7,7,628,7.0,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,0.4,0.4,0.0,0.5,0.06,0.0,0.07,0.06,0.07,Matches
24,25,César Azpilicueta,es ESP,DF,Chelsea,32-107,1989,10,9,772,8.6,0,2,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23,0.2,0.2,1.4,1.5,0.02,0.16,0.18,0.02,0.18,Matches
26,26,Daniel Bachmann,at AUT,GK,Watford,27-157,1994,8,8,720,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
27,27,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24-126,1997,9,4,424,4.7,1,2,1,0,0,1,0,0.21,0.42,0.64,0.21,0.64,1.1,1.1,0.3,1.4,0.24,0.06,0.3,0.24,0.3,Matches
28,28,Eric Bailly,ci CIV,DF,Manchester Utd,27-245,1994,3,2,152,1.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
29,29,Folarin Balogun,eng ENG,FW,Arsenal,20-163,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.35,0.0,0.35,0.35,0.35,Matches
30,30,Patrick Bamford,eng ENG,FW,Leeds United,28-099,1993,6,5,459,5.1,2,2,2,0,0,2,0,0.39,0.39,0.78,0.39,0.78,3.3,3.3,0.6,3.8,0.64,0.11,0.75,0.64,0.75,Matches
31,31,Shandon Baptiste,gd GRN,MF,Brentford,23-249,1998,10,5,406,4.5,1,0,1,0,0,2,1,0.22,0.0,0.22,0.22,0.22,0.2,0.2,0.1,0.3,0.04,0.03,0.07,0.04,0.07,Matches
32,32,Ross Barkley,eng ENG,MF,Chelsea,28-008,1993,4,1,128,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.3,0.58,0.36,0.93,0.58,0.93,Matches
33,33,Ashley Barnes,eng ENG,FW,Burnley,32-044,1989,8,4,382,4.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,0.16,0.19,0.34,0.16,0.34,Matches
34,34,Harvey Barnes,eng ENG,"FW,MF",Leicester City,24-004,1997,14,13,1025,11.4,2,2,2,0,0,2,0,0.18,0.18,0.35,0.18,0.35,2.3,2.3,1.3,3.6,0.2,0.12,0.32,0.2,0.32,Matches
35,35,Mads Bech Sørensen,dk DEN,DF,Brentford,22-340,1999,1,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
36,36,Jan Bednarek,pl POL,DF,Southampton,25-245,1996,12,11,984,10.9,1,0,1,0,0,3,0,0.09,0.0,0.09,0.09,0.09,0.8,0.8,0.1,0.9,0.07,0.01,0.08,0.07,0.08,Matches
37,37,Donny van de Beek,nl NED,MF,Manchester Utd,24-239,1997,7,0,73,0.8,1,0,1,0,0,0,0,1.23,0.0,1.23,1.23,1.23,0.7,0.7,0.5,1.1,0.82,0.6,1.41,0.82,1.41,Matches
38,38,Asmir Begović,ba BIH,GK,Everton,34-176,1987,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
39,39,Saïd Benrahma,dz ALG,"FW,MF",West Ham,26-125,1995,16,15,1189,13.2,3,3,3,0,0,0,0,0.23,0.23,0.45,0.23,0.45,2.3,2.3,1.4,3.7,0.17,0.11,0.28,0.17,0.28,Matches
40,40,Christian Benteke,be BEL,FW,Crystal Palace,31-010,1990,16,10,965,10.7,4,1,4,0,0,3,0,0.37,0.09,0.47,0.37,0.47,5.0,5.0,1.1,6.1,0.47,0.1,0.57,0.47,0.57,Matches
41,41,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-047,1990,15,11,959,10.7,0,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,1.5,1.5,0.3,1.8,0.14,0.03,0.17,0.14,0.17,Matches
42,42,Steven Bergwijn,nl NED,FW,Tottenham,24-066,1997,7,3,285,3.2,0,1,0,0,0,0,0,0.0,0.32,0.32,0.0,0.32,0.8,0.8,0.4,1.2,0.24,0.13,0.37,0.24,0.37,Matches
43,43,Ryan Bertrand,eng ENG,DF,Leicester City,32-130,1989,4,4,337,3.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.08,0.08,0.0,0.08,Matches
44,44,Mads Bidstrup,dk DEN,MF,Brentford,20-291,2001,3,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
45,45,Yves Bissouma,ml MLI,MF,Brighton,25-105,1996,11,11,947,10.5,0,1,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,0.4,0.4,0.5,0.9,0.04,0.04,0.08,0.04,0.08,Matches
46,46,Jarrod Bowen,eng ENG,FW,West Ham,24-358,1996,16,15,1314,14.6,3,4,3,0,0,1,0,0.21,0.27,0.48,0.21,0.48,4.8,4.8,2.6,7.4,0.33,0.18,0.51,0.33,0.51,Matches
47,47,Armando Broja,al ALB,"FW,MF",Southampton,20-094,2001,12,5,554,6.2,3,0,3,0,0,0,0,0.49,0.0,0.49,0.49,0.49,2.5,2.5,0.8,3.4,0.41,0.14,0.55,0.41,0.55,Matches
48,48,Josh Brownhill,eng ENG,MF,Burnley,25-359,1995,15,13,1202,13.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.6,0.05,0.08,0.12,0.05,0.12,Matches
49,49,Bryan,es ESP,"FW,MF",Tottenham,20-305,2001,5,0,62,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
50,50,Emi Buendía,ar ARG,"MF,FW",Aston Villa,24-353,1996,14,10,810,9.0,1,2,1,0,0,1,0,0.11,0.22,0.33,0.11,0.33,1.1,1.1,1.7,2.8,0.12,0.19,0.31,0.12,0.31,Matches
52,51,Dan Burn,eng ENG,DF,Brighton,29-218,1992,6,5,392,4.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.04,0.01,0.05,0.04,0.05,Matches
53,52,Willy Caballero,ar ARG,GK,Southampton,40-076,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
54,53,Dominic Calvert-Lewin,eng ENG,FW,Everton,24-272,1997,3,3,248,2.8,3,0,1,2,2,0,0,1.09,0.0,1.09,0.36,0.36,3.8,2.3,0.1,2.4,1.38,0.05,1.44,0.83,0.89,Matches
55,54,João Cancelo,pt POR,DF,Manchester City,27-200,1994,16,16,1427,15.9,0,3,0,0,0,5,0,0.0,0.19,0.19,0.0,0.19,1.8,1.8,2.5,4.3,0.11,0.16,0.27,0.11,0.27,Matches
56,55,Sergi Canós,es ESP,DF,Brentford,24-314,1997,15,15,1220,13.6,2,2,2,0,0,5,0,0.15,0.15,0.3,0.15,0.3,1.8,1.8,1.2,3.1,0.13,0.09,0.23,0.13,0.23,Matches
57,56,Todd Cantwell,eng ENG,"FW,MF",Norwich City,23-289,1998,7,4,381,4.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.03,0.05,0.08,0.03,0.08,Matches
58,57,Matty Cash,pl POL,DF,Aston Villa,24-128,1997,16,16,1423,15.8,1,0,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06,1.1,1.1,0.6,1.7,0.07,0.04,0.11,0.07,0.11,Matches
59,58,Timothy Castagne,be BEL,DF,Leicester City,26-008,1995,14,11,1138,12.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
60,59,Craig Cathcart,nir NIR,DF,Watford,32-310,1989,14,14,1193,13.3,0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Matches
61,60,Edinson Cavani,uy URU,FW,Manchester Utd,34-302,1987,5,2,213,2.4,1,0,1,0,0,0,0,0.42,0.0,0.42,0.42,0.42,1.4,1.4,0.0,1.4,0.6,0.01,0.61,0.6,0.61,Matches
62,61,Trevoh Chalobah,eng ENG,DF,Chelsea,22-161,1999,9,8,693,7.7,2,0,2,0,0,0,0,0.26,0.0,0.26,0.26,0.26,0.5,0.5,0.0,0.5,0.07,0.0,0.07,0.07,0.07,Matches
63,62,Calum Chambers,eng ENG,DF,Arsenal,26-327,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,Matches
64,63,Ben Chilwell,eng ENG,DF,Chelsea,24-357,1996,6,6,540,6.0,3,1,3,0,0,0,0,0.5,0.17,0.67,0.5,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,Matches
65,64,Hamza Choudhury,eng ENG,MF,Leicester City,24-073,1997,1,1,59,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
66,65,Andreas Christensen,dk DEN,DF,Chelsea,25-247,1996,11,10,917,10.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Matches
67,66,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,17-340,2004,3,1,99,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.36,0.09,0.45,0.36,0.45,Matches
68,67,Ciaran Clark,ie IRL,DF,Newcastle Utd,32-078,1989,11,11,901,10.0,0,1,0,0,0,2,1,0.0,0.1,0.1,0.0,0.1,0.8,0.8,0.3,1.1,0.08,0.03,0.11,0.08,0.11,Matches
69,68,Tom Cleverley,eng ENG,MF,Watford,32-123,1989,12,9,725,8.1,0,2,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,0.3,0.3,1.2,1.6,0.04,0.16,0.2,0.04,0.2,Matches
70,69,Nathaniel Clyne,eng ENG,DF,Crystal Palace,30-252,1991,2,1,91,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
71,70,Conor Coady,eng ENG,DF,Wolves,28-291,1993,16,16,1436,16.0,1,0,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,1.0,1.0,0.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches
72,71,Séamus Coleman,ie IRL,DF,Everton,33-063,1988,13,13,1170,13.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.01,0.05,0.06,0.01,0.06,Matches
73,72,Nathan Collins,ie IRL,DF,Burnley,20-227,2001,5,5,450,5.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.01,0.09,0.1,0.01,0.1,Matches
74,73,Aaron Connolly,ie IRL,FW,Brighton,21-319,2000,3,0,96,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.8,0.43,0.33,0.75,0.43,0.75,Matches
75,74,Liam Cooper,sct SCO,DF,Leeds United,30-105,1991,15,15,1274,14.2,0,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.0,0.3,0.02,0.0,0.02,0.02,0.02,Matches
76,75,Jack Cork,eng ENG,MF,Burnley,32-171,1989,6,6,494,5.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches
78,76,Maxwel Cornet,ci CIV,"FW,MF",Burnley,25-077,1996,9,8,562,6.2,5,0,5,0,0,2,0,0.8,0.0,0.8,0.8,0.8,1.5,1.5,0.5,2.1,0.25,0.09,0.33,0.25,0.33,Matches
79,77,Hélder Costa,ao ANG,MF,Leeds United,27-335,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
80,78,Vladimír Coufal,cz CZE,DF,West Ham,29-113,1992,13,10,938,10.4,0,2,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,0.3,0.3,1.5,1.8,0.03,0.15,0.17,0.03,0.17,Matches
81,79,Aaron Cresswell,eng ENG,DF,West Ham,31-363,1989,13,13,1140,12.7,1,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,0.4,0.4,1.4,1.8,0.03,0.11,0.14,0.03,0.14,Matches
82,80,Charlie Cresswell,eng ENG,DF,Leeds United,19-006,2002,4,1,96,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
83,81,Cucho,co COL,"FW,MF",Watford,22-237,1999,12,5,610,6.8,2,1,2,0,0,0,0,0.3,0.15,0.44,0.3,0.44,0.9,0.9,1.2,2.1,0.13,0.18,0.32,0.13,0.32,Matches
84,82,Marc Cucurella,es ESP,DF,Brighton,23-144,1998,12,12,1019,11.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.2,1.3,0.01,0.1,0.12,0.01,0.12,Matches
85,83,Patson Daka,zm ZAM,"FW,MF",Leicester City,23-065,1998,7,2,290,3.2,2,3,2,0,0,0,0,0.62,0.93,1.55,0.62,1.55,1.9,1.9,1.3,3.2,0.59,0.42,1.01,0.59,1.01,Matches
86,84,Stuart Dallas,nir NIR,"DF,MF",Leeds United,30-238,1991,16,16,1427,15.9,0,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,1.1,1.1,1.4,2.4,0.07,0.09,0.15,0.07,0.15,Matches
87,85,Diogo Dalot,pt POR,DF,Manchester Utd,22-270,1999,7,3,363,4.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.06,0.02,0.07,0.06,0.07,Matches
88,86,Karl Darlow,eng ENG,GK,Newcastle Utd,31-066,1990,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
89,87,Ben Davies,wls WAL,DF,Tottenham,28-233,1993,6,5,481,5.3,0,1,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,1.1,1.1,0.3,1.4,0.2,0.07,0.27,0.2,0.27,Matches
90,88,Tom Davies,eng ENG,MF,Everton,23-166,1998,5,1,158,1.8,1,0,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,0.9,0.9,0.0,0.9,0.52,0.0,0.52,0.52,0.52,Matches
91,89,Keinan Davis,eng ENG,FW,Aston Villa,23-303,1998,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
92,90,Craig Dawson,eng ENG,DF,West Ham,31-221,1990,13,9,893,9.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.09,0.0,0.1,0.09,0.1,Matches
93,91,Kevin De Bruyne,be BEL,MF,Manchester City,30-168,1991,10,5,494,5.5,2,0,2,0,0,0,0,0.36,0.0,0.36,0.36,0.36,1.6,1.6,1.9,3.4,0.28,0.34,0.63,0.28,0.63,Matches
94,92,Troy Deeney,eng ENG,FW,Watford,33-167,1988,2,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.45,0.32,1.77,1.45,1.77,Matches
95,93,Fabian Delph,eng ENG,MF,Everton,32-022,1989,6,3,249,2.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,Matches
96,94,Leander Dendoncker,be BEL,"MF,FW",Wolves,26-242,1995,12,6,605,6.7,0,1,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,0.4,0.4,0.7,1.2,0.06,0.11,0.17,0.06,0.17,Matches
97,95,Emmanuel Dennis,ng NGA,"FW,MF",Watford,24-028,1997,15,14,1168,13.0,7,5,7,0,0,6,0,0.54,0.39,0.92,0.54,0.92,3.9,3.9,1.7,5.5,0.3,0.13,0.43,0.3,0.43,Matches
98,96,Kiernan Dewsbury Hall,eng ENG,MF,Leicester City,23-098,1998,7,2,258,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.12,0.09,0.21,0.12,0.21,Matches
99,97,Ibrahima Diallo,fr FRA,MF,Southampton,22-280,1999,11,4,504,5.6,0,1,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,0.3,0.3,0.4,0.7,0.06,0.07,0.13,0.06,0.13,Matches
100,98,Raphael Dias Belloli,br BRA,"MF,FW",Leeds United,24-364,1996,14,14,1168,13.0,7,1,5,2,2,4,0,0.54,0.08,0.62,0.39,0.46,4.7,3.2,2.7,5.9,0.36,0.21,0.57,0.24,0.46,Matches
101,99,Rúben Dias,pt POR,DF,Manchester City,24-213,1997,15,14,1279,14.2,1,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,0.3,0.3,1.1,1.4,0.02,0.07,0.1,0.02,0.1,Matches
102,100,Eric Dier,eng ENG,DF,Tottenham,27-332,1994,14,14,1181,13.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.3,1.6,0.03,0.1,0.12,0.03,0.12,Matches
104,101,Lucas Digne,fr FRA,DF,Everton,28-146,1993,13,13,1170,13.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.7,2.1,0.03,0.13,0.16,0.03,0.16,Matches
105,102,Virgil van Dijk,nl NED,DF,Liverpool,30-158,1991,16,16,1440,16.0,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.4,1.4,0.1,1.4,0.09,0.01,0.09,0.09,0.09,Matches
106,103,Issa Diop,fr FRA,DF,West Ham,24-338,1997,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches
107,104,Moussa Djenepo,ml MLI,MF,Southampton,23-181,1998,7,5,409,4.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,0.32,0.04,0.36,0.32,0.36,Matches
108,105,Lewis Dobbin,eng ENG,"MF,FW",Everton,18-344,2003,2,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
109,106,Matt Doherty,ie IRL,DF,Tottenham,29-331,1992,3,0,57,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
110,107,Gabriel Dos Santos,br BRA,DF,Arsenal,23-359,1997,13,13,1148,12.8,2,0,2,0,0,2,0,0.16,0.0,0.16,0.16,0.16,0.7,0.7,0.3,1.1,0.06,0.03,0.09,0.06,0.09,Matches
111,108,Abdoulaye Doucouré,fr FRA,MF,Everton,28-346,1993,12,12,1080,12.0,2,4,2,0,0,4,0,0.17,0.33,0.5,0.17,0.5,1.8,1.8,1.2,3.0,0.15,0.1,0.25,0.15,0.25,Matches
112,109,Kieran Dowell,eng ENG,"FW,MF",Norwich City,24-064,1997,6,3,235,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.05,0.18,0.22,0.05,0.22,Matches
113,110,Cody Drameh,eng ENG,DF,Leeds United,20-005,2001,1,0,20,0.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
114,111,Martin Dúbravka,sk SVK,GK,Newcastle Utd,32-332,1989,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
115,112,Shane Duffy,ie IRL,DF,Brighton,29-346,1992,13,12,1135,12.6,1,0,1,0,0,5,0,0.08,0.0,0.08,0.08,0.08,0.8,0.8,0.1,0.9,0.07,0.01,0.08,0.07,0.08,Matches
