,General,General,General,General,General,General,General,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,General
11,12,Miguel Almirón,py PAR,MF,Newcastle Utd,27-324,1994,16,11,975,10.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,0.08,0.04,0.12,0.08,0.12,Matches
12,13,Marcos Alonso,es ESP,DF,Chelsea,31-003,1990,14,13,1167,13.0,1,2,1,0,0,4,0,0.08,0.15,0.23,0.08,0.23,1.4,1.4,2.4,3.8,0.1,0.19,0.29,0.1,0.29,Matches
13,14,Steven Alzate,co COL,MF,Brighton,23-114,1998,4,1,99,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.07,0.12,0.19,0.07,0.19,Matches
14,15,Daniel Amartey,gh GHA,DF,Leicester City,27-010,1994,10,9,786,8.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
15,16,Joachim Andersen,dk DEN,DF,Crystal Palace,25-214,1996,15,13,1206,13.4,0,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,0.3,0.3,0.5,0.8,0.02,0.04,0.06,0.02,0.06,Matches
16,17,Michail Antonio,jm JAM,FW,West Ham,31-278,1990,18,17,1570,17.4,7,5,7,0,1,5,1,0.4,0.29,0.69,0.4,0.69,6.7,6.5,4.1,10.6,0.39,0.24,0.62,0.37,0.61,Matches
17,18,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-163,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
18,19,Adam Armstrong,eng ENG,"FW,MF",Southampton,24-324,1997,16,14,1171,13.0,2,2,2,0,0,1,0,0.15,0.15,0.31,0.15,0.31,4.0,4.0,1.7,5.7,0.31,0.13,0.44,0.31,0.44,Matches
19,20,Stuart Armstrong,sct SCO,MF,Southampton,29-276,1992,6,2,217,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,0.18,0.11,0.3,0.18,0.3,Matches
20,21,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-089,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
21,22,Harrison Ashby,sct SCO,DF,West Ham,20-047,2001,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
22,23,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-196,1989,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.5,0.07,0.57,0.36,0.43,Matches
23,24,Jordan Ayew,gh GHA,FW,Crystal Palace,30-111,1991,18,15,1228,13.6,1,2,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,2.1,2.1,1.4,3.5,0.15,0.1,0.26,0.15,0.26,Matches
24,25,Luke Ayling,eng ENG,DF,Leeds United,30-128,1991,9,9,808,9.0,1,1,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22,0.4,0.4,0.1,0.5,0.05,0.01,0.06,0.05,0.06,Matches
26,26,César Azpilicueta,es ESP,DF,Chelsea,32-125,1989,13,12,1030,11.4,0,2,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,0.6,0.6,1.5,2.2,0.06,0.13,0.19,0.06,0.19,Matches
27,27,Daniel Bachmann,at AUT,GK,Watford,27-175,1994,9,9,810,9.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
28,28,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24-144,1997,9,4,424,4.7,1,2,1,0,0,1,0,0.21,0.42,0.64,0.21,0.64,1.1,1.1,0.3,1.4,0.24,0.06,0.3,0.24,0.3,Matches
29,29,Eric Bailly,ci CIV,DF,Manchester Utd,27-263,1994,4,3,217,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
30,30,Folarin Balogun,eng ENG,FW,Arsenal,20-181,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.35,0.0,0.35,0.35,0.35,Matches
31,31,Patrick Bamford,eng ENG,FW,Leeds United,28-117,1993,6,5,459,5.1,2,2,2,0,0,2,0,0.39,0.39,0.78,0.39,0.78,3.2,3.2,0.6,3.8,0.63,0.11,0.74,0.63,0.74,Matches
32,32,Shandon Baptiste,gd GRN,MF,Brentford,23-267,1998,12,7,586,6.5,1,0,1,0,0,2,1,0.15,0.0,0.15,0.15,0.15,0.5,0.5,0.2,0.7,0.07,0.03,0.1,0.07,0.1,Matches
33,33,Ross Barkley,eng ENG,MF,Chelsea,28-026,1993,5,1,154,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.4,0.48,0.32,0.8,0.48,0.8,Matches
34,34,Ashley Barnes,eng ENG,FW,Burnley,32-062,1989,8,4,382,4.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,0.16,0.19,0.34,0.16,0.34,Matches
35,35,Harvey Barnes,eng ENG,"FW,MF",Leicester City,24-022,1997,14,13,1025,11.4,2,2,2,0,0,2,0,0.18,0.18,0.35,0.18,0.35,2.3,2.3,1.3,3.6,0.2,0.12,0.32,0.2,0.32,Matches
36,36,Mads Bech Sørensen,dk DEN,DF,Brentford,22-358,1999,3,2,200,2.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
37,37,Jan Bednarek,pl POL,DF,Southampton,25-263,1996,14,13,1164,12.9,2,0,2,0,0,4,0,0.15,0.0,0.15,0.15,0.15,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07,Matches
38,38,Donny van de Beek,nl NED,MF,Manchester Utd,24-257,1997,7,0,73,0.8,1,0,1,0,0,0,0,1.23,0.0,1.23,1.23,1.23,0.7,0.7,0.5,1.1,0.82,0.6,1.41,0.82,1.41,Matches
39,39,Asmir Begović,ba BIH,GK,Everton,34-194,1987,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
40,40,Saïd Benrahma,dz ALG,"FW,MF",West Ham,26-143,1995,19,17,1368,15.2,5,3,5,0,0,0,0,0.33,0.2,0.53,0.33,0.53,3.0,3.0,1.6,4.6,0.2,0.11,0.31,0.2,0.31,Matches
41,41,Christian Benteke,be BEL,FW,Crystal Palace,31-028,1990,18,10,1002,11.1,4,1,4,0,0,3,0,0.36,0.09,0.45,0.36,0.45,5.0,5.0,1.1,6.1,0.45,0.1,0.55,0.45,0.55,Matches
42,42,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-065,1990,16,12,1049,11.7,0,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,1.7,1.7,0.3,2.0,0.14,0.03,0.17,0.14,0.17,Matches
43,43,Steven Bergwijn,nl NED,FW,Tottenham,24-084,1997,8,3,312,3.5,0,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,0.8,0.8,0.5,1.3,0.24,0.13,0.37,0.24,0.37,Matches
44,44,Ryan Bertrand,eng ENG,DF,Leicester City,32-148,1989,4,4,337,3.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.08,0.08,0.0,0.08,Matches
45,45,Mads Bidstrup,dk DEN,MF,Brentford,20-309,2001,4,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
46,46,Yves Bissouma,ml MLI,MF,Brighton,25-123,1996,13,13,1120,12.4,0,1,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,0.6,1.1,0.04,0.05,0.08,0.04,0.08,Matches
47,47,Jarrod Bowen,eng ENG,FW,West Ham,25-011,1996,19,18,1584,17.6,3,7,3,0,0,2,0,0.17,0.4,0.57,0.17,0.57,5.5,5.5,4.2,9.7,0.31,0.24,0.55,0.31,0.55,Matches
48,48,Jarrad Branthwaite,eng ENG,DF,Everton,19-187,2002,1,1,90,1.0,1,0,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,0.4,0.4,0.0,0.4,0.36,0.0,0.36,0.36,0.36,Matches
49,49,Armando Broja,al ALB,FW,Southampton,20-112,2001,15,7,723,8.0,4,0,4,0,0,1,0,0.5,0.0,0.5,0.5,0.5,2.7,2.7,0.9,3.6,0.34,0.11,0.45,0.34,0.45,Matches
50,50,Josh Brownhill,eng ENG,MF,Burnley,26-012,1995,15,13,1203,13.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.6,0.05,0.08,0.12,0.05,0.12,Matches
52,51,Bryan,es ESP,"MF,FW",Tottenham,20-323,2001,7,0,91,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.08,0.1,0.03,0.1,Matches
53,52,Emi Buendía,ar ARG,"MF,FW",Aston Villa,25-006,1996,16,12,965,10.7,1,2,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28,1.2,1.2,1.8,3.0,0.11,0.17,0.28,0.11,0.28,Matches
54,53,Dan Burn,eng ENG,DF,Brighton,29-236,1992,9,8,662,7.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.07,0.01,0.07,0.07,0.07,Matches
55,54,Jack Butland,eng ENG,GK,Crystal Palace,28-296,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
56,55,Sam Byram,eng ENG,"DF,MF",Norwich City,28-106,1993,2,1,136,1.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.16,0.03,0.19,0.16,0.19,Matches
57,56,Willy Caballero,ar ARG,GK,Southampton,40-094,1981,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
58,57,Dominic Calvert-Lewin,eng ENG,FW,Everton,24-290,1997,3,3,248,2.8,3,0,1,2,2,0,0,1.09,0.0,1.09,0.36,0.36,3.8,2.3,0.1,2.4,1.38,0.05,1.44,0.83,0.89,Matches
59,58,João Cancelo,pt POR,DF,Manchester City,27-218,1994,19,19,1697,18.9,1,4,1,0,0,5,0,0.05,0.21,0.27,0.05,0.27,2.0,2.0,2.9,4.9,0.1,0.15,0.26,0.1,0.26,Matches
60,59,Sergi Canós,es ESP,DF,Brentford,24-332,1997,17,16,1332,14.8,2,2,2,0,0,5,0,0.14,0.14,0.27,0.14,0.27,2.0,2.0,1.3,3.3,0.14,0.09,0.22,0.14,0.22,Matches
61,60,Todd Cantwell,eng ENG,"FW,MF",Norwich City,23-307,1998,8,5,441,4.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,Matches
62,61,Matty Cash,pl POL,DF,Aston Villa,24-146,1997,18,18,1603,17.8,1,0,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06,1.2,1.2,1.1,2.3,0.07,0.06,0.13,0.07,0.13,Matches
63,62,Timothy Castagne,be BEL,DF,Leicester City,26-026,1995,16,12,1273,14.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.0,0.03,0.03,0.0,0.03,Matches
64,63,Craig Cathcart,nir NIR,DF,Watford,32-328,1989,15,15,1283,14.3,0,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Matches
65,64,Edinson Cavani,uy URU,FW,Manchester Utd,34-320,1987,7,3,348,3.9,2,0,2,0,0,0,0,0.52,0.0,0.52,0.52,0.52,2.8,2.8,0.2,3.0,0.72,0.05,0.78,0.72,0.78,Matches
66,65,Trevoh Chalobah,eng ENG,DF,Chelsea,22-179,1999,13,10,840,9.3,2,0,2,0,0,1,0,0.21,0.0,0.21,0.21,0.21,0.6,0.6,0.0,0.6,0.06,0.0,0.06,0.06,0.06,Matches
67,66,Calum Chambers,eng ENG,DF,Arsenal,26-345,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,Matches
68,67,Ben Chilwell,eng ENG,DF,Chelsea,25-010,1996,6,6,540,6.0,3,1,3,0,0,0,0,0.5,0.17,0.67,0.5,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,Matches
69,68,Hamza Choudhury,eng ENG,MF,Leicester City,24-091,1997,3,2,134,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
70,69,Andreas Christensen,dk DEN,DF,Chelsea,25-265,1996,13,11,1001,11.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Matches
71,70,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,17-358,2004,5,1,124,1.4,0,1,0,0,0,0,0,0.0,0.73,0.73,0.0,0.73,0.4,0.4,1.0,1.4,0.32,0.72,1.04,0.32,1.04,Matches
72,71,Ciaran Clark,ie IRL,DF,Newcastle Utd,32-096,1989,12,12,991,11.0,0,1,0,0,0,2,1,0.0,0.09,0.09,0.0,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.1,0.07,0.1,Matches
73,72,Tom Cleverley,eng ENG,MF,Watford,32-141,1989,12,9,725,8.1,0,2,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,0.3,0.3,1.2,1.6,0.04,0.16,0.2,0.04,0.2,Matches
74,73,Nathaniel Clyne,eng ENG,DF,Crystal Palace,30-270,1991,2,1,91,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
75,74,Conor Coady,eng ENG,DF,Wolves,28-309,1993,18,18,1616,18.0,1,0,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,1.0,1.0,0.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches
76,75,Séamus Coleman,ie IRL,DF,Everton,33-081,1988,13,13,1170,13.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.01,0.05,0.06,0.01,0.06,Matches
78,76,Nathan Collins,ie IRL,DF,Burnley,20-245,2001,5,5,450,5.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.01,0.09,0.1,0.01,0.1,Matches
79,77,Aaron Connolly,ie IRL,FW,Brighton,21-337,2000,4,1,156,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.8,0.26,0.2,0.47,0.26,0.47,Matches
80,78,Liam Cooper,sct SCO,DF,Leeds United,30-123,1991,15,15,1274,14.2,0,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.0,0.3,0.02,0.0,0.02,0.02,0.02,Matches
81,79,Jack Cork,eng ENG,MF,Burnley,32-189,1989,7,7,551,6.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches
82,80,Maxwel Cornet,ci CIV,"FW,MF",Burnley,25-095,1996,9,8,562,6.2,5,0,5,0,0,2,0,0.8,0.0,0.8,0.8,0.8,1.5,1.5,0.5,2.1,0.25,0.09,0.33,0.25,0.33,Matches
83,81,Hélder Costa,ao ANG,MF,Leeds United,27-353,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
84,82,Vladimír Coufal,cz CZE,DF,West Ham,29-131,1992,16,13,1184,13.2,0,2,0,0,0,3,1,0.0,0.15,0.15,0.0,0.15,0.3,0.3,1.5,1.8,0.02,0.12,0.14,0.02,0.14,Matches
85,83,Aaron Cresswell,eng ENG,DF,West Ham,32-016,1989,13,13,1140,12.7,1,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,0.4,0.4,1.4,1.8,0.03,0.11,0.14,0.03,0.14,Matches
86,84,Charlie Cresswell,eng ENG,DF,Leeds United,19-024,2002,4,1,95,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
87,85,Cucho,co COL,"FW,MF",Watford,22-255,1999,13,6,655,7.3,2,1,2,0,0,0,0,0.27,0.14,0.41,0.27,0.41,0.9,0.9,1.2,2.2,0.13,0.17,0.3,0.13,0.3,Matches
88,86,Marc Cucurella,es ESP,DF,Brighton,23-162,1998,15,15,1289,14.3,0,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,1.3,1.5,0.01,0.09,0.1,0.01,0.1,Matches
89,87,Patson Daka,zm ZAM,"FW,MF",Leicester City,23-083,1998,7,2,290,3.2,2,3,2,0,0,0,0,0.62,0.93,1.55,0.62,1.55,1.9,1.9,1.4,3.3,0.58,0.43,1.01,0.58,1.01,Matches
90,88,Stuart Dallas,nir NIR,"DF,MF",Leeds United,30-256,1991,18,18,1607,17.9,0,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,1.2,1.2,1.4,2.6,0.07,0.08,0.14,0.07,0.14,Matches
91,89,Diogo Dalot,pt POR,DF,Manchester Utd,22-288,1999,9,4,463,5.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.05,0.06,0.1,0.05,0.1,Matches
92,90,Karl Darlow,eng ENG,GK,Newcastle Utd,31-084,1990,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
93,91,Ben Davies,wls WAL,DF,Tottenham,28-251,1993,8,7,661,7.3,0,1,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,1.1,1.1,0.4,1.5,0.15,0.06,0.21,0.15,0.21,Matches
94,92,Tom Davies,eng ENG,MF,Everton,23-184,1998,5,1,158,1.8,1,0,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,0.9,0.9,0.0,0.9,0.52,0.0,0.52,0.52,0.52,Matches
95,93,Keinan Davis,eng ENG,FW,Aston Villa,23-321,1998,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
96,94,Craig Dawson,eng ENG,DF,West Ham,31-239,1990,16,12,1163,12.9,0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,1.2,1.2,0.5,1.6,0.09,0.04,0.13,0.09,0.13,Matches
97,95,Kevin De Bruyne,be BEL,MF,Manchester City,30-186,1991,14,9,834,9.3,5,1,5,0,0,0,0,0.54,0.11,0.65,0.54,0.65,2.6,2.6,3.9,6.5,0.28,0.43,0.71,0.28,0.71,Matches
98,96,Troy Deeney,eng ENG,FW,Watford,33-185,1988,2,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.45,0.32,1.77,1.45,1.77,Matches
99,97,Fabian Delph,eng ENG,MF,Everton,32-040,1989,6,3,249,2.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,Matches
100,98,Leander Dendoncker,be BEL,"MF,FW",Wolves,26-260,1995,14,7,696,7.7,0,1,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13,0.6,0.6,0.7,1.4,0.08,0.09,0.18,0.08,0.18,Matches
101,99,Emmanuel Dennis,ng NGA,"FW,MF",Watford,24-046,1997,16,15,1258,14.0,8,5,8,0,0,6,0,0.57,0.36,0.93,0.57,0.93,4.2,4.2,1.7,5.9,0.3,0.12,0.42,0.3,0.42,Matches
102,100,Kiernan Dewsbury Hall,eng ENG,MF,Leicester City,23-116,1998,9,4,438,4.9,0,2,0,0,0,1,0,0.0,0.41,0.41,0.0,0.41,0.6,0.6,0.4,1.0,0.12,0.08,0.2,0.12,0.2,Matches
104,101,Ibrahima Diallo,fr FRA,MF,Southampton,22-298,1999,13,5,595,6.6,0,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,0.3,0.3,0.5,0.8,0.05,0.08,0.13,0.05,0.13,Matches
105,102,Raphael Dias Belloli,br BRA,"MF,FW",Leeds United,25-017,1996,16,16,1347,15.0,8,1,5,3,3,4,0,0.53,0.07,0.6,0.33,0.4,5.9,3.6,2.7,6.3,0.39,0.18,0.57,0.24,0.42,Matches
106,103,Rúben Dias,pt POR,DF,Manchester City,24-231,1997,19,18,1592,17.7,2,2,2,0,0,4,0,0.11,0.11,0.23,0.11,0.23,1.2,1.2,1.1,2.2,0.07,0.06,0.13,0.07,0.13,Matches
107,104,Eric Dier,eng ENG,DF,Tottenham,27-350,1994,17,17,1451,16.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.3,1.7,0.03,0.08,0.11,0.03,0.11,Matches
108,105,Lucas Digne,fr FRA,DF,Everton,28-164,1993,13,13,1170,13.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.7,2.1,0.03,0.13,0.16,0.03,0.16,Matches
109,106,Virgil van Dijk,nl NED,DF,Liverpool,30-176,1991,17,17,1530,17.0,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.4,1.4,0.1,1.5,0.08,0.01,0.09,0.08,0.09,Matches
110,107,Issa Diop,fr FRA,DF,West Ham,24-356,1997,5,5,450,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Matches
111,108,Moussa Djenepo,ml MLI,MF,Southampton,23-199,1998,8,5,430,4.8,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,0.31,0.05,0.36,0.31,0.36,Matches
112,109,Lewis Dobbin,eng ENG,"FW,MF",Everton,18-362,2003,3,0,32,0.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
113,110,Matt Doherty,ie IRL,DF,Tottenham,29-349,1992,4,0,102,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.6,0.11,0.71,0.6,0.71,Matches
114,111,Gabriel Dos Santos,br BRA,DF,Arsenal,24-012,1997,16,16,1418,15.8,2,0,2,0,0,2,0,0.13,0.0,0.13,0.13,0.13,0.9,0.9,0.3,1.2,0.06,0.02,0.08,0.06,0.08,Matches
115,112,Abdoulaye Doucouré,fr FRA,MF,Everton,28-364,1993,13,13,1170,13.0,2,4,2,0,0,4,0,0.15,0.31,0.46,0.15,0.46,1.8,1.8,1.2,3.0,0.14,0.09,0.23,0.14,0.23,Matches
