Squad,Rk,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Last 5,Attendance,Top Team Scorer,Goalkeeper,Notes,xG per game,xGA per game,probability no goals allowed
Manchester City,1,33,25,5,3,80,21,59,80,74.7,23.0,51.7,1.57,D W D W W,52704,"Riyad Mahrez, Kevin De Bruyne - 11",Ederson,,2.2636363636363637,0.696969696969697,0.4980923900530609
Liverpool,2,33,24,7,2,85,22,63,79,78.5,30.8,47.7,1.44,W W D W W,53378,Mohamed Salah - 22,Alisson,,2.378787878787879,0.9333333333333333,0.39324072086859824
Chelsea,3,33,19,9,5,68,28,40,66,58.2,31.0,27.2,0.82,L W L W D,37291,Mason Mount - 10,Edouard Mendy,,1.7636363636363637,0.9393939393939394,0.39086465125630715
Arsenal,4,33,19,3,11,52,40,12,60,52.1,39.8,12.3,0.37,L L L W W,59608,Bukayo Saka - 11,Aaron Ramsdale,,1.5787878787878789,1.206060606060606,0.29937431286222127
Tottenham,5,33,18,4,11,56,38,18,58,53.8,36.3,17.5,0.53,W W W L D,55669,Son Heung-min - 17,Hugo Lloris,,1.6303030303030301,1.0999999999999999,0.3328710836980796
Manchester Utd,6,35,15,10,10,54,52,2,55,51.5,50.1,1.4,0.04,L W L L D,73132,Cristiano Ronaldo - 17,David de Gea,,1.4714285714285715,1.4314285714285715,0.2389672964313719
West Ham,7,34,15,7,12,52,44,8,52,45.0,45.3,-0.3,-0.01,L W L D L,58182,Jarrod Bowen - 9,Łukasz Fabiański,,1.3235294117647058,1.3323529411764705,0.263855693404586
Wolves,8,33,15,4,14,33,29,4,49,30.8,47.6,-16.8,-0.51,W L W L L,30720,Raúl Jiménez - 6,José Sá,,0.9333333333333333,1.4424242424242424,0.23635408400224706
Newcastle Utd,9,34,11,10,13,40,55,-15,43,35.5,48.0,-12.6,-0.37,L W W W W,51394,Callum Wilson - 6,Martin Dúbravka,,1.0441176470588236,1.411764705882353,0.24371282199589903
Leicester City,10,32,11,9,12,47,51,-4,42,41.5,52.7,-11.2,-0.35,D W L D D,32205,Jamie Vardy - 10,Kasper Schmeichel,,1.296875,1.646875,0.19265100330646837
Brighton,11,34,9,14,11,31,42,-11,41,36.8,42.0,-5.2,-0.15,D W W L D,30889,Neal Maupay - 8,Robert Sánchez,,1.0823529411764705,1.2352941176470589,0.2907492353099861
Brentford,12,34,11,7,16,41,49,-8,40,41.4,43.3,-2.0,-0.06,L W W W D,16908,Ivan Toney - 12,David Raya,,1.2176470588235293,1.2735294117647058,0.2798421984168828
Southampton,13,34,9,13,12,40,56,-16,40,44.1,50.7,-6.6,-0.19,D L W L D,29976,James Ward-Prowse - 9,Fraser Forster,,1.2970588235294118,1.4911764705882353,0.2251076671448941
Crystal Palace,14,33,8,14,11,43,41,2,38,40.5,37.4,3.1,0.09,D W L L D,24536,Wilfried Zaha - 11,Vicente Guaita,,1.2272727272727273,1.1333333333333333,0.3219582715376759
Aston Villa,15,32,11,4,17,42,46,-4,37,36.4,39.1,-2.7,-0.08,L L L L D,41874,Ollie Watkins - 8,Emiliano Martínez,,1.1375,1.221875,0.2946771289961119
Leeds United,16,33,8,10,15,38,68,-30,34,41.6,59.9,-18.3,-0.55,W W D W D,36306,Raphael Dias Belloli - 10,Illan Meslier,,1.2606060606060607,1.8151515151515152,0.1628132378488624
Burnley,17,33,6,13,14,29,45,-16,31,31.4,49.0,-17.6,-0.53,W L D W W,19061,Maxwel Cornet - 7,Nick Pope,,0.9515151515151514,1.4848484848484849,0.22653666181295534
Everton,18,32,8,5,19,34,55,-21,29,35.1,45.1,-10.0,-0.31,L L W D L,38372,Richarlison - 7,Jordan Pickford,,1.096875,1.409375,0.24429592039957873
Watford,19,33,6,4,23,31,67,-36,22,34.5,56.8,-22.3,-0.67,W L L L L,20626,Emmanuel Dennis - 10,Ben Foster,,1.0454545454545454,1.7212121212121212,0.1788492295274829
Norwich City,20,33,5,6,22,22,69,-47,21,29.2,64.7,-35.4,-1.07,L D W L L,26849,Teemu Pukki - 10,Tim Krul,,0.8848484848484848,1.9606060606060607,0.14077307804518263
