,index,first_name,second_name,assists,bonus,bps,clean_sheets,corners_and_indirect_freekicks_order,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,dreamteam_count,element_type,event_points,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,influence,influence_rank,influence_rank_type,minutes,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,points_per_game,red_cards,saves,selected_by_percent,threat,threat_rank,threat_rank_type,total_points,web_name,yellow_cards,team_name,gameweek,season,gameweek_xG,gameweek_xA,gameweek_xGA,gameweek_minutes,team_xG,team_xGA,team_xG_ewm_5,team_xG_ewm_10,team_xG_ewm_20,team_xG_ewm_40,team_xGA_ewm_5,team_xGA_ewm_10,team_xGA_ewm_20,team_xGA_ewm_40,opponent_xG,opponent_xGA,opponent_xG_ewm_5,opponent_xG_ewm_10,opponent_xG_ewm_20,opponent_xG_ewm_40,opponent_xGA_ewm_5,opponent_xGA_ewm_10,opponent_xGA_ewm_20,opponent_xGA_ewm_40,home,gameweek_assists,gameweek_bps,gameweek_creativity,gameweek_goals_scored,gameweek_goals_conceded,gameweek_own_goals,gameweek_penalties_saved,gameweek_red_cards,gameweek_saves,gameweek_threat,gameweek_yellow_cards,gameweek_xPoints,gameweek_assists_ewm_5,gameweek_bps_ewm_5,gameweek_creativity_ewm_5,event_points_ewm_5,gameweek_goals_scored_ewm_5,gameweek_goals_conceded_ewm_5,gameweek_saves_ewm_5,gameweek_threat_ewm_5,gameweek_xG_ewm_5,gameweek_xA_ewm_5,gameweek_xGA_ewm_5,gameweek_minutes_ewm_5,gameweek_xPoints_ewm_5,gameweek_assists_ewm_10,gameweek_bps_ewm_10,gameweek_creativity_ewm_10,event_points_ewm_10,gameweek_goals_scored_ewm_10,gameweek_goals_conceded_ewm_10,gameweek_saves_ewm_10,gameweek_threat_ewm_10,gameweek_xG_ewm_10,gameweek_xA_ewm_10,gameweek_xGA_ewm_10,gameweek_minutes_ewm_10,gameweek_xPoints_ewm_10,gameweek_assists_ewm_20,gameweek_bps_ewm_20,gameweek_creativity_ewm_20,event_points_ewm_20,gameweek_goals_scored_ewm_20,gameweek_goals_conceded_ewm_20,gameweek_saves_ewm_20,gameweek_threat_ewm_20,gameweek_xG_ewm_20,gameweek_xA_ewm_20,gameweek_xGA_ewm_20,gameweek_minutes_ewm_20,gameweek_xPoints_ewm_20,gameweek_assists_ewm_40,gameweek_bps_ewm_40,gameweek_creativity_ewm_40,event_points_ewm_40,gameweek_goals_scored_ewm_40,gameweek_goals_conceded_ewm_40,gameweek_saves_ewm_40,gameweek_threat_ewm_40,gameweek_xG_ewm_40,gameweek_xA_ewm_40,gameweek_xGA_ewm_40,gameweek_minutes_ewm_40,gameweek_xPoints_ewm_40,gameweek_assists_expanding,gameweek_bps_expanding,gameweek_creativity_expanding,event_points_expanding,gameweek_goals_scored_expanding,gameweek_goals_conceded_expanding,gameweek_saves_expanding,gameweek_threat_expanding,gameweek_xG_expanding,gameweek_xA_expanding,gameweek_xGA_expanding,gameweek_minutes_expanding,gameweek_xPoints_expanding,gameweek_assists_expanding_per90,gameweek_bps_expanding_per90,gameweek_creativity_expanding_per90,event_points_expanding_per90,gameweek_goals_scored_expanding_per90,gameweek_goals_conceded_expanding_per90,gameweek_saves_expanding_per90,gameweek_threat_expanding_per90,gameweek_xG_expanding_per90,gameweek_xA_expanding_per90,gameweek_xGA_expanding_per90,gameweek_minutes_expanding_per90,gameweek_xPoints_expanding_per90,xG_overperformance,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,form,id,in_dreamteam,news,news_added,photo,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,name,data_retrieved_datetime
83,196,Cole,Palmer,13,32,844,7,2.0,1022.5,13,10,1.0,10,3,6,46,22,327.8,5,5,1240.2,1,1,2617,63,0,0,1.0,0,7.2,0,0,51.3,1016.0,15,9,244,Palmer,7,Chelsea,38,23-24,0.1500000000000021,0.1899999999999995,1.5799999999999983,88.0,1.1,2.2,2.106717797614443,2.0565751221487387,1.936268229216542,1.8067015714253132,1.4835999826819042,1.5488923127839995,1.534041531633461,1.432031042465283,2.2,1.1,1.277092499651577,1.4115567117002807,1.41610602126204,1.3531201174128775,1.516770629589643,1.4565044603449555,1.48652601706718,1.54144780118595,1.0,2.0,81.0,150.0,1.0,4.0,0.0,0.0,0.0,0.0,79.0,0.0,6.41906939491974,0.70241887337295,43.34041568625896,60.09846175559729,9.120339589441071,1.0107609813066922,1.5724326614052044,0.0,47.90387005474635,0.690340637944411,0.2297019091358205,1.3182728084068802,86.28886081660669,8.038005572666638,0.5574023627069329,36.11195078683952,45.9565961878977,8.856674668927097,0.9251540128201576,1.5258298897137212,0.0,42.05547900639639,0.6481963240853235,0.228530859425127,1.3587652098704657,83.29827412830805,7.413404782472742,0.4700753834491726,30.44326989634475,37.354612239973,7.915347991559366,0.7894413281445861,1.4552087790562849,0.0,36.35523716791624,0.5626379453527205,0.2177732768187422,1.3365060575157262,77.93534810156588,6.600535153596455,0.4236045200718655,27.129277147100726,32.8666390134155,7.20347103075165,0.6965989748039202,1.3787965650056413,0.0,32.8065891364865,0.5046013617652946,0.2061533618311403,1.2925035099701727,73.52319414950077,6.060286044475458,14.0,878.0,1055.7,243.0,22.0,47.0,0.0,1076.0,16.78,7.229999999999999,46.49,2587.0,202.37092152661705,0.4870506378044066,30.545032856590645,36.72709702357944,8.45380749903363,0.7653652879783532,1.635098569771937,0.0,37.43332044839583,0.5837649787398531,0.2515268650947043,1.6173560108233471,90.0,7.040349028757453,1.3110846245530392,100.0,100.0,244851.0,0.0,0.0,13.0,-13.0,5.0,6.0,6.0,362.0,True,Suspended until 30 Dec,2024-04-24T07:00:09.658687Z,244851.jpg,False,,a,6,8.0,7940337.0,0.0,2576275.0,0.0,1.0,38.7,29.0,17.35,8.17,25.52,45.48,,,,0.6,0.0,0.28,0.88,1.56,1.58,56.0,32.0,18.0,10.0,1.0,1.0,2.0,1.0,1.0,0.24,Cole Palmer,2024-05-26 12:00:21.375523
84,199,Conor,Bradley,3,7,211,3,,215.8,187,41,,2,2,1,7,1,60.6,256,80,230.4,303,114,752,41,1,0,,0,4.5,0,0,2.1,160.0,210,51,50,Bradley,2,Liverpool,38,23-24,0.0,0.0,0.0499999999999998,19.0,4.5,0.5,2.254028690931237,2.3030499210018758,2.258794183657597,2.186072745516141,1.4797827893638866,1.317522074874989,1.2557061117562252,1.2209362336851106,0.5,4.5,0.9901577235390332,1.0882838213119854,1.143166963591192,1.122879131267375,2.0021052616129955,1.817597695359864,1.744080924259176,1.686776290256356,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9810835433167472,0.1356467044869221,14.814169408171944,15.59014997803051,2.90537445423692,0.0484452516024721,0.7423501505930582,0.0,11.831385450220912,0.0361254916524786,0.0789700653052872,0.5960887141842516,57.83694021399413,2.8962461552391243,0.2264295467107126,19.131335889554425,19.93172841182408,3.959466509156557,0.0780791540381767,0.7751601081545151,0.0,14.909655406349364,0.0484870065626468,0.0932691457256395,0.6292950784636998,62.929334004447306,3.417857131654406,0.2785790040175733,21.32081610751371,22.02005936711639,4.531604485515768,0.0944335606839231,0.7800320162374496,0.0,16.38700998304099,0.0552403679453534,0.1001354013916648,0.6412551419966496,65.09933757202448,3.668351039645632,0.3057248803732849,22.39442830395759,23.018107669482703,4.821467172047857,0.1027646656716924,0.7797487820934266,0.0,17.09490167217053,0.0587103526279086,0.10344880199954,0.6460252495477357,66.08332128669815,3.7883991120866223,3.0,211.0,215.8,46.0,1.0,7.0,0.0,160.0,0.56,0.96,5.85,603.0,35.13780245594455,0.4477611940298507,31.49253731343284,32.2089552238806,6.865671641791045,0.1492537313432836,1.044776119402985,0.0,23.88059701492537,0.0835820895522388,0.1432835820895522,0.8731343283582089,90.0,5.244448127752918,1.7857142857142856,100.0,100.0,492777.0,0.0,0.0,1.0,-1.0,0.5,0.7,0.2,757.0,False,Ankle injury - Expected back 05 May,2024-04-15T08:30:09.329276Z,492777.jpg,False,,a,12,14.0,1390600.0,0.0,1175255.0,0.0,0.0,12.2,10.0,0.91,1.24,2.15,7.47,,,,0.11,0.0,0.15,0.26,0.89,0.84,685.0,163.0,345.0,122.0,26.0,2.0,128.0,51.0,1.2,0.36,Conor Bradley,2024-05-26 12:00:21.375523
85,200,Conor,Coady,1,5,397,7,,59.7,358,122,,1,2,6,28,1,55.3,267,89,405.6,169,64,2094,47,0,0,,0,3.2,0,0,3.0,88.0,292,89,77,Coady,2,Leicester City,38,22-23,0.0,0.0,0.490000000000002,90.0,1.0,0.5,1.6764414032097132,1.4466549875288814,1.2850643032589566,1.2094774397568346,1.95943631243585,1.9074695333421905,1.787965055203401,1.6700532536232944,0.5,1.0,1.1667761495995603,1.2134142919327562,1.1549501555565436,1.0960646503972955,1.5364039286557614,1.6421288406344356,1.6836994954950717,1.6935159165965985,1.0,0.0,42.0,2.1000000000000014,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89163273209156,0.0,25.97637322750548,2.0267772445894727,3.466017284350249,0.0825500441101591,1.923064599457396,0.0,4.539909487583089,0.0414216990189733,0.004154676869077,1.3715314887669672,89.88935331037136,3.913380973511333,0.0,25.726125804988023,2.117738121712471,3.248690280192845,0.1190554576938269,1.9334116118515547,0.0,5.860859399356981,0.0392320154434808,0.0027719206479419,1.5081405416570275,89.71928692575649,3.5125712408780334,0.0,24.064011016261404,1.7659777176126952,3.2514883982617637,0.1146314160590621,1.711870911941773,0.0,5.85745531190883,0.0406396787878191,0.0016516048056235,1.4752865407303948,89.5920906624689,3.435021029492485,0.0,22.4998652031901,1.4893135169357197,3.1946124298033816,0.0997681023775725,1.5699974811810526,0.0,5.386119881821879,0.038918998464296,0.0010543554292432,1.4073991857100832,89.49509746837907,3.422058614277739,0.0,1324.0,78.4,203.0,5.0,93.0,0.0,295.0,2.2299999999999995,0.03673,86.6919,5899.0,218.1046488226208,0.0,20.200033904051534,1.196134938125106,3.0971351076453635,0.0762841159518562,1.418884556704526,0.0,4.500762841159518,0.0340227157145278,0.0005603831157823,1.3226429903373451,90.0,3.327584064084738,2.2421524663677133,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conor Coady,
86,202,Conor,Gallagher,8,10,618,8,1.0,821.5,30,24,1.0,2,3,2,56,5,197.4,40,29,754.8,49,17,3129,54,0,0,,0,3.5,1,0,1.7,401.0,93,60,129,Gallagher,7,Chelsea,38,23-24,0.2799999999999998,0.1099999999999998,2.1499999999999986,90.0,1.1,2.2,2.106717797614443,2.0565751221487387,1.936268229216542,1.8067015714253132,1.4835999826819042,1.5488923127839995,1.534041531633461,1.432031042465283,2.2,1.1,1.277092499651577,1.4115567117002807,1.41610602126204,1.3531201174128775,1.516770629589643,1.4565044603449555,1.48652601706718,1.54144780118595,1.0,0.0,38.0,22.299999999999955,0.0,4.0,0.0,0.0,0.0,0.0,35.0,1.0,5.198683786896886,0.211668907434785,24.704262986891063,25.298883589761296,6.005198470695264,0.3319335887674691,1.913659402922836,0.0,17.2513411287608,0.2199987513455982,0.0809221569369308,1.6305008029903871,88.41046782086525,4.165566624166768,0.2117428904450082,21.10876828367463,24.682083068345765,5.102249650968245,0.2724879362672597,1.8001036870483815,0.0,14.374310539757866,0.1657971449438099,0.0849161466584489,1.5613660002238745,86.06117632019337,3.666437783169552,0.1980162244930753,18.24398193735101,22.79748611386031,4.256021496885832,0.2125705027113592,1.633063373287031,0.0,13.249809918596794,0.1339433774704045,0.0871484163726765,1.4422299008785155,82.89439671285982,3.3209713693818883,0.1815053545420819,16.478882016759307,20.88167171451952,3.770707045536243,0.184857463335215,1.5172292827025402,0.0,13.495372494392202,0.1213763831446924,0.0867448027550697,1.3583014187631444,80.9943080121403,3.1546137088785384,16.0,1501.0,1855.3,342.0,17.0,148.0,0.0,1450.0,11.555599999999998,8.421289999999999,134.7647,8147.0,304.39334470789,0.1767521787160918,16.581563765803363,20.49551982324782,3.7780778200564624,0.1877991898858475,1.6349576531238494,0.0,16.01816619614582,0.1276548422732294,0.0930300846937522,1.4887471461887811,90.0,3.362636678987369,1.4711481878915853,100.0,100.0,232787.0,0.0,0.0,-1.0,1.0,4.7,4.7,4.7,202.0,False,Illness - 75% chance of playing,2024-03-07T13:30:07.691881Z,232787.jpg,False,,a,6,8.0,298550.0,0.0,177676.0,0.0,0.9,23.9,37.0,4.01,3.53,7.54,52.43,,,,0.12,0.0,0.1,0.22,1.51,1.61,118.0,70.0,46.0,24.0,85.0,44.0,157.0,47.0,1.06,0.23,Conor Gallagher,2024-05-26 12:00:21.375523
87,205,Craig,Dawson,1,6,421,6,,108.6,242,65,,1,2,1,38,1,94.4,100,16,611.8,34,6,2209,45,0,0,,0,2.8,0,0,1.1,222.0,119,8,69,Dawson,7,Wolves,27,23-24,0.03,0.0,2.1899999999999977,90.0,0.8,2.1,1.5140910851191058,1.4315705153845888,1.3029086412133992,1.1852529902981783,1.5138362353317707,1.6048295942209134,1.6524572238583397,1.6346188335583547,2.1,0.8,1.4607623760369663,1.6974841804244611,1.81489069430729,1.7493346512784984,2.434363165025721,2.180993751560922,1.8106083884824928,1.5556195272428508,0.0,0.0,18.0,10.699999999999989,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.081001043532229,0.0655678957311763,19.28702637759698,6.018635703506954,3.2655259631422906,0.0419499261092986,1.5707676093679437,0.0,5.991279444005047,0.0460846528391621,0.0079021641120159,1.5866431196803013,89.24584390254002,3.16843525579464,0.0615867177149586,18.337729809217823,4.759648290702517,3.2215951765275475,0.0489474382885059,1.4903121629856964,0.0,7.260153827876281,0.0585991154736827,0.0112885804864366,1.5398843842582244,88.40404506112665,3.119281638163943,0.0534302717085623,17.549955407056302,3.721884749148185,3.038417980597277,0.0452520043134409,1.4685884753118208,0.0,8.002206703169715,0.064668972038574,0.0128893035888947,1.5173796132630473,87.0349342388559,3.0264809956498877,0.0507047529007576,17.10519766514728,3.0338171896817565,2.9388777903479286,0.0495017792079207,1.4495187618580108,0.0,8.807621638374064,0.0688987522418086,0.0128748873174251,1.4791994388447465,85.67944245768985,3.0039964595492825,4.0,1480.0,210.9,257.0,6.0,124.0,0.0,892.0,6.569999999999999,1.0199999999999998,124.6,7490.0,268.0373710168704,0.048064085447263,17.783711615487316,2.5341789052069426,3.088117489986649,0.0720961281708945,1.4899866488651536,0.0,10.718291054739652,0.0789452603471294,0.012256341789052,1.4971962616822427,90.0,3.2207427759036493,0.9132420091324204,50.0,100.0,60232.0,0.0,0.0,0.0,0.0,1.4,2.8,2.8,551.0,False,Groin Injury - 50% chance of playing,2024-03-08T16:00:10.237567Z,60232.jpg,False,,d,20,39.0,206768.0,2447.0,129267.0,8740.0,0.6,15.3,25.0,1.58,0.42,2.0,38.47,,,,0.06,0.0,0.02,0.08,1.57,1.55,354.0,52.0,100.0,28.0,166.0,41.0,186.0,76.0,1.02,0.24,Craig Dawson,2024-03-09 07:53:38.675090
88,206,Cristian,Romero,0,15,591,7,,161.9,238,66,,1,2,6,46,5,125.9,107,17,841.8,32,5,2790,51,1,0,,0,3.2,1,0,12.2,252.0,147,15,107,Romero,7,Tottenham,38,23-24,0.4500000000000002,0.01,0.6999999999999957,90.0,3.1,1.0,1.7969381235350326,1.7746585118136844,1.7400965500778338,1.6934156793563853,1.877268422652072,1.7688876824630142,1.671183401601962,1.5387424263830736,1.0,3.1,1.2830994581199937,1.1958723289246194,1.077375182987682,0.99417831955367,2.071941196413213,1.9815274371618687,1.9320725425304384,1.888179959369467,0.0,0.0,43.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,67.0,1.0,7.531787511712194,0.0001683055255034,21.30956575752269,5.80960302141177,3.759448373701023,0.1274934503603337,2.541266861929008,0.0,19.03026400682704,0.225080160706812,0.0423490118941824,1.6981865532320164,89.59367591640353,4.218248955320955,0.0049287525953705,19.557278612728773,5.351956206254949,3.4691180679169467,0.1322690523058013,2.073351468856744,0.0,12.295837080676932,0.1552295874967188,0.044901381816332,1.6471505251643994,88.08762376147095,3.79317587656637,0.0172036921425587,19.46329151870016,5.497036568395336,3.316605211552821,0.1254059173854787,1.7910616588310455,0.0,9.015323372227886,0.1120978987281505,0.0435853528634418,1.5768832730740714,86.57894225936711,3.5747659025720893,0.0263871347193212,19.84348066598621,5.6533672455311965,3.2011494116698924,0.1159057091350355,1.6726784032574784,0.0,7.63457921857475,0.0895948624561215,0.0407710644961879,1.5070221524207628,85.67491363307056,3.48679950315615,2.0,1206.0,339.6,182.0,6.0,94.0,0.0,390.0,4.09,2.1499999999999995,85.01,5080.0,201.40240632477943,0.0354330708661417,21.366141732283463,6.0165354330708665,3.224409448818898,0.1062992125984252,1.6653543307086611,0.0,6.909448818897638,0.0724606299212598,0.0380905511811023,1.5060826771653546,90.0,3.5681528679586907,1.466992665036675,100.0,100.0,221632.0,0.0,0.0,6.0,-6.0,3.0,3.7,2.7,511.0,False,Hamstring injury - 75% chance of playing,2023-12-23T20:00:09.895702Z,221632.jpg,False,,a,18,6.0,3573480.0,0.0,2637715.0,0.0,0.5,21.0,33.0,3.25,1.41,4.66,52.55,,,,0.1,0.0,0.05,0.15,1.7,1.48,163.0,20.0,122.0,33.0,130.0,30.0,32.0,12.0,1.06,0.23,Cristian Romero,2024-05-26 12:00:21.375523
89,208,Crysencio,Summerville,4,4,235,1,5.0,222.6,162,105,,1,3,0,38,4,88.6,150,90,311.8,213,91,1411,42,0,0,,0,2.6,0,0,0.6,357.0,104,66,74,Summerville,4,West Ham,37,22-23,0.2099999999999999,0.0,1.1499999999999986,28.0,0.9,2.1,1.2649451947558996,1.2167085597332772,1.224662865613123,1.2591581489389227,2.226331311746803,2.0504956717950056,1.8960187546828564,1.8143714753731115,2.1,0.9,1.0590905267409376,1.2024208300507273,1.254997574310066,1.2858742767246258,2.088608049905992,1.809034683822749,1.587572478945324,1.4593224110447964,0.0,0.0,-3.0,0.2999999999999829,0.0,2.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0500155693128548,0.0693496072532974,4.669577121591625,10.298300284469724,1.364856735307336,0.0,1.853760746615326,0.0,11.529880061155463,0.0763592972075126,0.0399347107539412,1.280313432750441,47.91051990976966,1.573223626204061,0.0760983936696715,5.374170024892862,10.591264966541582,1.4936981521049275,0.0,1.6001797242079152,0.0,11.10427136467472,0.0699475412872895,0.0384319136966013,1.31722477522786,46.50990534163823,1.61383185123206,0.0732246646957915,5.442544941567101,10.21659581838465,1.5119262472159585,0.0,1.4106116693902304,0.0,10.651820158362538,0.0675051185810005,0.0350998769482201,1.348948019906175,44.5194812845988,1.606245123606144,0.0703359674895802,5.407606766026704,9.915005466568411,1.509392211641457,0.0,1.3066080772455788,0.0,10.37284071340817,0.0662841844047046,0.0329650117729417,1.367794166562042,43.26206618135321,1.5949880956708045,1.0,80.0,143.3,24.0,0.0,18.0,0.0,151.0,1.0399999999999998,0.49,22.21,670.0,23.68830305846116,0.1343283582089552,10.746268656716415,19.249253731343288,3.2238805970149254,0.0,2.417910447761194,0.0,20.28358208955224,0.1397014925373134,0.065820895522388,2.983432835820896,90.0,3.1820108585992606,0.0,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crysencio Summerville,
90,209,Curtis,Jones,1,2,171,2,,203.2,199,127,,0,3,1,19,1,57.0,266,131,174.0,341,144,1156,49,0,0,,0,1.7,1,0,0.1,195.0,187,108,40,Jones,3,Liverpool,38,23-24,0.0,0.03,0.0500000000000007,9.0,4.5,0.5,2.254028690931237,2.3030499210018758,2.258794183657597,2.186072745516141,1.4797827893638866,1.317522074874989,1.2557061117562252,1.2209362336851106,0.5,4.5,0.9901577235390332,1.0882838213119854,1.143166963591192,1.122879131267375,2.0021052616129955,1.817597695359864,1.744080924259176,1.686776290256356,1.0,0.0,2.0,11.899999999999975,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0900890890176036,0.0078021116013678,5.078472632931202,10.097499923720306,1.368659540836345,0.0178063753187689,0.9994239328202544,0.0,8.437742617200495,0.1233906048689952,0.0459395315872186,0.6910468894350856,40.10160077182304,2.097720398230183,0.0289973232038765,6.942261557843317,10.118906638543764,1.6806015872489282,0.039517326751148,0.957539249819356,0.0,8.977849754288034,0.1287858443434334,0.0479577111604154,0.8171275428828093,47.02732278435604,2.2780604267253057,0.0471554215611789,7.898307587366089,9.714699583658463,1.87681324340867,0.0529896402145399,0.9354410252340428,0.0,9.049227251531132,0.1207590074413252,0.0458381600064449,0.90837342973466,49.62373415278024,2.30321704845181,0.0570856207172954,8.325937874198237,9.432042021098196,1.97473522709193,0.0598869408339192,0.931049696359004,0.0,8.999260305200767,0.1134995253747434,0.0438290892384029,0.9647167727539095,50.47187511739472,2.291766328211926,2.0,261.0,274.1,62.0,2.0,28.0,0.0,267.0,3.140000000000001,1.24,30.82,1529.0,67.99814640742,0.1177240026160889,15.362982341399608,16.134074558534987,3.649444081098758,0.1177240026160889,1.648136036625245,0.0,15.716154349247876,0.1848266841072596,0.0729888816219751,1.8141268803139303,90.0,4.002506982778155,0.6369426751592355,100.0,100.0,206915.0,0.0,0.0,-1.0,1.0,1.1,1.0,0.5,300.0,False,Shin injury - Expected back 17 Mar,2024-02-20T15:30:09.102514Z,206915.jpg,False,,a,12,14.0,32866.0,0.0,41289.0,0.0,0.1,8.2,14.0,2.74,1.04,3.78,19.42,,,,0.21,0.0,0.08,0.29,1.51,1.48,240.0,152.0,307.0,145.0,378.0,164.0,470.0,152.0,1.09,0.16,Curtis Jones,2024-05-26 12:00:21.375523
91,214,Dan,Burn,2,4,493,8,,153.8,243,68,,2,2,0,45,2,109.7,137,28,656.4,74,24,2725,47,0,0,,0,2.9,0,0,12.7,286.0,135,10,97,Burn,4,Newcastle Utd,38,23-24,0.0,0.0,1.2199999999999989,90.0,3.4,1.1,2.2609402383741224,2.0984285906606317,2.0043119192730647,1.8713807579074453,1.349607566551448,1.527938517635971,1.557094631916917,1.4723096533395363,1.1,3.4,1.300870673577375,1.3836531723860592,1.4540143791114453,1.4770361520714437,1.0878136583977531,1.2910067426267489,1.3767238770925945,1.3811745935720656,0.0,0.0,29.0,2.800000000000012,0.0,6.0,0.0,0.0,0.0,0.0,28.0,1.0,3.2611478228355804,0.0285155895783702,18.18997656636944,4.556131001025917,2.1965439113530025,0.003837581643578,2.1140800579407184,0.0,9.93815015216448,0.0499764762575047,0.0267811834111234,1.2084162345344804,86.67047253518284,3.372262771747103,0.0560882644898641,17.054005666143887,5.045479455656162,2.562793990040023,0.0250224856526473,1.7520435653659985,0.0,8.82968631795581,0.068618441112873,0.035708055614147,1.3115320692896515,83.09150401898984,3.380252373995712,0.0580286569853661,17.293906162584474,5.654472361590544,2.744075942429049,0.0488458925773729,1.5975075848687466,0.0,9.474488609468423,0.0769527324684649,0.0381096340517866,1.329318845640238,81.37897659391874,3.4631047467475797,0.0491801963940373,17.650484719334873,6.100470381186921,2.807810577526522,0.0580342466349524,1.5083083856628603,0.0,10.059558463046386,0.0762219494915276,0.037611840423605,1.2913143149910884,80.63754604131678,3.51126228061544,3.0,1535.0,569.8,250.0,5.0,123.0,0.0,905.0,6.304399999999999,3.18354,109.5786,7154.0,309.58857040698246,0.0377411238467989,19.31087503494549,7.168297455968688,3.145093653899916,0.0629018730779983,1.547386077718759,0.0,11.385239027117697,0.0793117137265865,0.0400501258037461,1.3785398378529496,90.0,3.894740192427792,0.7930968847154369,100.0,100.0,78916.0,0.0,0.0,2.0,-2.0,1.6,1.4,1.4,407.0,False,Back injury - Expected back 01 Jan,2023-11-04T21:00:09.046586Z,78916.jpg,False,,a,15,4.0,2957883.0,0.0,1941719.0,0.0,0.3,20.6,32.0,3.35,1.12,4.47,46.22,,,,0.11,0.0,0.04,0.15,1.53,1.49,304.0,35.0,212.0,58.0,172.0,45.0,31.0,11.0,1.06,0.26,Dan Burn,2024-05-26 12:00:21.375523
92,216,Dane,Scarlett,0,0,10,0,,0.4,513,66,,0,4,1,0,0,0.8,523,65,2.0,533,63,19,45,0,0,,0,1.0,0,0,0.1,6.0,452,62,4,Scarlett,0,Tottenham,38,23-24,0.0,0.0,0.0,2.0,3.1,1.0,1.7969381235350326,1.7746585118136844,1.7400965500778338,1.6934156793563853,1.877268422652072,1.7688876824630142,1.671183401601962,1.5387424263830736,1.0,3.1,1.2830994581199937,1.1958723289246194,1.077375182987682,0.99417831955367,2.071941196413213,1.9815274371618687,1.9320725425304384,1.888179959369467,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0002566526347945,0.0,2.872495446265938,0.0824009020730332,1.0,0.0,0.0,0.0,1.3010668748373664,0.0,0.0,0.1966519212420852,4.528927053517217,1.0001428775218442,0.0,2.8369682366574964,0.0749105235413256,1.0,0.0,0.0,0.0,1.1524695929434714,0.0,0.0,0.2513017570892887,4.182566122942895,1.0001385554104174,0.0,2.831924029788868,0.07082644636386,1.0,0.0,0.0,0.0,1.0758447548940764,0.0,0.0,0.2778215547502056,4.006516587503014,1.000137057508635,0.0,2.831911110795287,0.0687500581522515,1.0,0.0,0.0,0.0,1.0377367268264377,0.0,0.0,0.2907211535569043,3.9193885940832582,1.000136447704216,0.0,17.0,0.4,6.0,0.0,0.0,0.0,6.0,0.0,0.0,1.8200000000000007,23.0,6.000815524907678,0.0,66.52173913043478,1.565217391304348,23.47826086956521,0.0,0.0,0.0,23.47826086956521,0.0,0.0,7.1217391304347855,90.0,23.481452053986565,,100.0,100.0,490145.0,0.0,0.0,0.0,0.0,1.2,1.3,0.3,640.0,False,,2024-01-12T15:00:12.855944Z,490145.jpg,False,,a,18,6.0,10994.0,0.0,33049.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.02,,,,0.0,0.0,0.0,0.0,0.09,0.0,435.0,77.0,324.0,43.0,494.0,60.0,384.0,59.0,0.0,0.0,Dane Scarlett,2024-05-26 12:00:21.375523
