id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xGA_week12,cleansheet_week12,xA,xA_points,xG_week12,goals_week12,xPoints week 12,xA_week12,assists_week12,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,xPoints week 5,xG_week5,goals_week5,xGA_week5,cleansheet_week5,xA_week5,assists_week5,xPoints week 6,xG_week6,goals_week6,xGA_week6,cleansheet_week6,xA_week6,assists_week6,xPoints week 7,xG_week7,goals_week7,xGA_week7,cleansheet_week7,xA_week7,assists_week7,xPoints week 8,xG_week8,goals_week8,xGA_week8,cleansheet_week8,xA_week8,assists_week8,xPoints week 9,xG_week9,goals_week9,xGA_week9,cleansheet_week9,xA_week9,assists_week9,xPoints week 10,xG_week10,goals_week10,xGA_week10,cleansheet_week10,xA_week10,assists_week10,xPoints week 11,xG_week11,goals_week11,xGA_week11,cleansheet_week11,xA_week11,assists_week11,form 10,form 5,next1_xP,next5_xP,next10_xP,value,valuePoints metric,xG+xA,xG+xA per game
1,0,0,0,0.0,0.0,0,37605,,,0,0,-2,2,0.0,607,242,,,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,607,242,False,0.0,607,242,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,0,0,,0,,37605.jpg,0.0,0,0,Özil,0.6,False,,n,1,3,0.0,607,242,0,3371,3,52081,153,0.0,0.0,Özil,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0.0,0.0,0,39476,,,0,0,-1,1,0.0,562,212,,,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,573,212,False,0.0,571,212,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,49,0,0,,0,,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,n,1,3,0.0,550,206,0,10236,4,18669,26,0.0,0.0,Sokratis,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,52,75.0,75.0,0,41270,,,0,0,0,0,23.1,276,84,4.0,,0,2,0.4,0.8,0,David,0.0,7,0,11.7,307,104,False,72.0,249,94,364,Head injury - 75% chance of playing,2020-11-26T23:30:22.462494Z,55,0,0,,0,,41270.jpg,1.2,0,0,Luiz Moreira Marinho,0.8,False,,d,1,3,22.0,274,84,7,36976,31,83562,1092,0.0,1.3,David Luiz,0,Arsenal,5.833333333333334,14.12005592516617,0.1,0.6000000000000001,6.5200559251661705,0.9000000000000004,0.0,0.0,0.0,,,,,,2.420581015742772,,,,,,,,1.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.5863878557664246,0.1,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,,,,1.8000000000000007,0.0,,,,,,2.5,0.0,,,0.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,,,,0.5,0.0,,,2.212091828309961,0.0,2.7900345500663293,2.4522582404216062,2.5489299896854942,0.4401056392259585,1.0321392131063003,0.1,0.017142857142857144
4,1,1,122,100.0,100.0,3,54694,,,0,0,-5,5,189.3,44,33,,,0,3,2.3,2.8,0,Pierre-Emerick,1.8,15,2,68.3,31,18,False,148.8,143,55,1076,,2020-10-08T09:00:12.305506Z,115,1,0,1.0,0,,54694.jpg,3.1,0,0,Aubameyang,8.8,False,,a,1,3,345.0,24,13,37,478876,2040,3011854,30609,0.2,3.2,Aubameyang,2,Arsenal,11.93548387096774,43.03362063544756,2.8,13.52,3.3351438142555065,0.9000000000000004,0.0,1.4,4.199999999999998,0.19999999999999973,0.0,1.7065696597405973,0.09999999999999988,0.0,3.6055195667537134,3.8187307530779817,0.4,1.0,0.2,1.0,0.0,0.0,5.617989671854215,0.09999999999999998,0.0,1.9,0.0,0.5,1.0,2.049787068367864,0.0,0.0,3.0,0.0,0.0,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.7465969639416064,0.0,0.0,1.4000000000000004,0.0,0.5,0.0,4.101194211912203,0.30000000000000004,0.0,1.2000000000000002,0.0,0.10000000000000007,0.0,7.540818220681719,0.8999999999999999,1.0,0.2999999999999989,1.0,0.09999999999999988,0.0,2.7652988882215865,0.0,0.0,1.8000000000000007,0.0,0.2,0.0,3.2820849986239,0.30000000000000004,0.0,2.5,1.0,-0.09999999999999988,0.0,4.246596963941606,0.3999999999999999,0.0,1.4000000000000004,0.0,0.0,0.0,3.606530659712634,0.20000000000000007,0.0,0.5,0.0,0.0,0.0,3.586420838822169,3.1214162340480645,3.726012640088805,3.5553577772116407,3.5959176806059236,0.31352344058727943,1.0632097157538494,4.199999999999999,0.3518918918918919
5,0,0,0,100.0,100.0,0,58822,,,0,0,-4,4,0.0,535,206,,,0,2,0.5,1.0,0,Cédric,0.0,0,0,0.0,549,206,False,0.0,547,206,0,,2020-09-23T09:00:14.881983Z,46,0,0,,0,,58822.jpg,0.0,0,0,Soares,0.2,False,,a,1,3,0.0,512,197,0,3452,59,33320,164,0.0,0.0,Cédric,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,3,97,,,2,59966,,,0,0,-2,2,111.3,108,15,,,0,4,1.3,1.8,1,Alexandre,0.8,7,3,52.1,58,18,False,146.8,148,16,643,,,83,0,0,3.0,0,,59966.jpg,3.0,0,0,Lacazette,2.7,False,,a,1,3,266.0,40,20,30,281171,1212,430259,5075,0.1,3.6,Lacazette,2,Arsenal,10.0,31.5,3.0,12.0,0.0,0.9000000000000004,0.0,0.5,1.5,0.2999999999999998,0.0,2.2,0.0,0.0,3.15,5.6,0.5,1.0,0.2,1.0,0.2,0.0,3.4,0.09999999999999998,1.0,1.9,0.0,0.0,0.0,7.800000000000002,1.2000000000000002,1.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.5,0.30000000000000004,0.0,1.2000000000000002,0.0,0.09999999999999998,0.0,2.3000000000000003,0.0,0.0,0.2999999999999989,1.0,0.10000000000000003,0.0,2.799999999999999,0.19999999999999973,0.0,1.8000000000000007,0.0,0.0,0.0,,,,2.5,0.0,,,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.3,0.5,0.0,0.5,0.0,0.09999999999999998,0.0,2.8625000000000003,2.325,3.176029328071891,3.0962556498750238,3.1114236757766207,0.37951807228915657,1.0933809618384815,3.5,0.35
7,0,0,13,100.0,100.0,0,69140,,,0,0,0,0,1.0,388,149,,,0,2,0.5,1.0,0,Shkodran,0.0,1,0,1.3,409,153,False,11.6,384,150,44,,2020-08-15T10:00:11.331812Z,50,0,0,,0,,69140.jpg,1.0,0,0,Mustafi,0.0,False,,a,1,3,0.0,568,213,2,11778,81,11599,114,0.0,0.4,Mustafi,0,Arsenal,2.0,4.235447745771259,0.0,0.0,2.2354477457712583,0.9000000000000004,0.0,0.0,0.0,,,,,,2.1177238728856294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,,,,1.8000000000000007,0.0,,,,,,2.5,0.0,,,,,,1.4000000000000004,0.0,,,,,,0.5,0.0,,,1.0,,2.485194220308471,2.1534959051930334,2.2490119953406085,0.42354477457712586,0.9470749074692781,0.0,0.0
8,0,5,216,,,3,80201,,,0,0,0,0,0.0,578,60,,,2,1,4.3,4.8,2,Bernd,3.8,15,0,25.5,186,13,False,254.6,42,13,1080,,,50,0,0,,0,,80201.jpg,3.6,0,31,Leno,8.2,False,,a,1,3,0.0,570,60,43,418774,1633,451700,20195,0.8,8.6,Leno,0,Arsenal,11.944444444444445,44.35059070391168,0.0,0.0,13.35059070391168,0.9000000000000004,0.0,0.0,0.0,0.0,0.0,3.626278638962397,0.0,0.0,3.7130727100949312,6.274923012311929,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,3.1991482734714562,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.2047768476488083,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,5.963272882726876,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,2.661195552886346,0.0,0.0,1.8000000000000007,0.0,0.0,0.0,6.328339994495595,0.0,0.0,2.5,1.0,0.0,0.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.4261226388505337,0.0,0.0,0.5,0.0,0.0,0.0,4.065683355288678,3.8056649361922585,4.080543057517773,3.7488447424023352,3.8443608325499103,0.7426145420189862,1.660536597034327,0.0,0.0
9,0,0,79,0.0,,2,84450,,,0,0,-3,3,48.9,201,124,1.0,,0,3,0.0,2.0,-2,Granit,1.0,11,0,17.8,246,115,False,97.6,218,90,724,Suspended until 26 Dec,2020-12-13T22:30:16.182130Z,52,0,0,,0,,84450.jpg,1.4,1,0,Xhaka,0.4,False,,s,1,3,32.0,237,124,14,23044,139,58270,1194,0.2,2.7,Xhaka,2,Arsenal,10.0,16.594309682214075,0.3,1.5,2.7943096822140734,0.9000000000000004,0.0,0.1,0.30000000000000004,0.0,0.0,-2.0,0.0,0.0,1.6594309682214077,4.1187307530779815,0.2,0.0,0.2,1.0,0.1,0.0,2.149568619222635,0.0,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.801194211912202,0.09999999999999998,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,,,,1.8000000000000007,0.0,,,2.0820849986238987,0.0,0.0,2.5,1.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.6065306597126334,0.0,0.0,0.5,0.0,0.0,0.0,1.2478754747664933,0.9838031555695346,1.7547691321533705,1.6612080629482615,1.687109488938702,0.31912134004257836,0.7277086190825067,0.4,0.04
10,0,0,0,100.0,100.0,0,92371,,,0,0,-1,1,0.0,486,196,,,0,2,0.5,1.0,0,Pablo,0.0,0,0,0.0,506,196,False,0.0,503,196,0,,2020-08-15T10:00:11.357231Z,44,0,0,,0,,92371.jpg,0.0,0,0,Marí,0.0,False,,a,1,3,0.0,456,184,0,728,44,884,37,0.0,0.0,Marí,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,9,215,0.0,,3,98745,,,0,0,2,-2,189.5,43,9,,,2,2,0.0,3.8,1,Héctor,2.8,15,0,44.7,82,15,False,179.4,100,37,1047,Suspended until 19 Dec,2020-12-13T22:30:16.198432Z,52,0,0,,0,,98745.jpg,3.8,0,0,Bellerín,7.9,False,,s,1,3,77.0,159,31,45,698869,1945,490127,95564,0.5,8.7,Bellerín,5,Arsenal,11.842105263157894,45.871634221432295,0.1,0.6000000000000001,13.236203757856135,0.9000000000000004,0.0,1.7,5.1,0.0,0.0,3.826278638962396,0.3999999999999999,0.0,3.8736046675876166,4.8749230123119265,0.0,0.0,0.2,1.0,0.2,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,0.19914827347145586,0.0,0.0,3.0,0.0,0.0,0.0,11.67657590487391,0.0,0.0,0.20000000000000007,0.0,0.2,2.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.8047768476488084,0.1,0.0,1.2000000000000002,0.0,0.0,0.0,9.452042936202812,0.0,0.0,0.2999999999999989,1.0,0.09999999999999998,1.0,1.6611955528863458,0.0,0.0,1.8000000000000007,0.0,0.0,0.0,6.528339994495593,0.0,0.0,2.5,1.0,0.4,0.0,1.886387855766425,0.0,0.0,1.4000000000000004,0.0,0.29999999999999993,0.0,3.726122638850534,0.0,0.0,0.5,0.0,0.10000000000000007,0.0,4.474725649892472,3.5256649361922583,4.250355595192141,3.890214516788733,3.991138663578754,0.7449239745360801,1.698688018666429,1.8,0.15200000000000002
13,0,0,0,100.0,100.0,0,101184,,,0,0,0,0,0.0,510,204,,,0,2,0.5,1.0,0,Calum,0.0,0,0,0.0,528,204,False,0.0,526,204,0,,2020-08-15T10:00:11.386295Z,45,0,0,,0,,101184.jpg,0.0,0,0,Chambers,0.0,False,,a,1,3,0.0,485,194,0,640,44,1115,46,0.0,0.0,Chambers,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,0,9,75.0,75.0,0,111457,,,0,0,-2,2,5.4,353,126,6.0,,0,2,0.4,0.8,0,Sead,0.0,1,0,1.3,408,152,False,3.6,414,157,90,Knock - 75% chance of playing,2020-12-10T18:00:18.217079Z,48,0,0,,0,,111457.jpg,2.0,0,0,Kolasinac,0.1,False,,d,1,3,4.0,351,130,2,4897,7,18801,198,0.0,0.4,Kolasinac,0,Arsenal,1.0,3.1177238728856294,0.0,0.0,1.1177238728856291,0.9000000000000004,0.0,0.0,0.0,,,,,,3.1177238728856294,,,,,,,,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,,,,0.20000000000000007,0.0,,,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,,,,0.2999999999999989,0.0,,,,,,1.8000000000000007,0.0,,,,,,2.5,0.0,,,,,,1.4000000000000004,0.0,,,,,,0.5,0.0,,,,,3.4851942203084714,3.1534959051930334,3.2490119953406076,0.6495258068511728,1.4230397443765237,0.0,0.0
15,0,0,44,,,1,154043,,,-1,1,-4,4,15.2,308,104,,,0,2,1.0,1.5,1,Ainsley,0.5,3,0,4.8,361,131,False,25.0,348,136,204,,,46,0,0,,0,,154043.jpg,1.8,0,0,Maitland-Niles,0.9,False,,a,1,3,7.0,330,115,11,48590,280,134495,1111,0.1,2.4,Maitland-Niles,0,Arsenal,6.1111111111111125,13.83053477874551,0.0,0.0,6.830534778745513,0.9000000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.263178418340175,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,,,,1.8000000000000007,0.0,,,1.0,0.0,0.0,2.5,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,,,,0.5,0.0,,,1.0398296546942911,1.0,2.6306487657630164,2.2989504506475793,2.3944665407951544,0.49199530833482064,1.0552123785039607,0.0,0.0
16,0,0,150,100.0,100.0,3,156074,,,0,0,-1,1,8.4,344,121,,,0,2,2.7,3.2,2,Rob,2.2,10,0,18.5,237,74,False,152.6,135,52,765,,2020-10-17T22:30:19.025474Z,44,0,0,,0,,156074.jpg,2.7,0,0,Holding,1.3,False,,a,1,3,24.0,264,80,24,191997,1724,216487,2501,0.5,5.5,Holding,2,Arsenal,8.888888888888888,25.535323314538932,0.6,3.6,9.935323314538923,0.9000000000000004,0.0,0.0,0.0,0.09999999999999998,0.0,4.2262786389623965,0.0,0.0,2.8727238728856297,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,3.9632728827268746,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,3.4611955528863456,0.3,0.0,1.8000000000000007,0.0,0.0,0.0,1.7283399944955955,-0.09999999999999998,0.0,2.5,1.0,0.0,0.0,1.7999999999999998,0.3,0.0,1.4000000000000004,0.0,0.0,0.0,3.4261226388505337,0.0,0.0,0.5,0.0,0.0,0.0,2.8291939973418856,2.9283873650389745,3.2480030187300386,2.8923726001555403,2.992439098073594,0.6528917892921885,1.3695173710145792,0.6,0.0675
17,0,0,189,100.0,100.0,3,192895,,,0,0,-1,1,159.7,61,14,,,0,2,2.7,3.2,2,Kieran,2.2,14,0,41.3,94,20,False,170.4,115,43,980,,2020-10-14T10:30:19.613747Z,54,0,0,,0,,192895.jpg,2.6,0,0,Tierney,4.6,False,,a,1,3,82.0,150,28,29,136888,1228,596329,8557,0.4,5.4,Tierney,1,Arsenal,11.153846153846152,33.966920120647394,0.2,1.2000000000000002,12.4669201206474,0.9000000000000004,0.0,1.1,3.3000000000000003,0.1,0.0,5.126278638962396,0.30000000000000004,0.0,3.045310079782181,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,4.404776847648808,0.0,0.0,1.2000000000000002,0.0,0.4,0.0,4.963272882726875,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,3.161195552886346,0.1,0.0,1.8000000000000007,0.0,0.29999999999999993,0.0,2.0283399944955955,0.0,0.0,2.5,1.0,-0.09999999999999998,0.0,0.9863878557664256,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,4.026122638850534,0.0,0.0,0.5,0.0,0.20000000000000007,0.0,3.415683355288679,3.0656649361922597,3.420559306858692,3.0650205821671785,3.165069645572702,0.5639463110707742,1.3104928025593297,1.3,0.11655172413793106
18,0,0,29,100.0,0.0,0,195735,2.0,,0,0,-4,4,38.5,236,139,3.0,,0,3,0.0,0.0,0,Nicolas,-0.5,6,1,16.2,260,123,False,41.2,317,138,277,,2020-11-22T18:30:18.803078Z,76,0,0,2.0,0,,195735.jpg,1.4,1,0,Pépé,0.6,False,,a,1,3,83.0,149,81,11,22865,533,136678,476,-0.1,1.4,Pépé,0,Arsenal,7.857142857142858,12.595529036025345,0.7,3.5,2.1955290360253428,0.9000000000000004,0.0,0.3,0.8999999999999999,,,,,,1.6030673318577708,2.118730753077981,0.0,0.0,0.2,0.0,0.1,0.0,1.5,0.1,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.1,1.0,0.20000000000000007,0.0,0.0,0.0,3.2465969639416064,0.2,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,2.0,0.2,0.0,1.8000000000000007,0.0,0.0,0.0,-0.9,0.09999999999999998,0.0,2.5,0.0,0.2,0.0,,,,1.4000000000000004,0.0,,,,,,0.5,0.0,,,1.3077661606569344,0.55,1.705732269617377,1.5897163872901872,1.6198873316825582,0.2109299120865488,0.5814936382950187,1.0,0.12727272727272726
19,0,0,0,0.0,0.0,0,198849,,,0,0,-3,3,0.0,545,218,,,0,3,0.0,0.0,0,Lucas,0.0,0,0,0.0,557,216,False,0.0,555,216,0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,47,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.1,False,,n,1,3,0.0,527,209,0,3428,8,16943,38,0.0,0.0,Torreira,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,0,13,,,0,200089,,,0,0,-2,2,6.5,350,172,,,0,3,1.3,1.8,0,Joseph,0.8,2,0,4.8,362,164,False,11.6,383,164,146,,,48,0,0,,0,,200089.jpg,1.5,0,0,Willock,0.1,False,,a,1,3,30.0,239,125,3,3357,73,7887,102,0.2,0.6,Willock,0,Arsenal,2.0,3.5588619364428147,0.0,0.0,0.5588619364428146,0.9000000000000004,0.0,0.0,0.0,,,,,,1.7794309682214071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2.5,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,,,,0.5,0.0,,,1.6232984819708032,1.6232984819708032,1.8712985550771173,1.788373976298258,1.812252998835152,0.3707147850461265,0.8121954006817692,0.0,0.0
21,0,0,2,75.0,75.0,0,200641,5.0,,0,0,-3,3,9.7,342,168,,,0,3,0.8,1.1,0,Reiss,0.5,0,0,2.4,390,171,False,4.2,412,178,70,Head injury - 75% chance of playing,2020-12-10T18:00:18.250168Z,52,0,0,,0,,200641.jpg,1.0,0,0,Nelson,0.0,False,,d,1,3,10.0,317,158,2,1458,6,5491,67,0.1,0.4,Nelson,0,Arsenal,2.0,2.5588619364428147,0.0,0.0,0.5588619364428146,0.9000000000000004,0.0,0.0,0.0,,,,,,1.2794309682214071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,,,,0.5,0.0,,,1.0,1.0,1.3712985550771175,1.288373976298258,1.3122529988351521,0.2460444169656552,0.561067595414171,0.0,0.0
22,0,3,56,,,0,205533,,,0,0,-5,5,36.2,241,41,,,0,4,1.0,1.5,1,Edward,0.5,3,1,15.6,263,39,False,50.2,300,33,168,,,55,0,0,,0,,205533.jpg,1.7,0,0,Nketiah,0.6,False,,a,1,3,72.0,166,42,17,36089,494,129576,777,0.1,3.1,Nketiah,0,Arsenal,10.0,17.6,1.0,4.0,0.0,0.9000000000000004,0.0,0.2,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,1.7600000000000002,1.0,0.0,0.0,0.2,0.0,0.0,0.0,7.6,0.9,1.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,2.0,0.09999999999999998,0.0,1.8000000000000007,0.0,0.2,0.0,,,,2.5,0.0,,,,,,1.4000000000000004,0.0,,,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.125,1.3333333333333333,1.7688692525282002,1.741687110327786,1.746855474709071,0.32000000000000006,0.7504665215717489,1.2,0.12
23,0,0,0,100.0,100.0,0,209289,,,0,0,-1,1,0.0,494,194,,,0,3,0.5,1.0,0,Emile,0.0,0,0,0.0,514,192,False,0.0,511,192,0,,2020-09-11T11:00:08.673059Z,44,0,0,,0,,209289.jpg,0.0,0,0,Smith Rowe,0.2,False,,a,1,3,0.0,466,180,0,15361,244,19708,303,0.0,0.0,Smith Rowe,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,1,99,100.0,100.0,2,223340,4.0,,0,0,-3,3,169.2,55,39,,,0,3,2.3,2.8,2,Bukayo,1.8,11,1,61.6,40,24,False,130.6,169,61,813,,2020-11-22T18:30:18.841364Z,52,1,0,,0,,223340.jpg,2.5,0,0,Saka,2.3,False,,a,1,3,316.0,32,16,25,134770,2904,493758,5606,0.3,4.8,Saka,0,Arsenal,10.0,35.29430968221407,2.3,11.5,2.7943096822140734,0.9000000000000004,0.0,1.0,3.0,0.4999999999999998,0.0,4.906569659740597,0.0,0.0,3.529430968221407,,,,,,,,2.649568619222635,0.1,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,5.318730753077982,0.30000000000000004,1.0,0.20000000000000007,0.0,0.0,0.0,4.246596963941607,0.4,0.0,1.4000000000000004,0.0,0.0,0.0,3.6011942119122016,0.2,0.0,1.2000000000000002,1.0,0.1,0.0,3.2408182206817187,0.10000000000000007,0.0,0.2999999999999989,1.0,0.0,0.0,0.16529888822158642,0.0,0.0,1.8000000000000007,0.0,0.0,0.0,2.6,0.2,0.0,2.5,0.0,0.2,0.0,4.646596963941606,0.30000000000000004,0.0,1.4000000000000004,0.0,0.3,0.0,4.8065306597126325,0.2,0.0,0.5,0.0,0.4,0.0,3.7258151468033254,3.424999234323284,3.6492559815247048,3.4806485632010604,3.5208191691137443,0.6787367246579629,1.5477578671345789,3.3,0.32999999999999996
25,0,0,0,0.0,0.0,0,242166,,,0,0,-3,3,0.0,548,220,,,0,3,0.0,0.0,0,Matteo,0.0,0,0,0.0,560,218,False,0.0,558,218,0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,47,0,0,,0,,242166.jpg,0.0,0,0,Guendouzi,0.1,False,,n,1,3,0.0,531,211,0,2696,2,12626,46,0.0,0.0,Guendouzi,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
