id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 5,games played,gameweek,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,next10_xP,next1_xP,next5_xP,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,yellow_cards
672,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,478912,,,0,0,0,0,0.0,606,244,,,0,3,3.0,0.8,0,Carney,0.0,,,,,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,619,244,False,0.0,616,244,0,,,,,,45,0,0,,0,,478912.jpg,0.0,0,0,Chukwuemeka,0.0,False,,a,2,7,Aston Villa,0.0,594,243,0,45,45,7,7,,,,,0.0,0.0,Chukwuemeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
53,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20529,,,0,0,-2,2,0.0,625,79,,,0,4,0.0,0.0,0,Glenn,0.0,,,,,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,636,80,False,0.0,633,77,0,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,,,,48,0,0,,0,,20529.jpg,0.0,0,0,Murray,0.1,False,,u,3,36,Brighton,0.0,617,80,0,5020,0,18550,34,,,,,0.0,0.0,Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
54,46.120016894553736,2.450125897523168,1,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,138,100.0,100.0,6.733584733749727,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,39155,5.0,,0,0,-3,3,257.5,91,63,,,0,3,1.3,0.8,1,Adam,0.8,1.6166666666666665,1.8442378444679168,1.8,18.823529411764707,25,9,0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,205,101,False,116.6,306,136,863,,2021-01-07T17:00:15.322102Z,2.48141237787283,2.7818343805084185,2.5108593703179167,62,0,0,,0,,39155.jpg,1.7,0,0,Lallana,0.3,False,,a,3,36,Brighton,139.0,175,91,32,15443,237,84610,221,0.3951815963747045,0.26075268817204295,0.2903225806451613,0.9839942395675959,0.1,5.2,Lallana,2.5,7.5,0.1,0.0,,,0.0,0.2,0.10000000000000007,,-0.10000000000000007,,,0.0,,0.0,0.10000000000000007,0.0,0.3999999999999999,0.0,0.0,0.1,0.6000000000000001,0.30000000000000004,-0.10000000000000007,0.3999999999999999,0.4000000000000001,1.0,3.5,0.1859375,1.2,0.5,1.0999999999999996,1.6999999999999993,0.8000000000000007,0.5999999999999996,1.3000000000000007,1.200000000000001,1.5999999999999979,2.7,0.3000000000000007,0.5,0.9000000000000021,0.5,0.5999999999999979,2.1000000000000014,0.1999999999999993,0.1999999999999993,1.0000000000000002,1.7999999999999998,0.7999999999999998,0.6000000000000005,1.6999999999999993,0.3000000000000007,1.5,5.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.09999999999999998,0.2,3.5,1.6011942119122022,1.0,,,2.4493289641172207,3.1488116360940266,1.3000000000000005,,0.6999999999999997,,,1.0,,1.0,1.3000000000000005,1.0,2.2,3.5,2.3678794411714423,1.3,4.249328964117222,4.448811636094026,1.8826835240527344,4.440818220681717,4.217903930131005,0
57,79.35579920721969,3.8001368634443233,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9,308,,,7.470070564003603,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60307,1.0,,0,0,-2,2,670.9,8,6,3.0,,0,3,4.7,4.2,2,Pascal,4.2,4.591536719804774,4.2289873638490825,5.316742333220733,20.88235294117647,25,14,2,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.6,38,25,False,354.2,110,43,1333,,,3.8308761401302,4.2418859687982495,3.870426810084041,58,0,0,1.0,0,,60307.jpg,3.4,0,0,Groß,0.3,False,,a,3,36,Brighton,252.0,93,51,71,115324,1172,116174,1561,0.6551960109386764,0.7916442620353058,0.9166797126242644,1.5779209466731008,0.7,12.2,Groß,3.6,10.8,0.0,0.09999999999999998,0.20000000000000007,0.2,0.0,,0.09999999999999988,0.10000000000000007,,,0.10000000000000007,0.0,0.2,0.9999999999999998,0.20000000000000007,0.20000000000000007,0.19999999999999973,0.20000000000000007,0.1,0.0,0.0,0.0,0.30000000000000004,0.09999999999999998,0.30000000000000004,3.1,6.7,0.32084507042253524,1.2,0.5,1.0999999999999996,1.6999999999999993,0.8000000000000007,0.5999999999999996,1.3000000000000007,1.200000000000001,1.5999999999999979,2.7,0.3000000000000007,0.5,0.9000000000000021,0.5,0.5999999999999979,2.1000000000000014,0.1999999999999993,0.1999999999999993,1.0000000000000002,1.7999999999999998,0.7999999999999998,0.6000000000000005,1.6999999999999993,0.3000000000000007,1.5,14.54,0.0,0.8,1.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.2999999999999998,0.3000000000000003,0.09999999999999963,0.0,0.20000000000000007,0.10000000000000007,0.0,0.0,0.0,0.0,0.0,0.3,0.0,3.918730753077984,1.3011942119122022,9.906530659712637,8.93287108369808,2.782683524052735,1.0,,1.2999999999999996,2.6011942119122016,,,3.0408182206817176,0.0,4.506569659740596,10.984800277418874,3.6488116360940266,3.612638246434801,4.418730753077981,3.918730753077984,1.3,1.0,1.0,1.0,5.2714535775286695,4.540818220681717,4.141034090279434,1
58,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,61933,,,0,0,-2,2,0.0,523,211,,,0,2,0.0,0.0,0,Shane,0.0,,,,,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,546,210,False,0.0,538,210,0,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,,,,43,0,0,,0,,61933.jpg,0.0,0,0,Duffy,0.0,False,,u,3,36,Brighton,0.0,505,203,0,662,0,5491,11,,,,,0.0,0.0,Duffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
59,9.288608444902273,1.8577216889804544,0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0,28,100.0,100.0,1.788608444902271,0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,66242,,,0,0,-2,2,4.7,416,192,,,0,3,0.7,0.2,0,Davy,0.2,,,,5.0,25,2,0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,7.6,396,173,False,18.4,423,180,195,,2021-02-11T17:00:28.458290Z,1.8895699745372192,2.076453233522217,1.9086436836675775,48,0,0,,0,,66242.jpg,1.4,0,0,Pröpper,0.0,False,,a,3,36,Brighton,52.0,298,147,7,1693,29,6716,41,0.387025351870928,,,0.847930062184326,0.0,1.5,Pröpper,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.1,0.1,0.02,,,,,,,,1.200000000000001,1.5999999999999979,2.7,0.3000000000000007,,0.9000000000000021,0.5,0.5999999999999979,2.1000000000000014,0.1999999999999993,0.1999999999999993,,,,,,,,0.5,,,,,,,,0.1,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,2.8011942119122017,1.0,2.0672055127397497,1.0,,1.0,,,,,,,,,,,,,0
60,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,74471,,,0,0,0,0,0.0,648,262,,,0,3,0.0,0.0,0,Aaron,0.0,,,,,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,657,262,False,0.0,654,262,0,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,,,,50,0,0,,0,,74471.jpg,0.0,0,0,Mooy,0.0,False,,u,3,36,Brighton,0.0,644,262,0,9990,0,11288,3,,,,,0.0,0.0,Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61,49.44811259869696,2.9668867559218173,0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0,171,,,23.848112598696947,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78916,,,0,0,-3,3,120.7,193,46,,,0,2,2.8,2.3,0,Dan,2.3,3.3199306817028,3.0545670366974718,3.88698365640238,16.666666666666664,25,17,0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,43.1,240,76,False,169.6,243,98,1289,,,3.094283882141481,3.841011767987992,3.170505157429437,42,1,0,,0,,78916.jpg,2.1,0,0,Burn,0.7,False,,a,3,36,Brighton,145.0,169,36,35,59942,11209,63962,5106,0.7064016085528136,0.7904596861197142,0.9254722991434238,1.4476925007670691,0.5,8.3,Burn,0.4,1.2000000000000002,,,,0.1,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,,,0.0,0.0,0.0,0.1,0.0,0.9,1.3,0.07800000000000001,,0.5,1.0999999999999996,1.6999999999999993,0.8000000000000007,0.5999999999999996,1.3000000000000007,1.200000000000001,1.5999999999999979,2.7,0.3000000000000007,0.5,0.9000000000000021,0.5,0.5999999999999979,2.1000000000000014,0.1999999999999993,0.1999999999999993,1.0000000000000002,1.7999999999999998,0.7999999999999998,0.6000000000000005,1.6999999999999993,0.3000000000000007,1.5,5.4,,,,0.0,,,0.1,0.0,0.0,0.0,0.2,0.0,,0.0,0.4,0.0,0.20000000000000007,0.0,,,0.0,0.0,0.0,0.0,0.0,3.87492301231193,,,,1.030734096210939,,,2.69012717213605,3.2047768476488065,-1.1924139280213768,2.268822050959,6.1632728827268695,1.0,,0.0,6.595246544376111,2.4898257130119266,6.47492301231193,3.87492301231193,,,3.797315856468887,4.195246544376103,0.7307340962109391,5.263272882726869,1.0,5
62,81.51154432042945,3.677959926653524,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10,407,100.0,100.0,31.71154432042945,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83299,,,0,0,-1,1,117.0,195,47,1.0,,2,2,6.7,6.2,1,Lewis,6.2,4.6031777413138135,4.471779027808162,5.472208184172485,22.16216216216216,25,29,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,89.1,79,14,False,469.2,51,11,1980,,2020-10-18T15:00:19.802843Z,3.8051312770971815,4.597487607875298,3.8855213213116513,49,1,0,,0,,83299.jpg,3.7,1,0,Dunk,5.7,False,,a,3,36,Brighton,304.0,73,3,82,441063,41497,586305,34621,0.7506040666639845,0.9394240288395537,1.1167771804433642,1.6615329301501387,1.3,16.7,Dunk,0.6,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.10000000000000003,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,,,,0.0,2.0,2.6,0.11731707317073171,1.2,0.5,1.0999999999999996,1.6999999999999993,0.8000000000000007,0.5999999999999996,1.3000000000000007,1.200000000000001,1.5999999999999979,2.7,0.3000000000000007,0.5,0.9000000000000021,0.5,0.5999999999999979,2.1000000000000014,0.1999999999999993,0.1999999999999993,1.0000000000000002,1.7999999999999998,0.7999999999999998,0.6000000000000005,1.6999999999999993,0.3000000000000007,1.5,12.0,0.3,0.0,0.09999999999999998,0.09999999999999998,0.5000000000000001,0.0,0.3999999999999999,0.0,0.10000000000000007,0.0,0.0,0.10000000000000003,0.09999999999999988,0.10000000000000007,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.574923012311928,4.004776847648809,5.426122638850534,1.9314843347923183,2.330734096210939,6.797315856468885,3.4952465443761067,6.49012717213605,2.2047768476488065,2.407586071978624,2.268822050959,7.56327288272687,6.026122638850534,4.226278638962393,5.326122638850534,6.1952465443761096,4.689825713011926,6.574923012311928,4.574923012311928,-0.5284822353142311,0.6611955528863462,0.7973158564688867,,,,2.8925206405937187,4
63,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,86153,,,0,0,0,0,0.0,571,223,,,0,2,0.0,0.0,0,Martín,0.0,,,,,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,589,222,False,0.0,583,222,0,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,,,,45,0,0,,0,,86153.jpg,0.0,0,0,Montoya,0.0,False,,u,3,36,Brighton,0.0,556,217,0,210,0,1051,3,,,,,0.0,0.0,Montoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
64,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,93284,,,0,0,-2,2,0.0,633,81,,,0,4,0.0,0.0,0,Florin,0.0,,,,,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,643,82,False,0.0,640,79,0,Knee injury - Unknown return date,2020-09-12T09:00:10.364918Z,,,,48,0,0,,0,,93284.jpg,0.0,0,0,Andone,0.1,False,,i,3,36,Brighton,0.0,625,82,0,13072,148,30764,119,,,,,0.0,0.0,Andone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
65,68.85249963665389,3.29294563479649,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,,0.0,6,283,0.0,0.0,7.479635315045859,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109345,2.0,,0,0,0,0,414.3,37,30,5.0,,1,3,0.0,0.0,0,Solomon,1.5,2.600660956317661,3.046689049069727,3.1276711479033303,20.90909090909091,25,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,,1.0,110.5,52,31,False,368.6,102,38,1670,Knee injury - Expected back 29 May,2021-02-04T00:30:21.968227Z,3.3242456883274776,3.621924601480192,3.3534420628473653,50,0,0,,0,,109345.jpg,3.3,0,0,March,0.5,False,,i,3,36,Brighton,322.0,69,37,69,295987,48,282219,3146,0.658589126959298,0.5201321912635322,0.6255342295806661,1.4726500571232297,0.3,13.8,March,1.7,5.1,0.2,0.0,0.20000000000000007,0.2,0.10000000000000007,0.2,0.0,0.0,0.09999999999999988,0.0,0.0,0.0,0.10000000000000007,0.2,0.0,,,,0.0,0.09999999999999998,0.10000000000000003,0.2,0.0,,0.0,1.7,3.4,0.1626086956521739,1.2,0.5,1.0999999999999996,1.6999999999999993,0.8000000000000007,0.5999999999999996,1.3000000000000007,1.200000000000001,1.5999999999999979,2.7,0.3000000000000007,0.5,0.9000000000000021,0.5,0.5999999999999979,2.1000000000000014,0.1999999999999993,0.1999999999999993,1.0000000000000002,1.7999999999999998,0.7999999999999998,0.6000000000000005,1.6999999999999993,0.3000000000000007,1.5,8.5,0.1,0.09999999999999998,0.0,0.09999999999999998,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.09999999999999988,0.0,,,,0.6,0.0,0.0,0.0,0.0,,0.10000000000000007,,3.4011942119122023,3.1065306597126336,2.93287108369808,3.282683524052735,2.7493289641172214,5.148811636094028,4.241946686651033,1.0,2.5018965179946555,1.0,2.7408182206817173,2.606530659712633,4.706569659740599,3.706530659712632,2.5488116360940283,,,,6.367879441171442,3.8661253345025774,3.749328964117222,3.1488116360940257,2.182683524052735,,4.72313016014843,0
66,70.7728900397253,3.2485916739546035,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,338,0.0,25.0,31.1728900397253,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110735,,,-1,1,-2,2,89.6,230,57,,,0,2,0.0,0.8,0,Adam,3.3,3.385241423564284,3.4913421080239693,4.003731632079524,21.78571428571429,25,27,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,138,34,False,346.4,119,47,1964,Ankle injury - Expected back 03 Apr,2021-02-06T18:00:25.824469Z,3.3760814769858367,4.10407972377259,3.4505915491540224,43,0,0,,0,,110735.jpg,2.8,0,0,Webster,1.1,False,,i,3,36,Brighton,209.0,118,15,61,110748,387,225185,7503,0.7554864358033961,0.7872654473405312,0.9311003795533777,1.5666100169271713,0.8,14.2,Webster,0.2,0.6000000000000001,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-0.1,0.0,0.0,0.1,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.055081967213114744,1.2,0.5,1.0999999999999996,1.6999999999999993,0.8000000000000007,0.5999999999999996,1.3000000000000007,1.200000000000001,1.5999999999999979,2.7,0.3000000000000007,0.5,0.9000000000000021,0.5,0.5999999999999979,2.1000000000000014,0.1999999999999993,0.1999999999999993,1.0000000000000002,1.7999999999999998,0.7999999999999998,0.6000000000000005,1.6999999999999993,0.3000000000000007,1.5,6.0,0.0,0.0,0.10000000000000003,,0.09999999999999998,0.2,0.0,0.0,0.10000000000000007,0.0,0.0,0.0,0.09999999999999998,0.0,0.09999999999999998,0.0,,,0.1,0.0,0.0,0.0,0.2,0.0,0.0,,2.2047768476488088,4.426122638850534,2.9314843347923185,,4.397315856468885,5.395246544376106,2.0901271721360497,3.2047768476488065,2.707586071978624,1.2688220509589994,3.963272882726869,4.426122638850534,3.9262786389623927,4.426122638850534,4.79524654437611,2.789825713011928,,,3.3715177646857684,0.6611955528863462,3.797315856468887,3.1952465443761047,2.9307340962109394,4.963272882726869,2.8925206405937187,3
67,67.72912667353407,3.61222008925515,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,9,292,100.0,100.0,26.829126673534063,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,111478,,,0,0,-2,2,286.5,75,17,,,1,2,5.7,5.2,7,Joël,5.2,4.770725652084668,3.7691345615204046,6.0414485941215785,18.75,25,20,1,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,74.1,110,26,False,349.4,116,45,1470,,2021-02-01T16:30:27.085591Z,3.7396451034230456,4.480736938615211,3.815351450076652,43,0,0,,0,,111478.jpg,3.2,0,0,Veltman,0.9,False,,a,3,36,Brighton,104.0,218,57,60,111816,23046,75860,6974,0.8400511835477094,1.1094710818801554,1.404988045144553,1.7419672101430614,1.2,14.0,Veltman,0.9,2.7,,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,,0.10000000000000003,0.09999999999999998,,0.09999999999999998,0.20000000000000007,0.09999999999999998,,0.0,,0.0,0.0,0.1,0.0,0.7,1.6,0.08533333333333334,,0.5,1.0999999999999996,1.6999999999999993,0.8000000000000007,0.5999999999999996,1.3000000000000007,1.200000000000001,1.5999999999999979,2.7,0.3000000000000007,,0.9000000000000021,0.5,0.5999999999999979,2.1000000000000014,0.1999999999999993,0.1999999999999993,,1.7999999999999998,0.7999999999999998,0.6000000000000005,1.6999999999999993,0.3000000000000007,1.5,4.199999999999998,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.1,,0.0,0.1,0.5,,0.0,,0.0,0.0,0.0,0.0,7.574923012311928,,3.4261226388505337,2.331484334792319,1.7307340962109392,1.0,1.0,,3.2047768476488065,2.407586071978624,1.2688220509589994,5.963272882726869,,5.926278638962393,5.326122638850533,,2.789825713011927,8.47492301231193,7.574923012311928,,0.0,,4.195246544376103,1.7307340962109392,8.26327288272687,1.0,3
