id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,xG_week6,goals_week6,xPoints week 6,clean_sheet_points,xGA_week6,cleansheet_week6,xA,xA_points,xA_week6,assists_week6,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,xPoints week 5,xG_week5,goals_week5,xGA_week5,cleansheet_week5,xA_week5,assists_week5,next1_xP,next5_xP,next10_xP,form 5,value,valuePoints metric,xG+xA,xG+xA per game
1,0,0,0,0.0,0.0,0,37605,,,0,0,-2,2,0.0,587,236,,,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,589,237,False,0.0,588,237,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,0,0,,0,,37605.jpg,0.0,0,0,Özil,0.7,False,,n,1,3,0.0,588,236,0,3243,34,46297,2077,0.0,0.0,Özil,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0.0,0.0,0,39476,,,0,0,-1,1,0.0,518,202,,,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,532,202,False,0.0,528,202,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,49,0,0,,0,,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,n,1,3,0.0,504,193,0,10193,16,17528,397,0.0,0.0,Sokratis,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,51,75.0,100.0,0,41270,,,0,0,0,0,9.8,281,87,4.0,,0,2,1.1,1.5,1,David,1.5,5,0,9.7,227,77,False,66.6,161,64,319,Thigh injury - 75% chance of playing,2020-10-25T21:30:13.186040Z,55,0,0,,0,,41270.jpg,1.4,0,0,Luiz Moreira Marinho,1.1,False,,d,1,3,21.0,209,59,7,29407,2198,52612,5187,0.3,1.3,David Luiz,0,Arsenal,5.0,12.960544774155451,0.1,0.6000000000000001,0.0,0.0,1.0,5.360544774155453,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,2.5921089548310903,,,,,,,,1.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.5863878557664246,0.1,0.0,1.4000000000000004,0.0,0.0,0.0,2.5428276265846588,2.402467706942828,2.46798765587554,2.4120918283099617,0.4712925372420164,1.1052789720835623,0.1,0.02
4,1,0,73,100.0,100.0,1,54694,,,-1,1,-3,3,103.1,41,31,6.0,,0,3,2.0,2.0,2,Pierre-Emerick,2.0,7,1,31.4,50,27,False,93.4,101,37,540,,2020-10-08T09:00:12.305506Z,117,0,0,1.0,0,,54694.jpg,3.3,0,0,Aubameyang,15.2,False,,a,1,3,117.0,41,22,20,352343,3911,2422201,91154,0.2,1.7,Aubameyang,1,Arsenal,6.0606060606060606,21.092926025838352,0.8,4.0,0.30000000000000004,0.0,4.101194211912203,1.6244075073198336,1.2000000000000002,0.0,1.1,3.3000000000000003,0.10000000000000007,0.0,3.480332794263328,3.8187307530779817,0.4,1.0,0.2,1.0,0.0,0.0,5.617989671854215,0.09999999999999998,0.0,1.9,0.0,0.5,1.0,2.049787068367864,0.0,0.0,3.0,0.0,0.0,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.7465969639416064,0.0,0.0,1.4000000000000004,0.0,0.5,0.0,3.693373486633533,3.5024635283326497,3.3904800725731237,3.6668597338307736,0.2974643413900281,1.017484595688631,1.9000000000000001,0.3135
5,0,0,0,100.0,100.0,0,58822,,,-1,1,-3,3,0.0,495,196,,,0,2,0.0,0.0,0,Cédric,0.0,0,0,0.0,512,196,False,0.0,508,196,0,,2020-09-23T09:00:14.881983Z,47,0,0,,0,,58822.jpg,0.0,0,0,Soares,0.2,False,,a,1,3,0.0,472,185,0,2473,107,29284,485,0.0,0.0,Cédric,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,3,79,,,1,59966,,,-1,1,-1,1,51.2,115,16,5.0,,0,4,2.2,2.2,1,Alexandre,2.2,4,3,34.6,40,16,False,114.4,67,13,346,,,84,0,0,3.0,0,,59966.jpg,4.6,0,0,Lacazette,3.8,False,,a,1,3,180.0,23,15,23,241491,2123,307175,21409,0.3,2.7,Lacazette,1,Arsenal,5.0,20.3,2.1,8.4,0.30000000000000004,0.0,2.5,0.0,1.2000000000000002,0.0,0.3,0.8999999999999999,0.09999999999999998,0.0,4.06,5.6,0.5,1.0,0.2,1.0,0.2,0.0,3.4,0.09999999999999998,1.0,1.9,0.0,0.0,0.0,7.8000000000000025,1.2000000000000002,1.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,4.41689357636711,4.170128859631314,3.9668457570630484,3.675,0.4833333333333333,1.4008330854649789,2.4,0.48
7,0,0,9,100.0,100.0,0,69140,,,0,0,0,0,1.0,342,125,,,0,2,0.2,0.2,1,Shkodran,0.2,1,0,0.9,373,135,False,7.6,345,131,41,,2020-08-15T10:00:11.331812Z,50,0,0,,0,,69140.jpg,1.0,0,0,Mustafi,0.0,False,,a,1,3,0.0,532,204,1,10127,144,10325,47,0.0,0.2,Mustafi,0,Arsenal,1.0,2.0721089548310903,0.0,0.0,0.0,0.0,1.0,1.0721089548310905,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,2.0721089548310903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9998022345609745,1.8753626192246784,1.9539976070327632,1.0,0.41442179096621806,0.9266752959576718,0.0,0.0
8,0,2,111,,,1,80201,,,0,0,0,0,0.0,543,56,,,0,1,2.5,2.5,2,Bernd,2.5,7,0,12.3,185,9,False,122.6,52,9,540,,,50,0,0,,0,,80201.jpg,3.2,0,15,Leno,9.3,False,,a,1,3,0.0,534,55,19,329909,4380,283538,19787,0.5,3.8,Leno,0,Arsenal,5.9375,21.3656469193096,0.0,0.0,0.0,0.0,3.2047768476488083,6.365646919309598,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,3.5984247443047743,6.274923012311929,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,3.199148273471456,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.5261180240346586,3.4016784086983627,3.4803133965064474,3.652702093217832,0.7196849488609549,1.6092644680365549,0.0,0.0
9,0,0,47,,,1,84450,,,0,0,-1,1,33.8,161,98,2.0,,0,3,1.2,1.2,1,Granit,1.2,6,0,11.4,194,92,False,51.8,204,80,407,,,54,0,0,,0,,84450.jpg,1.7,0,0,Xhaka,0.6,False,,a,1,3,29.0,181,96,10,20308,444,44153,1824,0.2,1.9,Xhaka,1,Arsenal,5.882352941176473,12.376630815928076,0.3,1.5,0.09999999999999998,0.0,1.801194211912202,1.5766308159280742,1.2000000000000002,0.0,0.1,0.30000000000000004,0.0,0.0,2.1040272387077725,4.1187307530779815,0.2,0.0,0.2,1.0,0.1,0.0,2.149568619222635,0.0,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.144665308300639,2.0729586284874504,2.0591740263072724,1.6394719590152884,0.3896346738347727,0.90542916172022,0.4,0.06799999999999998
10,0,0,0,0.0,0.0,0,92371,,,0,0,-1,1,0.0,430,174,,,0,2,0.0,0.0,0,Pablo,0.0,0,0,0.0,453,175,False,0.0,448,175,0,Ankle injury - Expected back 07 Nov,2020-08-15T10:00:11.357231Z,44,0,0,,0,,92371.jpg,0.0,0,0,Marí,0.0,False,,i,1,3,0.0,398,158,0,251,15,631,35,0.0,0.0,Marí,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,3,104,,,1,98745,,,0,0,0,0,66.9,88,17,,,0,2,3.5,3.5,1,Héctor,3.5,7,0,19.6,104,24,False,95.2,98,32,540,,,50,0,0,,0,,98745.jpg,3.5,0,0,Bellerín,5.9,False,,a,1,3,33.0,167,43,21,271315,11164,200991,12552,0.7,4.2,Bellerín,3,Arsenal,6.0,21.56969076602358,0.1,0.6000000000000001,0.1,0.0,2.8047768476488084,6.4326537289865415,1.2000000000000002,0.0,0.4,1.2000000000000002,0.0,0.0,3.59494846100393,4.874923012311927,0.0,0.0,0.2,1.0,0.2,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,0.19914827347145586,0.0,0.0,3.0,0.0,0.0,0.0,11.67657590487391,0.0,0.0,0.20000000000000007,0.0,0.2,2.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.580205220793026,3.415964844692892,3.4618122353125464,4.053032671730228,0.718989692200786,1.607709826882608,0.5,0.08333333333333333
13,0,0,0,25.0,25.0,0,101184,,,0,0,0,0,0.0,469,190,,,0,2,0.0,0.0,0,Calum,0.0,0,0,0.0,487,190,False,0.0,482,190,0,Lack of match fitness - 25% chance of playing,2020-08-15T10:00:11.386295Z,45,0,0,,0,,101184.jpg,0.0,0,0,Chambers,0.0,False,,d,1,3,0.0,441,177,0,301,18,802,39,0.0,0.0,Chambers,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,0,9,,,0,111457,,,0,0,-2,2,5.4,290,91,,,0,2,0.0,0.0,0,Sead,0.0,1,0,1.3,367,133,False,3.6,366,137,90,,,48,0,0,,0,,111457.jpg,2.0,0,0,Kolasinac,0.2,False,,a,1,3,4.0,300,101,2,4224,118,13953,559,0.0,0.4,Kolasinac,0,Arsenal,1.0,3.0721089548310903,0.0,0.0,,,,1.0721089548310905,1.2000000000000002,0.0,0.0,0.0,,,3.0721089548310903,,,,,,,,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,,,,0.20000000000000007,0.0,,,,,,1.4000000000000004,0.0,,,2.9998022345609745,2.8753626192246786,2.953997607032764,2.5982744768905404,0.6400226989231438,1.402219478062173,0.0,0.0
15,0,0,33,,,1,154043,,,0,0,-1,1,4.3,299,97,,,0,2,0.5,0.5,0,Ainsley,0.5,3,0,3.2,326,116,False,20.2,297,121,183,,,49,0,0,,0,,154043.jpg,2.7,0,0,Maitland-Niles,1.3,False,,a,1,3,7.0,273,86,8,44742,564,100186,5040,0.1,1.6,Maitland-Niles,0,Arsenal,2.962962962962963,7.176619125425452,0.0,0.0,,,,3.1766191254254523,1.2000000000000002,0.0,0.0,0.0,,,2.4221089548310903,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,2.3498022345609746,2.2253626192246787,2.3039976070327635,0.7330494244904853,0.4943079499655286,1.094197291193734,0.0,0.0
16,0,0,58,0.0,0.0,1,156074,,,0,0,0,0,1.6,326,115,,,0,2,0.0,0.0,0,Rob,0.2,4,0,6.8,270,93,False,66.2,164,67,270,Hamstring injury - Expected back 21 Nov,2020-10-17T22:30:19.025474Z,45,0,0,,0,,156074.jpg,3.0,0,0,Holding,1.5,False,,i,1,3,0.0,448,179,9,158927,43,169224,17305,0.0,2.0,Holding,0,Arsenal,3.0,8.21632686449327,0.0,0.0,,,,3.2163268644932708,1.2000000000000002,0.0,0.0,0.0,,,2.7387756214977568,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,,,,1.4000000000000004,0.0,,,2.666468901227641,2.542029285891345,2.6206642736994303,1.898711375180998,0.6086168047772793,1.2910712094063101,0.0,0.0
17,0,0,77,100.0,100.0,1,192895,,,0,0,-1,1,57.8,103,23,,,0,2,1.8,1.8,2,Kieran,1.8,6,0,15.2,144,40,False,75.0,144,55,440,,2020-10-14T10:30:19.613747Z,54,0,0,,0,,192895.jpg,2.6,0,0,Tierney,5.4,False,,a,1,3,19.0,214,64,13,92254,3265,492981,8469,0.3,2.4,Tierney,0,Arsenal,5.0,15.560544774155453,0.0,0.0,0.0,0.0,4.404776847648808,5.360544774155453,1.2000000000000002,0.0,0.4,1.2000000000000002,0.4,0.0,3.1121089548310907,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.0858530186083444,2.9295727946609773,2.9819777047183185,2.7730471978397238,0.5763164731168686,1.339238461515976,0.4,0.08
18,0,0,35,,,0,195735,2.0,,0,0,-3,3,21.4,211,123,3.0,,0,3,2.5,2.5,1,Nicolas,2.5,4,1,12.1,189,91,False,38.8,239,96,202,,,77,0,0,2.0,0,,195735.jpg,2.0,0,0,Pépé,0.9,False,,a,1,3,61.0,94,52,12,17580,1487,111337,3121,0.3,1.6,Pépé,0,Arsenal,6.0,10.908163432246637,0.4,2.0,0.0,0.0,1.0,1.6081634322466354,1.2000000000000002,0.0,0.1,0.30000000000000004,0.0,0.0,1.8180272387077727,2.118730753077981,0.0,0.0,0.2,0.0,0.1,0.0,1.5,0.1,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.1,1.0,0.20000000000000007,0.0,0.0,0.0,3.2465969639416064,0.2,0.0,1.4000000000000004,0.0,0.0,0.0,1.8735038942714584,1.7915374627947025,1.7693009466726184,1.6493193927883212,0.23610743359841205,0.6551715390211177,0.5,0.08333333333333333
19,0,0,0,0.0,0.0,0,198849,,,-1,1,-3,3,0.0,497,201,,,0,3,0.0,0.0,0,Lucas,0.0,0,0,0.0,514,201,False,0.0,510,201,0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,47,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.1,False,,n,1,3,0.0,474,189,0,3230,9,15121,541,0.0,0.0,Torreira,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,0,0,,,0,200089,,,0,0,-2,2,0.0,514,209,,,0,3,0.0,0.0,0,Joseph,0.0,0,0,0.0,528,209,False,0.0,524,209,0,,,48,0,0,,0,,200089.jpg,0.0,0,0,Willock,0.1,False,,a,1,3,0.0,498,202,0,1853,110,5796,226,0.0,0.0,Willock,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,0,0,100.0,100.0,0,200641,5.0,,0,0,-3,3,0.0,553,223,,,0,3,0.0,0.0,0,Reiss,0.0,0,0,0.0,562,223,False,0.0,558,223,0,,2020-10-05T10:00:15.059375Z,52,0,0,,0,,200641.jpg,0.0,0,0,Nelson,0.1,False,,a,1,3,0.0,549,220,0,817,54,4401,96,0.0,0.0,Nelson,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,3,43,,,0,205533,,,0,0,-3,3,4.2,300,44,,,0,4,1.0,1.0,1,Edward,1.0,1,1,8.5,246,35,False,40.6,231,25,106,,,57,0,0,,0,,205533.jpg,2.2,0,0,Nketiah,0.7,False,,a,1,3,42.0,141,34,13,28491,637,107767,3774,0.2,2.3,Nketiah,0,Arsenal,5.909090909090907,12.6,0.9,3.6,0.0,0.0,1.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,2.1323076923076925,1.0,0.0,0.0,0.2,0.0,0.0,0.0,7.6,0.9,1.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.249205836427937,2.168379676107528,2.1017956325864082,2.32,0.3740890688259109,0.893125410603523,0.9,0.15230769230769237
23,0,0,0,100.0,100.0,0,209289,,,0,0,-1,1,0.0,446,180,,,0,3,0.0,0.0,0,Emile,0.0,0,0,0.0,468,180,False,0.0,463,180,0,,2020-09-11T11:00:08.673059Z,44,0,0,,0,,209289.jpg,0.0,0,0,Smith Rowe,0.2,False,,a,1,3,0.0,415,166,0,10309,952,13131,817,0.0,0.0,Smith Rowe,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,1,62,75.0,,1,223340,4.0,,0,0,-2,2,58.1,100,66,,,0,3,2.4,3.2,3,Bukayo,3.2,3,1,30.8,52,28,False,76.6,139,53,328,Knock - 75% chance of playing,2020-10-26T14:00:19.932354Z,53,0,0,,0,,223340.jpg,3.8,0,0,Saka,3.0,False,,d,1,3,173.0,28,10,15,70202,3603,382039,11412,0.6,2.8,Saka,0,Arsenal,3.947368421052632,15.358002258056992,1.0,5.0,0.2,0.0,3.6011942119122016,1.058002258056997,1.2000000000000002,1.0,0.1,0.30000000000000004,0.1,0.0,3.8906939053744387,,,,,,,,2.649568619222635,0.1,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,5.318730753077982,0.30000000000000004,1.0,0.20000000000000007,0.0,0.0,0.0,4.246596963941607,0.4,0.0,1.4000000000000004,0.0,0.0,0.0,4.130245778283025,3.9210053584970175,3.7939213926990414,3.9540226370386065,0.7340931896932903,1.6900094375821,1.1,0.2786666666666667
25,0,0,0,0.0,0.0,0,242166,,,-1,1,-3,3,0.0,498,202,,,0,3,0.0,0.0,0,Matteo,0.0,0,0,0.0,515,202,False,0.0,511,202,0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,47,0,0,,0,,242166.jpg,0.0,0,0,Guendouzi,0.1,False,,n,1,3,0.0,475,190,0,2571,15,11275,375,0.0,0.0,Guendouzi,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,0,0,0.0,0.0,0,444145,,,0,0,-1,1,0.0,535,215,,,0,3,0.0,0.0,0,Gabriel Teodoro,0.0,0,0,0.0,549,215,False,0.0,545,215,0,Knee injury - Expected back 31 Dec,2020-08-15T10:00:11.409498Z,49,0,0,,0,,444145.jpg,0.0,0,0,Martinelli Silva,0.0,False,,i,1,3,0.0,525,211,0,641,33,2096,88,0.0,0.0,Martinelli,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,0,0,,,0,462424,,,0,0,-3,3,0.0,403,159,,,0,2,0.0,0.0,0,William,0.0,0,0,0.0,426,160,False,0.0,422,161,0,,,42,0,0,,0,,462424.jpg,0.0,0,0,Saliba,0.9,False,,a,1,3,0.0,368,140,0,19487,565,181840,2908,0.0,0.0,Saliba,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3,2,73,75.0,75.0,1,47431,1.0,,-1,1,-2,2,110.4,35,27,1.0,,1,3,1.1,1.1,0,Willian,1.5,5,0,21.0,92,53,False,56.8,189,75,362,Calf injury - 75% chance of playing,2020-10-21T16:30:22.095468Z,78,0,0,,0,,47431.jpg,4.4,0,0,Borges Da Silva,6.0,False,,d,1,3,42.0,142,76,22,723588,472,1052228,68629,0.2,2.8,Willian,0,Arsenal,5.0,21.945691749094426,0.6,3.0,,,,1.3401361935388632,1.2000000000000002,0.0,0.7,2.1,,,4.389138349818883,12.333730753077983,0.6,0.0,0.2,1.0,0.2,3.0,2.4495686192226347,0.0,0.0,1.9,0.0,0.09999999999999998,0.0,3.249787068367864,0.0,0.0,3.0,0.0,0.4,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,4.566777501952672,4.40034501152155,4.308525928032909,2.691170851152522,0.5627100448485748,1.571563628261097,1.2999999999999998,0.25999999999999995
494,0,3,95,,,1,226597,,,0,0,1,-1,6.0,288,89,,,1,2,1.5,1.5,2,Gabriel,1.5,4,1,22.1,82,14,False,133.8,43,12,450,,,51,0,0,,0,,226597.jpg,4.6,0,0,Magalhães,11.8,False,,a,1,3,81.0,62,5,23,818003,8101,429020,28775,0.3,4.5,Gabriel,0,Arsenal,5.0,20.16054477415545,0.3,1.7999999999999998,0.09999999999999998,0.0,3.804776847648808,5.360544774155453,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,4.0321089548310916,8.874923012311926,0.1,1.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.5863878557664246,0.1,0.0,1.4000000000000004,0.0,0.0,0.0,4.028878410632029,3.856677882379128,3.8959677535610964,3.816090548154425,0.7906095989864886,1.7854478552589654,0.3,0.06
501,1,3,99,100.0,75.0,1,182539,3.0,,0,0,0,0,140.1,23,17,,,0,3,1.8,1.4,2,Daniel,1.8,4,0,27.6,59,33,False,111.4,71,26,392,,2020-10-21T16:30:22.125075Z,50,0,0,,0,,182539.jpg,2.7,0,0,Ceballos Fernández,1.6,False,,a,1,3,24.0,193,101,16,112574,1402,144950,8572,0.4,3.2,Ceballos,1,Arsenal,5.925925925925926,19.556828081231245,0.0,0.0,0.0,0.0,2.9011942119122027,1.5883095627127262,1.2000000000000002,0.0,1.6,4.800000000000002,0.20000000000000007,0.0,3.3002147387077727,1.8187307530779817,0.0,0.0,0.2,0.0,0.0,0.0,9.317989671854214,0.0,0.0,1.9,0.0,0.9,1.0,0.8999999999999998,0.0,0.0,3.0,0.0,0.29999999999999993,0.0,3.118730753077982,0.0,0.0,0.20000000000000007,1.0,0.10000000000000007,0.0,2.5465969639416057,0.0,0.0,1.4000000000000004,0.0,0.09999999999999988,0.0,3.4375594548001143,3.2989874969036777,3.2301197314469365,3.7569023201572014,0.6600429477415546,1.4759008992194573,1.6,0.27
526,0,0,51,,,1,153256,,,0,0,-1,1,19.7,217,127,,,0,3,1.0,1.0,0,Mohamed Naser,1.0,4,0,8.4,248,109,False,42.6,223,90,270,,,44,0,0,,0,,153256.jpg,2.3,0,0,El Sayed Elneny,1.5,False,,a,1,3,22.0,200,106,7,158608,5945,111087,5744,0.2,1.6,Elneny,0,Arsenal,3.0434782608695654,7.8157350743280025,0.2,1.0,,,,0.8157350743280035,1.2000000000000002,0.0,0.0,0.0,,,2.5680272387077725,3.8187307530779817,,,0.2,1.0,,,0.0,0.0,0.0,1.9,0.0,0.0,0.0,2.049787068367864,0.0,0.0,3.0,0.0,0.0,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,2.6129962748955697,2.5382950616534834,2.522043583113414,1.6228392738152817,0.5836425542517665,1.2242589501357608,0.2,0.06571428571428571
527,0,0,0,,,0,113534,,,0,0,0,0,0.0,384,14,,,0,1,0.0,0.0,0,Matt,0.0,0,0,0.0,406,34,False,0.0,402,34,0,,,40,0,0,,0,,113534.jpg,0.0,0,0,Macey,1.2,False,,a,1,3,0.0,343,11,0,84889,3459,32306,1572,0.0,0.0,Macey,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,0,0,0,,,0,115918,,,0,0,0,0,0.0,474,44,,,0,1,0.0,0.0,0,Rúnar Alex,0.0,0,0,0.0,491,59,False,0.0,486,59,0,,,45,0,0,,0,,115918.jpg,0.0,0,0,Rúnarsson,0.0,False,,a,1,3,0.0,446,41,0,942,68,551,71,0.0,0.0,Rúnarsson,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,0,0,15,,,0,167199,,,0,0,0,0,14.1,245,141,,,0,3,1.0,1.0,2,Thomas,1.0,1,0,2.5,339,153,False,11.6,328,144,97,,,50,0,0,,0,,167199.jpg,1.0,0,0,Partey,0.8,False,,a,1,3,0.0,538,216,2,62337,8405,12817,3261,0.2,0.4,Partey,1,Arsenal,2.0,2.836054477415545,0.0,0.0,0.0,0.0,2.6011942119122016,0.5360544774155451,1.2000000000000002,0.0,0.1,0.30000000000000004,0.1,0.0,1.4180272387077726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.4287322986698496,1.3777220144538564,1.3809869628116624,1.3005971059561008,0.2836054477415545,0.6341610599393801,0.1,0.05
12,0,4,138,,,3,98980,,,0,0,3,-3,0.0,505,49,,,0,1,5.2,5.2,3,Emiliano,5.2,5,0,17.3,125,3,True,173.4,18,3,450,,,48,0,0,,1,,98980.jpg,6.8,0,20,Martínez,26.4,False,,a,2,7,0.0,485,48,34,1581681,66127,232702,14769,1.1,7.1,Martínez,0,Aston Villa,5.0,26.738555173642435,0.0,0.0,0.0,0.0,3.14753266960496,4.7385551736424345,3.3000000000000003,0.0,0.0,0.0,0.0,0.0,5.347711034728487,,,,,,,,10.626278638962397,0.0,0.0,0.9,1.0,0.0,0.0,3.9863412151656377,0.0,0.0,0.7000000000000001,1.0,0.0,0.0,3.7307340962109374,0.0,0.0,1.6999999999999995,0.0,0.0,0.0,7.195246544376106,0.0,0.0,0.6000000000000001,1.0,0.0,0.0,5.611200086120395,5.4624936423121335,5.604154877917931,5.737226632864008,1.114106465568435,2.4408849706167377,0.0,0.0
