id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,xG_week2,goals_week2,xPoints week 2,clean_sheet_points,xGA_week2,cleansheet_week2,xA,xA_points,xA_week2,assists_week2,adjusted points per game,xPoints week 1,next1_xP,next5_xP,next10_xP,value,valuePoints metric
490,0,0,0,100.0,0.0,0,51090,,,0,0,0,0,0.0,494,189,,,0,2,1.0,0.0,0,Thiago,0.0,0,0,0.0,498,189,False,0.0,491,189,0,,2020-09-10T14:00:07.889166Z,55,0,0,,0,,51090.jpg,0.0,0,0,Thiago,2.2,False,,a,5,8,0.0,480,187,0,23861,19730,83415,29566,0.0,0.0,Thiago Silva,0,Chelsea,,,,,,,,,,,,,,,,,,,,,
500,0,0,10,,,0,219847,,,-1,1,-1,1,15.7,102,67,,,0,3,2.5,1.0,1,Kai,1.5,1,0,2.6,213,99,False,10.0,211,81,124,,,84,0,0,,0,,219847.jpg,1.5,0,0,Havertz,8.3,False,,a,5,8,0.0,546,222,3,136513,89169,427064,194986,0.2,0.4,Havertz,0,Chelsea,2.0,3.5706705664732254,0.0,0.0,0.0,0.0,1.0,0.2706705664732254,2.7,0.0,0.1,0.30000000000000004,0.0,0.0,1.7853352832366127,2.5725317930340124,2.372195401174764,1.8657694732969319,1.8206873884326853,0.21253991467102532,0.6159991954201568
548,0,0,0,,,0,228286,,,0,0,0,0,0.0,473,51,,,0,1,3.5,2.0,0,Edouard,0.0,0,0,0.0,481,58,False,0.0,474,58,0,,,50,0,0,,0,,228286.jpg,0.0,0,0,Mendy,0.2,False,,a,5,8,0.0,454,51,0,12950,12950,3448,3448,0.0,0.0,Mendy,0,Chelsea,,,,,,,,,,,,,,,,,,,,,
108,0,0,1,,,0,94245,,,-1,1,-1,1,0.0,519,57,,,0,4,0.5,0.0,1,Michy,0.5,0,0,0.2,295,39,False,1.4,275,34,9,,,59,0,0,,0,,94245.jpg,1.0,0,0,Batshuayi,1.4,False,,a,6,31,1.0,216,40,1,17058,3903,70942,34654,0.1,0.2,Batshuayi,0,Crystal Palace,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.1694915254237288,0.41169348479630913
125,0,0,0,0.0,0.0,0,19419,,,0,0,0,0,0.0,331,137,,,0,2,0.0,0.0,0,Gary,0.0,0,0,0.0,353,137,False,0.0,343,136,0,Hamstring injury - Unknown return date,2020-08-15T10:00:11.611500Z,45,0,0,,0,,19419.jpg,0.0,0,0,Cahill,0.1,False,,i,6,31,0.0,276,114,0,384,173,2060,979,0.0,0.0,Cahill,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
126,0,0,0,,,0,20066,,,0,0,0,0,0.0,332,16,,,0,1,0.0,-0.5,0,Wayne,0.0,0,0,0.0,354,36,False,0.0,344,36,0,,,45,0,0,,0,,20066.jpg,0.0,0,0,Hennessey,0.7,False,,a,6,31,0.0,277,15,0,3556,1544,12223,5612,0.0,0.0,Hennessey,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
127,0,0,12,100.0,100.0,0,40784,,,0,0,0,0,0.8,239,76,,,0,2,1.0,0.5,2,Mamadou,1.0,1,0,1.8,240,81,False,17.2,165,69,90,,2020-08-15T10:00:11.633422Z,45,0,0,,0,,40784.jpg,2.0,0,0,Sakho,0.2,False,,a,6,31,0.0,286,117,2,7691,7034,2002,1648,0.2,0.4,Sakho,0,Crystal Palace,1.0,3.546964093818005,0.0,0.0,0.0,0.0,3.7973158564688867,1.546964093818005,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,3.546964093818005,,2.756668761879069,3.436190945759089,3.554637317231521,0.7882142430706678,1.6720549089092727
128,0,3,44,,,1,40836,,,0,0,0,0,0.0,445,43,,,1,1,6.5,6.0,3,Vicente,6.5,1,0,5.5,117,2,False,55.8,41,2,180,,,50,0,0,,0,,40836.jpg,6.5,0,8,Guaita,4.3,False,,a,6,31,0.0,417,43,13,153885,104174,71252,52263,1.3,2.6,Guaita,0,Crystal Palace,2.0,12.09392818763601,0.0,0.0,0.0,0.0,4.797315856468887,3.09392818763601,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,6.046964093818005,7.331484334792317,5.2566687618790695,5.936190945759089,6.0546373172315215,1.209392818763601,2.7042845542554947
129,0,0,0,0.0,0.0,0,49413,,,0,0,0,0,0.0,346,143,,,0,2,0.0,0.0,0,James,0.0,0,0,0.0,368,143,False,0.0,359,143,0,Thigh injury - Unknown return date,2020-08-15T10:00:11.660937Z,45,0,0,,0,,49413.jpg,0.0,0,0,Tomkins,0.0,False,,i,6,31,0.0,292,121,0,58,24,205,94,0.0,0.0,Tomkins,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
130,0,0,25,,,1,50471,,,0,0,0,0,11.2,133,83,,,0,3,2.5,2.0,2,James,2.5,1,0,6.0,106,55,False,40.8,67,27,180,,,55,0,0,,0,,50471.jpg,2.5,0,0,McArthur,0.2,False,,a,6,31,8.0,142,78,5,1783,759,4377,2065,0.5,0.9,McArthur,0,Crystal Palace,2.0,5.873482046909003,0.1,0.5,0.1,0.0,2.9493289641172216,0.7734820469090025,0.7999999999999998,0.0,0.2,0.6000000000000001,0.0,0.0,2.936741023454501,2.93287108369808,2.47875099313979,2.8821655505299484,3.0588344171198925,0.5339529133553639,1.2522305799028164
131,0,0,16,,,1,50472,3.0,,0,0,0,0,10.1,149,88,,,0,3,2.0,1.5,2,James,2.0,1,0,3.0,195,91,False,19.4,149,55,160,,,45,0,0,,0,,50472.jpg,2.0,0,0,McCarthy,2.9,False,,a,6,31,0.0,293,112,4,70426,45004,51544,28779,0.4,0.9,McCarthy,1,Crystal Palace,2.0,3.7734820469090025,0.0,0.0,0.0,0.0,2.4493289641172216,0.7734820469090025,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,1.8867410234545008,1.3328710836980795,1.689167190469767,1.859047736439772,1.8886593293078797,0.41927578298988905,0.8894182480183496
132,0,0,0,100.0,0.0,0,54861,,,0,0,0,0,0.0,496,52,,,0,4,0.0,0.0,0,Christian,0.0,0,0,0.0,499,54,False,0.0,492,50,0,,2020-09-06T03:00:11.019701Z,55,0,0,,0,,54861.jpg,0.0,0,0,Benteke,0.2,False,,a,6,31,0.0,482,54,0,10470,10150,16688,12226,0.0,0.0,Benteke,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
133,0,0,17,,,1,55037,,,0,0,0,0,10.3,146,86,,,0,3,2.5,2.0,2,Cheikhou,2.5,1,0,6.7,89,45,False,37.2,78,30,180,,,50,0,0,,0,,55037.jpg,2.5,0,0,Kouyaté,0.3,False,,a,6,31,19.0,100,55,5,3151,1525,4810,2400,0.5,1.0,Kouyaté,0,Crystal Palace,2.0,5.7734820469090025,0.2,1.0,0.0,0.0,2.4493289641172216,0.7734820469090025,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,2.8867410234545017,3.3328710836980795,2.4524251928970604,2.834609385612658,2.9979094091369816,0.5773482046909003,1.290989832376316
134,0,0,31,,,1,55494,,,0,0,0,0,11.9,128,29,,,0,2,3.5,3.0,1,Joel,3.5,1,0,5.3,121,36,False,41.4,64,19,180,,,45,0,0,,0,,55494.jpg,3.5,0,0,Ward,1.9,False,,a,6,31,0.0,294,122,7,30803,17243,30360,16159,0.8,1.6,Ward,1,Crystal Palace,2.0,6.09392818763601,0.0,0.0,0.0,0.0,2.7973158564688867,3.09392818763601,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,3.046964093818005,3.3314843347923184,2.256668761879069,2.936190945759089,3.054637317231521,0.6771031319595566,1.4363526485137565
135,0,0,0,,,0,58786,,,-1,1,-1,1,0.0,312,120,,,0,2,0.0,-0.5,0,Martin,0.0,0,0,0.0,334,120,False,0.0,324,119,0,,,44,0,0,,0,,58786.jpg,0.0,0,0,Kelly,0.8,False,,a,6,31,0.0,256,96,0,2100,1220,30384,12959,0.0,0.0,Kelly,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
136,0,0,0,0.0,0.0,0,59125,,,0,0,0,0,0.0,350,39,,,0,4,0.0,0.0,0,Connor,0.0,0,0,0.0,371,41,False,0.0,362,37,0,Unknown - Unknown return date,2020-09-06T03:00:11.034332Z,45,0,0,,0,,59125.jpg,0.0,0,0,Wickham,1.1,False,,i,6,31,0.0,298,41,0,17182,7293,36228,18290,0.0,0.0,Wickham,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
137,1,4,53,,,1,60252,5.0,,0,0,0,0,54.6,16,12,3.0,,0,3,8.5,8.0,9,Andros,8.5,1,1,16.5,22,12,False,68.0,27,12,180,,,60,0,0,,0,,60252.jpg,8.5,0,0,Townsend,1.8,False,,a,6,31,42.0,40,17,17,94318,75570,37201,29579,1.4,2.8,Townsend,0,Crystal Palace,2.0,13.041903099540582,0.2,1.0,0.2,1.0,6.049328964117223,0.7734820469090025,0.7999999999999998,0.0,0.6,1.7999999999999998,0.2,0.0,6.520951549770291,6.837871083698079,5.660500123581978,6.4248308804396475,6.828770079145152,1.0868252582950484,2.662167322391399
138,0,0,11,,,0,66975,1.0,,-1,1,-1,1,28.5,61,42,1.0,,0,3,1.0,0.5,1,Luka,1.0,0,0,4.2,155,74,False,14.2,186,69,18,,,59,0,0,1.0,0,,66975.jpg,1.0,0,0,Milivojevic,0.6,False,,a,6,31,0.0,513,200,2,3057,1229,24079,11816,0.2,0.3,Milivojevic,0,Crystal Palace,2.0,3.0734820469090023,0.0,0.0,0.0,0.0,1.0,0.7734820469090025,0.7999999999999998,0.0,0.1,0.30000000000000004,0.0,0.0,1.5367410234545011,1.6328710836980795,1.2681445911979554,1.5017162311916383,1.5714343532566108,0.2604645802465256,0.6326662671754302
139,0,0,0,0.0,0.0,0,74230,2.0,,0,0,0,0,0.0,500,191,2.0,,0,2,0.0,0.0,0,Patrick,0.0,0,0,0.0,503,191,False,0.0,496,191,0,Shoulder Dislocation - Unknown return date,2020-08-15T10:00:11.682747Z,55,0,0,2.0,0,,74230.jpg,0.0,0,0,van Aanholt,0.1,False,,i,6,31,0.0,487,189,0,312,171,2365,1056,0.0,0.0,van Aanholt,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
140,1,0,6,,,1,80146,,,-1,1,-1,1,1.1,227,31,,,0,4,3.5,3.0,5,Jordan,3.5,1,0,7.8,80,20,False,16.4,174,20,170,,,59,0,0,4.0,0,,80146.jpg,3.5,0,0,Ayew,4.8,False,,a,6,31,60.0,22,12,7,42633,19886,151493,70713,0.6,1.2,Ayew,0,Crystal Palace,2.0,7.4684210526315775,0.5,2.0,0.4,0.0,3.6,0.0,0.7999999999999998,0.0,0.0,0.0,0.0,1.0,3.7342105263157888,2.4,3.260726531170376,3.685333824661563,3.952710685973991,0.6329170383586082,1.5373501445420068
141,0,3,62,,,1,82403,,,1,-1,1,-1,44.2,27,22,,,1,3,11.5,11.0,15,Wilfried,11.5,1,3,22.5,8,5,True,102.8,6,4,180,,,71,0,0,3.0,0,,82403.jpg,11.5,0,0,Zaha,16.9,False,,a,6,31,78.0,15,5,23,618879,525691,183957,109352,1.6,3.2,Zaha,0,Crystal Palace,2.0,14.193482046909,1.2,5.52,0.7999999999999999,2.0,10.349328964117221,0.7734820469090025,0.7999999999999998,0.0,0.3,0.8999999999999999,0.3,0.0,7.0967410234545,4.33287108369808,5.37928356605299,6.912153524129707,7.800044841810707,0.9995409892189437,2.6633594467916586
142,1,1,27,,,2,86417,,,0,0,0,0,35.0,45,35,,,0,3,4.5,4.0,7,Jeffrey,4.5,0,0,9.5,63,32,False,37.8,75,29,154,,,55,0,0,,0,,86417.jpg,4.5,0,0,Schlupp,0.2,False,,a,6,31,22.0,87,44,9,6194,5863,2821,1833,0.8,1.6,Schlupp,1,Crystal Palace,2.0,7.34190309954058,0.1,0.5,0.1,0.0,4.549328964117222,0.7734820469090025,0.7999999999999998,1.0,0.2,0.6000000000000001,0.2,1.0,3.67095154977029,1.3328710836980795,3.2129615194555794,3.616376076845737,3.7930449434356808,0.6674457363218709,1.5652990002355283
143,0,0,0,,,0,141020,,,-1,1,-1,1,0.0,425,171,,,0,3,0.0,-0.5,0,Max,0.0,0,0,0.0,440,170,False,0.0,433,167,0,,,49,0,0,,0,,141020.jpg,0.0,0,0,Meyer,0.1,False,,a,6,31,0.0,391,146,0,440,305,1486,680,0.0,0.0,Meyer,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
144,0,0,0,75.0,75.0,0,173954,,,0,0,0,0,0.0,381,148,,,0,3,0.0,-0.4,0,Jairo,0.0,0,0,0.0,397,148,False,0.0,388,143,0,Muscle injury - 75% chance of playing,2020-09-17T13:00:13.792094Z,45,0,0,,0,,173954.jpg,0.0,0,0,Riedewald,0.1,False,,d,6,31,0.0,338,119,0,580,120,4162,2051,0.0,0.0,Riedewald,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
145,0,0,0,0.0,0.0,0,232423,,,0,0,0,0,0.0,302,111,,,0,2,0.0,0.0,0,Nathan,0.0,0,0,0.0,324,111,False,0.0,315,111,0,Knee injury - Unknown return date,2020-08-26T09:30:07.992498Z,40,0,0,,0,,232423.jpg,0.0,0,0,Ferguson,1.4,False,,i,6,31,0.0,244,85,0,11829,6463,33729,18270,0.0,0.0,Ferguson,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
146,1,0,39,,,1,244723,,,1,-1,1,-1,1.9,213,60,,,0,2,5.5,5.0,5,Tyrick,5.5,1,0,3.1,192,63,False,29.6,105,41,180,,,41,0,0,,0,,244723.jpg,5.5,0,0,Mitchell,23.9,False,,a,6,31,0.0,252,92,11,703369,390288,96138,49560,1.3,2.7,Mitchell,0,Crystal Palace,2.0,8.562349240267588,0.0,0.0,0.0,0.0,3.7973158564688863,3.09392818763601,0.7999999999999998,0.0,0.0,0.0,0.0,1.0,4.281174620133794,3.3314843347923184,3.4908792881948587,4.170401472074879,4.288847843547311,1.04418893173995,2.1143214403656065
147,0,0,0,,,0,466955,,,0,0,0,0,0.0,410,164,,,0,3,0.0,-0.5,0,Brandon,0.0,0,0,0.0,425,163,False,0.0,418,160,0,,,45,0,0,,0,,466955.jpg,0.0,0,0,Pierrick,0.1,False,,a,6,31,0.0,373,136,0,1155,652,2223,1102,0.0,0.0,Pierrick,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
486,0,1,24,25.0,,1,19188,,,0,0,0,0,0.4,255,88,,,0,2,0.9,3.0,0,Scott,3.5,0,0,2.4,218,71,False,15.6,177,73,90,Unknown - 25% chance of playing,2020-09-25T09:00:10.989226Z,45,0,0,,0,,19188.jpg,7.0,0,0,Dann,1.1,False,,d,6,31,8.0,136,30,7,43415,8445,26503,14890,0.8,1.6,Dann,0,Crystal Palace,1.0,4.546964093818005,0.0,0.0,0.0,0.0,0.0,1.546964093818005,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,4.546964093818005,4.331484334792318,3.7566687618790695,4.436190945759089,4.5546373172315215,1.0104364652928899,2.1434594297003042
489,0,0,7,100.0,100.0,0,232413,4.0,,0,0,0,0,9.6,152,89,,,0,3,1.0,0.5,1,Eberechi,1.0,1,0,2.9,202,95,False,13.8,187,70,24,,2020-09-06T03:00:11.308404Z,60,0,0,,0,,232413.jpg,1.0,0,0,Eze,0.5,False,,a,6,31,6.0,166,87,2,8294,2712,15915,9552,0.2,0.3,Eze,0,Crystal Palace,2.0,2.7734820469090025,0.0,0.0,0.0,0.0,1.0,0.7734820469090025,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,1.3867410234545012,1.3328710836980795,1.1891671904697674,1.3590477364397722,1.3886593293078804,0.23112350390908354,0.5661346521414079
522,0,0,0,75.0,75.0,0,221272,,,0,0,0,0,0.0,300,109,,,0,2,0.0,-0.4,0,Sam,0.0,0,0,0.0,322,109,False,0.0,313,109,0,Knock - 75% chance of playing,2020-09-15T22:30:15.910235Z,40,0,0,,0,,221272.jpg,0.0,0,0,Woods,0.3,False,,d,6,31,0.0,241,82,0,12386,4264,6554,3889,0.0,0.0,Woods,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
534,0,0,0,,,0,114536,,,0,0,0,0,0.0,290,101,,,0,2,1.0,0.5,0,Ryan,0.0,0,0,0.0,312,101,False,0.0,303,101,0,,,40,0,0,,0,,114536.jpg,0.0,0,0,Inniss,0.1,False,,a,6,31,0.0,230,73,0,2285,2285,508,508,0.0,0.0,Inniss,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,
148,0,0,0,,,0,20467,5.0,,-1,1,-1,1,0.0,518,207,,,0,3,0.0,0.5,0,Theo,0.0,0,0,0.0,520,205,False,0.0,513,202,0,,,59,0,0,,0,,20467.jpg,0.0,0,0,Walcott,0.2,False,,a,7,11,0.0,511,198,0,1677,491,7698,3825,0.0,0.0,Walcott,0,Everton,,,,,,,,,,,,,,,,,,,,,
149,0,0,0,100.0,75.0,0,41823,,,-1,1,-1,1,0.0,415,166,,,0,3,0.0,0.4,0,Fabian,0.0,0,0,0.0,430,165,False,0.0,423,162,0,,2020-09-10T13:00:10.111328Z,49,0,0,,0,,41823.jpg,0.0,0,0,Delph,0.0,False,,a,7,11,0.0,379,139,0,185,115,1445,555,0.0,0.0,Delph,0,Everton,,,,,,,,,,,,,,,,,,,,,
150,0,0,16,,,0,55422,2.0,,-1,1,-1,1,21.7,82,54,2.0,,0,3,1.0,1.5,1,Gylfi,1.0,0,0,3.4,183,85,False,11.6,202,78,47,,,69,0,0,1.0,0,,55422.jpg,1.0,0,0,Sigurdsson,1.2,False,,a,7,11,0.0,540,216,2,3687,905,30905,14484,0.1,0.3,Sigurdsson,0,Everton,2.0,3.044091553522032,0.0,0.0,0.0,0.0,1.0,1.044091553522032,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,1.522045776761016,1.3678794411714423,1.5603646170011134,1.4712428334214551,1.5058343174108324,0.22058634445811826,0.5794329244991431
151,0,0,0,,,0,57513,,,0,0,0,0,0.0,347,22,,,0,1,0.0,0.5,0,Jonas,0.0,0,0,0.0,369,42,False,0.0,360,42,0,,,45,0,0,,0,,57513.jpg,0.0,0,0,Lössl,0.2,False,,a,7,11,0.0,295,21,0,754,270,2451,1202,0.0,0.0,Lössl,0,Everton,,,,,,,,,,,,,,,,,,,,,
152,0,0,42,,,1,59949,,,0,0,0,0,16.7,99,24,,,0,2,3.5,4.0,1,Seamus,3.5,2,0,6.6,93,25,False,36.0,82,30,180,,,50,0,0,,0,,59949.jpg,3.5,0,0,Coleman,1.9,False,,a,7,11,13.0,124,25,7,95868,28023,38698,20391,0.7,1.4,Coleman,0,Everton,2.0,7.176366214088128,0.0,0.0,0.0,0.0,3.963272882726872,4.176366214088128,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,3.588183107044064,3.4715177646857693,3.741458468004453,3.38497133368582,3.5233372696433287,0.7176366214088128,1.6046842686133862
153,0,0,0,0.0,0.0,0,66838,,,0,0,0,0,0.0,526,62,,,0,4,0.0,0.0,0,Cenk,0.0,0,0,0.0,527,63,False,0.0,523,61,0,Knee injury - Unknown return date,2020-08-15T10:00:11.707165Z,60,0,0,,0,,66838.jpg,0.0,0,0,Tosun,0.0,False,,i,7,11,0.0,520,63,0,140,60,241,115,0.0,0.0,Tosun,0,Everton,,,,,,,,,,,,,,,,,,,,,
154,0,0,0,,,0,100649,4.0,,-1,1,-1,1,0.0,520,208,3.0,,0,3,0.0,0.5,0,Bernard,0.0,0,0,0.0,521,206,False,0.0,515,203,0,,,59,0,0,,0,,100649.jpg,0.0,0,0,Anício Caldeira Duarte,0.1,False,,a,7,11,0.0,514,201,0,1481,568,5317,2620,0.0,0.0,Bernard,0,Everton,,,,,,,,,,,,,,,,,,,,,
155,1,3,57,,,1,101188,1.0,,0,0,1,-1,95.4,3,1,1.0,,1,2,6.5,7.0,1,Lucas,6.5,2,0,17.0,17,1,False,62.6,34,7,180,,,61,0,0,,0,,101188.jpg,6.5,0,0,Digne,14.1,False,,a,7,11,12.0,128,28,13,462182,139161,147946,100238,1.1,2.1,Digne,0,Everton,2.0,14.044787266719705,0.1,0.6000000000000001,0.1,0.0,6.063272882726872,4.176366214088128,0.30000000000000004,0.0,0.6,1.7999999999999998,0.5,0.0,7.022393633359853,8.07651776468577,6.7749285379820074,6.604599020643897,7.1130721861074635,1.1512120710425988,2.843284072746963
156,0,0,57,,,1,106611,,,0,0,0,0,11.1,136,31,,,0,2,6.5,7.0,7,Michael,6.5,2,1,12.8,35,5,False,75.4,15,3,180,,,50,0,0,,0,,106611.jpg,6.5,0,0,Keane,4.0,False,,a,7,11,41.0,43,4,13,153646,120538,40851,27827,1.3,2.6,Keane,0,Everton,2.0,11.376366214088128,0.6,3.6,0.6,1.0,8.16327288272687,4.176366214088128,0.30000000000000004,0.0,0.2,0.6000000000000001,0.2,0.0,5.688183107044064,3.4715177646857693,5.140162669412545,5.109451364809823,5.895504952402935,1.1376366214088127,2.5438328191632977
157,0,1,47,,,1,111234,,,0,0,0,0,0.0,463,49,,,0,1,4.5,5.0,1,Jordan,4.5,2,0,5.3,122,3,False,52.4,44,3,180,,,50,0,0,,0,,111234.jpg,4.5,0,7,Pickford,9.4,False,,a,7,11,0.0,441,49,9,284674,77444,113243,74941,0.9,1.8,Pickford,0,Everton,2.0,9.176366214088127,0.0,0.0,0.0,0.0,3.963272882726872,4.176366214088128,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,4.588183107044063,5.471517764685769,4.741458468004454,4.384971333685819,4.52333726964333,0.9176366214088126,2.051897864113344
158,0,0,22,,,1,120250,,,0,0,0,0,20.5,88,57,,,0,3,2.5,3.0,2,André Filipe,2.5,2,0,5.7,113,59,False,15.0,180,66,157,,,55,0,0,,0,,120250.jpg,2.5,0,0,Tavares Gomes,0.5,False,,a,7,11,22.0,88,45,5,11334,3537,9972,5851,0.5,0.9,André Gomes,0,Everton,2.0,5.5440915535220325,0.1,0.5,0.0,0.0,2.7408182206817178,1.044091553522032,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,2.7720457767610163,2.8678794411714423,2.7268770219306484,2.6765380752219317,2.788235232025072,0.5040083230474575,1.1820042907519863
159,0,0,2,,,0,153133,,,-1,1,-1,1,6.0,170,102,,,0,3,0.5,1.0,1,Alex,0.5,0,0,0.9,268,121,False,0.0,517,204,19,,,59,0,0,,0,,153133.jpg,1.0,0,0,Iwobi,0.2,False,,a,7,11,4.0,182,92,1,1061,420,4911,2025,0.1,0.2,Iwobi,0,Everton,1.0,1.522045776761016,0.0,0.0,0.0,0.0,1.0,0.522045776761016,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,1.522045776761016,,1.5603646170011134,1.4712428334214551,1.5058343174108324,0.25797386046796883,0.6266163298542479
160,0,0,0,,,0,153673,,,-1,1,-1,1,0.0,321,129,,,0,2,0.0,0.5,0,Jonjoe,0.0,0,0,0.0,343,129,False,0.0,333,128,0,,,44,0,0,,0,,153673.jpg,0.0,0,0,Kenny,0.2,False,,a,7,11,0.0,265,105,0,1951,959,5832,2915,0.0,0.0,Kenny,0,Everton,,,,,,,,,,,,,,,,,,,,,
161,0,0,0,0.0,0.0,0,160987,,,0,0,0,0,0.0,467,189,,,0,3,0.0,0.0,0,Jean-Philippe,0.0,0,0,0.0,476,188,False,0.0,469,185,0,Achilles injury - Expected back 21 Nov,2020-08-15T10:00:11.729677Z,50,0,0,,0,,160987.jpg,0.0,0,0,Gbamin,0.0,False,,i,7,11,0.0,447,170,0,54,28,63,36,0.0,0.0,Gbamin,0,Everton,,,,,,,,,,,,,,,,,,,,,
162,0,0,44,,,1,164511,,,0,0,0,0,1.9,215,62,,,0,2,3.5,4.0,1,Yerry,3.5,2,0,5.4,120,35,False,48.4,49,13,180,,,55,0,0,,0,,164511.jpg,3.5,0,0,Mina,1.5,False,,a,7,11,3.0,186,56,7,33584,13914,21252,13561,0.6,1.3,Mina,0,Everton,2.0,7.176366214088128,0.0,0.0,0.0,0.0,3.963272882726872,4.176366214088128,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,3.588183107044064,3.4715177646857693,3.741458468004453,3.38497133368582,3.5233372696433287,0.6523969285534662,1.5300064176737889
163,0,0,4,,,0,173807,,,-1,1,-1,1,0.0,485,198,,,0,3,0.5,1.0,0,Tom,0.5,0,0,0.2,293,138,False,2.0,270,124,1,,,54,0,0,,0,,173807.jpg,1.0,0,0,Davies,0.1,False,,a,7,11,0.0,470,183,1,983,417,3281,1787,0.1,0.2,Davies,0,Everton,1.0,1.522045776761016,0.0,0.0,0.0,0.0,0.0,0.522045776761016,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,1.522045776761016,1.3678794411714423,1.5603646170011134,1.4712428334214551,1.5058343174108324,0.2818603290298178,0.6549842161734163
164,0,5,108,,,1,177815,,,2,-2,3,-3,14.1,116,16,,,1,4,12.5,13.0,17,Dominic,12.5,2,4,33.0,3,1,True,138.0,2,1,158,,,73,0,0,,0,,177815.jpg,12.5,0,0,Calvert-Lewin,26.6,False,,a,7,11,178.0,2,1,25,1254915,855219,150292,81744,1.7,3.4,Calvert-Lewin,0,Everton,2.0,18.5,2.3,9.2,2.1,3.0,13.4,0.0,0.30000000000000004,0.0,0.1,0.30000000000000004,0.0,0.0,9.25,5.1,7.6637356936611605,8.400609594209056,9.86561737767054,1.2671232876712328,3.423578597163924
165,0,0,0,0.0,0.0,0,194164,,,-1,1,-1,1,0.0,429,172,,,0,2,0.0,0.0,0,Mason,0.0,0,0,0.0,444,172,False,0.0,437,172,0,Toe Injury - Expected back 28 Nov,2020-09-06T01:30:17.999031Z,49,0,0,,0,,194164.jpg,0.0,0,0,Holgate,0.1,False,,i,7,11,0.0,398,162,0,145,68,4088,1498,0.0,0.0,Holgate,0,Everton,,,,,,,,,,,,,,,,,,,,,
166,3,1,57,,,1,212319,,,0,0,0,0,36.7,42,3,,,0,4,7.0,7.5,12,Richarlison,7.0,2,0,24.8,6,2,False,65.6,30,10,180,,,80,0,0,,0,,212319.jpg,7.0,0,0,de Andrade,11.4,False,,a,7,11,146.0,4,2,14,243365,98410,173443,83730,0.9,1.8,Richarlison,0,Everton,2.0,19.605263157894736,1.8,7.2,0.9,0.0,9.3,0.0,0.30000000000000004,0.0,1.0,3.0,0.9,3.0,9.802631578947368,5.9,8.099484639509878,8.890654511677093,10.46361023707784,1.225328947368421,3.4657536314735387
167,0,0,0,,,0,222627,,,0,0,0,0,0.0,396,40,,,0,1,0.0,0.5,0,João,0.0,0,0,0.0,411,54,False,0.0,404,54,0,,,45,0,0,,0,,222627.jpg,0.0,0,0,Virgínia,0.1,False,,a,7,11,0.0,357,39,0,249,113,1205,583,0.0,0.0,Virgínia,0,Everton,,,,,,,,,,,,,,,,,,,,,
