id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,xG_week5,goals_week5,xPoints week 5,clean_sheet_points,xGA_week5,cleansheet_week5,xA,xA_points,xA_week5,assists_week5,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,next1_xP,next5_xP,next10_xP,value,valuePoints metric
276,1,5,62,100.0,75.0,1,103955,,,1,-1,1,-1,96.5,35,26,2.0,,0,3,8.3,5.8,11,Raheem,7.3,7,2,37.9,17,10,False,109.4,52,20,351,,2020-10-05T14:30:18.130093Z,116,0,0,6.0,0,,103955.jpg,6.8,0,0,Sterling,7.2,False,,a,12,43,173.0,20,7,27,561051,95638,328679,26320,0.6,2.3,Sterling,0,Manchester City,3.9705882352941178,22.655118090899983,1.2,6.0,0.5,1.0,7.906569659740598,0.8640836081413659,0.8999999999999995,1.0,0.5,1.5,0.0,0.0,5.705733445115553,,,,,,,,4.7363004938030215,0.0,0.0,1.0,0.0,0.3,1.0,4.074273578214334,0.4,0.0,2.6,0.0,0.0,0.0,6.301896517994656,0.29999999999999993,1.0,1.6,0.0,0.2,0.0,5.052193286927826,5.562274607232443,5.941394465241133,0.49187357285478905,1.67526102306657
277,0,3,28,100.0,100.0,1,121145,,,0,0,-1,1,38.8,120,26,,,0,2,3.7,3.2,8,João Pedro Cavaco,2.7,0,0,7.2,246,81,False,27.2,257,103,90,,2020-09-21T22:00:11.898705Z,54,0,0,,0,,121145.jpg,8.0,0,0,Cancelo,0.6,False,,a,12,43,6.0,274,89,8,19613,8923,47962,1512,0.5,1.5,Cancelo,1,Manchester City,1.0,5.170484227460932,0.0,0.0,0.0,0.0,5.926278638962398,0.8704842274609316,0.8999999999999995,1.0,0.1,0.30000000000000004,0.1,0.0,5.170484227460932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7249738675059945,4.8599884171149235,5.146357477560366,0.9574970791594318,2.2250221449760343
278,0,0,66,,,1,121160,,,0,0,0,0,0.0,580,65,,,0,1,4.7,4.2,7,Ederson,3.7,7,0,9.1,200,13,False,91.0,78,12,360,,,60,0,0,,0,,121160.jpg,3.2,0,11,Santana de Moraes,6.0,False,,a,12,43,0.0,580,65,13,153736,32358,129754,10310,0.6,2.2,Ederson,0,Manchester City,4.0625,12.536342174060035,0.0,0.0,0.0,0.0,4.626278638962396,3.5363421740600347,0.8999999999999995,1.0,0.0,0.0,0.0,0.0,3.0858688428455467,,,,,,,,3.4715177646857693,0.0,0.0,1.0,0.0,0.0,0.0,0.2970943128573355,0.0,0.0,2.6,0.0,0.0,0.0,4.807586071978622,0.0,0.0,1.6,0.0,0.0,0.0,2.730027024032249,2.7862614974490536,3.0217684138931014,0.5143114738075911,1.2598006796873937
279,0,0,57,75.0,,1,126184,,,0,0,0,0,24.7,176,49,,,0,2,3.5,4.2,5,Nathan,3.7,6,1,10.8,172,56,False,64.4,134,51,289,Groin Injury - 75% chance of playing,2020-10-21T22:00:15.228173Z,55,0,0,,0,,126184.jpg,3.2,0,0,Aké,7.5,False,,d,12,43,19.0,199,58,13,236512,39549,238981,23768,0.7,2.4,Aké,2,Manchester City,4.0625,7.136342174060035,0.1,0.6000000000000001,0.0,0.0,2.6262786389623973,3.5363421740600347,0.8999999999999995,1.0,0.0,0.0,0.0,0.0,1.7566380736147778,,,,,,,,3.4715177646857693,0.0,0.0,1.0,0.0,0.0,0.0,-0.10290568714266483,0.1,1.0,2.6,0.0,0.0,0.0,1.0,0.0,0.0,1.6,0.0,0.0,0.0,1.3566517422394415,1.4516702531662151,1.7122169943494114,0.31938874065723233,0.7490329913444204
280,0,0,9,50.0,100.0,0,146941,,,0,0,0,0,0.7,329,120,,,0,2,0.8,1.2,0,Aymeric,0.7,1,0,1.8,343,127,False,10.8,311,124,90,Muscle injury - 50% chance of playing,2020-10-17T22:30:19.767834Z,60,0,0,,0,,146941.jpg,2.0,0,0,Laporte,2.7,False,,d,12,43,6.0,277,90,2,47012,3047,200501,23533,0.1,0.3,Laporte,0,Manchester City,1.0,3.4704842274609313,0.1,0.6000000000000001,,,,0.8704842274609316,0.8999999999999995,0.0,0.0,0.0,,,3.4704842274609313,,,,,,,,,,,,,,,,,,,,,,3.407586071978621,0.1,0.0,1.6,0.0,0.0,0.0,2.9353053263643534,3.149099952165408,3.486331156612247,0.5784140379101552,1.4168192529427255
281,0,0,20,100.0,100.0,1,165809,4.0,,0,0,-1,1,19.9,197,116,,,0,3,2.3,1.8,3,Bernardo Mota,1.3,0,0,5.1,280,129,False,19.0,281,117,115,,2020-09-08T22:30:12.089513Z,74,0,0,,0,,165809.jpg,2.0,0,0,Veiga de Carvalho e Silva,0.6,False,,a,12,43,12.0,226,115,4,20224,5579,40945,2889,0.2,0.5,Bernardo Silva,0,Manchester City,2.0,4.7352421137304646,0.2,1.0,0.0,0.0,2.406569659740599,0.4352421137304658,0.8999999999999995,1.0,0.1,0.30000000000000004,0.0,0.0,2.3676210568652327,,,,,,,,,,,,,,,,,,,,,,2.3,0.2,0.0,1.6,0.0,0.1,0.0,2.084378763021688,2.269127546458826,2.4382055875728623,0.31994879146827465,0.8703548102922568
282,0,1,28,0.0,0.0,0,205651,,,-1,1,-2,2,13.8,224,30,,,0,4,0.0,0.0,0,Gabriel Fernando,0.0,1,1,10.6,177,26,False,47.0,187,20,90,Thigh injury - Unknown return date,2020-09-25T18:00:17.193627Z,93,0,0,5.0,0,,205651.jpg,6.0,0,0,de Jesus,0.8,False,,i,12,43,45.0,108,32,6,121721,166,203152,4820,0.0,0.6,Jesus,1,Manchester City,1.0,4.1,0.3,1.2,,,,0.0,0.8999999999999995,0.0,0.3,0.8999999999999999,,,4.1,,,,,,,,4.1,0.3,1.0,1.0,0.0,0.3,0.0,,,,2.6,0.0,,,,,,1.6,0.0,,,3.4723202120085173,4.023780745353393,4.379815753363161,0.4408602150537634,1.3444429633571033
283,0,0,0,100.0,0.0,0,206325,,,0,0,0,0,0.0,568,213,,,0,2,1.0,0.0,0,Oleksandr,0.0,0,0,0.0,570,213,False,0.0,567,213,0,,2020-10-01T01:00:15.242512Z,55,0,0,,0,,206325.jpg,0.0,0,0,Zinchenko,0.2,False,,a,12,43,0.0,566,213,0,2819,145,19900,884,0.0,0.0,Zinchenko,0,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1,2,60,,,1,209244,5.0,,0,0,1,-1,56.0,80,54,,,0,3,4.3,3.8,6,Phil,3.3,5,1,24.9,55,30,False,62.8,140,52,331,,,66,0,0,,0,,209244.jpg,4.8,0,0,Foden,7.5,False,,a,12,43,131.0,30,12,19,577379,45166,357523,32184,0.5,2.9,Foden,0,Manchester City,3.9583333333333335,18.4524511661835,1.2,6.0,0.6,0.0,6.697604142499219,0.8614166834248802,0.8999999999999995,1.0,0.1,0.30000000000000004,0.0,1.0,4.661671873562146,,,,,,,,6.367879441171442,0.4,1.0,1.0,0.0,0.0,0.0,2.074273578214334,0.0,0.0,2.6,0.0,0.0,0.0,3.5018965179946555,0.2,0.0,1.6,0.0,0.1,0.0,4.096996211117911,4.52900386527033,4.857717653083483,0.7063139202366888,1.8145533157977998
285,0,0,0,,,0,220394,,,0,0,0,0,0.0,477,188,,,0,3,1.0,0.5,0,Tommy,0.0,0,0,0.0,493,188,False,0.0,489,188,0,,,45,0,0,,0,,220394.jpg,0.0,0,0,Doyle,0.1,False,,a,12,43,0.0,447,171,0,2496,180,4062,367,0.0,0.0,Doyle,0,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,0,0,52,,,1,220566,,,-1,1,-1,1,55.4,81,55,,,0,3,3.0,2.5,2,Rodrigo,2.0,7,0,11.6,159,79,False,50.8,176,69,360,,,54,0,0,,0,,220566.jpg,1.8,0,0,Hernandez,0.5,False,,a,12,43,10.0,237,123,7,14985,1448,24671,2553,0.4,1.3,Rodrigo,2,Manchester City,3.888888888888889,13.546304110031462,1.1,5.5,0.30000000000000004,0.0,3.2065696597405995,0.8463041100314612,0.8999999999999995,1.0,0.4,1.2000000000000002,0.10000000000000003,0.0,3.4833353425795184,,,,,,,,1.3678794411714423,0.0,0.0,1.0,0.0,0.0,0.0,3.0742735782143344,0.2,0.0,2.6,0.0,0.0,0.0,6.101896517994655,0.6000000000000001,0.0,1.6,0.0,0.3,0.0,2.879421265891345,3.3459026075203204,3.6968733636107767,0.6450621004776885,1.4989888634517978
287,1,0,15,,,0,224444,,,0,0,-1,1,24.0,180,106,,,0,3,3.0,2.5,0,Ferran,2.0,3,0,8.2,224,103,False,17.6,289,122,99,,,69,0,0,,0,,224444.jpg,2.3,0,0,Torres,0.8,False,,a,12,43,41.0,124,65,7,19191,1020,46784,4542,0.3,1.0,Torres,0,Manchester City,3.0434782608695654,7.553359438435416,0.2,1.0,,,,0.6623249556767958,0.8999999999999995,0.0,0.2,0.6000000000000001,,,2.4818181012002083,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,2.6,0.0,0.1,0.0,4.9027229642756485,0.2,0.0,1.6,0.0,0.1,1.0,2.2357242029724853,2.3878355262728856,2.5358421077292013,0.35968378278263885,0.9448120039553461
288,0,0,17,100.0,100.0,0,432656,,,0,0,-2,2,15.8,212,59,,,0,2,1.0,0.5,0,Eric,0.0,5,0,3.0,312,111,False,14.6,295,120,90,,2020-10-03T19:00:20.343624Z,48,0,0,,0,,432656.jpg,0.0,0,0,Garcia,0.2,False,,a,12,43,0.0,485,187,0,5457,637,13700,936,0.0,0.0,Garcia,0,Manchester City,,,0.0,0.0,,,,,0.8999999999999995,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.2970943128573355,0.0,0.0,2.6,0.0,0.0,0.0,,,,1.6,0.0,,,,,,,
537,0,0,0,100.0,25.0,0,449926,,,0,0,0,0,0.0,486,197,,,0,3,1.0,0.1,0,Adrián,0.0,0,0,0.0,502,197,False,0.0,498,197,0,,2020-09-24T23:30:12.771005Z,45,0,0,,0,,449926.jpg,0.0,0,0,Bernabé,0.0,False,,a,12,43,0.0,458,181,0,414,56,342,50,0.0,0.0,Bernabé,0,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,0,0,0,,,0,164484,,,0,0,0,0,0.0,467,45,,,0,1,1.0,0.5,0,Zack,0.0,0,0,0.0,483,60,False,0.0,479,60,0,,,45,0,0,,0,,164484.jpg,0.0,0,0,Steffen,0.0,False,,a,12,43,0.0,434,43,0,484,74,351,102,0.0,0.0,Steffen,0,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,0,0,0,,,0,463034,,,0,0,0,0,0.3,347,48,,,0,4,1.3,0.8,0,Liam,0.3,4,0,0.2,378,49,False,0.0,499,50,39,,,45,0,0,,0,,463034.jpg,1.0,0,0,Delap,1.0,False,,a,12,43,4.0,284,48,1,106909,10220,57472,9118,0.1,0.2,Delap,0,Manchester City,1.0,1.0,0.0,0.0,,,,0.0,0.8999999999999995,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,1.4,0.1,0.0,2.6,0.0,0.0,0.0,,,,1.6,0.0,,,1.0,1.0,1.0,0.2222222222222222,0.4714045207910317
552,0,0,0,,,0,244851,,,0,0,0,0,0.0,484,195,,,0,3,1.0,0.5,0,Cole,0.0,0,0,0.0,500,195,False,0.0,496,195,0,,,45,0,0,,0,,244851.jpg,0.0,0,0,Palmer,0.0,False,,a,12,43,0.0,455,179,0,582,122,288,85,0.0,0.0,Palmer,0,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,0,0,37,,,1,171314,,,0,0,0,0,3.3,287,95,,,0,2,4.5,4.0,5,Rúben Santos,3.5,1,0,4.6,290,101,False,34.6,238,94,180,,,55,0,0,,0,,171314.jpg,3.5,0,0,Gato Alves Dias,1.1,False,,a,12,43,8.0,258,82,7,77657,40357,10495,3574,0.6,1.3,Dias,1,Manchester City,2.0,5.940968454921862,0.2,1.2000000000000002,0.0,0.0,2.6262786389623973,1.7409684549218631,0.8999999999999995,1.0,0.0,0.0,0.0,0.0,2.970484227460932,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,2.435305326364353,2.649099952165408,2.9863311566122466,0.5400880413565331,1.2666187304354255
289,0,0,0,0.0,0.0,0,42899,,,0,0,-1,1,0.0,509,51,,,0,1,0.0,0.0,0,Sergio,0.0,0,0,0.0,522,63,False,0.0,519,63,0,Not included in Manchester United's 25-man Premier League squad. - Unknown return date,2020-09-18T11:00:13.071653Z,49,0,0,,0,,42899.jpg,0.0,0,0,Romero,0.1,False,,n,13,1,0.0,490,50,0,322,28,6366,328,0.0,0.0,Romero,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1,0,24,,,0,43670,2.0,,0,0,-1,1,46.5,103,69,4.0,,0,3,1.7,2.2,5,Juan,1.7,1,0,9.5,197,91,False,29.8,251,100,90,,,59,0,0,5.0,0,,43670.jpg,5.0,0,0,Mata,0.1,False,,a,13,1,19.0,200,106,5,3463,1321,5992,577,0.3,0.8,Mata,0,Manchester Utd,1.0,4.213490911011602,0.1,0.5,0.1,0.0,4.639846118852646,0.1224564282529819,0.6000000000000005,0.0,0.1,0.30000000000000004,0.1,1.0,4.213490911011602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.307781994835447,4.278654980615402,4.235003719028276,0.7141510018663733,1.7346667563119418
291,0,0,51,,,0,51940,,,0,0,0,0,0.0,561,62,,,0,1,1.3,1.8,3,David,1.3,12,0,9.0,202,14,False,88.8,83,14,360,,,55,0,0,,0,,51940.jpg,1.2,0,11,de Gea,3.8,False,,a,13,1,0.0,560,62,5,66151,5744,121890,10930,0.2,0.9,de Gea,0,Manchester Utd,4.166666666666667,7.040940470883032,0.0,0.0,0.0,0.0,5.195246544376103,2.040940470883032,0.6000000000000005,0.0,0.0,0.0,0.0,0.0,1.6898257130119276,,,,,,,,1.8075860719786208,0.0,0.0,1.6,0.0,0.0,0.0,2.4010353748912148,0.0,0.0,2.3,0.0,0.0,0.0,-0.9190323542167824,0.0,0.0,3.9,0.0,0.0,0.0,1.4825550103371063,1.673536530185597,1.6552108244417094,0.30724103872944136,0.7205441050605463
292,0,0,0,0.0,0.0,0,55909,,,0,0,-1,1,0.0,512,199,,,0,2,0.0,0.0,0,Chris,0.0,0,0,0.0,525,199,False,0.0,522,199,0,Joined Roma on a permanent deal on 5/10,2020-10-05T20:30:12.521425Z,49,0,0,,0,,55909.jpg,0.0,0,0,Smalling,0.1,False,,u,13,1,0.0,493,190,0,1823,18,9953,990,0.0,0.0,Smalling,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,0,0,1,,,0,58498,,,0,0,-2,2,0.1,359,50,,,0,4,0.0,0.5,0,Odion,0.0,1,0,0.2,379,50,False,0.0,582,69,9,,,63,0,0,,0,,58498.jpg,1.0,0,0,Ighalo,0.2,False,,a,13,1,2.0,309,49,1,5266,359,16489,1288,0.0,0.2,Ighalo,0,Manchester Utd,1.0,1.0,0.0,0.0,,,,0.0,0.6000000000000005,0.0,0.0,0.0,,,1.0,,,,,,,,1.0,0.0,0.0,1.6,0.0,0.0,0.0,,,,2.3,0.0,,,,,,3.9,0.0,,,1.0,1.0,1.0,0.15873015873015872,0.3984095364447979
294,0,0,0,,,0,58893,,,0,0,-1,1,0.0,514,201,,,0,2,0.0,0.5,0,Marcos,0.0,0,0,0.0,527,201,False,0.0,524,201,0,,,49,0,0,,0,,58893.jpg,0.0,0,0,Rojo,0.1,False,,a,13,1,0.0,495,192,0,557,79,2633,208,0.0,0.0,Rojo,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1,0,28,,,0,62398,,,-1,1,-1,1,17.5,203,121,,,0,3,2.0,2.5,1,Nemanja,2.0,6,0,5.5,269,122,False,28.4,256,104,136,,,49,0,0,,0,,62398.jpg,2.0,0,0,Matic,0.3,False,,a,13,1,9.0,242,125,6,8798,551,13650,1560,0.4,1.2,Matic,1,Manchester Utd,3.0,4.658403767517567,0.0,0.0,0.0,0.0,1.0,0.3673692847589457,0.6000000000000005,0.0,0.0,0.0,0.0,0.0,1.5528012558391886,,,,,,,,,,,,,,,2.496810567860735,0.0,0.0,2.3,0.0,0.0,1.0,1.0,0.0,0.0,3.9,0.0,0.0,0.0,1.5009835801704834,1.548728960132606,1.5441475336966342,0.3168982154773854,0.7014841031459529
296,0,0,19,,,0,74208,,,-1,1,-2,2,24.6,179,105,3.0,,0,3,1.7,2.2,1,Paul,1.7,8,0,7.3,244,112,False,29.8,252,101,241,,,78,0,0,3.0,0,,74208.jpg,1.8,0,0,Pogba,1.4,False,,a,13,1,20.0,195,104,7,57583,2952,106440,8494,0.2,0.9,Pogba,0,Manchester Utd,3.888888888888889,7.976219443206041,0.1,0.5,0.0,0.0,1.0,0.4762194432060408,0.6000000000000005,0.0,0.0,0.0,0.0,0.0,2.0510278568244105,,,,,,,,2.7018965179946552,0.1,0.0,1.6,0.0,0.0,0.0,2.100258843722804,0.0,0.0,2.3,0.0,0.0,0.0,2.020241911445805,0.0,0.0,3.9,0.0,0.0,0.0,2.0226919460741506,2.0580828341141397,2.0472223270288747,0.26295228933646286,0.7343857776705903
297,0,0,0,0.0,0.0,0,76359,,,0,0,-1,1,0.0,517,202,,,0,2,0.0,0.0,0,Phil,0.0,0,0,0.0,530,202,False,0.0,527,202,0,Not included in Manchester United's 25-man Premier League squad. - Unknown return date,2020-09-18T09:30:16.753619Z,49,0,0,,0,,76359.jpg,0.0,0,0,Jones,0.0,False,,n,13,1,0.0,498,193,0,444,39,3924,162,0.0,0.0,Jones,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1,0,67,75.0,75.0,0,95658,,,0,0,-1,1,6.8,266,82,,,1,2,2.8,3.2,8,Harry,3.7,12,1,14.6,124,34,False,76.6,109,38,360,Unknown - 75% chance of playing,2020-10-20T00:00:14.305483Z,54,0,0,,0,,95658.jpg,2.8,0,0,Maguire,2.8,False,,d,13,1,62.0,77,10,11,69459,10205,155433,10811,0.7,2.0,Maguire,1,Manchester Utd,3.928571428571429,6.4153497838769065,0.2,1.2000000000000002,0.2,1.0,5.3952465443761035,1.9243153011182872,0.6000000000000005,0.0,0.0,0.0,0.0,0.0,1.6329981268050309,,,,,,,,0.8075860719786215,0.0,0.0,1.6,0.0,0.0,0.0,2.7975870990291463,0.0,0.0,2.3,0.0,0.0,1.0,-0.9190323542167824,0.0,0.0,3.9,0.0,0.0,0.0,1.481514405027365,1.6431446470972098,1.6099013679319727,0.30240706051945015,0.7027305055004214
299,0,0,25,,,0,101582,4.0,,-1,1,-2,2,16.7,207,124,5.0,,0,3,1.3,1.8,2,Frederico,1.3,4,0,4.8,287,132,False,21.8,270,111,138,,,53,0,0,,0,,101582.jpg,1.3,0,0,Rodrigues de Paula Santos,0.1,False,,a,13,1,10.0,236,122,4,2608,363,7386,464,0.2,0.8,Fred,0,Manchester Utd,3.0769230769230766,5.176789010009175,0.1,0.5,0.1,0.0,3.3488116360940268,0.3767890100091751,0.6000000000000005,0.0,0.1,0.30000000000000004,0.1,0.0,1.682456428252982,,,,,,,,,,,,,,,1.0,0.0,0.0,2.3,0.0,0.0,0.0,1.0,0.0,0.0,3.9,0.0,0.0,0.0,1.6781240994193554,1.7008859512722734,1.6836068284121766,0.3174446091043362,0.7308123720913908
300,0,0,43,,,0,106760,3.0,,0,0,-1,1,52.3,89,19,,,0,2,-0.3,0.2,0,Luke,-0.3,12,0,12.9,144,44,False,48.2,182,74,360,,,49,1,0,,0,,106760.jpg,0.0,0,0,Shaw,1.1,False,,a,13,1,27.0,163,42,0,63024,1328,86646,8547,-0.1,0.0,Shaw,1,Manchester Utd,,,0.0,0.0,0.0,0.0,2.495246544376105,,0.6000000000000005,0.0,0.2,0.6000000000000001,0.1,0.0,,,,,,,,,1.8075860719786208,0.0,0.0,1.6,0.0,0.0,0.0,1.401035374891215,0.0,0.0,2.3,0.0,0.0,0.0,-1.6190323542167824,0.0,0.0,3.9,0.0,0.1,0.0,,,,,
301,0,0,0,75.0,,0,109322,,,0,0,-1,1,0.0,575,232,,,0,3,0.0,0.5,0,Jesse,0.0,0,0,0.0,578,233,False,0.0,576,233,0,Unknown - 75% chance of playing,2020-10-20T00:00:14.327114Z,59,0,0,6.0,0,,109322.jpg,0.0,0,0,Lingard,0.2,False,,d,13,1,0.0,575,232,0,3728,207,10752,937,0.0,0.0,Lingard,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2,6,123,,,0,141746,1.0,,0,0,0,0,214.5,2,2,1.0,,2,3,9.7,10.2,11,Bruno Miguel,9.7,10,3,54.4,8,6,False,207.0,7,4,315,,,105,0,1,1.0,0,,141746.jpg,7.8,0,0,Borges Fernandes,21.8,False,,a,13,1,123.0,32,14,31,1100792,114865,786302,53094,0.9,3.0,Fernandes,1,Manchester Utd,3.9743589743589753,28.328754770112425,2.8,12.56,1.1,1.0,11.839846118852645,0.4866858045951845,0.6000000000000005,0.0,0.9,2.7,0.5,1.0,7.1278802324799,,,,,,,,3.5018965179946555,0.2,0.0,1.6,0.0,0.1,0.0,9.596810567860738,0.7,1.0,2.3,0.0,0.2,1.0,5.3,0.7999999999999999,1.0,3.9,0.0,0.10000000000000003,0.0,7.777313904588582,7.456108988796065,7.2640112583934995,0.6788457364266571,2.199711596000446
303,1,0,10,0.0,0.0,0,148225,,,0,0,-2,2,11.1,249,37,,,0,4,0.0,0.0,0,Anthony,1.0,10,0,7.6,240,35,False,3.6,355,40,206,Suspended until 07 Nov,2020-10-04T17:30:13.903214Z,88,0,0,4.0,0,,148225.jpg,1.7,1,0,Martial,4.2,False,,s,13,1,62.0,79,26,5,496342,459,1032464,47684,0.1,0.6,Martial,0,Manchester Utd,2.9411764705882355,3.691034482758621,0.1,0.4,,,,0.0,0.6000000000000005,0.0,0.0,0.0,,,1.2549517241379309,,,,,,,,2.0,0.0,0.0,1.6,0.0,0.0,0.0,2.4,0.1,0.0,2.3,0.0,0.0,0.0,-0.5991735537190084,0.0,0.0,3.9,0.0,0.0,1.0,1.2797902132516643,1.266721906240696,1.2600800342649998,0.1426081504702194,0.42304413990590073
304,0,0,0,0.0,0.0,0,156689,,,0,0,-1,1,0.0,523,212,,,0,3,0.0,0.0,0,Andreas,0.0,0,0,0.0,536,212,False,0.0,533,212,0,Joined Lazio on loan until the end of the season on 2/10. - Expected back 01 Jul,2020-10-07T10:30:13.243805Z,49,0,0,,0,,156689.jpg,0.0,0,0,Pereira,0.0,False,,n,13,1,0.0,508,203,0,883,30,4275,462,0.0,0.0,Pereira,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,0,0,0,,,0,172649,,,0,0,-1,1,0.0,556,58,,,0,1,0.0,0.5,0,Dean,0.0,0,0,0.0,564,65,False,0.0,561,65,0,,,54,0,0,,0,,172649.jpg,0.0,0,0,Henderson,1.8,False,,a,13,1,0.0,553,58,0,8478,425,95164,6585,0.0,0.0,Henderson,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2,2,82,,,0,176297,,,0,0,0,0,96.5,34,25,2.0,,1,3,8.0,8.5,15,Marcus,8.0,12,2,38.6,15,8,False,127.0,31,11,360,,,95,0,0,2.0,0,,176297.jpg,6.5,0,0,Rashford,6.5,False,,a,13,1,162.0,23,9,26,441889,69533,350096,22186,0.8,2.7,Rashford,0,Manchester Utd,4.0,19.871894678529173,1.0,5.0,0.8,1.0,12.630880601611269,0.4898257130119276,0.6000000000000005,0.0,0.6,1.7999999999999998,0.5,2.0,4.9679736696322925,,,,,,,,2.5018965179946555,0.0,0.0,1.6,0.0,0.1,0.0,3.100258843722804,0.2,1.0,2.3,0.0,0.0,0.0,2.020241911445805,0.0,0.0,3.9,0.0,0.0,0.0,5.226637107885256,5.111028650210272,5.0234238240780975,0.5229445968033992,1.6118234976559198
307,0,0,0,100.0,25.0,0,180804,,,0,0,0,0,0.0,470,189,,,0,2,0.0,0.1,0,Axel,0.0,0,0,0.0,486,189,False,0.0,482,189,0,,2020-09-11T11:00:09.121147Z,45,0,0,,0,,180804.jpg,0.0,0,0,Tuanzebe,0.1,False,,a,13,1,0.0,437,177,0,3126,2952,1580,257,0.0,0.0,Tuanzebe,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,0,0,44,,,0,184667,,,0,0,-1,1,3.9,280,90,,,0,2,1.0,1.5,2,Victor,1.0,6,0,6.5,253,87,False,57.6,155,62,270,,,49,0,0,,0,,184667.jpg,1.3,0,0,Lindelöf,1.2,False,,a,13,1,4.0,286,96,4,24990,1997,72041,5135,0.2,0.8,Lindelöf,0,Manchester Utd,3.0769230769230766,6.1071560400367,0.1,0.6000000000000001,0.0,0.0,4.195246544376103,1.5071560400367003,0.6000000000000005,0.0,0.0,0.0,0.0,0.0,1.9848257130119282,,,,,,,,2.407586071978621,0.1,0.0,1.6,0.0,0.0,0.0,1.401035374891215,0.0,0.0,2.3,0.0,0.0,0.0,,,,3.9,0.0,,,1.813169020463416,1.9854128942300031,1.9575639161680216,0.40506647204325064,0.8966528587979136
309,0,0,40,,,0,195851,,,0,0,-1,1,71.6,53,39,,,0,3,1.0,1.5,2,Scott,1.0,6,0,16.4,103,57,False,52.6,171,67,225,,,49,0,0,,0,,195851.jpg,1.7,0,0,McTominay,0.3,False,,a,13,1,40.0,126,67,5,8267,947,15471,1199,0.2,1.0,McTominay,0,Manchester Utd,2.9411764705882355,6.160165965449947,0.1,0.5,0.0,0.0,2.8488116360940268,0.3601659654499468,0.6000000000000005,0.0,0.1,0.30000000000000004,0.1,0.0,2.0944564282529816,,,,,,,,2.7018965179946552,0.1,0.0,1.6,0.0,0.0,0.0,,,,2.3,0.0,,,1.0,0.0,0.0,3.9,0.0,0.0,0.0,2.0923157308117433,2.113924496751929,2.0960593263645646,0.42744008739856765,0.9461789676086371
