id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,xG_week5,goals_week5,xPoints week 5,clean_sheet_points,xGA_week5,cleansheet_week5,xA,xA_points,xA_week5,assists_week5,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,next1_xP,next5_xP,next10_xP,value,valuePoints metric
1,0,0,0,0.0,,0,37605,,,0,0,-2,2,0.0,585,236,,,0,3,0.0,-0.5,0,Mesut,0.0,0,0,0.0,586,237,False,0.0,585,237,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,0,0,,0,,37605.jpg,0.0,0,0,Özil,0.7,False,,n,1,3,0.0,585,236,0,3189,256,43052,2292,0.0,0.0,Özil,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0.0,100.0,0,39476,,,0,0,-1,1,0.0,508,197,,,0,2,0.0,-0.5,0,Sokratis,0.0,0,0,0.0,521,197,False,0.0,518,197,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,49,0,0,,0,,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,n,1,3,0.0,488,188,0,10176,181,16933,376,0.0,0.0,Sokratis,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,39,100.0,100.0,0,41270,,,0,0,0,0,7.3,263,81,4.0,,0,2,1.7,1.2,2,David,1.7,5,0,8.4,217,70,False,57.8,154,61,271,,2020-09-10T14:30:11.632386Z,55,0,0,,0,,41270.jpg,1.5,0,0,Luiz Moreira Marinho,1.1,False,,a,1,3,19.0,198,57,6,25047,4659,46311,3311,0.3,1.1,David Luiz,0,Arsenal,4.0,10.789530697285215,0.1,0.6000000000000001,0.1,0.0,3.5863878557664246,4.189530697285217,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,2.697382674321304,,,,,,,,1.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.687274246379639,2.6552033317745574,2.5182637205048377,0.4904332135129643,1.1501678369010284
4,1,0,61,100.0,75.0,1,54694,,,0,0,-2,2,87.1,45,34,6.0,,0,3,2.0,1.1,2,Pierre-Emerick,2.0,6,1,27.9,43,23,False,86.8,87,30,450,,2020-10-08T09:00:12.305506Z,118,0,0,1.0,0,,54694.jpg,3.6,0,0,Aubameyang,17.3,False,,a,1,3,105.0,38,19,18,343403,9790,2263736,183020,0.2,1.5,Aubameyang,1,Arsenal,5.0,17.100262825660252,0.5,2.5,0.0,0.0,3.7465969639416064,1.3092283429016298,1.4000000000000004,0.0,1.0,3.0,0.5,0.0,3.4200525651320506,3.8187307530779817,0.4,1.0,0.2,1.0,0.0,0.0,5.617989671854215,0.09999999999999998,0.0,1.9,0.0,0.5,1.0,2.049787068367864,0.0,0.0,3.0,0.0,0.0,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.3017417361063246,3.4966062271455134,3.4009156629756485,0.2898349631467839,0.9956157939562388
5,0,0,0,100.0,100.0,0,58822,,,0,0,-2,2,0.0,492,193,,,0,2,0.0,-0.5,0,Cédric,0.0,0,0,0.0,508,193,False,0.0,505,193,0,,2020-09-23T09:00:14.881983Z,48,0,0,,0,,58822.jpg,0.0,0,0,Soares,0.2,False,,a,1,3,0.0,466,182,0,2287,201,28343,892,0.0,0.0,Cédric,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,3,82,,,1,59966,,,0,0,0,0,29.8,152,20,5.0,,0,4,2.7,2.2,1,Alexandre,2.7,3,3,27.6,44,16,False,112.0,50,11,256,,,85,0,0,3.0,0,,59966.jpg,5.5,0,0,Lacazette,4.2,False,,a,1,3,134.0,28,17,22,237167,5637,269179,46362,0.3,2.6,Lacazette,0,Arsenal,4.0,17.8,1.8,7.2,0.0,0.0,1.0,0.0,1.4000000000000004,0.0,0.2,0.6000000000000001,0.0,0.0,4.45,5.6,0.5,1.0,0.2,1.0,0.2,0.0,3.4,0.09999999999999998,1.0,1.9,0.0,0.0,0.0,7.8000000000000025,1.2000000000000002,1.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,4.237502816020137,4.609851360393215,4.497062146616981,0.5235294117647059,1.5263374077683287
7,0,0,0,100.0,0.0,0,69140,,,0,0,0,0,0.0,536,207,,,0,2,0.0,0.0,0,Shkodran,0.0,0,0,0.0,546,207,False,0.0,543,207,0,,2020-08-15T10:00:11.331812Z,50,0,0,,0,,69140.jpg,0.0,0,0,Mustafi,0.0,False,,a,1,3,0.0,525,202,0,9908,80,10266,65,0.0,0.0,Mustafi,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,2,100,,,1,80201,,,0,0,0,0,0.0,538,56,,,0,1,2.7,2.2,3,Bernd,2.7,6,0,11.1,169,8,False,110.6,51,7,450,,,50,0,0,,0,,80201.jpg,3.4,0,14,Leno,9.6,False,,a,1,3,0.0,527,55,17,319485,23497,252469,25227,0.5,3.4,Leno,0,Arsenal,5.0,18.23691337160652,0.0,0.0,0.0,0.0,3.9863878557664254,5.236913371606518,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,3.647382674321304,6.274923012311929,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,3.199148273471456,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.65362018360886,3.5929070732827717,3.464643555380456,0.7294765348642608,1.6311591199474824
9,0,0,42,,,1,84450,,,0,0,-1,1,29.1,156,96,2.0,,0,3,1.3,0.8,2,Granit,1.3,5,0,8.7,207,95,False,37.8,221,88,317,,,54,0,0,,0,,84450.jpg,1.8,0,0,Xhaka,0.6,False,,a,1,3,21.0,192,103,9,19608,697,41061,3132,0.2,1.7,Xhaka,0,Arsenal,5.0,10.60922834290163,0.2,1.0,0.0,0.0,2.2465969639416064,1.3092283429016298,1.4000000000000004,0.0,0.1,0.30000000000000004,0.0,0.0,2.1218456685803257,4.1187307530779815,0.2,0.0,0.2,1.0,0.1,0.0,2.149568619222635,0.0,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.095072088038233,2.129540283039788,2.0824358417273783,0.39293438307043066,0.9130969930704381
10,0,0,0,0.0,0.0,0,92371,,,-1,1,-1,1,0.0,414,163,,,0,2,0.0,0.0,0,Pablo,0.0,0,0,0.0,439,166,False,0.0,435,166,0,Ankle injury - Expected back 07 Nov,2020-08-15T10:00:11.357231Z,44,0,0,,0,,92371.jpg,0.0,0,0,Marí,0.0,False,,i,1,3,0.0,377,149,0,227,44,576,52,0.0,0.0,Marí,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,3,96,,,1,98745,,,0,0,0,0,62.8,65,15,,,0,2,4.3,3.8,2,Héctor,4.3,6,0,16.4,104,26,False,88.6,84,27,450,,,50,0,0,,0,,98745.jpg,4.0,0,0,Bellerín,5.8,False,,a,1,3,12.0,223,72,20,244107,31516,180794,18288,0.9,4.0,Bellerín,2,Arsenal,5.0,19.01898233712376,0.0,0.0,0.0,0.0,2.9863878557664254,5.236913371606518,1.4000000000000004,0.0,0.4,1.2000000000000002,0.0,0.0,3.803796467424752,4.874923012311927,0.0,0.0,0.2,1.0,0.2,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,0.19914827347145586,0.0,0.0,3.0,0.0,0.0,0.0,11.67657590487391,0.0,0.0,0.20000000000000007,0.0,0.2,2.0,3.783880477145555,3.7689948799730764,3.6268496126829173,0.7607592934849504,1.701109494747062
13,0,0,0,25.0,0.0,0,101184,,,0,0,0,0,0.0,458,184,,,0,2,0.0,0.0,0,Calum,0.0,0,0,0.0,477,185,False,0.0,473,185,0,Lack of match fitness - 25% chance of playing,2020-08-15T10:00:11.386295Z,45,0,0,,0,,101184.jpg,0.0,0,0,Chambers,0.0,False,,d,1,3,0.0,424,171,0,276,23,751,48,0.0,0.0,Chambers,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,0,9,,,0,111457,,,-1,1,-2,2,5.4,270,83,,,0,2,0.0,-0.5,0,Sead,0.0,1,0,1.3,353,130,False,3.6,353,133,90,,,48,0,0,,0,,111457.jpg,2.0,0,0,Kolasinac,0.2,False,,a,1,3,4.0,285,95,2,4024,217,12998,1010,0.0,0.4,Kolasinac,0,Arsenal,1.0,3.047382674321304,0.0,0.0,,,,1.0473826743213042,1.4000000000000004,0.0,0.0,0.0,,,3.047382674321304,,,,,,,,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,,,,0.20000000000000007,0.0,,,3.0536201836088592,2.992907073282772,2.8646435553804555,0.634871390483605,1.3909335267301643
15,0,0,33,,,1,154043,,,0,0,-1,1,4.3,276,88,,,0,2,0.7,0.2,0,Ainsley,0.7,3,0,3.2,309,108,False,20.2,274,112,183,,,49,0,0,,0,,154043.jpg,2.7,0,0,Maitland-Niles,1.4,False,,a,1,3,7.0,261,83,8,43608,1402,90914,8829,0.1,1.6,Maitland-Niles,0,Arsenal,2.962962962962963,7.1033560720631215,0.0,0.0,,,,3.103356072063123,1.4000000000000004,0.0,0.0,0.0,,,2.3973826743213045,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.40362018360886,2.342907073282772,2.214643555380456,0.48926177026965395,1.0830270962687123
16,0,0,58,0.0,,1,156074,,,0,0,0,0,1.6,313,111,,,0,2,0.0,-0.2,0,Rob,0.3,4,0,6.8,250,85,False,66.2,133,50,270,Hamstring injury - Expected back 21 Nov,2020-10-17T22:30:19.025474Z,45,0,0,,0,,156074.jpg,3.0,0,0,Holding,1.9,False,,i,1,3,0.0,432,174,9,158873,637,135362,25050,0.1,2.0,Holding,0,Arsenal,3.0,8.142148022963912,0.0,0.0,,,,3.142148022963912,1.4000000000000004,0.0,0.0,0.0,,,2.714049340987971,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,2.720286850275526,2.6595737399494386,2.5313102220471224,0.6031220757751047,1.2794151289916498
17,0,0,64,100.0,50.0,1,192895,,,0,0,-1,1,26.5,168,46,,,0,2,1.7,0.6,2,Kieran,1.7,5,0,10.4,180,59,False,64.2,136,53,360,,2020-10-14T10:30:19.613747Z,54,0,0,,0,,192895.jpg,2.8,0,0,Tierney,5.6,False,,a,1,3,13.0,221,71,11,86843,5784,476324,17290,0.3,2.0,Tierney,0,Arsenal,3.928571428571429,11.114717649119413,0.0,0.0,0.0,0.0,2.9863878557664254,4.114717649119409,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,2.8292008561394857,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.8354383654270414,2.7747252551009534,2.6464617371986368,0.5239260844702751,1.2174941998782214
18,0,0,33,,,0,195735,2.0,,0,0,-3,3,20.5,195,114,3.0,,0,3,3.0,2.5,2,Nicolas,3.0,3,1,12.0,153,76,False,38.8,219,87,177,,,77,0,0,2.0,0,,195735.jpg,2.2,0,0,Pépé,0.9,False,,a,1,3,61.0,81,44,11,14049,2114,106829,3929,0.4,1.4,Pépé,0,Arsenal,5.0,9.60922834290163,0.4,2.0,0.2,0.0,3.2465969639416064,1.3092283429016298,1.4000000000000004,0.0,0.1,0.30000000000000004,0.0,0.0,1.9218456685803256,2.118730753077981,0.0,0.0,0.2,0.0,0.1,0.0,1.5,0.1,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.1,1.0,0.20000000000000007,0.0,0.0,0.0,1.8732775050659396,1.9459352943621688,1.8872627285598893,0.24959034656887344,0.6925851041372835
19,0,0,0,0.0,0.0,0,198849,,,0,0,-2,2,0.0,501,203,,,0,3,0.0,0.0,0,Lucas,0.0,0,0,0.0,515,203,False,0.0,512,203,0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,48,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.1,False,,n,1,3,0.0,478,191,0,3201,73,14268,1260,0.0,0.0,Torreira,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,0,0,,,0,200089,,,0,0,-2,2,0.0,502,204,,,0,3,0.0,-0.5,0,Joseph,0.0,0,0,0.0,516,204,False,0.0,513,204,0,,,48,0,0,,0,,200089.jpg,0.0,0,0,Willock,0.1,False,,a,1,3,0.0,479,192,0,1642,288,5428,377,0.0,0.0,Willock,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,0,0,75.0,75.0,0,200641,5.0,,0,0,-2,2,0.0,552,225,,,0,3,0.0,-0.4,0,Reiss,0.0,0,0,0.0,560,225,False,0.0,557,225,0,Hamstring injury - 75% chance of playing,2020-10-05T10:00:15.059375Z,53,0,0,,0,,200641.jpg,0.0,0,0,Nelson,0.1,False,,d,1,3,0.0,546,220,0,731,11,4232,287,0.0,0.0,Nelson,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,3,42,,,0,205533,,,-1,1,-3,3,3.7,282,42,,,0,4,1.0,0.5,1,Edward,1.0,1,1,8.5,211,33,False,40.6,209,23,97,,,57,0,0,,0,,205533.jpg,2.4,0,0,Nketiah,0.8,False,,a,1,3,42.0,119,33,12,27172,2116,101304,5937,0.2,2.1,Nketiah,0,Arsenal,5.0,11.6,0.9,3.6,0.0,0.0,1.0,0.0,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,2.32,1.0,0.0,0.0,0.2,0.0,0.0,0.0,7.6,0.9,1.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.2415395012997426,2.3790220407605718,2.3373767925970395,0.40701754385964906,0.9717410672367335
23,0,0,0,100.0,100.0,0,209289,,,0,0,-1,1,0.0,429,178,,,0,3,0.0,-0.5,0,Emile,0.0,0,0,0.0,453,178,False,0.0,449,178,0,,2020-09-11T11:00:08.673059Z,44,0,0,,0,,209289.jpg,0.0,0,0,Smith Rowe,0.2,False,,a,1,3,0.0,394,159,0,8179,3658,11693,1393,0.0,0.0,Smith Rowe,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,1,55,,,0,223340,4.0,,0,0,-2,2,43.8,112,75,,,0,3,3.3,2.8,2,Bukayo,3.3,3,1,23.4,59,33,False,68.6,128,47,264,,,53,0,0,,0,,223340.jpg,4.0,0,0,Saka,3.1,False,,a,1,3,121.0,33,15,12,60859,12953,361929,15111,0.6,2.3,Saka,0,Arsenal,3.0,11.785537005740974,0.8,4.0,0.4,0.0,4.246596963941607,0.785537005740978,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,3.9285123352469915,,,,,,,,2.649568619222635,0.1,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,5.318730753077982,0.30000000000000004,1.0,0.20000000000000007,0.0,0.0,0.0,3.7847744927535896,4.024193510469898,3.915006801061853,0.7412287424994324,1.7064367137836187
25,0,0,0,0.0,0.0,0,242166,,,0,0,-2,2,0.0,505,206,,,0,3,0.0,0.0,0,Matteo,0.0,0,0,0.0,519,206,False,0.0,516,206,0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,48,0,0,,0,,242166.jpg,0.0,0,0,Guendouzi,0.1,False,,n,1,3,0.0,484,195,0,2548,31,10657,847,0.0,0.0,Guendouzi,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,0,0,0.0,0.0,0,444145,,,0,0,-1,1,0.0,529,214,,,0,3,0.0,0.0,0,Gabriel Teodoro,0.0,0,0,0.0,542,214,False,0.0,539,214,0,Knee injury - Expected back 31 Dec,2020-08-15T10:00:11.409498Z,49,0,0,,0,,444145.jpg,0.0,0,0,Martinelli Silva,0.0,False,,i,1,3,0.0,518,208,0,598,81,1979,113,0.0,0.0,Martinelli,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,0,0,,,0,462424,,,0,0,-3,3,0.0,392,151,,,0,2,0.0,-0.5,0,William,0.0,0,0,0.0,417,154,False,0.0,414,155,0,,,42,0,0,,0,,462424.jpg,0.0,0,0,Saliba,1.0,False,,a,1,3,0.0,352,134,0,18565,1401,175443,6897,0.0,0.0,Saliba,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3,2,73,75.0,,1,47431,1.0,,0,0,-1,1,110.4,25,17,1.0,,1,3,1.5,1.5,2,Willian,2.0,5,0,21.0,70,40,False,56.8,157,60,362,Calf injury - 75% chance of playing,2020-10-21T16:30:22.095468Z,79,0,0,,0,,47431.jpg,4.4,0,0,Borges Da Silva,8.0,False,,d,1,3,42.0,121,63,22,722612,5038,907226,104504,0.3,2.8,Willian,0,Arsenal,5.0,22.282331791177487,0.6,3.0,0.0,0.0,2.2465969639416064,1.3092283429016298,1.4000000000000004,0.0,0.7,2.1,0.0,0.0,4.456466358235498,12.333730753077983,0.6,0.0,0.2,1.0,0.2,3.0,2.4495686192226347,0.0,0.0,1.9,0.0,0.09999999999999998,0.0,3.249787068367864,0.0,0.0,3.0,0.0,0.4,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,4.346873362398688,4.526462015720007,4.435398701346092,0.5641096655994301,1.5855395760116922
494,0,3,81,,,1,226597,,,0,0,1,-1,3.7,281,91,,,1,2,1.3,0.8,2,Gabriel,1.3,3,1,17.6,92,21,False,115.6,43,13,360,,,51,0,0,,0,,226597.jpg,5.2,0,0,Magalhães,12.1,False,,a,1,3,57.0,86,14,21,801618,21438,385881,41293,0.3,4.1,Gabriel,0,Arsenal,4.038461538461538,16.429814646297572,0.2,1.2000000000000002,0.1,0.0,3.5863878557664246,4.229814646297574,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,4.0683350552736846,8.874923012311926,0.1,1.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,4.042192041288119,4.038217756771261,3.892767311055424,0.7977127559360166,1.8014890421574807
501,1,3,82,75.0,,1,182539,3.0,,0,0,0,0,92.3,41,30,,,0,3,1.3,1.2,2,Daniel,1.7,3,0,20.8,71,41,False,91.4,76,28,302,Ankle injury - 75% chance of playing,2020-10-21T16:30:22.125075Z,50,0,0,,0,,182539.jpg,2.8,0,0,Ceballos Fernández,1.9,False,,d,1,3,24.0,172,90,14,110805,4668,125165,14105,0.3,2.8,Ceballos,1,Arsenal,5.0,16.80026282566025,0.0,0.0,0.0,0.0,2.5465969639416057,1.3092283429016298,1.4000000000000004,0.0,1.4,4.199999999999998,0.09999999999999988,0.0,3.36005256513205,1.8187307530779817,0.0,0.0,0.2,0.0,0.0,0.0,9.317989671854214,0.0,0.0,1.9,0.0,0.9,1.0,0.8999999999999998,0.0,0.0,3.0,0.0,0.29999999999999993,0.0,3.118730753077982,0.0,0.0,0.20000000000000007,1.0,0.10000000000000007,0.0,3.2700746939703054,3.415292712426417,3.334640710093384,0.67201051302641,1.5026611887215608
526,0,0,51,,,1,153256,,,0,0,0,0,19.7,199,118,,,0,3,1.3,0.8,0,Mohamed Naser,1.3,4,0,8.4,215,99,False,42.6,199,81,270,,,45,0,0,,0,,153256.jpg,2.3,0,0,El Sayed Elneny,1.4,False,,a,1,3,22.0,180,95,7,145317,3163,101188,9724,0.3,1.6,Elneny,0,Arsenal,3.0434782608695654,7.79692160002708,0.2,1.0,,,,0.7969216000270791,1.4000000000000004,0.0,0.0,0.0,,,2.5618456685803257,3.8187307530779817,,,0.2,1.0,,,0.0,0.0,0.0,1.9,0.0,0.0,0.0,2.049787068367864,0.0,0.0,3.0,0.0,0.0,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.5275996595905887,2.57516142977889,2.5240907743556678,0.5692990374622946,1.2076656297376887
527,0,0,0,,,0,113534,,,0,0,0,0,0.0,373,13,,,0,1,0.0,-0.5,0,Matt,0.0,0,0,0.0,397,34,False,0.0,394,34,0,,,40,0,0,,0,,113534.jpg,0.0,0,0,Macey,1.1,False,,a,1,3,0.0,328,11,0,75858,10910,29482,2806,0.0,0.0,Macey,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,0,0,0,,,0,115918,,,0,0,0,0,0.0,464,43,,,0,1,0.0,-0.5,0,Rúnar Alex,0.0,0,0,0.0,481,59,False,0.0,477,59,0,,,45,0,0,,0,,115918.jpg,0.0,0,0,Rúnarsson,0.0,False,,a,1,3,0.0,429,41,0,833,134,454,124,0.0,0.0,Rúnarsson,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,0,0,2,,,0,167199,,,0,0,0,0,0.3,351,172,,,0,3,1.5,1.0,0,Thomas,0.0,0,0,0.3,375,171,False,3.0,360,162,7,,,50,0,0,,0,,167199.jpg,0.0,0,0,Partey,0.6,False,,a,1,3,0.0,531,213,0,45224,11309,8083,4248,0.0,0.0,Partey,1,Arsenal,,,0.0,0.0,0.0,0.0,0.0,,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,4,116,,,3,98980,,,1,-1,3,-3,0.0,495,48,,,0,1,6.0,5.5,9,Emiliano,6.0,2,0,12.1,151,4,True,121.6,34,3,360,,,48,0,0,,1,,98980.jpg,7.8,0,14,Martínez,24.3,False,,a,2,7,0.0,470,47,31,1401741,275450,212769,10217,1.3,6.5,Martínez,0,Aston Villa,3.9743589743589753,24.996391261773265,0.0,0.0,0.0,0.0,7.195246544376106,5.996391261773264,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,6.289414575542951,,,,,,,,10.626278638962397,0.0,0.0,0.9,1.0,0.0,0.0,3.9863412151656377,0.0,0.0,0.7000000000000001,1.0,0.0,0.0,3.7307340962109374,0.0,0.0,1.6999999999999995,0.0,0.0,0.0,6.295947039246088,6.209065644491403,6.539378385883457,1.310294703238115,2.870711863772212
28,0,0,0,0.0,0.0,0,21205,,,0,0,0,0,0.0,442,31,,,0,1,0.0,0.0,0,Tom,0.0,0,0,0.0,465,51,False,0.0,461,51,0,Knee injury - Unknown return date,2020-08-15T10:00:11.430596Z,45,0,0,,0,,21205.jpg,0.0,0,0,Heaton,0.0,False,,i,2,7,0.0,408,29,0,838,88,2182,234,0.0,0.0,Heaton,0,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,0,4,,,0,37339,,,0,0,-1,1,11.1,248,76,,,0,2,0.3,-0.2,0,Ahmed,0.3,0,0,1.7,345,128,False,3.6,352,132,10,,,44,0,0,,0,,37339.jpg,1.0,0,0,El Mohamady,0.4,False,,a,2,7,2.0,296,102,1,6337,605,17418,1531,0.1,0.2,El Mohamady,0,Aston Villa,1.0,2.508769414252628,0.0,0.0,,,,1.5087694142526278,0.6000000000000001,0.0,0.0,0.0,,,2.508769414252628,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.6999999999999995,0.0,0.0,0.0,2.515301877955763,2.42842048320108,2.7587332245931337,0.5701748668755972,1.1960088907667292
30,0,0,0,0.0,,0,40564,,,-1,1,-1,1,0.0,404,174,,,0,3,0.0,-0.5,0,Henri,0.0,0,0,0.0,429,174,False,0.0,425,174,0,Not included in Aston Villa's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.217167Z,44,0,0,,0,,40564.jpg,0.0,0,0,Lansbury,0.2,False,,n,2,7,0.0,366,154,0,4017,796,9749,1157,0.0,0.0,Lansbury,0,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,0,0,,,0,47390,,,0,0,-1,1,0.0,407,160,,,0,2,0.0,-0.5,0,Neil,0.0,0,0,0.0,432,163,False,0.0,428,163,0,,,44,0,0,,0,,47390.jpg,0.0,0,0,Taylor,0.2,False,,a,2,7,0.0,369,145,0,7611,514,15367,1271,0.0,0.0,Taylor,0,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0,0,0,,,0,79852,,,0,0,0,0,0.0,369,10,,,0,1,0.0,-0.5,0,Jed,0.0,0,0,0.0,393,31,False,0.0,390,31,0,,,40,0,0,,0,,79852.jpg,0.0,0,0,Steer,5.6,False,,a,2,7,0.0,324,8,0,148358,16684,109960,14332,0.0,0.0,Steer,0,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
