id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xGA_week8,cleansheet_week8,xA,xA_points,xG_week8,goals_week8,xPoints week 8,xA_week8,assists_week8,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,xPoints week 5,xG_week5,goals_week5,xGA_week5,cleansheet_week5,xA_week5,assists_week5,xPoints week 6,xG_week6,goals_week6,xGA_week6,cleansheet_week6,xA_week6,assists_week6,xPoints week 7,xG_week7,goals_week7,xGA_week7,cleansheet_week7,xA_week7,assists_week7,form 5,next1_xP,next5_xP,next10_xP,value,valuePoints metric,xG+xA,xG+xA per game
145,0,0,0,0.0,0.0,0,232423,,,0,0,0,0,0.0,419,166,,,0,2,0.0,0.0,0,Nathan,0.0,0,0,0.0,440,166,False,0.0,437,166,0,Knee injury - Unknown return date,2020-08-26T09:30:07.992498Z,40,0,0,,0,,232423.jpg,0.0,0,0,Ferguson,0.8,False,,i,6,31,0.0,384,149,0,25234,192,79800,1721,0.0,0.0,Ferguson,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1,0,71,0.0,0.0,1,244723,,,0,0,2,-2,12.8,288,93,,,0,2,0.0,0.0,0,Tyrick,0.8,9,0,12.2,234,79,False,90.2,163,68,540,Knock - Unknown return date,2020-10-29T14:30:20.039083Z,42,0,0,,0,,244723.jpg,2.5,0,0,Mitchell,21.5,False,,i,6,31,19.0,242,74,15,1272327,1841,738829,121400,0.2,3.6,Mitchell,1,Crystal Palace,6.0,15.978704054544457,0.1,0.6000000000000001,6.2217662555013975,0.7000000000000011,0.0,0.0,0.0,,,,,,2.6631173424240764,3.3314843347923184,0.0,0.0,1.1,1.0,0.0,0.0,5.265736909100465,0.0,0.0,0.7999999999999998,0.0,0.0,1.0,1.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,0.26882205095899897,0.0,0.0,2.7,0.0,0.0,0.0,1.9863878557664247,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.9314843347923194,0.1,0.0,1.0999999999999996,0.0,0.0,0.0,,,,1.0999999999999996,0.0,,,2.0622314138392475,3.325947249844321,2.8966727589062136,2.659959250309611,0.6340755577200181,1.29946820437108,0.1,0.016666666666666666
147,0,0,0,,,0,466955,,,0,0,-1,1,0.0,478,193,,,0,3,0.0,0.0,0,Brandon,0.0,0,0,0.0,498,192,False,0.0,496,192,0,,,44,0,0,,0,,466955.jpg,0.0,0,0,Pierrick,0.1,False,,a,6,31,0.0,450,180,0,5946,257,7105,275,0.0,0.0,Pierrick,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,0,1,74,100.0,100.0,1,19188,,,0,0,-1,1,1.6,353,131,,,0,2,2.8,2.8,8,Scott,2.8,4,1,16.5,182,58,False,104.2,138,55,360,,2020-09-25T09:00:10.989226Z,44,0,0,,0,,19188.jpg,4.5,0,0,Dann,0.8,False,,a,6,31,59.0,132,25,18,56465,7833,62042,745,0.6,4.1,Dann,0,Crystal Palace,4.0,13.947844170334266,0.3,1.7999999999999998,4.147844170334263,0.7000000000000011,0.0,0.0,0.0,0.09999999999999998,1.0,4.586341215165636,0.0,0.0,3.4869610425835664,4.331484334792318,0.0,0.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999998,0.0,0.0,0.0,,,,1.9,0.0,,,,,,2.7,0.0,,,,,,1.4000000000000004,0.0,,,3.331484334792319,0.0,0.0,1.0999999999999996,0.0,0.0,0.0,3.531484334792319,0.2,0.0,1.0999999999999996,0.0,0.0,0.0,3.816436628250091,4.076727370833987,3.712436206411888,3.48319374737202,0.7924911460417196,1.6623434521301186,0.3,0.075
489,1,3,73,100.0,100.0,0,232413,2.0,,0,0,-2,2,69.1,121,77,4.0,,1,3,3.8,3.8,13,Eberechi,3.8,9,1,25.8,98,54,False,97.6,151,56,317,,2020-09-06T03:00:11.308404Z,58,0,0,,0,,232413.jpg,3.0,0,0,Eze,0.5,False,,a,6,31,91.0,80,44,21,27893,11130,39194,969,0.7,3.6,Eze,0,Crystal Palace,7.0,19.271619623564305,0.6,3.0,1.8146818245212408,0.7000000000000011,0.0,0.1,0.30000000000000004,0.09999999999999998,1.0,7.153523102834472,0.0,1.0,2.753088517652043,1.3328710836980795,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.7999999999999998,0.0,0.0,0.0,2.649568619222635,0.1,0.0,1.9,0.0,0.0,0.0,2.0672055127397497,0.0,0.0,2.7,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,3.3,0.4,0.0,1.0999999999999996,0.0,0.1,0.0,1.0,0.0,0.0,1.0999999999999996,0.0,0.0,0.0,3.380182153893556,2.8256026537292636,2.8011709270610767,2.7515219498567403,0.47467043407793846,1.1431577851411778,0.7,0.09999999999999999
522,0,0,0,100.0,100.0,0,221272,,,0,0,0,0,0.0,418,165,,,0,2,0.0,0.0,0,Sam,0.0,0,0,0.0,439,165,False,0.0,436,165,0,,2020-09-15T22:30:15.910235Z,40,0,0,,0,,221272.jpg,0.0,0,0,Woods,0.7,False,,a,6,31,0.0,382,147,0,51711,835,24593,1252,0.0,0.0,Woods,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,0,0,0,0.0,0.0,0,114536,,,0,0,0,0,0.0,409,160,,,0,2,0.0,0.0,0,Ryan,0.0,0,0,0.0,430,160,False,0.0,427,160,0,Transferred to Charlton Athletic,2020-10-14T08:31:08.806610Z,40,0,0,,0,,114536.jpg,0.0,0,0,Inniss,0.1,False,,u,6,31,0.0,370,139,0,4571,9,4750,103,0.0,0.0,Inniss,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,0,0,49,,,1,57328,,,0,0,0,0,17.8,259,76,,,0,2,2.2,2.2,2,Nathaniel,2.2,3,0,6.8,303,106,False,31.8,295,116,251,,,45,0,0,,0,,57328.jpg,3.0,0,0,Clyne,0.2,False,,a,6,31,18.0,247,78,9,16582,3072,3480,544,0.5,2.0,Clyne,0,Crystal Palace,3.0,8.410883127750699,0.0,0.0,3.1108831277506983,0.7000000000000011,0.0,0.1,0.30000000000000004,0.0,0.0,3.986341215165636,0.0,0.0,2.8036277092502333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.331484334792319,0.0,0.0,1.0999999999999996,1.0,0.0,0.0,2.6314843347923187,0.0,0.0,1.0999999999999996,0.0,0.1,0.0,3.3164366282500914,3.4664576166704784,3.0371831257323714,2.800469617135768,0.6230283798333852,1.321642776755564,0.1,0.03333333333333333
578,0,0,0,,,0,42525,,,0,0,0,0,0.0,401,8,,,0,1,0.0,0.0,0,Stephen,0.0,0,0,0.0,422,30,False,0.0,419,30,0,,,40,0,0,,0,,42525.jpg,0.0,0,0,Henderson,0.3,False,,a,6,31,0.0,362,5,0,18878,1577,3201,409,0.0,0.0,Henderson,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,0,0,0,100.0,100.0,0,105666,,,0,0,0,0,0.0,493,44,,,0,1,0.0,0.0,0,Jack,0.0,0,0,0.0,509,61,False,0.0,507,61,0,,2020-10-23T13:30:19.850079Z,45,0,0,,0,,105666.jpg,0.0,0,0,Butland,0.0,False,,a,6,31,0.0,465,41,0,1834,222,639,88,0.0,0.0,Butland,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0,0,29,75.0,0.0,0,41823,,,0,0,-1,1,17.5,263,148,,,0,3,1.4,0.0,0,Fabian,0.8,3,0,3.9,350,161,False,20.8,324,138,154,Knock - 75% chance of playing,2020-11-06T14:00:20.770608Z,49,0,0,,0,,41823.jpg,1.3,0,0,Delph,0.0,False,,d,7,11,1.0,351,166,4,1796,10,3377,268,0.2,0.8,Delph,0,Everton,3.0769230769230766,4.892641795580476,0.0,0.0,0.8926417955804776,1.5999999999999996,0.0,0.0,0.0,,,,,,1.5901085835636553,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.2,0.0,0.0,0.0,,,,2.2,0.0,,,1.0,0.0,0.0,0.8000000000000007,0.0,0.0,0.0,2.0907179532894125,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,1.3635726510964707,1.6041128295643523,1.57730122859036,1.6145286814924216,0.32451195582931736,0.7183378358636188,0.0,0.0
150,1,0,61,,,0,55422,3.0,,0,0,-2,2,95.8,72,48,3.0,,0,3,2.5,1.5,2,Gylfi,1.5,8,0,24.0,115,63,False,68.0,196,76,382,,,68,0,0,1.0,0,,55422.jpg,1.8,0,0,Sigurdsson,0.9,False,,a,7,11,76.0,100,56,14,12595,334,59118,1018,0.2,2.1,Sigurdsson,0,Everton,7.777777777777778,17.413337893427048,0.3,1.5,2.2564000943839853,1.5999999999999996,0.0,0.5,1.5,0.0,0.0,2.201896517994656,0.0,0.0,2.2388577291549057,1.3678794411714423,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,5.102020658193193,0.1,0.0,1.2,0.0,0.3,1.0,1.0,0.0,0.0,2.2,0.0,0.0,0.0,1.0,0.0,0.0,0.8000000000000007,0.0,0.0,0.0,3.690717953289413,0.2,0.0,2.4000000000000004,0.0,0.2,0.0,2.5989270258954527,2.272786931525297,2.2185833921030578,2.2545265246798185,0.32924378369925084,0.8585627466360707,0.8,0.10285714285714287
151,0,0,0,,,0,57513,,,0,0,-1,1,0.0,447,27,,,0,1,1.0,0.0,0,Jonas,0.0,0,0,0.0,469,49,False,0.0,466,49,0,,,44,0,0,,0,,57513.jpg,0.0,0,0,Lössl,0.1,False,,a,7,11,0.0,416,24,0,1963,34,6059,147,0.0,0.0,Lössl,0,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,1,97,100.0,100.0,1,59949,,,0,0,-1,1,46.1,158,39,,,0,2,1.5,0.5,1,Seamus,0.5,8,0,19.3,154,49,False,112.4,122,47,447,,2020-10-17T15:00:18.270104Z,49,0,0,,0,,59949.jpg,2.7,0,0,Coleman,1.0,False,,a,7,11,34.0,191,53,16,180682,4175,193999,975,0.1,3.3,Coleman,0,Everton,5.925925925925926,19.133585705737108,0.1,0.6000000000000001,6.876647906694051,1.5999999999999996,0.0,0.5,1.5,0.0,0.0,1.8075860719786216,0.0,0.0,3.2287925878431376,3.4715177646857693,0.0,0.0,1.0,1.0,0.0,0.0,3.963272882726872,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,8.27783190828049,0.0,0.0,0.3999999999999999,0.0,0.4,1.0,1.9,0.1,0.0,1.2,0.0,0.09999999999999998,0.0,1.0,0.0,0.0,2.2,0.0,0.0,0.0,,,,0.8000000000000007,0.0,,,,,,2.4000000000000004,0.0,,,1.5691953573262072,3.3031156255105825,3.1707028781652857,3.3184327204746618,0.6589372628251301,1.4586198099790864,0.6,0.10125
153,0,0,3,100.0,100.0,0,66838,,,0,0,0,0,10.8,302,44,,,0,4,1.2,0.2,0,Cenk,0.2,2,0,1.5,388,49,False,2.2,398,48,31,,2020-08-15T10:00:11.707165Z,60,0,0,,0,,66838.jpg,0.5,0,0,Tosun,0.0,False,,a,7,11,2.0,343,53,1,693,105,724,69,0.0,0.2,Tosun,1,Everton,2.0,1.3,0.0,0.0,0.0,1.5999999999999996,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.0,0.0,2.4000000000000004,0.0,0.1,0.0,0.65,0.6577485941437697,0.6470961736361184,0.6465967157318346,0.10833333333333334,0.26536138880151094,0.1,0.05
154,0,1,37,,,0,100649,4.0,,0,0,-2,2,71.2,117,75,4.0,,0,3,3.2,2.2,8,Bernard,2.2,4,1,16.2,187,91,False,67.2,197,77,165,,,58,0,0,,0,,100649.jpg,3.0,0,0,Anício Caldeira Duarte,0.1,False,,a,7,11,24.0,223,116,9,4840,1265,11003,241,0.4,1.6,Bernard,1,Everton,3.0,6.570325750690966,0.1,0.5,0.8703257506909658,1.5999999999999996,0.0,0.4,1.2000000000000002,0.1,1.0,4.301896517994656,0.2,0.0,2.190108583563655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000000000000001,0.0,0.0,0.8000000000000007,0.0,0.2,0.0,1.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,1.967298839331552,2.2333852963297045,2.1663312178823624,2.2016718298126854,0.3776049282006302,0.9093930912691925,0.5,0.16666666666666666
155,3,7,138,100.0,100.0,1,101188,2.0,,0,0,1,-1,177.4,22,5,2.0,,1,2,2.5,1.5,1,Lucas,1.5,12,0,37.1,55,8,False,154.6,56,15,611,,2020-10-25T16:00:14.588168Z,61,0,0,,0,,101188.jpg,3.7,1,0,Digne,12.0,False,,a,7,11,38.0,184,48,26,1085677,22198,946257,19212,0.2,4.3,Digne,0,Everton,7.027027027027026,28.825216827026523,0.2,1.2000000000000002,8.154403429897336,1.5999999999999996,0.0,1.0,3.0,0.1,0.0,2.407586071978622,0.0,0.0,4.102050086923006,8.07651776468577,0.0,0.0,1.0,1.0,0.1,1.0,6.063272882726872,0.1,0.0,0.30000000000000004,0.0,0.5,0.0,6.777831908280491,0.0,0.0,0.3999999999999999,0.0,-0.09999999999999998,1.0,2.5047768476488086,0.0,0.0,1.2,0.0,0.09999999999999998,0.0,6.934247116207956,0.0,0.0,2.2,0.0,0.4,1.0,-0.20268414353111489,0.0,0.0,0.8000000000000007,0.0,0.0,0.0,,,,2.4000000000000004,0.0,,,2.910981473076068,4.188942238360202,4.0392500358260515,4.18616969978492,0.6724672273644272,1.6608715327993075,1.2,0.17076923076923078
156,0,1,152,,,1,106611,,,0,0,1,-1,24.0,231,64,,,1,2,3.8,2.8,1,Michael,2.8,14,2,31.7,75,13,False,208.8,24,4,720,,,51,0,0,,0,,106611.jpg,3.4,0,0,Keane,5.9,False,,a,7,11,84.0,85,15,27,430338,7437,182271,12071,0.5,5.3,Keane,0,Everton,7.9411764705882355,25.015213830845518,0.7,4.199999999999998,9.215213830845519,1.5999999999999996,0.0,0.2,0.6000000000000001,0.0,0.0,1.8075860719786216,0.0,0.0,3.150063963884252,3.4715177646857693,0.0,0.0,1.0,1.0,0.0,0.0,8.16327288272687,0.6,1.0,0.30000000000000004,0.0,0.2,0.0,4.3812801841425575,0.0,0.0,0.3999999999999999,0.0,-0.1,0.0,2.2047768476488088,0.0,0.0,1.2,0.0,0.0,0.0,3.343212633449335,0.09999999999999998,1.0,2.2,0.0,0.1,0.0,2.7973158564688854,0.0,0.0,0.8000000000000007,0.0,0.0,0.0,1.3628718131576498,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,2.3031526445406603,3.2373049124367506,3.0871331992358737,3.234030380474265,0.6176596007616181,1.3948717684096654,0.8999999999999999,0.11333333333333331
157,0,1,115,,,1,111234,,,-1,1,-1,1,10.0,308,3,,,0,1,2.5,1.5,1,Jordan,1.5,12,0,16.0,189,13,False,149.4,61,14,630,,,49,0,0,,0,,111234.jpg,2.6,0,20,Pickford,7.1,False,,a,7,11,0.0,541,55,18,412704,3498,423576,15102,0.3,3.7,Pickford,0,Everton,6.9230769230769225,22.0337761602243,0.0,0.0,8.0337761602243,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,1.8075860719786216,0.0,0.0,3.1826565564768434,5.471517764685769,0.0,0.0,1.0,1.0,0.0,0.0,3.963272882726872,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,4.681280184142556,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,2.2047768476488088,0.0,0.0,1.2,0.0,0.0,0.0,3.4432126334493365,0.0,0.0,2.2,0.0,0.0,0.0,3.797315856468885,0.0,0.0,0.8000000000000007,0.0,0.0,0.0,,,,2.4000000000000004,0.0,,,2.8132228523864127,3.2386735404796325,3.131427136583662,3.280336948191908,0.6495217462197639,1.4377776755050204,0.0,0.0
158,0,0,33,100.0,100.0,1,120250,,,-1,1,-1,1,47.3,155,97,,,0,3,1.5,0.5,0,André Filipe,0.5,6,0,9.1,274,125,False,26.6,305,128,362,,2020-11-01T16:30:21.721140Z,54,0,0,,0,,120250.jpg,1.8,0,0,Tavares Gomes,0.3,False,,a,7,11,22.0,231,122,9,19423,151,33762,606,0.1,1.7,André Gomes,1,Everton,5.0,10.250542917818278,0.1,0.5,1.4505429178182765,1.5999999999999996,0.0,0.1,0.30000000000000004,,,,,,2.0501085835636554,2.8678794411714423,0.1,0.0,1.0,1.0,0.0,0.0,2.7408182206817178,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,2.6703200460356395,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,,,,1.2,0.0,,,1.4108031583623342,0.0,0.0,2.2,0.0,0.1,0.0,,,,0.8000000000000007,0.0,,,1.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,1.2054015791811672,2.0723779966510407,2.03420381380222,2.0708985116063783,0.3796497376969732,0.8822262668954348,0.2,0.04
159,2,0,45,,,0,153133,,,0,0,-1,1,53.0,143,88,,,0,3,2.8,1.8,1,Alex,1.8,6,0,13.0,224,106,False,42.8,260,107,182,,,59,0,0,,0,,153133.jpg,2.0,0,0,Iwobi,0.2,False,,a,7,11,34.0,192,100,14,6422,255,11686,438,0.3,2.4,Iwobi,0,Everton,7.0,15.04463568303171,0.0,0.0,2.030760084945587,1.5999999999999996,0.0,0.9,2.7,0.0,0.0,1.9,0.30000000000000004,0.0,2.14923366900453,,,,,,,,1.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,4.902020658193193,0.0,0.0,1.2,0.0,0.4,1.0,1.0,0.0,0.0,2.2,0.0,0.0,0.0,1.0,0.0,0.0,0.8000000000000007,0.0,0.0,0.0,2.788770053475936,0.0,0.0,2.4000000000000004,0.0,0.2,1.0,2.318158142333826,2.1831628713749214,2.1289593319526823,2.164902464529443,0.36427689305161526,0.8848254988340322,0.9,0.1285714285714286
160,0,0,11,100.0,100.0,0,153673,,,0,0,-2,2,6.6,315,103,,,0,2,1.5,0.5,0,Jonjoe,0.5,1,0,2.4,368,137,False,9.0,365,141,75,,2020-09-30T21:00:17.565989Z,43,0,0,,0,,153673.jpg,2.0,0,0,Kenny,0.1,False,,a,7,11,8.0,294,100,2,4201,232,13686,230,0.1,0.5,Kenny,0,Everton,1.0,3.1604343342546213,0.0,0.0,1.1604343342546208,1.5999999999999996,0.0,0.0,0.0,,,,,,3.1604343342546213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36287181315765,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,2.36287181315765,3.2164513182574113,3.1092049143614413,3.2581147259696865,0.7349847288964236,1.5240967726352161,0.0,0.0
161,0,0,0,0.0,0.0,0,160987,,,0,0,0,0,0.0,565,225,,,0,3,0.0,0.0,0,Jean-Philippe,0.0,0,0,0.0,572,224,False,0.0,570,224,0,Achilles injury - Expected back 28 Nov,2020-08-15T10:00:11.729677Z,50,0,0,,0,,160987.jpg,0.0,0,0,Gbamin,0.0,False,,i,7,11,0.0,558,221,0,163,7,187,11,0.0,0.0,Gbamin,0,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0,1,119,100.0,100.0,1,164511,,,0,0,0,0,4.7,326,112,,,0,2,1.5,0.5,0,Yerry,0.5,11,1,22.5,130,37,False,161.6,50,13,630,,2020-10-14T10:00:21.355993Z,55,0,0,,0,,164511.jpg,2.7,0,0,Mina,2.1,False,,a,7,11,59.0,133,26,19,128565,1612,94800,8721,0.1,3.5,Mina,1,Everton,7.037037037037036,18.366019389199185,0.2,1.2000000000000002,8.166019389199183,1.5999999999999996,0.0,0.0,0.0,,,,,,2.6099080184651475,3.4715177646857693,0.0,0.0,1.0,1.0,0.0,0.0,3.963272882726872,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,4.681280184142556,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,4.404776847648808,0.2,1.0,1.2,0.0,0.0,0.0,1.4432126334493356,0.0,0.0,2.2,0.0,0.0,0.0,2.7973158564688854,0.0,0.0,0.8000000000000007,0.0,0.0,0.0,0.3628718131576499,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,2.2520442876811697,2.6747339305471702,2.5553774064951327,2.7037194133279825,0.4745287306300268,1.1128685183180425,0.2,0.02842105263157895
163,0,0,24,,,0,173807,,,0,0,-2,2,2.8,338,166,,,0,3,1.0,0.0,0,Tom,0.0,2,0,2.5,366,164,False,22.2,322,137,92,,,53,0,0,,0,,173807.jpg,1.3,0,0,Davies,0.1,False,,a,7,11,0.0,573,229,4,2738,37,7510,171,0.0,0.8,Davies,0,Everton,3.0769230769230766,4.892641795580476,0.0,0.0,0.8926417955804776,1.5999999999999996,0.0,0.0,0.0,,,,,,1.5901085835636553,1.3678794411714423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,2.3011942119122017,0.0,0.0,1.2,0.0,0.0,0.0,,,,2.2,0.0,,,,,,0.8000000000000007,0.0,,,,,,2.4000000000000004,0.0,,,2.3011942119122017,1.6041128295643523,1.57730122859036,1.6145286814924216,0.3000204874648406,0.6906990316793524,0.0,0.0
164,1,7,223,,,1,177815,,,1,-1,8,-8,73.1,111,15,,,1,4,6.0,5.0,5,Dominic,5.0,14,8,81.1,6,2,False,307.2,6,3,698,,,78,0,0,,0,,177815.jpg,7.1,0,0,Calvert-Lewin,57.0,False,,a,7,11,431.0,4,2,57,3859356,66846,604762,42448,0.6,7.3,Calvert-Lewin,1,Everton,8.028169014084508,44.756937799043065,5.1,20.4,0.0,1.5999999999999996,0.0,0.4,1.2000000000000002,0.09999999999999963,0.0,3.8569377990430613,0.10000000000000003,1.0,5.574986989003608,5.1,0.2,1.0,1.0,1.0,0.1,0.0,13.4,2.1,3.0,0.30000000000000004,0.0,0.0,0.0,6.0,1.0,1.0,0.3999999999999999,0.0,0.0,0.0,3.6000000000000014,0.4000000000000004,1.0,1.2,0.0,0.0,0.0,4.800000000000002,0.7000000000000002,1.0,2.2,0.0,0.0,0.0,1.0,0.0,0.0,0.8000000000000007,0.0,0.0,0.0,6.999999999999997,0.5999999999999996,1.0,2.4000000000000004,0.0,0.2,0.0,4.051387559808612,5.713972298698173,5.5229015140135616,5.513942816446198,0.7147419216671292,1.996165552700898,5.5,0.6850877192982455
165,0,0,18,100.0,100.0,0,194164,,,0,0,-2,2,0.3,382,147,,,0,2,1.0,0.0,0,Mason,0.0,3,0,2.2,372,139,False,22.0,323,131,90,,2020-09-06T01:30:17.999031Z,48,0,0,,0,,194164.jpg,0.0,0,0,Holgate,0.0,False,,a,7,11,0.0,521,199,0,760,421,6108,69,0.0,0.0,Holgate,1,Everton,,,0.0,0.0,,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.8075860719786219,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8075860719786219,,,,,,0.0,
166,3,4,84,100.0,0.0,1,212319,,,0,0,-2,2,52.2,144,20,,,0,4,0.8,0.0,0,Richarlison,-0.2,5,1,35.1,58,17,False,107.6,132,16,382,,2020-10-17T15:00:18.329404Z,78,0,0,2.0,0,,212319.jpg,4.4,1,0,de Andrade,3.8,False,,a,7,11,193.0,28,16,22,391994,8080,848258,4506,0.0,2.8,Richarlison,1,Everton,5.0,26.090813397129182,2.7,10.32,0.0,1.5999999999999996,0.0,1.1,3.3000000000000003,,,,,,5.218162679425837,5.9,0.9,0.0,1.0,1.0,0.1,0.0,13.705263157894736,0.9,0.0,0.30000000000000004,0.0,0.9,3.0,5.999999999999999,0.4999999999999998,1.0,0.3999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,0.0,0.9000000000000017,0.4000000000000004,0.0,2.2,0.0,0.10000000000000007,0.0,,,,0.8000000000000007,0.0,,,,,,2.4000000000000004,0.0,,,0.9500000000000008,5.358877149076696,5.1654291926577445,5.156359037115953,0.6689952153110047,1.8684019549471513,3.8000000000000003,0.76
167,0,0,0,,,0,222627,,,0,0,-1,1,0.0,471,37,,,0,1,1.0,0.0,0,João,0.0,0,0,0.0,491,57,False,0.0,488,57,0,,,44,0,0,,0,,222627.jpg,0.0,0,0,Virgínia,0.1,False,,a,7,11,0.0,442,34,0,763,16,2978,67,0.0,0.0,Virgínia,0,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0,0,4,,,0,232826,,,0,0,-1,1,1.2,364,174,,,0,3,1.2,0.2,0,Anthony,0.2,0,0,0.7,397,174,False,4.2,384,171,32,,,44,0,0,,0,,232826.jpg,1.0,0,0,Gordon,0.4,False,,a,7,11,2.0,336,160,1,15545,305,42032,826,0.0,0.2,Gordon,0,Everton,1.0,1.2901085835636552,0.0,0.0,0.2901085835636553,1.5999999999999996,0.0,0.0,0.0,,,,,,1.2901085835636552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.8000000000000007,0.0,0.0,0.0,,,,2.4000000000000004,0.0,,,1.0,1.3041128295643525,1.2773012285903602,1.3145286814924213,0.29320649626446704,0.6150351352462831,0.0,0.0
