id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xGA_week8,cleansheet_week8,xA,xA_points,xG_week8,goals_week8,xPoints week 8,xA_week8,assists_week8,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,xPoints week 5,xG_week5,goals_week5,xGA_week5,cleansheet_week5,xA_week5,assists_week5,xPoints week 6,xG_week6,goals_week6,xGA_week6,cleansheet_week6,xA_week6,assists_week6,xPoints week 7,xG_week7,goals_week7,xGA_week7,cleansheet_week7,xA_week7,assists_week7,form 5,next1_xP,next5_xP,next10_xP,value,valuePoints metric,xG+xA,xG+xA per game
1,0,0,0,0.0,0.0,0,37605,,,0,0,-2,2,0.0,600,238,,,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,600,238,False,0.0,600,238,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,0,0,,0,,37605.jpg,0.0,0,0,Özil,0.6,False,,n,1,3,0.0,600,238,0,3310,6,49728,575,0.0,0.0,Özil,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0.0,0.0,0,39476,,,0,0,-1,1,0.0,545,209,,,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,556,209,False,0.0,554,209,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,49,0,0,,0,,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,n,1,3,0.0,533,203,0,10208,3,18199,111,0.0,0.0,Sokratis,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,51,100.0,100.0,0,41270,,,0,0,0,0,9.8,309,101,4.0,,0,2,1.3,1.3,0,David,0.8,5,0,9.7,268,90,False,66.6,200,83,319,,2020-10-25T21:30:13.186040Z,55,0,0,,0,,41270.jpg,1.4,0,0,Luiz Moreira Marinho,0.9,False,,a,1,3,21.0,236,70,7,32684,1254,66529,1413,0.1,1.3,David Luiz,0,Arsenal,5.0,13.3300959372038,0.1,0.6000000000000001,5.730095937203803,1.8000000000000007,0.0,0.0,0.0,,,,,,2.6660191874407597,,,,,,,,1.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.5863878557664246,0.1,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,3.287103622692784,2.37257599551538,2.74843502036706,2.780400664041406,0.4847307613528654,1.1367944011603448,0.1,0.02
4,1,1,111,100.0,100.0,2,54694,,,0,0,-3,3,147.8,32,25,6.0,,0,3,4.0,4.0,2,Pierre-Emerick,3.5,10,2,43.2,39,21,False,133.4,79,27,716,,2020-10-08T09:00:12.305506Z,117,0,0,1.0,0,,54694.jpg,3.8,0,0,Aubameyang,13.3,False,,a,1,3,151.0,44,25,30,411688,3547,2620774,46022,0.3,2.6,Aubameyang,2,Arsenal,7.894736842105264,30.638817774255088,1.7,8.02,2.2618799752120267,1.8000000000000007,0.0,1.4,4.199999999999998,0.0,0.0,2.7652988882215865,0.2,0.0,3.880916918072312,3.8187307530779817,0.4,1.0,0.2,1.0,0.0,0.0,5.617989671854215,0.09999999999999998,0.0,1.9,0.0,0.5,1.0,2.049787068367864,0.0,0.0,3.0,0.0,0.0,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.7465969639416064,0.0,0.0,1.4000000000000004,0.0,0.5,0.0,4.101194211912203,0.30000000000000004,0.0,1.2000000000000002,0.0,0.10000000000000007,0.0,7.540818220681719,0.8999999999999999,1.0,0.2999999999999989,1.0,0.09999999999999988,0.0,4.1945278075670185,4.191917819274467,3.819796025331237,3.8370331197363567,0.3317023006899412,1.1345964350865474,3.0999999999999996,0.3926666666666666
5,0,0,0,100.0,100.0,0,58822,,,0,0,-3,3,0.0,521,203,,,0,2,0.5,0.5,0,Cédric,0.0,0,0,0.0,535,203,False,0.0,533,203,0,,2020-09-23T09:00:14.881983Z,47,0,0,,0,,58822.jpg,0.0,0,0,Soares,0.2,False,,a,1,3,0.0,498,193,0,2881,69,31050,296,0.0,0.0,Cédric,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,3,88,,,2,59966,,,0,0,-1,1,73.8,110,14,5.0,,0,4,2.0,2.0,2,Alexandre,1.5,5,3,38.3,50,16,False,126.4,97,14,485,,,84,0,0,3.0,0,,59966.jpg,3.9,0,0,Lacazette,3.3,False,,a,1,3,186.0,34,18,27,262595,3044,359518,9608,0.2,3.2,Lacazette,1,Arsenal,6.9230769230769225,25.4,2.3,9.2,0.0,1.8000000000000007,0.0,0.4,1.2000000000000002,0.19999999999999973,0.0,2.799999999999999,0.0,0.0,3.6688888888888886,5.6,0.5,1.0,0.2,1.0,0.2,0.0,3.4,0.09999999999999998,1.0,1.9,0.0,0.0,0.0,7.8000000000000025,1.2000000000000002,1.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.5,0.30000000000000004,0.0,1.2000000000000002,0.0,0.09999999999999998,0.0,2.3000000000000003,0.0,0.0,0.2999999999999989,1.0,0.10000000000000003,0.0,2.15,4.049289024529621,3.5880063647943827,3.597156754283865,0.4367724867724867,1.2658869316380297,2.6999999999999997,0.39
7,0,0,13,100.0,100.0,0,69140,,,0,0,0,0,1.0,369,141,,,0,2,1.0,1.0,0,Shkodran,0.5,1,0,1.3,390,145,False,11.6,358,140,44,,2020-08-15T10:00:11.331812Z,50,0,0,,0,,69140.jpg,1.0,0,0,Mustafi,0.0,False,,a,1,3,0.0,554,210,2,10704,143,10607,87,0.1,0.4,Mustafi,0,Arsenal,2.0,4.292038374881521,0.0,0.0,2.2920383748815207,1.8000000000000007,0.0,0.0,0.0,,,,,,2.1460191874407606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,1.0,1.8221890024316532,2.2348960503982784,2.266130745799797,0.4292038374881521,0.9597289568272807,0.0,0.0
8,0,2,150,,,2,80201,,,0,0,0,0,0.0,564,59,,,1,1,4.0,4.0,2,Bernd,3.5,10,0,17.1,177,9,False,171.2,41,8,720,,,50,0,0,,0,,80201.jpg,3.5,0,21,Leno,9.2,False,,a,1,3,0.0,556,59,28,372766,4739,334688,12290,0.7,5.6,Leno,0,Arsenal,8.0,29.168153499526085,0.0,0.0,9.168153499526083,1.8000000000000007,0.0,0.0,0.0,0.0,0.0,2.661195552886346,0.0,0.0,3.6460191874407606,6.274923012311929,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,3.199148273471456,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.2047768476488083,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,5.9632728827268755,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,4.218111230268076,3.322189002431653,3.7348960503982784,3.7661307457997966,0.7292038374881521,1.6305493500772175,0.0,0.0
9,0,0,47,,,1,84450,,,0,0,-2,2,33.8,190,119,2.0,,0,3,1.3,1.3,0,Granit,0.8,6,0,11.4,243,111,False,51.8,236,95,407,,,53,0,0,,0,,84450.jpg,1.7,0,0,Xhaka,0.5,False,,a,1,3,29.0,208,107,10,21254,112,51002,1198,0.2,1.9,Xhaka,1,Arsenal,5.882352941176473,12.485322334471707,0.3,1.5,1.6853223344717063,1.8000000000000007,0.0,0.1,0.30000000000000004,,,,,,2.12250479686019,4.1187307530779815,0.2,0.0,0.2,1.0,0.1,0.0,2.149568619222635,0.0,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.801194211912202,0.09999999999999998,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,1.6825970586179362,2.1190340829714183,2.128248386019964,2.1379209779660564,0.40047260318116795,0.9219571688875338,0.4,0.06799999999999998
10,0,0,0,0.0,0.0,0,92371,,,0,0,-1,1,0.0,453,184,,,0,2,0.0,0.0,0,Pablo,0.0,0,0,0.0,474,185,False,0.0,471,185,0,Ankle injury - Expected back 21 Nov,2020-08-15T10:00:11.357231Z,44,0,0,,0,,92371.jpg,0.0,0,0,Marí,0.0,False,,i,1,3,0.0,423,172,0,281,10,697,17,0.0,0.0,Marí,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,6,152,,,2,98745,,,0,0,1,-1,91.4,80,21,,,1,2,4.5,4.5,1,Héctor,4.0,10,0,26.8,93,21,False,126.6,96,34,720,,,51,0,0,,0,,98745.jpg,4.2,0,0,Bellerín,8.2,False,,a,1,3,49.0,161,38,34,475358,23805,238943,11119,0.8,6.7,Bellerín,3,Arsenal,8.095238095238095,31.848111581173434,0.1,0.6000000000000001,9.27729818404425,1.8000000000000007,0.0,0.5,1.5,0.0,0.0,1.6611955528863458,0.0,0.0,3.9341784894390712,4.874923012311927,0.0,0.0,0.2,1.0,0.2,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,0.19914827347145586,0.0,0.0,3.0,0.0,0.0,0.0,11.67657590487391,0.0,0.0,0.20000000000000007,0.0,0.2,2.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.8047768476488084,0.1,0.0,1.2000000000000002,0.0,0.0,0.0,9.452042936202812,0.0,0.0,0.2999999999999989,1.0,0.09999999999999998,1.0,5.7161958194756615,3.6760378335962565,4.009088125711456,4.041902959291002,0.7714075469488375,1.742083516309444,0.6,0.07411764705882352
13,0,0,0,25.0,25.0,0,101184,,,0,0,0,0,0.0,491,198,,,0,2,0.1,0.1,0,Calum,0.0,0,0,0.0,508,198,False,0.0,506,198,0,Lack of match fitness - 25% chance of playing,2020-08-15T10:00:11.386295Z,45,0,0,,0,,101184.jpg,0.0,0,0,Chambers,0.0,False,,d,1,3,0.0,463,187,0,352,16,906,26,0.0,0.0,Chambers,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,0,9,,,0,111457,,,0,0,-2,2,5.4,320,107,,,0,2,0.5,0.5,0,Sead,0.0,1,0,1.3,389,144,False,3.6,389,148,90,,,48,0,0,,0,,111457.jpg,2.0,0,0,Kolasinac,0.2,False,,a,1,3,4.0,326,117,2,4654,83,15721,314,0.0,0.4,Kolasinac,0,Arsenal,1.0,3.1460191874407606,0.0,0.0,1.1460191874407604,1.8000000000000007,0.0,0.0,0.0,,,,,,3.1460191874407606,,,,,,,,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,,,,0.20000000000000007,0.0,,,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,,,,0.2999999999999989,0.0,,,,2.822189002431653,3.2348960503982784,3.2661307457997966,0.6554206640501585,1.4359547294211483,0.0,0.0
15,0,0,35,,,1,154043,,,0,0,-2,2,4.3,329,115,,,0,2,0.7,0.7,0,Ainsley,0.2,3,0,3.2,357,128,False,20.2,326,133,187,,,48,0,0,,0,,154043.jpg,2.2,0,0,Maitland-Niles,1.1,False,,a,1,3,7.0,302,102,9,46239,281,116376,2535,0.0,1.9,Maitland-Niles,0,Arsenal,4.090909090909091,9.688260312257656,0.0,0.0,4.688260312257657,1.8000000000000007,0.0,0.0,0.0,,,,,,2.3682414096629825,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,1.0,2.044411224653875,2.4571182726205,2.488352968022018,0.4933836270131214,1.0809493680752071,0.0,0.0
16,0,0,100,100.0,100.0,2,156074,,,0,0,-1,1,3.6,333,117,,,0,2,2.0,2.0,1,Rob,1.5,7,0,10.4,256,88,False,96.8,153,62,450,,2020-10-17T22:30:19.025474Z,44,0,0,,0,,156074.jpg,3.0,0,0,Holding,1.3,False,,a,1,3,4.0,321,114,15,170611,2469,194891,1633,0.3,3.4,Holding,1,Arsenal,5.0,14.530095937203805,0.3,1.7999999999999998,5.730095937203803,1.8000000000000007,0.0,0.0,0.0,0.3,0.0,3.4611955528863456,0.0,0.0,2.9060191874407613,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,3.9632728827268746,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,3.7122342178066097,2.6733499816828354,2.975512960304625,3.008940500524629,0.6604589062365366,1.3853902894273202,0.3,0.06
17,0,0,121,100.0,100.0,2,192895,,,0,0,-1,1,97.8,67,17,,,0,2,3.3,3.3,1,Kieran,2.8,9,0,24.1,114,29,False,111.6,123,48,620,,2020-10-14T10:30:19.613747Z,54,0,0,,0,,192895.jpg,2.9,0,0,Tierney,5.3,False,,a,1,3,31.0,200,57,20,113886,2271,521862,6944,0.5,3.7,Tierney,0,Arsenal,6.896551724137932,22.60358060303973,0.1,0.6000000000000001,7.903580603039727,1.8000000000000007,0.0,0.7,2.1,0.1,0.0,3.161195552886346,0.29999999999999993,0.0,3.2775191874407614,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,4.404776847648808,0.0,0.0,1.2000000000000002,0.0,0.4,0.0,4.963272882726875,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,4.1581112302680765,3.0528265673673136,3.3453169399214304,3.3789363540630517,0.606947997674215,1.4104196922037038,0.7999999999999999,0.11599999999999996
18,0,0,37,,,0,195735,2.0,,0,0,-3,3,22.5,239,136,3.0,,0,3,1.5,1.5,1,Nicolas,1.0,6,1,14.6,204,96,False,41.2,267,112,227,,,77,0,0,2.0,0,,195735.jpg,1.9,0,0,Pépé,0.8,False,,a,1,3,82.0,90,50,13,21003,451,121870,1908,0.1,1.7,Pépé,0,Arsenal,6.842105263157895,13.260295978517089,0.6,3.0,1.96029597851709,1.8000000000000007,0.0,0.1,0.30000000000000004,0.2,0.0,2.0,0.0,0.0,1.938043258398652,2.118730753077981,0.0,0.0,0.2,0.0,0.1,0.0,1.5,0.1,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.1,1.0,0.20000000000000007,0.0,0.0,0.0,3.2465969639416064,0.2,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,1.9366492409854013,1.9792180497328935,1.9342941034356358,1.945040627074884,0.2516939296621626,0.698422310326366,0.7,0.10230769230769231
19,0,0,0,0.0,0.0,0,198849,,,0,0,-3,3,0.0,524,209,,,0,3,0.0,0.0,0,Lucas,0.0,0,0,0.0,538,208,False,0.0,536,208,0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,47,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.1,False,,n,1,3,0.0,502,199,0,3266,5,16099,182,0.0,0.0,Torreira,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,0,0,,,0,200089,,,0,0,-2,2,0.0,541,217,,,0,3,0.5,0.5,0,Joseph,0.0,0,0,0.0,552,216,False,0.0,550,216,0,,,48,0,0,,0,,200089.jpg,0.0,0,0,Willock,0.1,False,,a,1,3,0.0,527,210,0,2403,117,6626,166,0.0,0.0,Willock,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,0,0,75.0,75.0,0,200641,5.0,,0,0,-3,3,0.0,574,229,,,0,3,0.4,0.4,0,Reiss,0.0,0,0,0.0,580,228,False,0.0,578,228,0,Knock - 75% chance of playing,2020-11-06T01:00:21.188918Z,52,0,0,,0,,200641.jpg,0.0,0,0,Nelson,0.0,False,,d,1,3,0.0,568,225,0,1010,7,4848,129,0.0,0.0,Nelson,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,3,51,,,0,205533,,,0,0,-4,4,25.4,222,32,,,0,4,1.5,1.5,1,Edward,1.0,3,1,13.7,216,32,False,48.0,246,28,145,,,56,0,0,,0,,205533.jpg,1.9,0,0,Nketiah,0.7,False,,a,1,3,66.0,120,35,15,31710,828,117661,1760,0.2,2.7,Nketiah,0,Arsenal,7.894736842105264,15.6,1.0,4.0,0.0,1.8000000000000007,0.0,0.2,0.6000000000000001,0.09999999999999998,0.0,2.0,0.2,0.0,1.976,1.0,0.0,0.0,0.2,0.0,0.0,0.0,7.6,0.9,1.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,1.2,2.1235457330843195,1.9446281097373088,1.9481772696842643,0.35285714285714287,0.8350124036717744,1.2,0.152
23,0,0,0,100.0,100.0,0,209289,,,0,0,-1,1,0.0,469,186,,,0,3,0.5,0.5,0,Emile,0.0,0,0,0.0,489,185,False,0.0,486,185,0,,2020-09-11T11:00:08.673059Z,44,0,0,,0,,209289.jpg,0.0,0,0,Smith Rowe,0.2,False,,a,1,3,0.0,439,172,0,12752,705,15729,531,0.0,0.0,Smith Rowe,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,1,71,100.0,100.0,2,223340,4.0,,0,0,-2,2,65.3,126,78,,,0,3,2.5,2.5,0,Bukayo,2.0,6,1,34.6,60,35,False,90.4,162,60,508,,2020-10-26T14:00:19.932354Z,53,1,0,,0,,223340.jpg,3.0,0,0,Saka,2.9,False,,a,1,3,190.0,31,14,18,101545,4335,418063,7998,0.4,3.4,Saka,0,Arsenal,6.0,18.51902878116114,1.1,5.5,1.7190287811611404,1.8000000000000007,0.0,0.1,0.30000000000000004,0.0,0.0,0.16529888822158642,0.0,0.0,3.08650479686019,,,,,,,,2.649568619222635,0.1,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,5.318730753077982,0.30000000000000004,1.0,0.20000000000000007,0.0,0.0,0.0,4.246596963941607,0.4,0.0,1.4000000000000004,0.0,0.0,0.0,3.6011942119122016,0.2,0.0,1.2000000000000002,1.0,0.1,0.0,3.2408182206817187,0.10000000000000007,0.0,0.2999999999999989,1.0,0.0,0.0,3.314527807567018,3.25033136156016,3.056676826236981,3.0703736945073663,0.5823593956339981,1.3406920109111324,1.2000000000000002,0.20000000000000004
25,0,0,0,0.0,0.0,0,242166,,,0,0,-3,3,0.0,525,210,,,0,3,0.0,0.0,0,Matteo,0.0,0,0,0.0,539,209,False,0.0,537,209,0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,47,0,0,,0,,242166.jpg,0.0,0,0,Guendouzi,0.1,False,,n,1,3,0.0,504,200,0,2594,4,11972,125,0.0,0.0,Guendouzi,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,0,0,0.0,0.0,0,444145,,,0,0,-1,1,0.0,556,221,,,0,3,0.0,0.0,0,Gabriel Teodoro,0.0,0,0,0.0,567,220,False,0.0,565,220,0,Knee injury - Expected back 31 Dec,2020-08-15T10:00:11.409498Z,49,0,0,,0,,444145.jpg,0.0,0,0,Martinelli Silva,0.0,False,,i,1,3,0.0,547,217,0,738,23,2278,46,0.0,0.0,Martinelli,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,0,0,,,0,462424,,,0,0,-4,4,0.0,426,170,,,0,2,0.5,0.5,0,William,0.0,0,0,0.0,448,171,False,0.0,445,171,0,,,41,0,0,,0,,462424.jpg,0.0,0,0,Saliba,0.8,False,,a,1,3,0.0,392,154,0,22463,1009,192697,1769,0.0,0.0,Saliba,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3,2,94,100.0,100.0,2,47431,1.0,,0,0,-2,2,133.7,37,29,1.0,,1,3,2.3,2.3,2,Willian,1.8,6,0,25.2,104,56,False,59.4,220,88,511,,2020-10-21T16:30:22.095468Z,78,0,0,,0,,47431.jpg,3.9,0,0,Borges Da Silva,4.9,False,,a,1,3,58.0,136,72,27,742339,1751,1148917,16177,0.2,3.5,Willian,0,Arsenal,6.9230769230769225,28.354308144622806,0.9,4.5,1.983494747493624,1.8000000000000007,0.0,0.8,2.4000000000000004,0.20000000000000007,0.0,3.465298888221587,0.10000000000000007,0.0,4.095622287556628,12.333730753077983,0.6,0.0,0.2,1.0,0.2,3.0,2.4495686192226347,0.0,0.0,1.9,0.0,0.09999999999999998,0.0,3.249787068367864,0.0,0.0,3.0,0.0,0.4,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,,,,1.2000000000000002,0.0,,,3.2408182206817187,0.09999999999999998,0.0,0.2999999999999989,1.0,0.0,0.0,2.942861206480724,4.2670456005275295,4.064179059425613,4.0780586647642085,0.5250797804559779,1.4664680192833544,1.7000000000000002,0.2455555555555556
494,0,5,143,,,2,226597,,,0,0,1,-1,7.0,314,102,,,1,2,3.5,3.5,1,Gabriel,3.0,7,1,27.5,89,20,False,182.6,35,9,630,,,51,0,0,,0,,226597.jpg,4.4,0,0,Magalhães,11.5,False,,a,1,3,85.0,84,14,31,872428,7471,498122,16959,0.6,6.1,Gabriel,1,Arsenal,7.045454545454545,26.87422609333263,0.3,1.7999999999999998,8.07422609333263,1.8000000000000007,0.0,0.0,0.0,0.0,0.0,1.6611955528863458,0.0,0.0,3.8144062842149538,8.874923012311926,0.1,1.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.5863878557664246,0.1,0.0,1.4000000000000004,0.0,0.0,0.0,3.804776847648808,0.09999999999999998,0.0,1.2000000000000002,0.0,0.0,0.0,5.9632728827268755,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,4.058111230268077,3.5552709877066846,3.889527405815685,3.922318313669032,0.7479228008264616,1.6890474923992231,0.3,0.04258064516129032
501,1,3,103,100.0,100.0,1,182539,3.0,,0,0,-1,1,142.3,35,27,,,0,3,1.7,1.7,1,Daniel,1.2,6,0,28.8,82,46,False,119.8,105,38,437,,2020-10-21T16:30:22.125075Z,49,0,0,,0,,182539.jpg,2.4,0,0,Ceballos Fernández,1.3,False,,a,1,3,25.0,220,113,17,117431,614,170793,4462,0.2,3.5,Ceballos,1,Arsenal,7.083333333333334,20.986346776802737,0.0,0.0,2.02940897775968,1.8000000000000007,0.0,1.6,4.800000000000002,0.0,0.0,1.0,0.0,0.0,2.9627783684897984,1.8187307530779817,0.0,0.0,0.2,0.0,0.0,0.0,9.317989671854214,0.0,0.0,1.9,0.0,0.9,1.0,0.8999999999999998,0.0,0.0,3.0,0.0,0.29999999999999993,0.0,3.118730753077982,0.0,0.0,0.20000000000000007,1.0,0.10000000000000007,0.0,2.5465969639416057,0.0,0.0,1.4000000000000004,0.0,0.09999999999999988,0.0,2.9011942119122027,0.0,0.0,1.2000000000000002,0.0,0.20000000000000007,0.0,,,,0.2999999999999989,0.0,,,2.3916304822329475,3.0534179596515103,2.9485117675823003,2.9604481493262997,0.604648646630571,1.3384468352436296,1.6,0.22588235294117645
