id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xGA_week9,cleansheet_week9,xA,xA_points,xG_week9,goals_week9,xPoints week 9,xA_week9,assists_week9,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,xPoints week 5,xG_week5,goals_week5,xGA_week5,cleansheet_week5,xA_week5,assists_week5,xPoints week 6,xG_week6,goals_week6,xGA_week6,cleansheet_week6,xA_week6,assists_week6,xPoints week 7,xG_week7,goals_week7,xGA_week7,cleansheet_week7,xA_week7,assists_week7,xPoints week 8,xG_week8,goals_week8,xGA_week8,cleansheet_week8,xA_week8,assists_week8,form 5,next1_xP,next5_xP,next10_xP,value,valuePoints metric,xG+xA,xG+xA per game
1,0,0,0,0.0,0.0,0,37605,,,0,0,-2,2,0.0,601,239,,,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,601,239,False,0.0,601,239,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,0,0,,0,,37605.jpg,0.0,0,0,Özil,0.6,False,,n,1,3,0.0,601,239,0,3324,6,50920,389,0.0,0.0,Özil,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0.0,0.0,0,39476,,,0,0,-1,1,0.0,551,210,,,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,561,210,False,0.0,560,210,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,49,0,0,,0,,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,n,1,3,0.0,537,204,0,10219,3,18440,95,0.0,0.0,Sokratis,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,51,100.0,100.0,0,41270,,,0,0,0,0,9.8,316,105,4.0,,0,2,0.5,0.5,0,David,0.0,5,0,9.7,286,95,False,66.6,219,89,319,,2020-10-25T21:30:13.186040Z,55,0,0,,0,,41270.jpg,1.4,0,0,Luiz Moreira Marinho,0.9,False,,a,1,3,21.0,252,75,7,36581,1355,71244,2541,0.0,1.3,David Luiz,0,Arsenal,5.0,12.587044175545929,0.1,0.6000000000000001,4.9870441755459245,2.5,0.0,0.0,0.0,,,,,,2.517408835109185,,,,,,,,1.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.5863878557664246,0.1,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,,,,1.8000000000000007,0.0,,,2.2931939278832125,3.059255044018132,2.5836798315893104,2.6870328073326744,0.45771069729257907,1.073426734010442,0.1,0.02
4,1,1,115,100.0,100.0,3,54694,,,-1,1,-4,4,162.2,33,25,,,0,3,4.8,4.8,3,Pierre-Emerick,4.3,10,2,49.1,41,23,False,139.0,96,33,806,,2020-10-08T09:00:12.305506Z,116,0,0,1.0,0,,54694.jpg,3.7,0,0,Aubameyang,11.9,False,,a,1,3,190.0,38,21,33,455906,3983,2762350,69706,0.4,2.8,Aubameyang,2,Arsenal,8.91891891891892,33.661856062469056,2.0,9.52,2.223952132338048,2.5,1.0,1.3,3.9,0.30000000000000004,0.0,3.2820849986239,-0.09999999999999988,0.0,3.7742081039738036,3.8187307530779817,0.4,1.0,0.2,1.0,0.0,0.0,5.617989671854215,0.09999999999999998,0.0,1.9,0.0,0.5,1.0,2.049787068367864,0.0,0.0,3.0,0.0,0.0,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.7465969639416064,0.0,0.0,1.4000000000000004,0.0,0.5,0.0,4.101194211912203,0.30000000000000004,0.0,1.2000000000000002,0.0,0.10000000000000007,0.0,7.540818220681719,0.8999999999999999,1.0,0.2999999999999989,1.0,0.09999999999999988,0.0,2.7652988882215865,0.0,0.0,1.8000000000000007,0.0,0.2,0.0,4.287198656676203,3.855150158685405,3.6529546970319346,3.7699605777858665,0.3253627675839486,1.108145655654835,3.3,0.36999999999999994
5,0,0,0,100.0,100.0,0,58822,,,0,0,-3,3,0.0,528,205,,,0,2,0.5,0.5,0,Cédric,0.0,0,0,0.0,540,205,False,0.0,539,205,0,,2020-09-23T09:00:14.881983Z,47,0,0,,0,,58822.jpg,0.0,0,0,Soares,0.2,False,,a,1,3,0.0,502,194,0,3078,93,31993,341,0.0,0.0,Cédric,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,3,88,,,2,59966,,,-1,1,-2,2,73.8,127,18,,,0,4,1.8,1.8,0,Alexandre,1.3,5,3,38.3,62,17,False,126.4,121,16,485,,,83,0,0,3.0,0,,59966.jpg,3.9,0,0,Lacazette,3.0,False,,a,1,3,186.0,39,18,27,267492,1155,390461,14495,0.2,3.3,Lacazette,1,Arsenal,6.9230769230769225,25.0,2.2,8.8,0.0,2.5,0.0,0.4,1.2000000000000002,,,,,,3.611111111111111,5.6,0.5,1.0,0.2,1.0,0.2,0.0,3.4,0.09999999999999998,1.0,1.9,0.0,0.0,0.0,7.8000000000000025,1.2000000000000002,1.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.5,0.30000000000000004,0.0,1.2000000000000002,0.0,0.09999999999999998,0.0,2.3000000000000003,0.0,0.0,0.2999999999999989,1.0,0.10000000000000003,0.0,2.799999999999999,0.19999999999999973,0.0,1.8000000000000007,0.0,0.0,0.0,2.15,3.557708951097303,3.47611449953752,3.565413721857831,0.43507362784471215,1.2534349650705698,2.6,0.3755555555555556
7,0,0,13,100.0,100.0,0,69140,,,0,0,0,0,1.0,375,144,,,0,2,0.8,0.8,0,Shkodran,0.3,1,0,1.3,395,149,False,11.6,365,142,44,,2020-08-15T10:00:11.331812Z,50,0,0,,0,,69140.jpg,1.0,0,0,Mustafi,0.0,False,,a,1,3,0.0,556,211,2,11121,182,10924,171,0.1,0.4,Mustafi,0,Arsenal,2.0,3.99481767021837,0.0,0.0,1.9948176702183693,2.5,0.0,0.0,0.0,,,,,,1.997408835109185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,,,,1.8000000000000007,0.0,,,1.0,2.543691531157741,2.0748949347046555,2.170829205824486,0.399481767021837,0.8932683868325613,0.0,0.0
8,0,5,179,,,3,80201,,,0,0,0,0,0.0,568,59,,,2,1,6.8,6.8,10,Bernd,6.3,10,0,20.3,171,8,False,202.8,37,9,810,,,50,0,0,,0,,80201.jpg,4.2,0,25,Leno,9.0,False,,a,1,3,0.0,558,59,38,387576,9737,365458,8846,1.3,7.6,Leno,0,Arsenal,9.047619047619047,35.024175174797385,0.0,0.0,9.024175174797387,2.5,1.0,0.0,0.0,0.0,0.0,6.328339994495595,0.0,0.0,3.8710930456355017,6.274923012311929,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,3.199148273471456,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.2047768476488083,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,5.9632728827268755,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,2.661195552886346,0.0,0.0,1.8000000000000007,0.0,0.0,0.0,4.42879462670481,4.417375741684056,3.948579145230972,4.044513416350801,0.7742186091271004,1.7312054394535354,0.0,0.0
9,0,0,57,,,2,84450,,,0,0,-2,2,34.5,212,131,1.0,,0,3,1.5,1.5,3,Granit,1.0,6,0,12.7,247,114,False,62.6,231,95,497,,,53,0,0,,0,,84450.jpg,1.9,0,0,Xhaka,0.5,False,,a,1,3,30.0,218,113,13,21865,373,53565,808,0.2,2.5,Xhaka,1,Arsenal,6.842105263157895,14.506094060055185,0.3,1.5,1.7060940600551846,2.5,1.0,0.1,0.30000000000000004,0.0,0.0,2.0820849986238987,0.0,0.0,2.120121439546527,4.1187307530779815,0.2,0.0,0.2,1.0,0.1,0.0,2.149568619222635,0.0,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.801194211912202,0.09999999999999998,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,,,,1.8000000000000007,0.0,,,2.043292058159236,2.2469659686756773,2.1149060076156005,2.155153658608689,0.40002291312198623,0.9209219046258921,0.4,0.05846153846153847
10,0,0,0,25.0,25.0,0,92371,,,0,0,-1,1,0.0,463,189,,,0,2,0.1,0.1,0,Pablo,0.0,0,0,0.0,483,190,False,0.0,481,190,0,Lack of match fitness - 25% chance of playing,2020-08-15T10:00:11.357231Z,44,0,0,,0,,92371.jpg,0.0,0,0,Marí,0.0,False,,d,1,3,0.0,428,174,0,305,10,742,17,0.0,0.0,Marí,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,9,181,,,3,98745,,,0,0,1,-1,115.7,68,16,,,2,2,7.8,7.8,9,Héctor,7.3,10,0,30.6,94,21,False,140.2,92,32,810,,,51,0,0,,0,,98745.jpg,4.8,0,0,Bellerín,9.2,False,,a,1,3,49.0,171,40,43,573563,67195,273099,9197,1.4,8.4,Bellerín,3,Arsenal,8.958333333333334,37.2888326049128,0.1,0.6000000000000001,8.935120814519781,2.5,1.0,0.9,2.7,0.0,0.0,6.528339994495593,0.4,0.0,4.162474337292592,4.874923012311927,0.0,0.0,0.2,1.0,0.2,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,0.19914827347145586,0.0,0.0,3.0,0.0,0.0,0.0,11.67657590487391,0.0,0.0,0.20000000000000007,0.0,0.2,2.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.8047768476488084,0.1,0.0,1.2000000000000002,0.0,0.0,0.0,9.452042936202812,0.0,0.0,0.2999999999999989,1.0,0.09999999999999998,1.0,1.6611955528863458,0.0,0.0,1.8000000000000007,0.0,0.0,0.0,4.686548637399997,4.6951380495637425,4.205532678487471,4.324240647521403,0.8161714386848219,1.8431746168924814,1.0,0.11162790697674418
13,0,0,0,25.0,25.0,0,101184,,,0,0,0,0,0.0,500,202,,,0,2,0.1,0.1,0,Calum,0.0,0,0,0.0,515,202,False,0.0,514,202,0,Lack of match fitness - 25% chance of playing,2020-08-15T10:00:11.386295Z,45,0,0,,0,,101184.jpg,0.0,0,0,Chambers,0.0,False,,d,1,3,0.0,469,190,0,381,12,959,27,0.0,0.0,Chambers,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,0,9,0.0,0.0,0,111457,,,0,0,-2,2,5.4,332,116,,,0,2,0.0,0.0,0,Sead,0.0,1,0,1.3,394,148,False,3.6,397,153,90,Illness - Expected back 29 Nov,2020-11-18T14:00:19.656655Z,48,0,0,,0,,111457.jpg,2.0,0,0,Kolasinac,0.2,False,,i,1,3,4.0,330,120,2,4729,11,17454,718,0.0,0.4,Kolasinac,0,Arsenal,1.0,2.997408835109185,0.0,0.0,0.9974088351091848,2.5,0.0,0.0,0.0,,,,,,2.997408835109185,,,,,,,,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,,,,0.20000000000000007,0.0,,,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,,,,0.2999999999999989,0.0,,,,,,1.8000000000000007,0.0,,,,3.5436915311577404,3.074894934704655,3.1708292058244854,0.6244601739810802,1.3681236942121529,0.0,0.0
15,0,0,38,,,1,154043,,,0,0,-3,3,4.3,339,122,,,0,2,1.2,1.2,1,Ainsley,0.7,3,0,3.2,361,129,False,20.4,334,133,188,,,47,0,0,,0,,154043.jpg,2.0,0,0,Maitland-Niles,1.0,False,,a,1,3,7.0,307,104,10,47245,458,123330,2484,0.1,2.1,Maitland-Niles,0,Arsenal,5.0,10.987044175545924,0.0,0.0,4.9870441755459245,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.197408835109185,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,,,,1.8000000000000007,0.0,,,1.0,2.7436915311577406,2.2748949347046548,2.370829205824485,0.4675337947040819,1.0135891135933108,0.0,0.0
16,0,0,121,100.0,100.0,3,156074,,,0,0,-1,1,3.7,346,126,,,0,2,4.5,4.5,6,Rob,4.0,7,0,12.4,256,86,False,116.6,139,57,540,,2020-10-17T22:30:19.025474Z,44,0,0,,0,,156074.jpg,3.5,0,0,Holding,1.3,False,,a,1,3,4.0,326,118,21,177979,4261,200551,1575,0.9,4.8,Holding,1,Arsenal,6.0,16.18445301065511,0.2,1.2000000000000002,5.984453010655109,2.5,1.0,0.0,0.0,-0.09999999999999998,0.0,1.7283399944955955,0.0,0.0,2.6974088351091847,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,3.9632728827268746,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,3.4611955528863456,0.3,0.0,1.8000000000000007,0.0,0.0,0.0,3.0509361433696056,3.2362973859250586,2.7562030961790804,2.8645018750048,0.6130474625248147,1.2859392060885702,0.2,0.03333333333333333
17,0,0,148,100.0,100.0,3,192895,,,0,0,-1,1,102.8,83,20,,,0,2,4.8,4.8,6,Kieran,4.3,9,0,27.1,119,29,False,132.6,108,40,710,,2020-10-14T10:30:19.613747Z,54,0,0,,0,,192895.jpg,3.2,0,0,Tierney,5.1,False,,a,1,3,35.0,207,57,26,123171,4099,542138,5879,0.8,4.8,Tierney,0,Arsenal,8.125,24.503946785262126,0.1,0.6000000000000001,8.103946785262128,2.5,1.0,0.6,1.7999999999999998,0.0,0.0,2.0283399944955955,-0.09999999999999998,0.0,3.015870373570724,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,4.404776847648808,0.0,0.0,1.2000000000000002,0.0,0.4,0.0,4.963272882726875,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,3.161195552886346,0.1,0.0,1.8000000000000007,0.0,0.29999999999999993,0.0,3.5087946267048102,3.551232485891012,3.065750065497654,3.1799457633831048,0.5584945136242081,1.2978239701288616,0.7,0.08615384615384615
18,0,0,29,0.0,,0,195735,2.0,,0,0,-4,4,38.5,195,122,3.0,,0,3,0.0,0.2,-2,Nicolas,-0.3,6,1,16.2,209,100,False,41.2,286,122,277,Suspended until 15 Dec,2020-11-22T18:30:18.803078Z,76,0,0,2.0,0,,195735.jpg,1.4,1,0,Pépé,0.7,False,,s,1,3,83.0,106,56,11,22080,213,128899,4497,0.0,1.4,Pépé,0,Arsenal,7.857142857142858,12.359195926107327,0.7,3.5,1.9591959261073275,2.5,0.0,0.3,0.8999999999999999,0.09999999999999998,0.0,-0.9,0.2,0.0,1.57298857241366,2.118730753077981,0.0,0.0,0.2,0.0,0.1,0.0,1.5,0.1,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.1,1.0,0.20000000000000007,0.0,0.0,0.0,3.2465969639416064,0.2,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,2.0,0.2,0.0,1.8000000000000007,0.0,0.0,0.0,1.3366492409854016,1.6888556397742918,1.5400229494409197,1.5986271387973674,0.20697218058074476,0.5705829254902813,1.0,0.12727272727272726
19,0,0,0,0.0,0.0,0,198849,,,0,0,-3,3,0.0,531,212,,,0,3,0.0,0.0,0,Lucas,0.0,0,0,0.0,543,211,False,0.0,542,211,0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,47,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.1,False,,n,1,3,0.0,507,201,0,3286,13,16435,116,0.0,0.0,Torreira,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,0,1,,,0,200089,,,0,0,-2,2,2.2,354,171,,,0,3,0.8,0.8,1,Joseph,0.3,0,0,0.7,405,176,False,2.8,403,176,56,,,48,0,0,,0,,200089.jpg,1.0,0,0,Willock,0.1,False,,a,1,3,2.0,342,163,1,2770,170,7087,187,0.1,0.2,Willock,0,Arsenal,1.0,1.249352208777296,0.0,0.0,0.24935220877729625,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.249352208777296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.3859228827894348,1.2687237336761634,1.292707301456121,0.2602817101619367,0.5702486558468574,0.0,0.0
21,0,0,1,100.0,75.0,0,200641,5.0,,0,0,-3,3,4.2,341,168,,,0,3,0.8,0.6,1,Reiss,0.3,0,0,0.5,408,178,False,1.0,411,181,45,,2020-11-06T01:00:21.188918Z,52,0,0,,0,,200641.jpg,1.0,0,0,Nelson,0.0,False,,a,1,3,0.0,571,227,1,1130,111,5058,62,0.1,0.2,Nelson,0,Arsenal,1.0,1.249352208777296,0.0,0.0,0.24935220877729625,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.249352208777296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.3859228827894348,1.2687237336761634,1.292707301456121,0.24026004014947996,0.5478771868235386,0.0,0.0
22,0,3,51,,,0,205533,,,0,0,-4,4,25.4,244,38,,,0,4,1.2,1.2,0,Edward,0.7,3,1,13.7,239,34,False,48.0,265,30,145,,,56,0,0,,0,,205533.jpg,1.9,0,0,Nketiah,0.6,False,,a,1,3,66.0,134,36,15,33316,452,122632,1880,0.1,2.7,Nketiah,0,Arsenal,7.894736842105264,15.6,1.0,4.0,0.0,2.5,0.0,0.2,0.6000000000000001,,,,,,1.976,1.0,0.0,0.0,0.2,0.0,0.0,0.0,7.6,0.9,1.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,2.0,0.09999999999999998,0.0,1.8000000000000007,0.0,0.2,0.0,1.25,1.9544583902221224,1.9215444437621607,1.9575663762119848,0.35285714285714287,0.8350124036717744,1.2,0.152
23,0,0,0,100.0,100.0,0,209289,,,0,0,-1,1,0.0,478,189,,,0,3,0.5,0.5,0,Emile,0.0,0,0,0.0,497,188,False,0.0,495,188,0,,2020-09-11T11:00:08.673059Z,44,0,0,,0,,209289.jpg,0.0,0,0,Smith Rowe,0.2,False,,a,1,3,0.0,444,174,0,14054,447,17391,669,0.0,0.0,Smith Rowe,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,1,75,100.0,100.0,2,223340,4.0,,-1,1,-3,3,85.6,105,70,,,0,3,1.8,1.8,1,Bukayo,1.3,6,1,40.2,59,35,False,103.0,166,63,543,,2020-11-22T18:30:18.841364Z,52,1,0,,0,,223340.jpg,2.7,0,0,Saka,2.6,False,,a,1,3,213.0,35,18,19,112646,3091,450833,15218,0.2,3.7,Saka,0,Arsenal,7.037037037037036,21.154700728432825,1.3,6.5,1.7547007284328249,2.5,0.0,0.3,0.8999999999999999,0.2,0.0,2.6,0.2,0.0,3.0061943140404543,,,,,,,,2.649568619222635,0.1,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,5.318730753077982,0.30000000000000004,1.0,0.20000000000000007,0.0,0.0,0.0,4.246596963941607,0.4,0.0,1.4000000000000004,0.0,0.0,0.0,3.6011942119122016,0.2,0.0,1.2000000000000002,1.0,0.1,0.0,3.2408182206817187,0.10000000000000007,0.0,0.2999999999999989,1.0,0.0,0.0,0.16529888822158642,0.0,0.0,1.8000000000000007,0.0,0.0,0.0,2.7707816569514234,3.103887350750233,2.9272861195338034,3.0162809673041986,0.5781142911616258,1.318303415362187,1.6,0.2273684210526316
25,0,0,0,0.0,0.0,0,242166,,,0,0,-3,3,0.0,532,213,,,0,3,0.0,0.0,0,Matteo,0.0,0,0,0.0,544,212,False,0.0,543,212,0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,47,0,0,,0,,242166.jpg,0.0,0,0,Guendouzi,0.1,False,,n,1,3,0.0,509,202,0,2611,11,12242,95,0.0,0.0,Guendouzi,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,0,0,0.0,0.0,0,444145,,,0,0,-1,1,0.0,561,223,,,0,3,0.0,0.0,0,Gabriel Teodoro,0.0,0,0,0.0,571,222,False,0.0,570,222,0,Knee injury - Expected back 31 Dec,2020-08-15T10:00:11.409498Z,49,0,0,,0,,444145.jpg,0.0,0,0,Martinelli Silva,0.0,False,,i,1,3,0.0,550,218,0,840,64,2393,54,0.0,0.0,Martinelli,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,0,0,,,0,462424,,,0,0,-4,4,0.0,433,174,,,0,2,0.5,0.5,0,William,0.0,0,0,0.0,454,175,False,0.0,452,175,0,,,41,0,0,,0,,462424.jpg,0.0,0,0,Saliba,0.8,False,,a,1,3,0.0,394,155,0,24030,491,198146,1670,0.0,0.0,Saliba,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3,2,98,75.0,100.0,2,47431,1.0,,0,0,-3,3,135.4,49,36,2.0,,1,3,1.9,2.5,1,Willian,2.0,6,0,26.4,124,69,False,65.8,222,89,556,Calf injury - 75% chance of playing,2020-11-22T23:30:17.100344Z,77,0,0,,0,,47431.jpg,3.5,0,0,Borges Da Silva,4.2,False,,d,1,3,62.0,141,80,28,746936,746,1204704,27166,0.3,3.6,Willian,0,Arsenal,8.0,28.948529460611372,0.9,4.5,1.9948176702183693,2.5,0.0,0.8,2.4000000000000004,0.0,0.0,1.0,0.0,0.0,3.6185661825764224,12.333730753077983,0.6,0.0,0.2,1.0,0.2,3.0,2.4495686192226347,0.0,0.0,1.9,0.0,0.09999999999999998,0.0,3.249787068367864,0.0,0.0,3.0,0.0,0.4,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,,,,1.2000000000000002,0.0,,,3.2408182206817187,0.09999999999999998,0.0,0.2999999999999989,1.0,0.0,0.0,3.465298888221587,0.20000000000000007,0.0,1.8000000000000007,0.0,0.10000000000000007,0.0,2.488178518211228,3.723249605272624,3.5573291538337517,3.6346346610953564,0.46994366007486005,1.3040407340505427,1.7000000000000002,0.21250000000000002
494,0,5,165,,,3,226597,,,0,0,1,-1,7.2,322,107,,,1,2,5.2,5.2,6,Gabriel,4.7,7,1,29.9,104,23,False,200.6,39,10,720,,,51,0,0,,0,,226597.jpg,4.6,0,0,Magalhães,11.3,False,,a,1,3,91.0,91,13,37,892928,8659,537791,13495,0.9,7.3,Gabriel,1,Arsenal,8.043478260869566,30.022636282399965,0.5,3.0,8.022636282399969,2.5,1.0,0.0,0.0,0.2,0.0,3.5283399944955955,0.0,0.0,3.7325439702443193,8.874923012311926,0.1,1.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.5863878557664246,0.1,0.0,1.4000000000000004,0.0,0.0,0.0,3.804776847648808,0.09999999999999998,0.0,1.2000000000000002,0.0,0.0,0.0,5.9632728827268755,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,1.6611955528863458,0.0,0.0,1.8000000000000007,0.0,0.0,0.0,3.7087946267048095,4.265037584642739,3.7751723169137184,3.894164724025612,0.7318713667145724,1.6527982504906478,0.5,0.06216216216216215
