id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,next10_xP,next1_xP,next5_xP,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,yellow_cards
83,44.816197811729076,2.605592896030761,2,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,,0.0,,,,0.0,5,176,100.0,100.0,15.79629112432628,3,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39487,5.0,,0,0,-2,2,60.8,282,78,,,0,2,0.5,0.5,0,Erik,1.0,2.7891765469222447,2.8034665122560845,2.56300431062194,4.163401736735578,17.2,27,15,0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,28.1,319,111,False,165.6,266,104,1048,,2021-02-17T18:30:27.269917Z,2.636474993847787,2.6615122980988266,2.7037686996653365,43,1,0,,0,,39487.jpg,2.5,0,0,Pieters,0.6,False,,a,4,90,Burnley,55.0,308,104,43,131596,266,177086,1793,0.6059518362862235,0.6486457085865686,0.9682329620315298,1.2565284716090515,0.2,10.0,Pieters,0.4,1.2000000000000002,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,,0.2,,,0.0,,,,0.0,0.2,0.6000000000000001,0.034883720930232565,,2.9000000000000004,1.7000000000000008,1.3999999999999986,2.1000000000000014,1.3000000000000007,1.7999999999999972,0.4000000000000021,0.0,1.3000000000000007,4.099999999999998,1.4,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,0.6000000000000001,2.0,1.0,0.5999999999999996,1.0,1.3000000000000007,1.7999999999999992,1.2000000000000002,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,,,0.0,,,0.0,,,,0.0,0.6000000000000001,,1.0,,,1.0,1.0,2.661195552886348,6.68128018414255,,3.0901271721360497,3.0662907016070453,-1.4,3.0970166152553182,2.0901271721360537,1.2688220509589982,8.685428362557921,3.204776847648813,,,0.6000000000000001,,,3.4715177646857693,,,,1.0,1
84,20.16637529242641,2.2407083658251556,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,74,50.0,75.0,2.066375292426403,2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,40145,,,0,0,0,0,51.5,303,165,,,0,3,0.7,1.0,0,Jack,1.8,,,,2.3913471120999983,9.0,27,12,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,18.9,351,159,False,64.4,372,161,735,Hamstring injury - 50% chance of playing,2021-03-04T13:30:22.828817Z,2.246279922306148,2.248964943272356,2.260117838745081,50,0,0,,0,,40145.jpg,2.0,0,0,Cork,0.0,False,,d,4,90,Burnley,72.0,277,138,18,11101,12,11585,53,0.4481416731650311,,0.47826942241999965,1.002075244747503,0.4,3.6,Cork,0.2,0.6000000000000001,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,,,,,0.3,0.5,0.05555555555555555,,,,,,,,,,,,,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,,,,,,,,1.5,,,,,,,,,,,,,0.0,0.0,0.0,0.2,0.0,0.09999999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.2725317930340134,2.0672055127397497,3.5488116360940256,4.301194211912203,1.8678794411714423,4.630197383422318,,,,,,,,,1
85,18.943025702214726,2.435531875999036,0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,1,85,100.0,100.0,7.143025702214726,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41674,,,0,0,-2,2,12.0,390,148,,,0,2,0.0,0.0,0,Kevin,0.5,3.002388423824406,3.002388423824406,3.002388423824406,3.002388423824406,7.777777777777778,27,13,0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,14.0,372,135,False,102.6,326,126,636,,2021-01-11T12:00:21.187814Z,2.465418876927549,2.488801070481536,2.531330118341737,43,0,0,,0,,41674.jpg,1.8,0,0,Long,0.2,False,,a,4,90,Burnley,25.0,357,129,14,12803,62,20969,123,0.566402761860241,0.6982298660056758,0.6982298660056758,1.1745177653677734,0.1,3.3,Long,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.3,0.3,0.03857142857142857,,2.9000000000000004,1.7000000000000008,1.3999999999999986,2.1000000000000014,1.3000000000000007,1.7999999999999972,0.4000000000000021,0.0,1.3000000000000007,4.099999999999998,1.4,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,0.6000000000000001,2.0,1.0,0.5999999999999996,1.0,1.3000000000000007,1.7999999999999992,1.7999999999999998,,,,,,,,,,,,0.0,,,,,0.3,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.9863878557664258,,,,,6.004776847648812,,,,4.195246544376106,1.5413411329464508,4.4715177646857684,3.1952465443761064,1.4715177646857691,,,2
86,44.6298600311042,1.9404286970045304,3,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,2,115,100.0,100.0,0.0,4,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44683,,,0,0,-2,2,94.4,237,40,,,1,4,3.2,3.2,1,Jay,3.7,2.372256241168158,2.156772760917838,2.079616978051618,3.1824697754749574,23.0,27,22,1,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,52.0,227,36,False,140.0,291,32,1108,,2021-01-01T10:30:18.225481Z,1.9360971834334182,1.92889272472318,1.9300795148085197,58,0,0,3.0,0,,44683.jpg,2.0,0,0,Rodriguez,0.5,False,,a,4,90,Burnley,291.0,86,34,46,60844,1510,82272,3904,0.33455667189733285,0.4090096967531307,0.5487016854267168,0.8057191613235432,0.6,7.9,Rodriguez,1.2,3.6,,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.7,0.0,0.0,0.0,,,0.0,0.0,0.1,0.0,0.30000000000000004,1.4,2.5999999999999996,0.11304347826086955,,2.9000000000000004,1.7000000000000008,1.3999999999999986,2.1000000000000014,1.3000000000000007,1.7999999999999972,0.4000000000000021,0.0,1.3000000000000007,4.099999999999998,1.4,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,0.6000000000000001,2.0,1.0,0.5999999999999996,1.0,1.3000000000000007,1.7999999999999992,5.6,,0.0,0.0,0.0,0.09999999999999998,0.0,0.09999999999999998,,,0.0,0.0,0.3,0.0,0.0,0.0,,0.30000000000000004,0.29999999999999993,0.2,0.0,,,0.0,0.0,0.0,0.0,0.10000000000000003,1.0,,2.0,2.0,1.0,2.7,0.0,1.4,,,1.0,1.0,2.2,2.0,1.0,2.0,,11.09481865284974,3.2,3.8,1.0,,,1.0,1.0,1.3,1.0,3.3179039301310045,3
87,57.22000000000001,3.2186250000000007,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,7,100,25.0,25.0,0.0,6,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,44699,,,0,0,0,0,230.7,118,14,,,0,4,0.3,0.3,0,Ashley,1.8,4.516666666666667,3.95,3.3428571428571434,5.366666666666667,17.777777777777775,27,17,3,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,,,,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,88.1,92,22,False,153.6,276,31,1290,Thigh injury - 25% chance of playing,2021-02-21T15:00:25.419290Z,3.2056994927842033,3.1842009377141824,3.1877423935032168,60,0,0,1.0,0,,44699.jpg,2.7,0,0,Barnes,0.4,False,,d,4,90,Burnley,502.0,44,20,48,160016,110,149487,3791,0.5364375000000001,0.7527777777777778,0.8944444444444445,1.3139981538942513,0.3,8.0,Barnes,0.7,2.1,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.09999999999999998,0.09999999999999998,,,,,0.0,0.09999999999999998,,,,,0.0,0.1,0.0,0.0,0.1,,4.9,5.6000000000000005,0.31500000000000006,,2.9000000000000004,1.7000000000000008,1.3999999999999986,2.1000000000000014,1.3000000000000007,1.7999999999999972,0.4000000000000021,0.0,1.3000000000000007,4.099999999999998,,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,,2.0,1.0,0.5999999999999996,1.0,1.3000000000000007,1.7999999999999992,19.12,,0.09999999999999998,0.0,0.0,0.0,0.6,0.2,0.30000000000000004,,0.0,1.1,,,,,0.19999999999999973,1.5000000000000004,,,,,0.2,0.3,0.09999999999999998,0.20000000000000007,0.0,,,,2.4,1.0,1.6,1.0,6.4,1.7999999999999998,3.2,,2.3,8.700000000000001,,,,,2.799999999999999,13.300000000000002,,,,,1.8,3.5,2.4,2.8000000000000003,2.3,,4
88,65.58616939597975,3.123150923618083,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,7,371,100.0,100.0,19.286169395979762,8,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,1.0,1.0,51927,,,-1,1,0,0,38.6,328,110,,,1,2,2.0,2.0,2,Ben,2.5,2.4339173032516546,2.8955897663247963,,2.3822276775485287,21.0,27,23,2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,71.5,146,39,False,502.6,55,14,1883,,2020-09-07T00:30:12.617922Z,3.152295379362977,3.174442522852352,3.217175020441468,50,0,0,,0,,51927.jpg,4.0,0,0,Mee,4.6,False,,a,4,90,Burnley,171.0,166,33,84,705211,1485,381610,21850,0.6246301847236166,0.4867834606503309,0.47644553550970575,1.3967155538402576,0.5,16.8,Mee,0.1,0.30000000000000004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,,,,0.0,0.0,1.0,1.1,0.05238095238095238,,2.9000000000000004,1.7000000000000008,1.3999999999999986,2.1000000000000014,1.3000000000000007,1.7999999999999972,0.4000000000000021,0.0,1.3000000000000007,4.099999999999998,,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,,,,,,1.3000000000000007,1.7999999999999992,6.0,,0.0,0.0,0.30000000000000004,0.0,0.0,0.09999999999999998,0.09999999999999998,,0.0,0.20000000000000007,,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,,,,,,0.1,0.0,2.401035374891213,,0.22009288022562884,2.730734096210938,5.786387855766428,2.4898257130119266,3.0901271721360497,3.2611955528863485,8.28128018414255,,3.0901271721360497,6.266290701607046,,2.1982744768905387,2.0901271721360537,1.2688220509589982,3.1952465443761024,3.504776847648813,2.4715177646857693,2.7207895336892736,2.401035374891213,,,,,,5.690127172136049,2.6611955528863467,2
89,75.59259757120323,2.685526492661168,3,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,417,100.0,100.0,6.462737540099036,9,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60551,1.0,,0,0,-2,2,598.5,17,13,,,0,3,1.8,1.8,2,Ashley,2.3,2.4404226190861347,2.515064776686116,2.6808945732746463,2.6926202166175424,28.148148148148145,27,36,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,105.8,66,40,False,370.4,122,43,2510,,2021-01-11T12:00:21.212082Z,2.6883542822671247,2.6864756894209374,2.6983803487448705,53,0,0,,0,,60551.jpg,2.7,0,0,Westwood,0.5,False,,a,4,90,Burnley,88.0,249,127,76,64800,334,97291,1217,0.506703111822862,0.46045709794078016,0.5080415503051967,1.1665181656168713,0.4,14.3,Westwood,3.9,11.7,,0.2,0.0,0.3999999999999999,0.0,0.4000000000000001,0.7,0.0,,0.0,0.10000000000000007,0.2,0.10000000000000007,0.19999999999999973,0.0,0.7000000000000002,0.10000000000000007,0.09999999999999963,0.10000000000000007,0.0,0.09999999999999998,0.0,0.2,0.30000000000000004,0.0,0.0,0.0,0.4,4.3,0.15276315789473685,,2.9000000000000004,1.7000000000000008,1.3999999999999986,2.1000000000000014,1.3000000000000007,1.7999999999999972,0.4000000000000021,0.0,1.3000000000000007,4.099999999999998,1.4,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,0.6000000000000001,2.0,1.0,0.5999999999999996,1.0,1.3000000000000007,1.7999999999999992,2.0,,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000003,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,2.100258843722804,,2.655023220056407,4.205651721932593,4.4250737851336615,2.6224564282529816,2.4725317930340127,3.2652988882215865,2.6703200460356378,,1.2725317930340123,4.316572675401762,2.8465969639416064,3.3483107575874147,1.8725317930340128,2.0672055127397497,4.648811636094028,4.601194211912203,2.6678794411714413,4.830197383422318,2.100258843722804,2.8488116360940263,3.635335283236613,1.9678794411714424,3.4488116360940264,2.3678794411714423,2.2725317930340125,2.665298888221587,5
90,33.867345547853716,2.3798675249843155,0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,3,122,100.0,50.0,3.2673455478537137,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,60586,3.0,,0,0,-1,1,76.2,262,155,3.0,,0,3,1.5,0.8,2,Johann Berg,2.0,2.260657467290456,2.260657467290456,2.4156248691932856,3.0625661729322577,14.230769230769232,27,10,2,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,0.0,,0.0,0.0,0.0,,,0.0,32.3,306,141,False,132.8,305,132,814,,2021-02-17T21:00:23.546436Z,2.3829435833313197,2.3814779274099624,2.39331456365708,54,0,0,,0,,60586.jpg,2.6,0,0,Gudmundsson,0.0,False,,a,4,90,Burnley,113.0,220,114,37,16400,153,19997,94,0.4407162083304288,0.41864027172045476,0.567141883876344,1.0241319211604576,0.4,6.9,Gudmundsson,0.2,0.6000000000000001,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.1,0.0,,,0.0,,0.0,0.0,0.0,,,0.1,1.2,1.4,0.09837837837837836,,2.9000000000000004,1.7000000000000008,1.3999999999999986,2.1000000000000014,1.3000000000000007,1.7999999999999972,0.4000000000000021,0.0,1.3000000000000007,4.099999999999998,,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,,2.0,1.0,0.5999999999999996,1.0,1.3000000000000007,1.7999999999999992,6.0,,,,,,,,,,0.0,0.29999999999999993,,0.10000000000000007,0.0,0.0,0.09999999999999998,0.29999999999999993,,,0.0,,0.0,0.0,0.1,,,0.30000000000000004,2.100258843722804,,,,,,,,,,2.2725317930340125,3.5165726754017608,,1.5000000000000004,1.0,2.0672055127397497,4.348811636094027,5.801194211912201,,,2.100258843722804,,1.0,2.3678794411714423,3.0488116360940265,,,3.9652988882215854,1
91,88.0,3.872,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,173,100.0,100.0,0.0,7,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60689,,,0,0,-3,3,185.5,156,24,,,0,4,1.5,1.5,9,Chris,2.0,3.375,3.925,3.9647058823529417,4.533333333333334,22.72727272727273,27,26,5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.7,67,18,False,269.6,190,22,1877,,2021-01-31T17:30:27.524314Z,3.8562766057368614,3.830124420618697,3.8344324686284796,62,0,0,1.0,0,,60689.jpg,3.3,0,0,Wood,0.9,False,,a,4,90,Burnley,611.0,34,16,75,273890,4298,376946,1167,0.6245161290322581,0.5443548387096774,0.7311827956989249,1.5550326207552378,0.3,12.1,Wood,1.0,3.0,,0.0,0.0,0.09999999999999998,0.0,0.0,0.2,0.30000000000000004,,0.09999999999999998,0.09999999999999998,0.1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,7.5,8.5,0.37399999999999994,,2.9000000000000004,1.7000000000000008,1.3999999999999986,2.1000000000000014,1.3000000000000007,1.7999999999999972,0.4000000000000021,0.0,1.3000000000000007,4.099999999999998,1.4,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,0.6000000000000001,2.0,1.0,0.5999999999999996,1.0,1.3000000000000007,1.7999999999999992,30.0,,0.0,0.6000000000000001,0.19999999999999973,0.10000000000000007,0.9000000000000004,0.5999999999999996,0.2999999999999998,,0.09999999999999963,0.0,0.9,0.09999999999999963,0.0,,,,,0.3000000000000007,1.0999999999999996,0.09999999999999998,0.2,0.7,0.0,0.0,0.0,1.2000000000000002,9.4,,2.0,4.4,3.0999999999999988,2.4000000000000004,8.600000000000001,4.999999999999998,4.1,,2.6999999999999984,4.3,5.9,4.399999999999999,2.0,,,,,4.200000000000003,9.4,2.4,2.8,4.8,2.3,2.0,2.0,8.8,0
92,71.7792678021619,3.0129569200907467,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,6,397,100.0,100.0,21.879267802161912,8,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,68983,,,0,0,0,0,253.7,103,23,,,1,2,4.0,4.0,2,Matthew,4.5,2.9159236645399886,2.9664374271292204,2.8826351735646423,3.641909437898739,23.823529411764717,27,28,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,73.1,139,36,False,386.0,113,44,2160,,2020-09-30T20:00:20.120303Z,3.0422136743356325,3.0645476000878658,3.10724932904514,45,0,0,,0,,68983.jpg,3.4,0,0,Lowton,3.3,False,,a,4,90,Burnley,90.0,245,73,81,453490,3337,210827,12493,0.6695459822423881,0.6479830365644419,0.809313208421942,1.4203215130794011,1.0,18.0,Lowton,1.5,4.5,,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,,0.0,0.10000000000000003,,0.0,0.0,0.0,0.0,0.2,0.09999999999999998,0.8,0.0,,,,0.0,0.2,0.0,0.0,0.4,1.9,0.07975308641975304,,2.9000000000000004,1.7000000000000008,1.3999999999999986,2.1000000000000014,1.3000000000000007,1.7999999999999972,0.4000000000000021,0.0,1.3000000000000007,4.099999999999998,,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,,,,0.5999999999999996,1.0,1.3000000000000007,1.7999999999999992,2.4000000000000004,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,0.0,0.0,,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.401035374891213,,0.22009288022562884,3.0307340962109377,4.986387855766427,2.4898257130119266,3.0901271721360497,3.2611955528863485,3.681280184142552,,3.0901271721360497,4.366290701607045,,1.598274476890539,2.0901271721360537,1.2688220509589982,4.795246544376101,10.004776847648813,3.771517764685768,4.5207895336892765,2.401035374891213,,,,4.195246544376106,3.0715177646857685,3.0901271721360497,1.661195552886347,3
93,42.2,2.3913333333333333,0,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,1,81,100.0,100.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81183,,,0,0,-2,2,113.6,211,32,,,0,4,1.7,1.7,2,Matej,2.2,3.04,2.8545454545454545,2.4857142857142853,3.8,17.647058823529417,27,12,1,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,44.3,256,38,False,68.8,365,44,792,,2021-02-17T18:30:27.291873Z,2.38139250968763,2.3648582769476336,2.367581960193488,48,0,0,,0,,81183.jpg,1.7,0,0,Vydra,0.9,False,,a,4,90,Burnley,270.0,98,37,30,148379,8855,140360,3581,0.49819444444444444,0.6333333333333334,0.7916666666666666,1.091489340983906,0.5,6.2,Vydra,1.0,3.0,,0.0,,0.0,0.0,,,,,0.0,0.0,0.4,0.0,0.0,0.0,0.2,,0.0,0.0,0.4,0.0,0.0,,0.0,,0.0,,3.3,4.3,0.2436666666666666,,2.9000000000000004,1.7000000000000008,1.3999999999999986,2.1000000000000014,1.3000000000000007,1.7999999999999972,0.4000000000000021,0.0,1.3000000000000007,4.099999999999998,1.4,1.9000000000000021,1.2999999999999972,2.700000000000003,0.6000000000000014,1.1999999999999955,1.0,3.5,2.3000000000000043,0.6000000000000001,2.0,1.0,0.5999999999999996,1.0,1.3000000000000007,1.7999999999999992,13.2,,0.0,,0.10000000000000003,0.0,,,,,0.2,0.20000000000000007,0.2,0.0,0.0,0.0,0.8999999999999999,,0.0,1.3,0.2999999999999998,0.09999999999999998,0.0,,0.0,,0.0,,4.4,,1.0,,1.4,1.0,,,,,1.7999999999999998,1.8000000000000005,3.0,1.0,1.0,2.0,6.1999999999999975,,2.0,10.2,4.4,2.4,1.0,,1.0,,1.0,,0
