id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,xG_week4,goals_week4,xPoints week 4,clean_sheet_points,xGA_week4,cleansheet_week4,xA,xA_points,xA_week4,assists_week4,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,next1_xP,next5_xP,next10_xP,value,valuePoints metric
92,0,0,0,25.0,25.0,0,68983,,,-1,1,-1,1,0.0,383,153,,,0,2,0.1,0.0,0,Matthew,0.0,0,0,0.0,405,154,False,0.0,400,154,0,Knock - 25% chance of playing,2020-09-30T20:00:20.120303Z,44,0,0,,0,,68983.jpg,0.0,0,0,Lowton,0.1,False,,d,4,90,0.0,339,134,0,1121,12,5339,967,0.0,0.0,Lowton,0,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0,0,12,,,0,81183,,,0,0,0,0,27.1,133,18,,,0,4,1.8,1.3,1,Matej,1.3,2,0,10.1,149,26,False,8.6,294,31,123,,,50,0,0,,0,,81183.jpg,1.3,0,0,Vydra,0.9,False,,a,4,90,65.0,54,23,4,47805,6840,43373,8860,0.3,0.8,Vydra,0,Burnley,3.0769230769230766,6.4,0.3,1.2,0.0,0.0,1.0,0.0,2.0,0.0,0.4,1.2000000000000002,0.0,0.0,2.0800000000000005,,,,,,,,3.0,0.2,0.0,1.4,0.0,0.4,0.0,2.4,0.09999999999999998,0.0,0.6000000000000001,0.0,0.0,0.0,2.5304390343214043,2.1903825551024627,2.0957993849562344,0.4160000000000001,0.9302042786399127
94,0,0,0,0.0,0.0,0,83312,,,0,0,0,0,0.0,348,130,,,0,2,0.0,0.0,0,Ben,0.0,0,0,0.0,369,130,False,0.0,364,130,0,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,40,0,0,,0,,83312.jpg,0.0,0,0,Gibson,0.2,False,,n,4,90,0.0,297,104,0,2552,213,9653,1200,0.0,0.0,Gibson,0,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0,0,4,100.0,50.0,0,90517,4.0,,0,0,0,0,0.3,326,159,5.0,,0,3,0.8,0.1,0,Robbie,0.3,1,0,2.5,300,132,False,7.2,305,134,39,,2020-09-20T21:00:10.350898Z,50,0,0,,0,,90517.jpg,1.0,0,0,Brady,0.0,False,,a,4,90,17.0,187,100,1,678,86,2959,197,0.1,0.2,Brady,0,Burnley,1.0,1.7635971381157267,0.1,0.5,,,,0.2635971381157268,2.0,0.0,0.0,0.0,,,1.7635971381157267,,,,,,,,1.5,0.1,0.0,1.4,0.0,0.0,0.0,,,,0.6000000000000001,0.0,,,2.403815691058069,1.8297319433000765,1.7353749849573197,0.35271942762314534,0.78870461715017
96,0,0,30,,,0,98747,,,0,0,0,0,0.0,543,59,,,0,1,1.8,1.3,1,Nick,1.3,8,0,3.3,282,18,False,33.2,213,18,270,,,55,0,0,,0,,98747.jpg,1.3,0,5,Pope,12.8,False,,a,4,90,0.0,539,59,4,104435,10862,319866,67159,0.2,0.7,Pope,0,Burnley,3.0769230769230766,7.244272469116638,0.0,0.0,0.0,0.0,1.5413411329464508,3.2442724691166367,2.0,0.0,0.0,0.0,0.0,0.0,2.3543885524629067,,,,,,,,1.9863878557664256,0.0,0.0,1.4,0.0,0.0,0.0,4.195246544376106,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,3.760290881356882,2.3358955806298902,2.200988696351754,0.42807064590234667,1.0039146519290807
97,1,0,45,,,0,103914,,,0,0,0,0,35.6,103,23,,,0,2,2.5,2.0,1,Charlie,2.0,8,0,8.9,168,49,False,44.4,158,60,270,,,45,0,0,,0,,103914.jpg,2.0,0,0,Taylor,4.1,False,,a,4,90,9.0,209,63,6,112019,6530,140120,27416,0.4,1.3,Taylor,0,Burnley,3.0,8.463992103669712,0.0,0.0,0.0,0.0,1.5413411329464508,3.163165657388721,2.0,0.0,0.3,0.8999999999999999,0.0,0.0,2.8213307012232374,,,,,,,,3.3548089083980046,0.0,0.0,1.4,0.0,0.3,1.0,4.195246544376106,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,4.4004788125485215,2.8452925582757835,2.674007531633714,0.6269623780496083,1.3299880472031655
98,0,0,29,,,0,172782,,,0,0,0,0,49.0,74,54,1.0,,0,3,2.5,2.0,2,Josh,2.0,8,0,12.8,116,62,False,28.2,227,93,270,,,50,0,0,,0,,172782.jpg,2.0,0,0,Brownhill,0.0,False,,a,4,90,51.0,72,37,6,1531,141,1563,311,0.4,1.2,Brownhill,0,Burnley,3.0,8.89079141434718,0.3,1.5,0.0,0.0,2.135335283236613,0.7907914143471804,2.0,0.0,0.2,0.6000000000000001,0.0,0.0,2.963597138115728,,,,,,,,3.3465969639416064,0.1,0.0,1.4,0.0,0.2,0.0,3.5488116360940265,0.2,0.0,0.6000000000000001,0.0,0.0,0.0,3.719312879345609,3.0580351625571187,2.9394261093050718,0.5927194276231456,1.32536093175012
99,0,0,0,,,0,220037,,,0,0,0,0,0.0,359,14,,,0,1,0.5,0.0,0,Bailey,0.0,0,0,0.0,380,35,False,0.0,375,35,0,,,40,0,0,,0,,220037.jpg,0.0,0,0,Peacock-Farrell,1.5,False,,a,4,90,0.0,311,12,0,26547,5756,17554,3480,0.0,0.0,Peacock-Farrell,0,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,0,41,,,0,433154,2.0,,0,0,0,0,76.3,35,27,2.0,,0,3,3.2,2.7,1,Dwight,2.7,8,0,13.1,112,59,False,46.2,152,63,270,,,60,0,0,,0,,433154.jpg,2.7,0,0,McNeil,0.6,False,,a,4,90,8.0,227,120,8,12821,639,28964,5417,0.4,1.3,McNeil,1,Burnley,2.962962962962963,9.281855003660922,0.0,0.0,0.0,0.0,1.735335283236613,0.7810285573799312,2.0,0.0,0.7,2.1,0.2,0.0,3.1326260637355614,,,,,,,,5.215018016573186,0.0,0.0,1.4,0.0,0.5,1.0,2.5488116360940265,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,3.8933948069530233,3.228302354019448,3.1086322716151207,0.5221043439559269,1.2788892351825834
519,0,0,35,,,0,218023,,,0,0,0,0,21.2,157,41,,,0,2,3.2,2.7,0,Jimmy,2.7,5,1,12.6,118,33,False,66.2,97,34,180,,,40,0,0,,0,,218023.jpg,4.0,0,0,Dunne,8.4,False,,a,4,90,38.0,106,18,8,623813,75177,126138,39428,0.7,2.0,Dunne,0,Burnley,2.0,6.2087771049258125,0.3,1.7999999999999998,,,,2.108777104925814,2.0,0.0,0.1,0.30000000000000004,,,3.1043885524629067,,,,,,,,2.186387855766425,0.2,1.0,1.4,0.0,0.0,0.0,5.0952465443761055,0.09999999999999998,0.0,0.6000000000000001,0.0,0.1,0.0,5.116651119866464,3.2344874817293583,2.9722570991774546,0.7760971381157267,1.5521942762314533
520,0,0,0,,,0,461102,,,0,0,0,0,0.0,364,141,,,0,2,0.5,0.0,0,Bobby,0.0,0,0,0.0,386,142,False,0.0,381,142,0,,,40,0,0,,0,,461102.jpg,0.0,0,0,Thomas,0.6,False,,a,4,90,0.0,319,121,0,17169,1418,12032,2121,0.0,0.0,Thomas,0,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,0,0,0,,,0,217401,,,0,0,0,0,0.0,452,177,,,0,3,0.5,0.0,0,Josh,0.0,0,0,0.0,467,176,False,0.0,462,176,0,,,45,0,0,,0,,217401.jpg,0.0,0,0,Benson,0.0,False,,a,4,90,0.0,417,157,0,960,142,423,135,0.0,0.0,Benson,0,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,0,0,0,,,0,195471,,,0,0,0,0,0.0,354,133,,,0,2,0.5,0.0,0,Anthony,0.0,0,0,0.0,375,133,False,0.0,370,133,0,,,40,0,0,,0,,195471.jpg,0.0,0,0,Driscoll-Glennon,0.1,False,,a,4,90,0.0,305,109,0,1751,276,905,294,0.0,0.0,Driscoll-Glennon,0,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,0,0,0,,,0,195064,,,0,0,0,0,0.0,447,175,,,0,3,0.5,0.0,0,Mace,0.0,0,0,0.0,462,174,False,0.0,457,174,0,,,45,0,0,,0,,195064.jpg,0.0,0,0,Goodridge,0.0,False,,a,4,90,0.0,411,154,0,169,62,69,45,0.0,0.0,Goodridge,0,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0,0,7,,,0,20310,,,0,0,-1,1,0.0,474,46,,,0,1,0.7,0.7,0,Willy,0.2,3,0,0.4,344,24,False,4.2,319,24,90,,,49,0,0,,0,,20310.jpg,1.0,0,0,Caballero,0.3,False,,a,5,8,0.0,447,45,1,3418,248,11807,1656,0.0,0.2,Caballero,0,Chelsea,1.0,2.1177238728856294,0.0,0.0,,,,1.1177238728856294,0.09999999999999963,0.0,0.0,0.0,,,2.1177238728856294,,,,,,,,,,,,,,,2.4715177646857693,0.0,0.0,1.0,0.0,0.0,0.0,2.5646939190221123,2.451918061128411,2.0866223518291966,0.4321885454868631,0.9566901276616409
102,1,0,38,,,1,41328,,,0,0,-1,1,30.2,119,28,,,0,2,3.0,3.0,5,César,2.5,0,0,9.9,152,46,False,37.4,194,75,140,,,59,0,0,,0,,41328.jpg,3.3,0,0,Azpilicueta,4.4,False,,a,5,8,31.0,127,29,10,28725,8145,245041,11913,0.4,1.7,Azpilicueta,1,Chelsea,3.0303030303030303,8.387868485328353,0.1,0.6000000000000001,0.1,0.0,5.219349672143839,3.3870420390473615,0.09999999999999963,1.0,0.0,0.0,0.0,0.0,2.7679966001583565,2.09012717213605,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2.396551724137931,0.0,0.0,1.0,0.0,0.0,1.0,3.1693322778535284,3.1156161611907724,2.739440034076598,0.469151966128535,1.1395661662235297
103,0,0,3,,,0,44346,,,0,0,-2,2,1.8,284,40,4.0,,0,4,0.7,0.7,0,Olivier,0.2,0,0,0.8,331,41,False,0.0,568,65,17,,,68,0,0,,0,,44346.jpg,1.0,0,0,Giroud,0.7,False,,a,5,8,6.0,242,42,1,8601,1023,56668,6121,0.0,0.1,Giroud,0,Chelsea,1.0,1.0,0.0,0.0,,,,0.0,0.09999999999999963,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.14705882352941177,0.3834824944236852
104,0,0,36,,,0,82263,,,0,0,-1,1,28.1,126,32,2.0,,0,2,1.0,1.0,0,Marcos,0.5,6,0,8.5,173,51,False,37.0,198,77,225,,,59,0,0,,0,,82263.jpg,0.7,0,0,Alonso,2.5,False,,a,5,8,20.0,172,42,2,29736,1286,110002,21712,0.1,0.3,Alonso,1,Chelsea,2.8571428571428568,5.793496779673228,0.1,0.6000000000000001,,,,3.193496779673227,0.09999999999999963,0.0,0.0,0.0,,,2.027723872885629,3.0901271721360497,0.0,0.0,1.3,0.0,0.0,0.0,1.2688220509589991,0.0,0.0,2.7,0.0,0.0,0.0,-0.3999999999999999,0.1,0.0,1.0,0.0,0.0,0.0,2.426293831281328,2.376157092874993,1.9993215464993048,0.34368201235349644,0.8348007074329528
105,1,4,92,100.0,100.0,1,85955,,,0,0,1,-1,56.1,63,46,,,2,3,7.3,7.3,15,Jorge Luiz,6.8,3,3,28.7,23,11,False,154.4,9,5,252,,2020-09-14T21:30:11.281378Z,51,0,1,1.0,0,,85955.jpg,9.0,0,0,Frello Filho,9.6,False,,a,5,8,76.0,42,21,27,656054,257283,254271,36618,1.3,5.3,Jorginho,0,Chelsea,3.0,24.71911935094521,3.1,13.58,1.6,2.0,13.50483741803596,0.838292904664222,0.09999999999999963,1.0,0.3,0.8999999999999999,0.2,0.0,8.23970645031507,9.39753179303401,0.8,1.0,1.3,0.0,0.1,1.0,3.5672055127397497,0.7,0.0,2.7,0.0,0.0,0.0,,,,1.0,0.0,,,7.239015199172112,8.650526711170231,8.293969703103613,1.6156287157480531,3.648603342439883
107,0,0,22,100.0,100.0,0,91651,,,0,0,0,0,10.9,224,123,,,0,3,1.5,1.5,1,Mateo,1.0,5,0,2.0,316,140,False,8.4,300,130,130,,2020-08-15T10:00:11.528964Z,55,0,0,,0,,91651.jpg,1.3,0,0,Kovacic,0.4,False,,a,5,8,1.0,286,139,4,17497,1644,15447,4292,0.2,0.7,Kovacic,0,Chelsea,3.0769230769230766,4.8597875945274085,0.0,0.0,0.0,0.0,1.0,0.8597875945274072,0.09999999999999963,0.0,0.0,0.0,0.0,0.0,1.5794309682214076,,,,,,,,2.0672055127397497,0.0,0.0,2.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6911734797555282,1.6629795152821032,1.5716555879572995,0.28716926694934686,0.673471627718079
109,0,0,0,,,0,102380,,,0,0,-3,3,0.0,465,184,,,0,2,0.5,0.5,0,Antonio,0.0,0,0,0.0,479,184,False,0.0,475,184,0,,,47,0,0,,0,,102380.jpg,0.0,0,0,Rüdiger,1.0,False,,a,5,8,0.0,433,172,0,12884,1464,104143,8883,0.0,0.0,Rüdiger,0,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0,1,77,,,1,103192,,,0,0,0,0,2.6,273,92,,,1,2,6.0,6.0,13,Kurt,5.5,3,2,17.5,64,10,False,117.0,24,5,270,,,50,0,0,,0,,103192.jpg,7.3,0,0,Zouma,3.3,False,,a,5,8,55.0,67,8,22,167729,93525,69765,13167,1.1,4.4,Zouma,0,Chelsea,3.0136986301369864,11.16848290458683,0.3,1.7999999999999998,0.2,1.0,7.819349672143838,3.3684829045868283,0.09999999999999963,1.0,0.0,0.0,0.0,0.0,3.705905691067448,3.0901271721360497,0.0,1.0,1.3,0.0,0.0,0.0,1.868822050958999,0.1,0.0,2.7,0.0,0.0,0.0,,,,1.0,0.0,,,4.015218344798323,4.080597904667393,3.682481100306519,0.7411811382134896,1.6573314086860298
111,0,0,0,,,0,109533,5.0,,0,0,-1,1,0.0,490,194,3.0,,0,2,0.5,0.5,0,Emerson,0.0,0,0,0.0,502,194,False,0.0,498,194,0,,,49,0,0,,0,,109533.jpg,0.0,0,0,Palmieri dos Santos,0.2,False,,a,5,8,0.0,465,184,0,1739,244,7092,1025,0.0,0.0,Emerson,0,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0,0,28,,,0,109745,,,-1,1,-2,2,0.0,469,45,,,0,1,1.5,1.5,0,Kepa,1.0,3,0,2.8,292,19,False,28.6,226,19,180,,,48,0,0,,0,,109745.jpg,2.0,0,5,Arrizabalaga,1.2,False,,a,5,8,0.0,439,44,4,35904,1377,112331,15638,0.2,0.8,Arrizabalaga,0,Chelsea,2.0,6.235447745771259,0.0,0.0,,,,2.2354477457712587,0.09999999999999963,0.0,0.0,0.0,,,3.1177238728856294,3.0901271721360497,0.0,0.0,1.3,0.0,0.0,0.0,2.268822050958999,0.0,0.0,2.7,0.0,0.0,0.0,,,,1.0,0.0,,,3.5646939190221123,3.4519180611284113,3.0866223518291966,0.6495258068511728,1.4230397443765237
113,0,0,64,100.0,,1,116594,,,-1,1,-1,1,17.7,177,107,,,0,3,2.5,2.5,2,N'Golo,2.0,6,0,9.2,163,80,False,62.8,105,39,352,,2020-10-03T16:30:19.172004Z,49,0,0,,0,,116594.jpg,2.0,0,0,Kanté,3.6,False,,a,5,8,11.0,202,104,8,84619,3971,166887,47512,0.4,1.6,Kanté,1,Chelsea,4.0,8.61772387288563,0.1,0.5,0.1,0.0,2.4048374180359597,1.1177238728856294,0.09999999999999963,1.0,0.0,0.0,0.0,0.0,2.154430968221408,2.2725317930340125,0.0,0.0,1.3,0.0,0.0,0.0,2.0672055127397497,0.0,0.0,2.7,0.0,0.0,0.0,2.3678794411714423,0.0,0.0,1.0,0.0,0.0,0.0,2.237363903719348,2.2464551294169737,2.148262251451412,0.4396797894329404,0.9732727030259272
114,0,0,0,75.0,0.0,0,124183,,,0,0,-1,1,0.0,570,233,,,0,3,0.4,0.0,0,Hakim,0.0,0,0,0.0,570,233,False,0.0,570,233,0,Lack of match fitness - 75% chance of playing,2020-08-29T17:30:07.487245Z,79,0,0,,0,,124183.jpg,0.0,0,0,Ziyech,0.9,False,,d,5,8,0.0,569,232,0,18346,5942,104590,8112,0.0,0.0,Ziyech,0,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0,0,26,,,0,135363,,,0,0,-1,1,3.8,257,82,,,0,2,0.3,0.3,0,Andreas,-0.2,6,0,5.6,233,78,False,49.6,141,55,225,,,49,0,0,,0,,135363.jpg,-0.3,1,0,Christensen,0.3,False,,a,5,8,2.0,269,94,-1,5951,453,13366,2176,0.0,-0.2,Christensen,1,Chelsea,3.333333333333333,2.7257462429520984,0.0,0.0,,,,3.7257462429520976,0.09999999999999963,0.0,0.0,0.0,,,0.8177238728856293,3.0901271721360497,0.0,0.0,1.3,0.0,0.0,0.0,-3.0,0.0,0.0,2.7,0.0,0.0,0.0,1.4715177646857691,0.0,0.0,1.0,0.0,0.0,0.0,1.264693919022112,1.1519180611284106,0.7866223518291966,0.16688242303788353,0.36940999077322756
117,1,0,36,100.0,100.0,1,165153,,,-1,1,-2,2,41.6,92,10,,,0,4,3.3,3.3,2,Timo,2.8,6,0,24.4,40,15,False,34.8,206,26,360,,2020-09-15T00:00:14.393762Z,93,0,0,,0,,165153.jpg,2.8,0,0,Werner,21.2,False,,a,5,8,167.0,12,7,11,401600,17261,2051216,341838,0.3,1.2,Werner,0,Chelsea,3.928571428571429,12.900826446280991,0.8,3.2,0.10000000000000007,0.0,2.4000000000000004,0.0,0.09999999999999963,1.0,0.1,0.30000000000000004,0.0,0.0,3.283846731780616,4.505000000000001,0.3,0.0,1.3,0.0,0.0,1.0,2.3,0.0,0.0,2.7,0.0,0.1,0.0,3.6,0.4,0.0,1.0,0.0,0.0,0.0,3.0785130262136517,3.3442547452509648,3.2952978606841064,0.35310179911619527,1.0768157637282125
118,1,0,38,,,1,173879,,,0,0,-2,2,15.5,188,27,,,0,4,3.5,3.5,5,Tammy,3.0,3,1,17.1,69,18,False,42.0,169,18,191,,,73,0,0,2.0,0,,173879.jpg,4.0,0,0,Abraham,2.7,False,,a,5,8,113.0,28,17,12,40826,13882,171640,13425,0.4,1.6,Abraham,0,Chelsea,3.0,13.200826446280992,1.7,6.8,0.3999999999999999,0.0,5.000826446280992,0.0,0.09999999999999963,1.0,0.0,0.0,0.0,1.0,4.400275482093663,,,,,,,,1.4,0.1,0.0,2.7,0.0,0.0,0.0,6.8,1.2,1.0,1.0,0.0,0.0,0.0,3.877861836637576,4.5539666184059815,4.429409646786897,0.6027774633005019,1.6286150229320038
119,0,0,7,100.0,100.0,0,176413,6.0,,0,0,-2,2,0.3,330,161,,,0,3,0.7,0.7,1,Christian,0.2,0,0,0.6,335,149,False,5.4,313,140,7,,2020-09-14T22:30:19.934227Z,83,0,0,,0,,176413.jpg,1.0,0,0,Pulisic,3.0,False,,a,5,8,0.0,571,233,1,89908,38797,595574,18363,0.0,0.1,Pulisic,0,Chelsea,1.0,1.2794309682214071,0.0,0.0,0.0,0.0,1.0,0.2794309682214073,0.09999999999999963,0.0,0.0,0.0,0.0,0.0,1.2794309682214071,,,,,,,,,,,,,,,,,,,,,,1.391173479755528,1.3629795152821025,1.271655587957299,0.1541483094242659,0.44409697226662287
120,1,2,67,,,0,184341,2.0,,0,0,-1,1,86.3,26,18,1.0,,1,3,4.5,4.5,0,Mason,4.0,6,1,25.1,37,19,False,74.0,79,31,270,,,69,0,0,,0,,184341.jpg,5.3,0,0,Mount,6.7,False,,a,5,8,91.0,35,16,16,226589,14248,335585,89660,0.6,2.3,Mount,0,Chelsea,3.018867924528302,12.944391633364484,0.3,1.5,,,,0.8435651870834939,0.09999999999999963,0.0,0.4,1.2000000000000002,,,4.287829728551985,2.5725317930340124,0.0,0.0,1.3,0.0,0.1,0.0,2.5672055127397497,0.1,0.0,2.7,0.0,0.0,0.0,8.164431165309374,0.30000000000000004,1.0,1.0,0.0,0.30000000000000004,1.0,4.193439723547229,4.432021294747679,4.291550025588248,0.6214245983408674,1.6323488802395913
121,0,0,8,,,0,194794,,,-1,1,-2,2,0.1,333,124,,,0,2,0.5,0.5,0,Fikayo,0.0,2,0,2.7,296,109,False,26.6,233,90,45,,,48,0,0,,0,,194794.jpg,0.0,0,0,Tomori,0.3,False,,a,5,8,0.0,442,176,0,4532,490,14777,2148,0.0,0.0,Tomori,0,Chelsea,,,0.0,0.0,,,,,0.09999999999999963,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,2.7,0.0,0.0,0.0,,,,1.0,0.0,,,,,,,
122,0,0,44,,,1,209046,4.0,,0,0,-2,2,59.5,54,39,,,0,3,3.0,3.0,3,Callum,2.5,0,1,15.5,83,49,False,46.6,151,62,137,,,58,0,0,,0,,209046.jpg,3.3,0,0,Hudson-Odoi,0.4,False,,a,5,8,49.0,75,40,10,17808,4203,24616,3984,0.4,1.7,Hudson-Odoi,0,Chelsea,3.0303030303030303,6.946760509761841,0.3,1.5,0.09999999999999998,0.0,3.70483741803596,0.8467605097618404,0.09999999999999963,1.0,0.2,0.6000000000000001,0.1,0.0,2.2924309682214075,1.2725317930340123,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2.3,0.2,1.0,1.0,0.0,0.1,0.0,2.2444531902109395,2.4229683200458245,2.293562930368657,0.39524671865886335,0.9518801489376025
123,1,4,86,,,0,225796,1.0,,0,0,1,-1,125.0,10,4,,,1,2,4.5,4.5,0,Reece,4.0,6,1,28.1,27,1,False,138.4,12,1,270,,,51,0,0,,0,,225796.jpg,5.3,0,0,James,13.9,False,,a,5,8,17.0,188,52,16,889836,19055,435349,179223,0.8,3.1,James,1,Chelsea,3.018867924528302,14.475087194614966,0.1,0.6000000000000001,,,,3.374260748333976,0.09999999999999963,0.0,0.7,2.1,,,4.794872633216207,7.695127172136051,0.0,1.0,1.3,0.0,0.1,1.0,1.2688220509589991,0.0,0.0,2.7,0.0,0.0,0.0,4.87151776468577,0.1,0.0,1.0,0.0,0.6,0.0,5.035710162813814,5.189709840593986,4.775266789460146,0.9401711045521975,2.1232052891225535
124,0,0,0,0.0,0.0,0,243568,,,0,0,0,0,0.0,460,185,,,0,3,0.0,0.0,0,Billy,0.0,0,0,0.0,475,184,False,0.0,470,184,0,Knee injury - Expected back 31 Oct,2020-08-15T10:00:11.591471Z,45,0,0,,0,,243568.jpg,0.0,0,0,Gilmour,0.1,False,,i,5,8,0.0,427,166,0,1751,138,5766,823,0.0,0.0,Gilmour,0,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1,3,51,100.0,100.0,1,172850,3.0,,1,-1,1,-1,56.7,62,13,,,1,2,5.0,5.0,18,Benjamin,4.5,0,1,14.8,94,23,False,64.2,102,36,90,,2020-08-15T10:00:11.852853Z,56,0,0,,0,,172850.jpg,18.0,0,0,Chilwell,8.7,False,,a,5,8,27.0,142,33,18,525981,455195,66869,18007,0.8,3.2,Chilwell,0,Chelsea,1.0,9.018550319166618,0.1,0.6000000000000001,0.1,1.0,11.52017611842483,1.1177238728856294,0.09999999999999963,1.0,0.3,0.8999999999999999,0.3,1.0,9.018550319166618,,,,,,,,,,,,,,,,,,,,,,9.119805452868926,9.454451877027845,9.006728760039529,1.610455414136896,3.811033086863444
490,0,0,41,100.0,100.0,1,51090,,,0,0,0,0,15.3,190,49,,,0,2,2.3,2.3,6,Thiago,1.8,3,0,5.8,230,76,False,40.0,177,70,162,,2020-09-10T14:00:07.889166Z,55,0,0,,0,,51090.jpg,3.5,0,0,Thiago,2.4,False,,a,5,8,2.0,278,99,7,53928,12416,113238,7488,0.3,1.3,Thiago Silva,0,Chelsea,2.0,5.235447745771259,0.0,0.0,0.0,0.0,5.619349672143838,2.2354477457712587,0.09999999999999963,1.0,0.0,0.0,0.0,0.0,2.6177238728856294,,,,,,,,,,,,,,,2.4715177646857693,0.0,0.0,1.0,0.0,0.0,0.0,3.0646939190221123,2.9519180611284113,2.5866223518291966,0.4759497950701144,1.1162012098407983
500,2,0,50,,,1,219847,,,0,0,-1,1,82.9,27,19,,,0,3,4.0,4.0,6,Kai,3.5,4,0,18.5,57,34,False,60.2,113,42,304,,,84,0,0,,0,,219847.jpg,3.5,0,0,Havertz,8.5,False,,a,5,8,42.0,98,52,14,322548,32008,607325,71763,0.4,1.7,Havertz,0,Chelsea,4.0,12.919376765447614,0.1,0.5,0.0,0.0,5.2056638643169535,1.1177238728856294,0.09999999999999963,1.0,0.5,1.5,0.3,1.0,3.2298441913619036,2.5725317930340124,0.0,0.0,1.3,0.0,0.1,0.0,1.0,0.0,0.0,2.7,0.0,0.0,0.0,4.564431165309374,0.1,0.0,1.0,0.0,0.1,1.0,3.2263483987512998,3.3472951949620815,3.2284954650742437,0.38450526087641707,1.1144021192504028
548,0,0,20,75.0,,1,228286,,,0,0,0,0,0.0,518,53,,,0,1,2.6,3.5,6,Edouard,3.0,0,0,0.5,340,23,False,5.0,314,23,90,Thigh injury - 75% chance of playing,2020-10-09T00:00:14.848511Z,50,0,0,,0,,228286.jpg,6.0,0,0,Mendy,1.7,False,,d,5,8,0.0,507,53,6,119468,73517,25746,14243,0.6,1.2,Mendy,0,Chelsea,1.0,3.1177238728856294,0.0,0.0,0.0,0.0,5.619349672143838,1.1177238728856294,0.09999999999999963,1.0,0.0,0.0,0.0,0.0,3.1177238728856294,,,,,,,,,,,,,,,,,,,,,,3.5646939190221123,3.4519180611284113,3.0866223518291966,0.6235447745771259,1.3942885029692362
108,0,0,2,100.0,0.0,0,94245,,,0,0,-2,2,0.3,329,44,,,0,4,1.0,0.0,0,Michy,0.5,0,0,0.4,346,44,False,1.4,345,40,24,,2020-09-27T12:30:10.890923Z,58,0,0,,0,,94245.jpg,1.0,0,0,Batshuayi,0.8,False,,a,6,31,3.0,261,45,2,18927,1061,115248,6434,0.1,0.3,Batshuayi,0,Crystal Palace,2.0,2.0,0.0,0.0,,,,0.0,2.7,0.0,0.0,0.0,,,1.0,,,,,,,,1.0,0.0,0.0,0.7999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,1.9,0.0,0.0,0.0,1.0,1.0,1.0,0.1724137931034483,0.41522739926869984
