id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xA,xA_points,adjusted points per game,xPoints week 1,next1_xP,next5_xP,next10_xP,value,valuePoints metric,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1
46,0,0,0,,,0,199798,,,0,0,0,0,0.0,313,136,,,0,2,1.1,0.0,0,Ezri,0.0,0,0,0.0,328,137,False,0.0,321,137,0,,,45,0,0,,0,,199798.jpg,0.0,0,0,Konsa Ngoyo,0.2,False,,a,2,7,0.0,265,123,0,455,455,957,957,0.0,0.0,Konsa,0,Aston Villa,,,,,,,,,,,,,,,,,,,,
47,0,0,0,,,0,203368,,,0,0,0,0,0.0,315,138,,,0,2,1.1,0.0,0,Frédéric,0.0,0,0,0.0,330,139,False,0.0,323,139,0,,,45,0,0,,0,,203368.jpg,0.0,0,0,Guilbert,0.2,False,,a,2,7,0.0,268,125,0,199,199,781,781,0.0,0.0,Guilbert,0,Aston Villa,,,,,,,,,,,,,,,,,,,,
48,0,0,0,0.0,0.0,0,213345,,,0,0,0,0,0.0,498,56,,,0,4,0.0,0.0,0,Wesley,0.0,0,0,0.0,499,57,False,0.0,496,55,0,Knee injury - Unknown return date,2020-08-15T10:00:11.458856Z,60,0,0,1.0,0,,213345.jpg,0.0,0,0,Moraes,0.0,False,,i,2,7,0.0,493,57,0,89,89,180,180,0.0,0.0,Wesley,0,Aston Villa,,,,,,,,,,,,,,,,,,,,
49,0,0,0,,,0,217487,,,0,0,0,0,0.0,499,57,,,0,4,1.3,0.0,0,Mbwana,0.0,0,0,0.0,500,58,False,0.0,497,56,0,,,60,0,0,,0,,217487.jpg,0.0,0,0,Samatta,0.1,False,,a,2,7,0.0,494,58,0,706,706,1149,1149,0.0,0.0,Samatta,0,Aston Villa,,,,,,,,,,,,,,,,,,,,
50,0,0,0,,,0,221239,,,0,0,0,0,0.0,325,30,,,0,4,0.5,0.0,0,Keinan,0.0,0,0,0.0,340,31,False,0.0,333,27,0,,,45,0,0,,0,,221239.jpg,0.0,0,0,Davis,16.1,False,,a,2,7,0.0,281,31,0,110015,110015,75155,75155,0.0,0.0,Davis,0,Aston Villa,,,,,,,,,,,,,,,,,,,,
51,0,0,0,0.0,,0,223349,,,0,0,0,0,0.0,328,31,,,0,4,0.0,0.0,0,Indiana,0.0,0,0,0.0,343,32,False,0.0,336,28,0,Joined Burton Albion on loan until the end of the season on 17/9. - Expected back 01 Jul,2020-09-17T16:30:17.739025Z,45,0,0,,0,,223349.jpg,0.0,0,0,Vassilev,2.3,False,,n,2,7,0.0,284,32,0,26491,26491,18131,18131,0.0,0.0,Vassilev,0,Aston Villa,,,,,,,,,,,,,,,,,,,,
52,0,0,0,,,0,230046,,,0,0,0,0,0.0,416,158,4.0,,0,3,0.9,0.0,0,Douglas Luiz,0.0,0,0,0.0,421,158,False,0.0,416,157,0,,,50,0,0,,0,,230046.jpg,0.0,0,0,Soares de Paulo,0.4,False,,a,2,7,0.0,392,137,0,1431,1431,2536,2536,0.0,0.0,Douglas Luiz,0,Aston Villa,,,,,,,,,,,,,,,,,,,,
496,0,0,0,,,0,199796,,,0,0,0,0,0.0,406,170,,,0,2,1.6,0.0,0,Matthew,0.0,0,0,0.0,412,170,False,0.0,407,170,0,,,50,0,0,,0,,199796.jpg,0.0,0,0,Cash,0.4,False,,a,2,7,0.0,379,166,0,2825,2825,2200,2200,0.0,0.0,Cash,0,Aston Villa,,,,,,,,,,,,,,,,,,,,
514,0,0,0,,,0,178301,,,0,0,0,0,0.0,494,53,,,0,4,1.3,0.0,0,Ollie,0.0,0,0,0.0,495,54,False,0.0,492,52,0,,,60,0,0,,0,,178301.jpg,0.0,0,0,Watkins,1.4,False,,a,2,7,0.0,488,54,0,36752,36752,9298,9298,0.0,0.0,Watkins,0,Aston Villa,,,,,,,,,,,,,,,,,,,,
53,0,0,0,0.0,0.0,0,20529,,,0,0,0,0,0.0,345,32,,,0,4,0.0,0.0,0,Glenn,0.0,0,0,0.0,359,33,False,0.0,352,29,0,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,50,0,0,,0,,20529.jpg,0.0,0,0,Murray,0.2,False,,n,3,36,0.0,303,33,0,1184,1184,4514,4514,0.0,0.0,Murray,0,Brighton,,,,,,,,,,,,,,,,,,,,
54,0,0,6,75.0,,0,39155,,,0,0,0,0,27.2,21,15,,,0,3,1.3,1.2,1,Adam,1.0,1,0,3.6,81,38,False,6.8,151,62,44,Knock - 75% chance of playing,2020-09-14T21:30:11.145732Z,65,0,0,,0,,39155.jpg,1.0,0,0,Lallana,1.1,False,,d,3,36,2.0,127,62,1,2105,2105,18802,18802,0.2,0.2,Lallana,0,Brighton,1.0,1.6011942119122022,0.0,0.0,0.3011942119122021,0.1,0.30000000000000004,1.6011942119122022,1.3,1.5428398364469795,,,0.24633757106341572,0.6280400408917031,0.0,0.0,1.2,0.0,0.1,0.0
55,0,0,0,,,0,40845,,,0,0,0,0,0.0,246,106,,,0,3,0.5,0.0,0,Dale,0.0,0,0,0.0,265,107,False,0.0,257,103,0,,,45,0,0,,0,,40845.jpg,0.0,0,0,Stephens,12.9,False,,a,3,36,0.0,183,66,0,20232,20232,84015,84015,0.0,0.0,Stephens,0,Brighton,,,,,,,,,,,,,,,,,,,,
57,0,0,4,,,0,60307,1.0,,0,0,0,0,0.3,185,101,2.0,,0,3,1.6,1.1,1,Pascal,1.0,0,0,0.3,203,95,False,2.6,182,84,11,,,60,0,0,2.0,0,,60307.jpg,1.0,0,0,Groß,0.2,False,,a,3,36,0.0,467,177,1,394,394,1272,1272,0.2,0.2,Groß,0,Brighton,1.0,1.3011942119122022,0.0,0.0,0.3011942119122021,0.0,0.0,1.3011942119122022,1.0,1.3114752317027838,,,0.21686570198536703,0.53121031257463,0.0,0.0,1.2,0.0,0.0,0.0
58,0,0,0,0.0,0.0,0,61933,,,0,0,0,0,0.0,262,104,,,0,2,0.0,0.0,0,Shane,0.0,0,0,0.0,280,105,False,0.0,273,105,0,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,45,0,0,,0,,61933.jpg,0.0,0,0,Duffy,0.1,False,,n,3,36,0.0,203,83,0,111,111,1733,1733,0.0,0.0,Duffy,0,Brighton,,,,,,,,,,,,,,,,,,,,
59,0,0,0,100.0,50.0,0,66242,,,0,0,0,0,0.0,364,137,,,0,3,0.9,0.2,0,Davy,0.0,0,0,0.0,375,138,False,0.0,369,136,0,,2020-09-12T09:00:10.303956Z,50,0,0,,0,,66242.jpg,0.0,0,0,Pröpper,0.1,False,,a,3,36,0.0,326,108,0,41,41,1338,1338,0.0,0.0,Pröpper,0,Brighton,,,,,,,,,,,,,,,,,,,,
60,0,0,0,0.0,0.0,0,74471,,,0,0,0,0,0.0,367,138,,,0,3,0.0,0.0,0,Aaron,0.0,0,0,0.0,378,139,False,0.0,372,137,0,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,50,0,0,,0,,74471.jpg,0.0,0,0,Mooy,0.0,False,,u,3,36,0.0,329,109,0,32,32,480,480,0.0,0.0,Mooy,0,Brighton,,,,,,,,,,,,,,,,,,,,
61,0,0,0,,,0,78916,,,0,0,0,0,0.0,267,108,,,0,2,1.1,0.6,0,Dan,0.0,0,0,0.0,285,109,False,0.0,278,109,0,,,45,0,0,,0,,78916.jpg,0.0,0,0,Burn,0.8,False,,a,3,36,0.0,210,88,0,853,853,6023,6023,0.0,0.0,Burn,0,Brighton,,,,,,,,,,,,,,,,,,,,
62,0,0,16,,,0,83299,,,0,0,0,0,1.2,147,38,1.0,,0,2,1.6,1.1,1,Lewis,1.0,3,0,2.9,96,30,False,20.4,54,26,90,,,50,0,0,,0,,83299.jpg,1.0,0,0,Dunk,8.1,False,,a,3,36,7.0,80,17,1,8975,8975,43188,43188,0.2,0.2,Dunk,0,Brighton,1.0,4.004776847648809,0.3,1.7999999999999998,1.2047768476488083,0.0,0.0,4.004776847648809,4.004776847648809,3.6340885552763096,,,0.8009553695297618,1.790990653212011,0.3,0.0,1.2,0.0,0.0,0.0
63,0,0,0,0.0,0.0,0,86153,,,0,0,0,0,0.0,272,110,,,0,2,0.0,0.0,0,Martín,0.0,0,0,0.0,290,111,False,0.0,283,111,0,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,45,0,0,,0,,86153.jpg,0.0,0,0,Montoya,0.0,False,,u,3,36,0.0,217,92,0,26,26,287,287,0.0,0.0,Montoya,0,Brighton,,,,,,,,,,,,,,,,,,,,
64,0,0,0,0.0,0.0,0,93284,,,0,0,0,0,0.0,374,35,,,0,4,0.0,0.0,0,Florin,0.0,0,0,0.0,384,36,False,0.0,378,32,0,Knee injury - Unknown return date,2020-09-12T09:00:10.364918Z,50,0,0,,0,,93284.jpg,0.0,0,0,Andone,0.3,False,,i,3,36,0.0,338,36,0,295,295,6224,6224,0.0,0.0,Andone,0,Brighton,,,,,,,,,,,,,,,,,,,,
65,0,0,16,,,0,109345,4.0,,0,0,0,0,18.2,39,25,4.0,,0,3,0.9,0.4,2,Solomon,2.0,3,0,5.4,47,23,False,15.4,89,28,90,,,50,0,0,,0,,109345.jpg,2.0,0,0,March,0.1,False,,a,3,36,20.0,49,23,2,1095,1095,604,604,0.4,0.4,March,0,Brighton,1.0,3.4011942119122023,0.1,0.5,0.3011942119122021,0.2,0.6000000000000001,3.4011942119122023,3.4011942119122023,3.1598121157648347,,,0.6802388423824405,1.521060292502902,0.1,0.0,1.2,0.0,0.2,0.0
66,0,0,14,,,0,110735,,,0,0,0,0,11.8,67,16,,,0,2,1.1,0.6,1,Adam,1.0,3,0,2.8,99,31,False,14.8,92,47,90,,,45,0,0,,0,,110735.jpg,1.0,0,0,Webster,2.8,False,,a,3,36,1.0,129,39,1,2104,2104,15012,15012,0.2,0.2,Webster,0,Brighton,1.0,2.2047768476488088,0.0,0.0,1.2047768476488083,0.0,0.0,2.2047768476488088,2.2047768476488088,2.2459009268111356,,,0.48995041058862415,1.039341773317048,0.0,0.0,1.2,0.0,0.0,0.0
67,0,0,0,,,0,111478,,,0,0,0,0,0.0,287,120,,,0,2,1.1,0.6,0,Joël,0.0,0,0,0.0,304,121,False,0.0,297,121,0,,,45,0,0,,0,,111478.jpg,0.0,0,0,Veltman,0.4,False,,a,3,36,0.0,234,103,0,734,734,3335,3335,0.0,0.0,Veltman,0,Brighton,,,,,,,,,,,,,,,,,,,,
68,0,0,1,,,0,115382,,,0,0,0,0,1.0,153,20,,,0,4,1.6,1.1,2,Neal,2.0,3,0,0.7,188,23,False,0.0,506,60,90,,,65,0,0,1.0,0,,115382.jpg,2.0,0,0,Maupay,1.6,False,,a,3,36,8.0,77,22,2,5574,5574,12818,12818,0.3,0.3,Maupay,0,Brighton,1.0,3.2,0.3,1.2,0.0,0.0,0.0,3.2,3.2,2.9254584189767825,,,0.49230769230769234,1.2551432648843779,0.3,0.0,1.2,0.0,0.0,0.0
69,0,1,28,,,0,116216,5.0,,0,0,0,0,27.6,19,14,,,0,3,1.6,1.1,8,Leandro,8.0,3,1,7.9,29,13,False,40.8,16,6,90,,,60,0,0,,0,,116216.jpg,8.0,0,0,Trossard,0.6,False,,a,3,36,11.0,69,37,8,12512,12512,4798,4798,1.3,1.3,Trossard,0,Brighton,1.0,4.501194211912202,0.0,0.0,0.3011942119122021,0.4,1.2000000000000002,4.501194211912202,4.501194211912202,4.236933650679567,,,0.7501990353187004,1.8376048420589917,0.0,1.0,1.2,0.0,0.4,0.0
70,0,0,12,,,0,131897,,,0,0,0,0,0.0,291,33,,,0,1,1.3,0.8,1,Mathew,1.0,3,0,1.2,172,11,False,11.6,114,12,90,,,45,0,0,,0,,131897.jpg,1.0,0,2,Ryan,18.3,False,,a,3,36,0.0,238,33,1,45271,45271,57064,57064,0.2,0.2,Ryan,0,Brighton,1.0,2.2047768476488088,0.0,0.0,1.2047768476488083,0.0,0.0,2.2047768476488088,2.2047768476488088,2.2459009268111356,,,0.48995041058862415,1.039341773317048,0.0,0.0,1.2,0.0,0.0,0.0
71,0,0,3,,,0,165210,,,0,0,0,0,0.7,166,95,,,0,3,1.3,0.8,1,Alireza,1.0,0,0,0.5,192,89,False,4.4,167,72,11,,,55,0,0,,0,,165210.jpg,1.0,0,0,Jahanbakhsh,0.1,False,,a,3,36,0.0,441,163,1,123,123,372,372,0.2,0.2,Jahanbakhsh,0,Brighton,1.0,1.3011942119122022,0.0,0.0,0.3011942119122021,0.0,0.0,1.3011942119122022,1.0,1.3114752317027838,,,0.23658076580221857,0.5548310761949109,0.0,0.0,1.2,0.0,0.0,0.0
72,0,0,0,0.0,0.0,0,167473,,,0,0,0,0,0.0,458,177,,,0,3,0.0,0.0,0,José,0.0,0,0,0.0,459,177,False,0.0,455,176,0,Knee injury - Unknown return date,2020-08-15T10:00:11.482611Z,55,0,0,,0,,167473.jpg,0.0,0,0,Izquierdo,0.0,False,,i,3,36,0.0,443,165,0,27,27,30,30,0.0,0.0,Izquierdo,0,Brighton,,,,,,,,,,,,,,,,,,,,
73,0,0,0,0.0,0.0,0,178173,,,0,0,0,0,0.0,305,131,,,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,320,132,False,0.0,313,132,0,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,45,0,0,,0,,178173.jpg,0.0,0,0,Clarke,0.0,False,,n,3,36,0.0,255,116,0,37,37,122,122,0.0,0.0,Clarke,0,Brighton,,,,,,,,,,,,,,,,,,,,
74,0,0,16,75.0,,0,198869,,,0,0,0,0,0.8,156,44,,,0,2,0.8,0.6,1,Ben,1.0,3,0,1.5,162,58,False,14.2,95,48,78,Knock - 75% chance of playing,2020-09-14T21:30:11.221083Z,45,0,0,,0,,198869.jpg,1.0,0,0,White,1.6,False,,d,3,36,0.0,263,121,1,3642,3642,11978,11978,0.2,0.2,White,0,Brighton,1.0,2.2047768476488088,0.0,0.0,1.2047768476488083,0.0,0.0,2.2047768476488088,2.2047768476488088,2.2459009268111356,,,0.48995041058862415,1.039341773317048,0.0,0.0,1.2,0.0,0.0,0.0
75,0,0,0,,,0,209362,,,0,0,0,0,0.0,213,73,,,0,2,0.5,0.0,0,Bernardo,0.0,0,0,0.0,232,74,False,0.0,224,74,0,,,40,0,0,,0,,209362.jpg,0.0,0,0,Fernandes da Silva Junior,13.0,False,,a,3,36,0.0,148,47,0,26346,26346,68782,68782,0.0,0.0,Bernardo,0,Brighton,,,,,,,,,,,,,,,,,,,,
76,0,0,13,,,0,227127,,,0,0,0,0,3.8,103,64,,,0,3,0.5,0.0,2,Yves,2.0,3,0,1.7,152,70,False,8.4,137,52,90,,,45,0,0,,0,,227127.jpg,2.0,0,0,Bissouma,4.7,False,,a,3,36,5.0,91,47,2,31264,31264,19456,19456,0.4,0.4,Bissouma,0,Brighton,1.0,2.3011942119122017,0.0,0.0,0.3011942119122021,0.0,0.0,2.3011942119122017,2.3011942119122017,2.311475231702784,,,0.5113764915360448,1.0847933547135673,0.0,0.0,1.2,0.0,0.0,0.0
77,1,0,22,,,0,232792,,,0,0,0,0,27.3,20,6,,,0,2,1.1,0.6,3,Tariq,3.0,3,0,8.1,24,7,False,33.8,26,10,90,,,45,0,0,,0,,232792.jpg,3.0,0,0,Lamptey,3.4,False,,a,3,36,20.0,48,8,3,86293,86293,14929,14929,0.7,0.7,Lamptey,1,Brighton,1.0,3.709776847648808,0.0,0.0,1.2047768476488083,0.4,1.2000000000000002,3.709776847648808,3.709776847648808,3.476359345787918,,,0.8243948550330685,1.7488055771075506,0.0,0.0,1.2,0.0,0.4,1.0
78,0,0,-3,,,0,233425,,,0,0,0,0,0.3,183,24,,,0,4,1.0,0.5,1,Aaron,1.0,2,0,3.4,85,17,False,1.2,200,23,45,,,55,0,0,,0,,233425.jpg,1.0,0,0,Connolly,0.5,False,,a,3,36,32.0,29,13,1,3775,3775,4575,4575,0.2,0.2,Connolly,0,Brighton,1.0,2.2,0.3,1.2,0.0,0.0,0.0,2.2,2.2,1.9254584189767825,,,0.4,0.938083151964686,0.3,0.0,1.2,0.0,0.0,0.0
79,0,0,14,,,0,235382,,,0,0,0,0,24.0,25,18,,,0,3,0.5,0.0,2,Steven,2.0,3,0,5.4,46,22,False,13.4,102,36,78,,,45,0,0,,0,,235382.jpg,2.0,0,0,Alzate,0.5,False,,a,3,36,17.0,59,31,2,8650,8650,3809,3809,0.4,0.4,Alzate,0,Brighton,1.0,3.1011942119122016,0.1,0.5,0.3011942119122021,0.1,0.30000000000000004,3.1011942119122016,3.1011942119122016,2.9284475110206385,,,0.6891542693138226,1.4619169713463926,0.1,0.0,1.2,0.0,0.1,0.0
80,0,0,0,,,0,243016,2.0,,0,0,0,0,0.0,470,182,3.0,,0,3,1.3,0.8,0,Alexis,0.0,0,0,0.0,470,181,False,0.0,467,180,0,,,55,0,0,,0,,243016.jpg,0.0,0,0,Mac Allister,0.1,False,,a,3,36,0.0,458,172,0,118,118,497,497,0.0,0.0,Mac Allister,0,Brighton,,,,,,,,,,,,,,,,,,,,
503,0,0,0,0.0,0.0,0,108813,,,0,0,0,0,0.0,209,8,,,0,1,0.0,0.0,0,Christian,0.0,0,0,0.0,228,24,False,0.0,220,24,0,Ankle injury - Unknown return date,2020-09-12T09:00:11.155698Z,40,0,0,,0,,108813.jpg,0.0,0,0,Walton,1.6,False,,i,3,36,0.0,143,8,0,1974,1974,9021,9021,0.0,0.0,Walton,0,Brighton,,,,,,,,,,,,,,,,,,,,
528,0,0,0,,,0,49262,,,0,0,0,0,0.0,203,4,,,0,1,0.5,0.0,0,Jason,0.0,0,0,0.0,222,20,False,0.0,214,20,0,,,40,0,0,,0,,49262.jpg,0.0,0,0,Steele,0.1,False,,a,3,36,0.0,137,4,0,3751,3751,616,616,0.0,0.0,Steele,0,Brighton,,,,,,,,,,,,,,,,,,,,
81,0,0,0,,,0,17761,,,0,0,0,0,0.0,425,175,,,0,2,2.0,0.0,0,James,0.0,0,0,0.0,429,175,False,0.0,424,175,0,,,55,0,0,,0,,17761.jpg,0.0,0,0,Tarkowski,5.9,False,,a,4,90,0.0,402,171,0,7367,7367,26630,26630,0.0,0.0,Tarkowski,0,Burnley,,,,,,,,,,,,,,,,,,,,
82,0,0,0,,,0,17997,,,0,0,0,0,0.0,232,89,,,0,2,1.1,0.0,0,Phil,0.0,0,0,0.0,251,90,False,0.0,243,90,0,,,45,0,0,,0,,17997.jpg,0.0,0,0,Bardsley,0.6,False,,a,4,90,0.0,169,65,0,2429,2429,2888,2888,0.0,0.0,Bardsley,0,Burnley,,,,,,,,,,,,,,,,,,,,
83,0,0,0,,,0,39487,,,0,0,0,0,0.0,241,93,,,0,2,1.1,0.0,0,Erik,0.0,0,0,0.0,260,94,False,0.0,252,94,0,,,45,0,0,,0,,39487.jpg,0.0,0,0,Pieters,1.3,False,,a,4,90,0.0,178,69,0,6356,6356,7519,7519,0.0,0.0,Pieters,0,Burnley,,,,,,,,,,,,,,,,,,,,
84,0,0,0,0.0,0.0,0,40145,,,0,0,0,0,0.0,349,129,,,0,3,0.0,0.0,0,Jack,0.0,0,0,0.0,362,130,False,0.0,355,127,0,Ankle injury - Unknown return date,2020-08-15T10:00:11.504829Z,50,0,0,,0,,40145.jpg,0.0,0,0,Cork,0.0,False,,i,4,90,0.0,307,97,0,37,37,233,233,0.0,0.0,Cork,0,Burnley,,,,,,,,,,,,,,,,,,,,
85,0,0,0,,,0,41674,,,0,0,0,0,0.0,248,96,,,0,2,1.1,0.0,0,Kevin,0.0,0,0,0.0,267,97,False,0.0,259,97,0,,,45,0,0,,0,,41674.jpg,0.0,0,0,Long,0.2,False,,a,4,90,0.0,185,72,0,640,640,1052,1052,0.0,0.0,Long,0,Burnley,,,,,,,,,,,,,,,,,,,,
86,0,0,0,,,0,44683,,,0,0,0,0,0.0,475,47,,,0,4,1.3,0.0,0,Jay,0.0,0,0,0.0,475,47,False,0.0,472,45,0,,,60,0,0,3.0,0,,44683.jpg,0.0,0,0,Rodriguez,0.8,False,,a,4,90,0.0,464,47,0,3425,3425,5828,5828,0.0,0.0,Rodriguez,0,Burnley,,,,,,,,,,,,,,,,,,,,
87,0,0,0,0.0,0.0,0,44699,,,0,0,0,0,0.0,476,48,,,0,4,0.0,0.0,0,Ashley,0.0,0,0,0.0,476,48,False,0.0,473,46,0,Groin Injury - Unknown return date,2020-09-07T00:30:12.603985Z,60,0,0,1.0,0,,44699.jpg,0.0,0,0,Barnes,0.1,False,,i,4,90,0.0,465,48,0,125,125,2415,2415,0.0,0.0,Barnes,0,Burnley,,,,,,,,,,,,,,,,,,,,
88,0,0,0,0.0,0.0,0,51927,,,0,0,0,0,0.0,354,150,,,0,2,0.0,0.0,0,Ben,0.0,0,0,0.0,366,151,False,0.0,359,151,0,Thigh injury - Unknown return date,2020-09-07T00:30:12.617922Z,50,0,0,,0,,51927.jpg,0.0,0,0,Mee,0.3,False,,i,4,90,0.0,314,139,0,108,108,6116,6116,0.0,0.0,Mee,0,Burnley,,,,,,,,,,,,,,,,,,,,
89,0,0,0,,,0,60551,1.0,,0,0,0,0,0.0,437,166,3.0,,0,3,1.3,0.0,0,Ashley,0.0,0,0,0.0,438,166,False,0.0,433,165,0,,,55,0,0,,0,,60551.jpg,0.0,0,0,Westwood,0.9,False,,a,4,90,0.0,415,148,0,801,801,5401,5401,0.0,0.0,Westwood,0,Burnley,,,,,,,,,,,,,,,,,,,,
90,0,0,0,,,0,60586,3.0,,0,0,0,0,0.0,438,167,2.0,,0,3,1.3,0.0,0,Johann Berg,0.0,0,0,0.0,439,167,False,0.0,434,166,0,,,55,0,0,,0,,60586.jpg,0.0,0,0,Gudmundsson,0.1,False,,a,4,90,0.0,416,149,0,212,212,576,576,0.0,0.0,Gudmundsson,0,Burnley,,,,,,,,,,,,,,,,,,,,
91,0,0,0,,,0,60689,,,0,0,0,0,0.0,504,60,,,0,4,1.6,0.0,0,Chris,0.0,0,0,0.0,504,60,False,0.0,502,59,0,,,65,0,0,1.0,0,,60689.jpg,0.0,0,0,Wood,2.2,False,,a,4,90,0.0,499,60,0,8659,8659,15788,15788,0.0,0.0,Wood,0,Burnley,,,,,,,,,,,,,,,,,,,,
92,0,0,0,,,0,68983,,,0,0,0,0,0.0,263,105,,,0,2,1.1,0.0,0,Matthew,0.0,0,0,0.0,281,106,False,0.0,274,106,0,,,45,0,0,,0,,68983.jpg,0.0,0,0,Lowton,0.2,False,,a,4,90,0.0,205,85,0,360,360,694,694,0.0,0.0,Lowton,0,Burnley,,,,,,,,,,,,,,,,,,,,
93,0,0,0,,,0,81183,,,0,0,0,0,0.0,371,33,,,0,4,0.8,0.0,0,Matej,0.0,0,0,0.0,381,34,False,0.0,375,30,0,,,50,0,0,,0,,81183.jpg,0.0,0,0,Vydra,0.7,False,,a,4,90,0.0,334,34,0,7682,7682,5880,5880,0.0,0.0,Vydra,0,Burnley,,,,,,,,,,,,,,,,,,,,
94,0,0,0,0.0,0.0,0,83312,,,0,0,0,0,0.0,207,70,,,0,2,0.0,0.0,0,Ben,0.0,0,0,0.0,226,71,False,0.0,218,71,0,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,40,0,0,,0,,83312.jpg,0.0,0,0,Gibson,0.3,False,,n,4,90,0.0,141,43,0,405,405,3053,3053,0.0,0.0,Gibson,0,Burnley,,,,,,,,,,,,,,,,,,,,
95,0,0,0,,,0,90517,4.0,,0,0,0,0,0.0,373,140,4.0,,0,3,0.9,0.0,0,Robbie,0.0,0,0,0.0,383,141,False,0.0,377,139,0,,,50,0,0,,0,,90517.jpg,0.0,0,0,Brady,0.1,False,,a,4,90,0.0,336,112,0,272,272,451,451,0.0,0.0,Brady,0,Burnley,,,,,,,,,,,,,,,,,,,,
96,0,0,0,,,0,98747,,,0,0,0,0,0.0,447,52,,,0,1,2.8,0.0,0,Nick,0.0,0,0,0.0,448,53,False,0.0,444,53,0,,,55,0,0,,0,,98747.jpg,0.0,0,0,Pope,16.6,False,,a,4,90,0.0,428,52,0,27250,27250,50319,50319,0.0,0.0,Pope,0,Burnley,,,,,,,,,,,,,,,,,,,,
97,0,0,0,,,0,103914,,,0,0,0,0,0.0,280,114,,,0,2,1.1,0.0,0,Charlie,0.0,0,0,0.0,297,115,False,0.0,290,115,0,,,45,0,0,,0,,103914.jpg,0.0,0,0,Taylor,4.8,False,,a,4,90,0.0,227,97,0,17364,17364,22215,22215,0.0,0.0,Taylor,0,Burnley,,,,,,,,,,,,,,,,,,,,
98,0,0,0,,,0,172782,,,0,0,0,0,0.0,392,147,,,0,3,0.9,0.0,0,Josh,0.0,0,0,0.0,399,148,False,0.0,393,146,0,,,50,0,0,,0,,172782.jpg,0.0,0,0,Brownhill,0.0,False,,a,4,90,0.0,364,122,0,95,95,274,274,0.0,0.0,Brownhill,0,Burnley,,,,,,,,,,,,,,,,,,,,
99,0,0,0,,,0,220037,,,0,0,0,0,0.0,219,11,,,0,1,0.5,0.0,0,Bailey,0.0,0,0,0.0,238,27,False,0.0,230,27,0,,,40,0,0,,0,,220037.jpg,0.0,0,0,Peacock-Farrell,1.5,False,,a,4,90,0.0,154,11,0,4798,4798,2732,2732,0.0,0.0,Peacock-Farrell,0,Burnley,,,,,,,,,,,,,,,,,,,,
100,0,0,0,,,0,433154,2.0,,0,0,0,0,0.0,501,194,1.0,,0,3,1.6,0.0,0,Dwight,0.0,0,0,0.0,501,194,False,0.0,499,193,0,,,60,0,0,,0,,433154.jpg,0.0,0,0,McNeil,0.9,False,,a,4,90,0.0,496,190,0,1692,1692,5309,5309,0.0,0.0,McNeil,0,Burnley,,,,,,,,,,,,,,,,,,,,
519,0,0,0,,,0,218023,,,0,0,0,0,0.0,218,77,,,0,2,0.5,0.0,0,Jimmy,0.0,0,0,0.0,237,78,False,0.0,229,78,0,,,40,0,0,,0,,218023.jpg,0.0,0,0,Dunne,0.6,False,,a,4,90,0.0,153,51,0,5084,5084,2250,2250,0.0,0.0,Dunne,0,Burnley,,,,,,,,,,,,,,,,,,,,
520,0,0,0,,,0,461102,,,0,0,0,0,0.0,226,84,,,0,2,0.5,0.0,0,Bobby,0.0,0,0,0.0,245,85,False,0.0,237,85,0,,,40,0,0,,0,,461102.jpg,0.0,0,0,Thomas,0.4,False,,a,4,90,0.0,163,60,0,3109,3109,1731,1731,0.0,0.0,Thomas,0,Burnley,,,,,,,,,,,,,,,,,,,,
101,0,0,0,,,0,20310,,,0,0,0,0,0.0,344,38,,,0,1,2.0,3.5,0,Willy,0.0,0,0,0.0,358,49,False,0.0,351,49,0,,,50,0,0,,0,,20310.jpg,0.0,0,0,Caballero,0.4,False,,a,5,8,0.0,302,38,0,587,587,2984,2984,0.0,0.0,Caballero,0,Chelsea,,,,,,,,,,,,,,,,,,,,
