id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xGA_week11,cleansheet_week11,xA,xA_points,xG_week11,goals_week11,xPoints week 11,xA_week11,assists_week11,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,xPoints week 5,xG_week5,goals_week5,xGA_week5,cleansheet_week5,xA_week5,assists_week5,xPoints week 6,xG_week6,goals_week6,xGA_week6,cleansheet_week6,xA_week6,assists_week6,xPoints week 7,xG_week7,goals_week7,xGA_week7,cleansheet_week7,xA_week7,assists_week7,xPoints week 8,xG_week8,goals_week8,xGA_week8,cleansheet_week8,xA_week8,assists_week8,xPoints week 9,xG_week9,goals_week9,xGA_week9,cleansheet_week9,xA_week9,assists_week9,xPoints week 10,xG_week10,goals_week10,xGA_week10,cleansheet_week10,xA_week10,assists_week10,form 5,form 10,next1_xP,next5_xP,next10_xP,value,valuePoints metric,xG+xA,xG+xA per game
1,0,0,0,0.0,0.0,0,37605,,,0,0,-2,2,0.0,604,240,,,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,604,240,False,0.0,604,240,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,0,0,,0,,37605.jpg,0.0,0,0,Özil,0.6,False,,n,1,3,0.0,604,240,0,3363,14,51835,250,0.0,0.0,Özil,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0.0,0.0,0,39476,,,0,0,-1,1,0.0,556,212,,,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,567,212,False,0.0,566,212,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,49,0,0,,0,,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,n,1,3,0.0,543,206,0,10230,5,18617,53,0.0,0.0,Sokratis,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,52,75.0,75.0,0,41270,,,0,0,0,0,23.1,270,79,4.0,,0,2,0.8,0.0,0,David,0.0,7,0,11.7,297,100,False,72.0,239,93,364,Head injury - 75% chance of playing,2020-11-26T23:30:22.462494Z,55,0,0,,0,,41270.jpg,1.2,0,0,Luiz Moreira Marinho,0.8,False,,d,1,3,22.0,267,78,7,36917,73,81627,2517,0.0,1.3,David Luiz,0,Arsenal,5.833333333333334,13.901527373743512,0.1,0.6000000000000001,6.301527373743513,0.5,0.0,0.0,0.0,,,,,,2.3831189783560305,,,,,,,,1.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.5863878557664246,0.1,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,,,,1.8000000000000007,0.0,,,,,,2.5,0.0,,,0.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,0.0,2.0100765235916347,3.2036951112457586,2.387764908355956,2.5444697609270936,0.4332943597010965,1.0161653466923124,0.1,0.017142857142857144
4,1,1,123,100.0,100.0,3,54694,,,0,0,-5,5,170.8,42,30,,,0,3,3.3,2.3,2,Pierre-Emerick,2.3,14,2,58.9,36,20,False,141.4,135,51,986,,2020-10-08T09:00:12.305506Z,115,0,0,1.0,0,,54694.jpg,3.4,0,0,Aubameyang,9.3,False,,a,1,3,277.0,31,15,37,467316,7235,2963724,46868,0.2,3.2,Aubameyang,2,Arsenal,10.882352941176471,41.38191583857537,2.6,12.52,2.9389476406955035,0.5,0.0,1.3,3.9,0.20000000000000007,0.0,3.606530659712634,0.0,0.0,3.802662536517736,3.8187307530779817,0.4,1.0,0.2,1.0,0.0,0.0,5.617989671854215,0.09999999999999998,0.0,1.9,0.0,0.5,1.0,2.049787068367864,0.0,0.0,3.0,0.0,0.0,0.0,2.8187307530779817,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.7465969639416064,0.0,0.0,1.4000000000000004,0.0,0.5,0.0,4.101194211912203,0.30000000000000004,0.0,1.2000000000000002,0.0,0.10000000000000007,0.0,7.540818220681719,0.8999999999999999,1.0,0.2999999999999989,1.0,0.09999999999999988,0.0,2.7652988882215865,0.0,0.0,1.8000000000000007,0.0,0.2,0.0,3.2820849986239,0.30000000000000004,0.0,2.5,1.0,-0.09999999999999988,0.0,4.246596963941606,0.3999999999999999,0.0,1.4000000000000004,0.0,0.0,0.0,4.288265946236288,3.9775628400335306,4.242641529160274,3.715612372222151,3.8789214164543617,0.33066630752328136,1.121344005962236,3.9000000000000004,0.3583783783783784
5,0,0,0,100.0,100.0,0,58822,,,-1,1,-4,4,0.0,529,206,,,0,2,1.0,0.0,0,Cédric,0.0,0,0,0.0,543,206,False,0.0,542,206,0,,2020-09-23T09:00:14.881983Z,46,0,0,,0,,58822.jpg,0.0,0,0,Soares,0.2,False,,a,1,3,0.0,504,197,0,3350,79,33017,285,0.0,0.0,Cédric,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,3,96,,,2,59966,,,0,0,-2,2,89.2,131,19,,,0,4,1.7,0.7,1,Alexandre,0.7,7,3,46.8,59,18,False,139.2,139,17,584,,,83,0,0,3.0,0,,59966.jpg,3.2,0,0,Lacazette,2.7,False,,a,1,3,243.0,38,19,29,276995,4502,421650,7585,0.1,3.5,Lacazette,2,Arsenal,9.0625,29.3,2.7,10.8,0.0,0.5,0.0,0.5,1.5,0.5,0.0,3.3,0.09999999999999998,0.0,3.2331034482758616,5.6,0.5,1.0,0.2,1.0,0.2,0.0,3.4,0.09999999999999998,1.0,1.9,0.0,0.0,0.0,7.8000000000000025,1.2000000000000002,1.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.5,0.30000000000000004,0.0,1.2000000000000002,0.0,0.09999999999999998,0.0,2.3000000000000003,0.0,0.0,0.2999999999999989,1.0,0.10000000000000003,0.0,2.799999999999999,0.19999999999999973,0.0,1.8000000000000007,0.0,0.0,0.0,,,,2.5,0.0,,,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.35,3.0125,3.4480025480127026,3.1523803586239527,3.2659751731046254,0.3895305359368508,1.1222265898410075,3.2,0.3531034482758621
7,0,0,13,100.0,100.0,0,69140,,,0,0,0,0,1.0,384,149,,,0,2,1.0,0.0,0,Shkodran,0.0,1,0,1.3,405,152,False,11.6,379,148,44,,2020-08-15T10:00:11.331812Z,50,0,0,,0,,69140.jpg,1.0,0,0,Mustafi,0.0,False,,a,1,3,0.0,561,213,2,11641,163,11433,193,0.0,0.4,Mustafi,0,Arsenal,2.0,4.160523670997776,0.0,0.0,2.1605236709977755,0.5,0.0,0.0,0.0,,,,,,2.080261835498888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,,,,1.8000000000000007,0.0,,,,,,2.5,0.0,,,,,,1.4000000000000004,0.0,,,1.0,1.0,2.8845520610043778,2.091025281874872,2.239121468191813,0.4160523670997776,0.9303213750347997,0.0,0.0
8,0,5,202,,,3,80201,,,0,0,0,0,0.0,572,59,,,2,1,5.3,4.3,1,Bernd,4.3,14,0,23.4,188,11,False,234.0,41,11,990,,,50,0,0,,0,,80201.jpg,3.7,0,29,Leno,8.5,False,,a,1,3,0.0,563,59,41,410942,8504,424731,19263,0.9,8.2,Leno,0,Arsenal,11.08108108108108,40.970468987960636,0.0,0.0,11.970468987960649,0.5,0.0,0.0,0.0,0.0,0.0,3.4261226388505337,0.0,0.0,3.697335006230595,6.274923012311929,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,3.199148273471456,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,3.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.2047768476488083,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,5.9632728827268755,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,2.661195552886346,0.0,0.0,1.8000000000000007,0.0,0.0,0.0,6.328339994495595,0.0,0.0,2.5,1.0,0.0,0.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,4.273063784945155,3.9628829390814935,4.501625231736085,3.708098452606579,3.8561946389235207,0.739467001246119,1.6534984819042438,0.0,0.0
9,0,0,81,,,2,84450,,,-1,1,-3,3,46.2,194,117,1.0,,0,3,3.0,2.0,1,Granit,2.0,10,0,17.6,232,108,False,97.6,199,80,667,,,52,0,0,,0,,84450.jpg,1.8,0,0,Xhaka,0.5,False,,a,1,3,32.0,233,122,16,22705,303,56650,1023,0.4,3.1,Xhaka,2,Arsenal,8.888888888888891,18.2005818566642,0.3,1.5,2.4005818566641945,0.5,0.0,0.1,0.30000000000000004,0.0,0.0,1.6065306597126334,0.0,0.0,2.047565458874722,4.1187307530779815,0.2,0.0,0.2,1.0,0.1,0.0,2.149568619222635,0.0,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.801194211912202,0.09999999999999998,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,,,,1.8000000000000007,0.0,,,2.0820849986238987,0.0,0.0,2.5,1.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.9784042074260464,1.7665715521693226,2.280700895413813,2.038212460103352,2.0921848183705376,0.3937625882451388,0.8979168528810759,0.4,0.04499999999999999
10,0,0,0,100.0,100.0,0,92371,,,0,0,-1,1,0.0,479,196,,,0,2,1.0,0.0,0,Pablo,0.0,0,0,0.0,498,196,False,0.0,497,196,0,,2020-08-15T10:00:11.357231Z,44,0,0,,0,,92371.jpg,0.0,0,0,Marí,0.0,False,,a,1,3,0.0,446,183,0,641,127,817,48,0.0,0.0,Marí,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,9,201,,,3,98745,,,0,0,2,-2,149.9,62,14,,,2,2,4.3,3.3,1,Héctor,3.3,14,0,37.9,89,18,False,162.6,104,37,974,,,52,0,0,,0,,98745.jpg,4.0,0,0,Bellerín,9.2,False,,a,1,3,65.0,161,31,44,684461,16741,380363,35017,0.6,8.5,Bellerín,4,Arsenal,11.0,42.45178478412735,0.1,0.6000000000000001,11.882880190487766,0.5,0.0,1.3,3.9,0.0,0.0,3.726122638850534,0.10000000000000007,0.0,3.859253162193395,4.874923012311927,0.0,0.0,0.2,1.0,0.2,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,0.19914827347145586,0.0,0.0,3.0,0.0,0.0,0.0,11.67657590487391,0.0,0.0,0.20000000000000007,0.0,0.2,2.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.8047768476488084,0.1,0.0,1.2000000000000002,0.0,0.0,0.0,9.452042936202812,0.0,0.0,0.2999999999999989,1.0,0.09999999999999998,1.0,1.6611955528863458,0.0,0.0,1.8000000000000007,0.0,0.0,0.0,6.528339994495593,0.0,0.0,2.5,1.0,0.4,0.0,1.886387855766425,0.0,0.0,1.4000000000000004,0.0,0.29999999999999993,0.0,4.650817795640341,4.351925233685286,4.728316882977103,3.8456855775282346,4.028020777356187,0.742164069652576,1.692394467218864,1.4000000000000001,0.1272727272727273
13,0,0,0,100.0,100.0,0,101184,,,0,0,0,0,0.0,505,204,,,0,2,1.0,0.0,0,Calum,0.0,0,0,0.0,522,204,False,0.0,522,204,0,,2020-08-15T10:00:11.386295Z,45,0,0,,0,,101184.jpg,0.0,0,0,Chambers,0.0,False,,a,1,3,0.0,477,194,0,540,100,1055,45,0.0,0.0,Chambers,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,0,9,100.0,100.0,0,111457,,,0,0,-2,2,5.4,347,123,,,0,2,1.0,0.0,0,Sead,0.0,1,0,1.3,404,151,False,3.6,409,156,90,,2020-11-18T14:00:19.656655Z,48,0,0,,0,,111457.jpg,2.0,0,0,Kolasinac,0.1,False,,a,1,3,4.0,343,127,2,4883,85,18431,198,0.0,0.4,Kolasinac,0,Arsenal,1.0,3.080261835498888,0.0,0.0,1.0802618354988878,0.5,0.0,0.0,0.0,,,,,,3.080261835498888,,,,,,,,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,,,,0.20000000000000007,0.0,,,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,,,,0.2999999999999989,0.0,,,,,,1.8000000000000007,0.0,,,,,,2.5,0.0,,,,,,1.4000000000000004,0.0,,,,2.5982744768905404,3.8845520610043778,3.091025281874872,3.239121468191813,0.641721215728935,1.405940741937507,0.0,0.0
15,0,0,38,,,1,154043,,,0,0,-3,3,4.3,353,128,,,0,2,1.3,0.3,0,Ainsley,0.3,3,0,3.2,372,136,False,20.4,351,139,188,,,47,0,0,,0,,154043.jpg,2.0,0,0,Maitland-Niles,0.9,False,,a,1,3,7.0,321,113,10,48194,247,132163,2454,0.1,2.1,Maitland-Niles,0,Arsenal,5.0,11.40130917749444,0.0,0.0,5.401309177494439,0.5,0.0,0.0,0.0,,,,,,2.280261835498888,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,,,,1.8000000000000007,0.0,,,1.0,0.0,0.0,2.5,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,1.0,0.8398296546942913,3.0845520610043784,2.291025281874872,2.4391214681918134,0.4851620926593379,1.0518063528624761,0.0,0.0
16,0,0,138,100.0,100.0,3,156074,,,0,0,-1,1,7.8,337,117,,,0,2,3.3,2.3,1,Rob,2.3,9,0,15.3,256,82,False,134.6,147,59,675,,2020-10-17T22:30:19.025474Z,44,0,0,,0,,156074.jpg,2.8,0,0,Holding,1.3,False,,a,1,3,11.0,301,102,22,187414,3388,212335,3032,0.5,5.0,Holding,2,Arsenal,7.857142857142858,21.487771564634123,0.5,3.0,8.487771564634121,0.5,0.0,0.0,0.0,0.0,0.0,3.4261226388505337,0.0,0.0,2.7348072900443423,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,,,,0.20000000000000007,0.0,,,,,,1.4000000000000004,0.0,,,,,,1.2000000000000002,0.0,,,3.9632728827268746,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,3.4611955528863456,0.3,0.0,1.8000000000000007,0.0,0.0,0.0,1.7283399944955955,-0.09999999999999998,0.0,2.5,1.0,0.0,0.0,1.7999999999999998,0.3,0.0,1.4000000000000004,0.0,0.0,0.0,2.8757862137918697,2.596621974188764,3.599552777809503,2.7228617741152576,2.902914373042477,0.6215471113737141,1.3037682199267,0.5,0.06363636363636363
17,0,0,170,100.0,100.0,3,192895,,,0,0,-1,1,132.4,73,18,,,0,2,3.3,2.3,1,Kieran,2.3,13,0,34.7,104,23,False,154.6,112,40,890,,2020-10-14T10:30:19.613747Z,54,0,0,,0,,192895.jpg,2.7,0,0,Tierney,4.7,False,,a,1,3,59.0,177,41,27,133164,3321,582401,12111,0.4,5.0,Tierney,1,Arsenal,10.0,28.80261835498888,0.1,0.6000000000000001,10.802618354988878,0.5,0.0,0.8,2.4000000000000004,0.0,0.0,4.026122638850534,0.20000000000000007,0.0,2.880261835498888,5.274923012311927,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1991482734714558,0.0,0.0,3.0,0.0,0.0,0.0,5.274923012311927,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,4.404776847648808,0.0,0.0,1.2000000000000002,0.0,0.4,0.0,4.963272882726875,0.0,0.0,0.2999999999999989,1.0,0.0,0.0,3.161195552886346,0.1,0.0,1.8000000000000007,0.0,0.29999999999999993,0.0,2.0283399944955955,0.0,0.0,2.5,1.0,-0.09999999999999998,0.0,0.9863878557664256,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,3.0330637849451554,2.903055491392439,3.732052624208405,2.873182525778033,3.0463873220030493,0.5333818213886828,1.2394673468448887,0.9,0.09
18,0,0,29,0.0,0.0,0,195735,2.0,,0,0,-4,4,38.5,224,136,3.0,,0,3,0.0,0.0,0,Nicolas,-0.7,6,1,16.2,241,114,False,41.2,309,134,277,Suspended until 16 Dec,2020-11-22T18:30:18.803078Z,76,0,0,2.0,0,,195735.jpg,1.4,1,0,Pépé,0.6,False,,s,1,3,83.0,135,72,11,22301,78,135775,1393,-0.1,1.4,Pépé,0,Arsenal,7.857142857142858,12.521942891158528,0.7,3.5,2.1219428911585303,0.5,0.0,0.3,0.8999999999999999,,,,,,1.5937018225110855,2.118730753077981,0.0,0.0,0.2,0.0,0.1,0.0,1.5,0.1,0.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.1,1.0,0.20000000000000007,0.0,0.0,0.0,3.2465969639416064,0.2,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,,,,0.2999999999999989,0.0,,,2.0,0.2,0.0,1.8000000000000007,0.0,0.0,0.0,-0.9,0.09999999999999998,0.0,2.5,0.0,0.2,0.0,,,,1.4000000000000004,0.0,,,0.55,1.3352281377059438,1.883442096868309,1.5630862060576478,1.646979657798624,0.20969760822514283,0.5780964109944169,1.0,0.12727272727272726
19,0,0,0,0.0,0.0,0,198849,,,0,0,-3,3,0.0,539,215,,,0,3,0.0,0.0,0,Lucas,0.0,0,0,0.0,551,214,False,0.0,550,214,0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,47,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.1,False,,n,1,3,0.0,519,205,0,3411,17,16849,168,0.0,0.0,Torreira,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,0,13,,,0,200089,,,0,0,-2,2,6.5,341,170,,,0,3,2.0,1.0,0,Joseph,1.0,2,0,4.8,355,161,False,11.6,378,163,146,,,48,0,0,,0,,200089.jpg,1.5,0,0,Willock,0.1,False,,a,1,3,30.0,236,124,3,3198,90,7710,212,0.2,0.6,Willock,0,Arsenal,2.0,3.5401309177494436,0.0,0.0,0.5401309177494439,0.5,0.0,0.0,0.0,,,,,,1.7700654588747218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2.5,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.6232984819708032,1.6232984819708032,1.9711380152510944,1.7727563204687178,1.809780367047953,0.36876363726556705,0.8079206500720151,0.0,0.0
21,0,0,2,100.0,100.0,0,200641,5.0,,0,0,-3,3,9.7,335,166,,,0,3,1.7,0.7,0,Reiss,0.7,0,0,2.4,386,169,False,4.2,407,176,70,,2020-11-06T01:00:21.188918Z,52,0,0,,0,,200641.jpg,1.0,0,0,Nelson,0.0,False,,a,1,3,10.0,307,154,2,1447,56,5357,91,0.1,0.4,Nelson,0,Arsenal,2.0,2.540130917749444,0.0,0.0,0.5401309177494439,0.5,0.0,0.0,0.0,,,,,,1.270065458874722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,1.0,1.4711380152510944,1.272756320468718,1.3097803670479533,0.24424335747590806,0.5569605478754683,0.0,0.0
22,0,3,53,,,0,205533,,,0,0,-5,5,36.2,230,39,,,0,4,1.3,0.3,1,Edward,0.3,3,1,15.4,255,38,False,50.2,292,33,160,,,55,0,0,,0,,205533.jpg,1.8,0,0,Nketiah,0.6,False,,a,1,3,70.0,154,41,16,35012,703,128102,1470,0.1,2.9,Nketiah,0,Arsenal,8.888888888888891,16.6,1.0,4.0,0.0,0.5,0.0,0.2,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,1.8675,1.0,0.0,0.0,0.2,0.0,0.0,0.0,7.6,0.9,1.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000007,0.0,0.0,0.0,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.2999999999999989,0.0,0.0,0.0,2.0,0.09999999999999998,0.0,1.8000000000000007,0.0,0.2,0.0,,,,2.5,0.0,,,,,,1.4000000000000004,0.0,,,1.3333333333333333,1.95,1.9494384715269468,1.836721245732952,1.8800335978243816,0.33954545454545454,0.796304675588205,1.2,0.13499999999999995
23,0,0,0,100.0,100.0,0,209289,,,0,0,-1,1,0.0,487,190,,,0,3,1.0,0.0,0,Emile,0.0,0,0,0.0,506,189,False,0.0,505,189,0,,2020-09-11T11:00:08.673059Z,44,0,0,,0,,209289.jpg,0.0,0,0,Smith Rowe,0.2,False,,a,1,3,0.0,456,176,0,14953,246,19201,506,0.0,0.0,Smith Rowe,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,1,96,100.0,100.0,2,223340,4.0,,0,0,-3,3,150.8,60,43,,,0,3,2.7,1.7,2,Bukayo,1.7,10,1,52.1,51,30,False,118.8,167,62,723,,2020-11-22T18:30:18.841364Z,52,1,0,,0,,223340.jpg,2.6,0,0,Saka,2.3,False,,a,1,3,251.0,37,19,23,126660,5277,483729,7324,0.3,4.4,Saka,0,Arsenal,8.846153846153848,30.389040597737928,1.8,9.0,2.3890405977379245,0.5,0.0,1.0,3.0,0.2,0.0,4.8065306597126325,0.4,0.0,3.4352828501790693,,,,,,,,2.649568619222635,0.1,0.0,1.9,0.0,0.0,0.0,,,,3.0,0.0,,,5.318730753077982,0.30000000000000004,1.0,0.20000000000000007,0.0,0.0,0.0,4.246596963941607,0.4,0.0,1.4000000000000004,0.0,0.0,0.0,3.6011942119122016,0.2,0.0,1.2000000000000002,1.0,0.1,0.0,3.2408182206817187,0.10000000000000007,0.0,0.2999999999999989,1.0,0.0,0.0,0.16529888822158642,0.0,0.0,1.8000000000000007,0.0,0.0,0.0,2.6,0.2,0.0,2.5,0.0,0.2,0.0,4.646596963941606,0.30000000000000004,0.0,1.4000000000000004,0.0,0.3,0.0,3.091848946511509,3.4750372534124416,3.851140561912783,3.3572934233351814,3.5078520538465843,0.6606313173421287,1.5064711861687303,2.8,0.3165217391304347
25,0,0,0,0.0,0.0,0,242166,,,0,0,-3,3,0.0,542,217,,,0,3,0.0,0.0,0,Matteo,0.0,0,0,0.0,554,216,False,0.0,553,216,0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,47,0,0,,0,,242166.jpg,0.0,0,0,Guendouzi,0.1,False,,n,1,3,0.0,523,207,0,2692,11,12542,118,0.0,0.0,Guendouzi,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,0,0,25.0,0.0,0,444145,,,0,0,-1,1,0.0,566,224,,,0,3,0.2,0.0,0,Gabriel Teodoro,0.0,0,0,0.0,577,223,False,0.0,576,223,0,Lack of match fitness - 25% chance of playing,2020-08-15T10:00:11.409498Z,49,0,0,,0,,444145.jpg,0.0,0,0,Martinelli Silva,0.0,False,,d,1,3,0.0,556,220,0,1163,166,2526,63,0.0,0.0,Martinelli,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,0,0,,,0,462424,,,0,0,-4,4,0.0,442,179,,,0,2,1.0,0.0,0,William,0.0,0,0,0.0,463,179,False,0.0,462,179,0,,,41,0,0,,0,,462424.jpg,0.0,0,0,Saliba,0.7,False,,a,1,3,0.0,405,162,0,25322,506,203645,1469,0.0,0.0,Saliba,0,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
