id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 5,games played,gameweek,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,next10_xP,next1_xP,next5_xP,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,yellow_cards
43,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,184386,,,0,0,0,0,0.0,574,225,,,0,2,0.0,0.0,0,James,0.0,,,,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,590,224,False,0.0,584,224,0,Joined Luton Town on a permanent deal on 1/9,2020-09-02T09:00:10.425295Z,,,,45,0,0,,0,,184386.jpg,0.0,0,0,Bree,0.0,False,,u,2,7,Aston Villa,0.0,559,218,0,9840,0,10312,1,,,,,0.0,0.0,Bree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
44,9.865158785233833,1.4349321869431026,0,,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,0,36,,,1.8651587852338312,3,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184704,,,0,0,-2,2,27.6,336,172,,,0,3,0.4,0.9,0,Marvelous,0.9,1.4367631630046322,1.1505971059561009,6.875,24,0,0,,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,7.4,392,173,False,37.6,387,167,285,,,1.4357811706837826,1.4182205228389102,1.4485050907262236,43,0,0,,0,,184704.jpg,1.6,0,0,Nakamba,0.5,False,,a,2,7,Aston Villa,8.0,388,182,11,81327,132,92248,1295,0.33370515975420995,0.33413096814061216,0.26758072231537233,0.6919857474546033,0.2,2.6,Nakamba,0.0,0.0,,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.5,0.09999999999999963,1.200000000000001,0.5,0.0,1.0,1.3999999999999986,1.900000000000002,0.0,4.699999999999998,,0.5,1.6999999999999993,1.3999999999999986,1.2000000000000028,1.599999999999998,0.7000000000000001,1.6999999999999995,0.6000000000000001,3.3000000000000003,0.8999999999999995,1.7000000000000008,1.1999999999999993,0.0,,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,1.0,2.606530659712633,,,,,,2.009095277101696,,,1.0,,1.3011942119122013,,1.0,0.0,,,,,,2
45,47.287714612472755,3.616119352718504,0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,6,167,,,3.547714612472741,3,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,193488,5.0,,0,0,-6,6,158.0,160,101,3.0,,1,3,0.1,0.6,0,Anwar,0.6,2.7234350034765256,1.0,13.076923076923075,24,5,5,,0.0,,1.0,0.0,2.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,80.6,89,51,False,254.4,175,68,562,,,3.6297832216975423,3.5336348999644547,3.670574840899557,54,0,0,1.0,0,,193488.jpg,3.9,0,0,El Ghazi,0.9,False,,a,2,7,Aston Villa,392.0,50,27,51,507097,175,465890,6676,0.6696517319849081,0.5043398154586158,0.18518518518518517,1.5561300034419012,0.1,9.4,El Ghazi,0.9,2.7,,0.0,,0.0,0.2,0.0,0.5,0.0,0.0,,0.09999999999999998,,0.0,,0.0,,,,,,,,0.0,0.1,3.8,4.7,0.35941176470588243,,0.5,0.09999999999999963,1.200000000000001,0.5,0.0,1.0,1.3999999999999986,1.900000000000002,0.0,4.699999999999998,,0.5,1.6999999999999993,1.3999999999999986,1.2000000000000028,1.599999999999998,,,,,,1.7000000000000008,1.1999999999999993,18.04,,0.0,,0.8,0.5,1.4,0.5999999999999996,0.4000000000000004,0.09999999999999963,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,1.0,,6.0,5.706530659712633,13.0,7.867879441171441,4.246596963941609,2.649568619222633,,2.3,,1.0,,1.0,,,,,,,,1.0,1.3,1
46,59.17496168784586,2.9222203302639933,0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,355,100.0,100.0,21.974961687845866,9,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,199798,,,0,0,1,-1,16.3,365,134,,,1,2,3.5,4.0,6,Ezri,4.0,2.437665095151908,2.751121502091065,20.25,24,24,2,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.8,182,48,False,401.2,72,27,1755,,2020-12-17T18:30:14.260503Z,2.9272921177636064,2.846772309678357,2.9818583204520186,46,0,0,,0,,199798.jpg,4.0,0,0,Konsa Ngoyo,5.0,False,,a,2,7,Aston Villa,128.0,179,43,81,1113121,14130,839844,6858,0.6352652891878247,0.5299271945982409,0.5980698917589272,1.3624922543543858,0.9,17.6,Konsa,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0345679012345679,,0.5,0.09999999999999963,1.200000000000001,0.5,0.0,1.0,1.3999999999999986,1.900000000000002,0.0,4.699999999999998,0.9,0.5,1.6999999999999993,1.3999999999999986,1.2000000000000028,1.599999999999998,0.7000000000000001,1.6999999999999995,0.6000000000000001,3.3000000000000003,0.8999999999999995,1.7000000000000008,1.1999999999999993,4.199999999999998,,0.09999999999999998,,0.0,,,0.0,0.0,0.0,,0.0,0.1,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09999999999999998,0.0,0.0,0.2,2.807586071978623,,4.026122638850533,,2.2047768476488065,,,1.0,2.9863878557664267,1.598274476890539,,5.036381108406784,7.2262786389623965,4.026122638850533,2.7307340962109388,1.9863878557664272,2.204776847648805,2.807586071978623,3.9863412151656377,1.7307340962109388,4.7952465443761065,1.7475326696049598,1.6262786389623969,2.730734096210938,4.404776847648808,2
47,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,203368,,,0,0,-2,2,0.0,536,216,,,0,2,0.0,0.0,0,Frédéric,0.0,,,,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,558,215,False,0.0,550,215,0,Joined Strasbourg on loan until the end of the season on 31/1.,2021-01-31T20:00:26.030939Z,,,,43,0,0,,0,,203368.jpg,0.0,0,0,Guilbert,0.1,False,,u,2,7,Aston Villa,0.0,516,205,0,2055,0,9836,65,,,,,0.0,0.0,Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
48,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,213345,,,0,0,0,0,0.0,669,89,,,0,4,0.0,0.0,0,Wesley,0.0,,,,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,669,89,False,0.0,668,88,0,Knee injury - Unknown return date,2020-08-15T10:00:11.458856Z,,,,60,0,0,,0,,213345.jpg,0.0,0,0,Moraes,0.0,False,,i,2,7,Aston Villa,0.0,668,89,0,1270,40,1620,26,,,,,0.0,0.0,Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
49,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,217487,,,0,0,-1,1,0.0,668,88,,,0,4,0.0,0.0,0,Mbwana,0.0,,,,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,668,88,False,0.0,667,87,0,Joined Fenerbahce on a permanent deal on 25/9,2020-09-25T09:00:10.072147Z,,,,59,0,0,,0,,217487.jpg,0.0,0,0,Samatta,0.0,False,,u,2,7,Aston Villa,0.0,667,88,0,1633,0,8424,7,,,,,0.0,0.0,Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
50,6.2,1.24,0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,0,15,100.0,100.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221239,,,0,0,-2,2,15.9,367,53,,,0,4,-0.4,0.1,0,Keinan,0.1,1.4,1.0,5.0,24,0,0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,7.7,388,53,False,4.6,459,58,48,,2020-11-24T23:00:18.514322Z,1.2419392007926895,1.2300469928903115,1.2461865197071271,43,0,0,,0,,221239.jpg,1.0,0,0,Davis,8.2,False,,a,2,7,Aston Villa,58.0,283,53,5,1094616,13961,1555057,19480,0.28837209302325584,0.3255813953488372,0.23255813953488372,0.5979810994913111,0.0,1.2,Davis,0.0,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,0.3,0.3,0.06,,0.5,0.09999999999999963,1.200000000000001,0.5,0.0,1.0,1.3999999999999986,1.900000000000002,0.0,4.699999999999998,0.9,0.5,1.6999999999999993,1.3999999999999986,1.2000000000000028,1.599999999999998,0.7000000000000001,1.6999999999999995,0.6000000000000001,3.3000000000000003,0.8999999999999995,1.7000000000000008,1.1999999999999993,1.2,,,,,0.0,,,0.0,0.3,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,1.0,2.2,,,1.0,1.0,,,,,,,,,,,,0
51,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,223349,,,0,0,-2,2,0.0,540,70,,,0,4,0.0,0.0,0,Indiana,0.0,,,,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,562,71,False,0.0,554,65,0,Joined Burton Albion on loan until the end of the season on 17/9. - Expected back 01 Jul,2020-09-17T16:30:17.739025Z,,,,43,0,0,,0,,223349.jpg,0.0,0,0,Vassilev,0.5,False,,u,2,7,Aston Villa,0.0,520,69,0,63562,0,160553,518,,,,,0.0,0.0,Vassilev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
52,48.61221678966183,2.480215142329685,2,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,221,100.0,100.0,5.317398136812086,10,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,230046,,,0,0,-1,1,203.4,121,83,5.0,,0,3,1.8,2.3,2,Douglas Luiz,2.3,2.623287789500421,2.459112451016603,19.6,24,23,0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,170,89,False,261.6,174,67,1750,,2020-12-12T15:00:17.663312Z,2.4845682091353867,2.4455186652084118,2.5049669188829125,49,0,0,,0,,230046.jpg,2.5,1,0,Soares de Paulo,0.2,False,,a,2,7,Aston Villa,108.0,209,110,49,27928,141,43139,426,0.5061663555774868,0.5353648550000859,0.5018596838809394,1.1204469910000716,0.5,10.0,Douglas Luiz,1.0,3.0,,0.0,,0.0,,0.3,0.0,0.0,0.0,,0.0,0.0,0.30000000000000004,0.0,0.09999999999999998,,0.0,0.0,0.0,0.0,0.1,0.1,0.09999999999999998,0.0,1.1,2.1,0.10714285714285714,,0.5,0.09999999999999963,1.200000000000001,0.5,0.0,1.0,1.3999999999999986,1.900000000000002,0.0,4.699999999999998,0.9,0.5,1.6999999999999993,1.3999999999999986,1.2000000000000028,1.599999999999998,0.7000000000000001,1.6999999999999995,0.6000000000000001,3.3000000000000003,0.8999999999999995,1.7000000000000008,1.1999999999999993,5.5,,0.0,,0.10000000000000003,,0.0,0.0,0.0,0.0,,0.6,0.1,0.0,0.10000000000000007,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09999999999999998,1.2018965179946557,,2.606530659712633,,-0.19880578808779809,,3.9,2.3678794411714423,2.246596963941607,2.149568619222635,,7.0090952771016966,2.9065696597405988,4.405272798077413,2.682683524052736,1.5465969639416066,,1.2018965179946557,2.4965853037914094,1.1826835240527347,2.0488116360940265,2.3368831674012402,3.895339713216536,2.4826835240527343,2.8011942119122017,4
106,58.60350827377011,3.872017510945525,1,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,4,190,100.0,100.0,4.10609894734524,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,88894,2.0,,0,0,-1,1,389.8,40,32,4.0,,1,3,2.9,3.4,3,Ross,3.4,3.649713879245076,3.7877803755227673,15.135135135135135,24,14,3,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,96.3,62,38,False,215.2,199,80,1032,,2020-11-21T17:30:18.042216Z,3.884931671046676,3.793380961832989,3.924081246418376,59,0,0,,0,,88894.jpg,3.7,0,0,Barkley,0.8,False,,a,2,7,Aston Villa,358.0,56,30,56,488691,910,484360,2571,0.6562741543975465,0.6185955727534027,0.6419966738174181,1.594084382273494,0.6,9.5,Barkley,2.7,8.100000000000001,0.1,,,,,,,,,,0.2,0.0,0.10000000000000007,0.10000000000000007,0.10000000000000007,0.3999999999999999,0.10000000000000007,,-0.1,0.1,0.4,0.09999999999999998,1.1,0.0,2.9,5.6,0.37,1.3,0.5,0.09999999999999963,1.200000000000001,0.5,0.0,1.0,1.3999999999999986,1.900000000000002,0.0,4.699999999999998,2.7,0.5,1.6999999999999993,1.3999999999999986,1.2000000000000028,1.599999999999998,1.0,1.6999999999999995,0.6000000000000001,3.3000000000000003,0.8999999999999995,1.7000000000000008,1.1999999999999993,14.5,0.0,,,,,,,,,,0.3999999999999999,0.0,0.20000000000000007,0.19999999999999973,0.10000000000000007,0.3999999999999999,0.10000000000000007,,0.9,0.09999999999999998,0.2,0.0,0.30000000000000004,0.0,3.0018965179946564,1.5725317930340126,,,,,,,,,,6.609095277101695,1.0,3.9065306597126335,3.4826835240527334,3.0465969639416075,5.5011942119122015,3.0018965179946564,,6.382683524052736,6.348811636094028,4.23688316740124,2.7065696597405995,9.139621323095797,1.0,0
496,66.75496363392256,3.1414100533610614,2,,1.0,,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,408,0.0,100.0,23.06014498107282,11,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,199796,,,0,0,0,0,276.1,74,15,,,1,2,0.0,4.6,6,Matthew,4.6,3.7407083444887013,3.5511215020910654,21.25,24,24,0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,98,19,False,415.0,62,20,1822,Hamstring injury - Unknown return date,2021-02-13T22:30:20.186466Z,3.1474296129256563,3.0610975637958893,3.2040716657443635,50,0,0,,0,,199796.jpg,4.0,0,0,Cash,1.5,False,,i,2,7,Aston Villa,73.0,258,78,85,204359,3606,132190,13876,0.6282820106722122,0.7481416688977403,0.710224300418213,1.404881284903315,0.9,17.0,Cash,1.7,5.1,,0.09999999999999998,,0.0,,0.09999999999999998,0.20000000000000007,0.29999999999999993,0.2,,0.10000000000000007,0.1,0.10000000000000007,0.0,0.09999999999999988,0.0,0.0,0.2,0.10000000000000003,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.09411764705882353,,0.5,0.09999999999999963,1.200000000000001,0.5,0.0,1.0,1.3999999999999986,1.900000000000002,0.0,4.699999999999998,0.9,0.5,1.6999999999999993,1.3999999999999986,1.2000000000000028,1.599999999999998,0.7000000000000001,1.6999999999999995,0.6000000000000001,3.3000000000000003,0.8999999999999995,1.7000000000000008,1.1999999999999993,1.7999999999999998,,0.0,,0.0,,0.0,0.0,0.1,0.0,,0.09999999999999998,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.807586071978623,,3.716241215925632,,2.2047768476488065,,6.3,4.07151776468577,7.445302584448598,2.198274476890539,,5.936381108406782,3.5262786389623964,3.726122638850534,5.73073409621094,2.2863878557664266,3.204776847648805,2.807586071978623,4.586341215165636,2.030734096210939,4.195246544376106,1.14753266960496,0.6262786389623973,2.730734096210938,2.2047768476488088,5
514,104.52963730569948,4.714081682413899,4,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,325,,,0.0,12,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,178301,,,1,-1,5,-5,347.4,47,3,,,3,4,4.2,4.7,2,Ollie,4.7,4.630824468085106,4.160000000000001,22.17391304347826,24,24,10,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,192.0,9,2,False,518.6,28,5,1980,,,4.73264382647216,4.6188109128889545,4.773299412963444,65,0,1,3.0,0,,178301.jpg,4.6,0,0,Watkins,23.1,False,,a,2,7,Aston Villa,1060.0,3,2,102,3076389,128206,1414699,69676,0.7252433357559844,0.7124345335515548,0.6400000000000001,1.8490149605614443,0.7,15.7,Watkins,2.1,6.3000000000000025,,0.7,,0.0,0.10000000000000007,0.0,0.2,0.0,0.10000000000000007,,0.2999999999999998,0.2,0.10000000000000007,0.0,0.0,0.10000000000000007,0.0,0.0,0.09999999999999998,0.0,0.10000000000000003,0.09999999999999998,0.0,0.0,11.4,13.5,0.6088235294117647,,0.5,0.09999999999999963,1.200000000000001,0.5,0.0,1.0,1.3999999999999986,1.900000000000002,0.0,4.699999999999998,0.9,0.5,1.6999999999999993,1.3999999999999986,1.2000000000000028,1.599999999999998,0.7000000000000001,1.6999999999999995,0.6000000000000001,3.3000000000000003,0.8999999999999995,1.7000000000000008,1.1999999999999993,44.64,,1.1999999999999993,,0.10000000000000052,0.5,0.20000000000000007,1.5,0.0,0.5,,0.6999999999999993,0.1,0.8000000000000007,0.2999999999999989,0.4000000000000004,0.3000000000000007,0.0,0.5,2.3,0.10000000000000007,0.2999999999999998,0.7000000000000002,1.0,-0.09999999999999963,2.0,,6.899999999999998,,2.400000000000002,3.3000000000000003,2.8000000000000007,11.508244680851064,2.0,4.300000000000002,,7.699999999999997,3.0,5.500000000000004,3.199999999999996,3.6000000000000014,6.500000000000004,2.0,4.0,14.900826446280991,2.4000000000000004,3.5,6.1000000000000005,9.0,1.6000000000000014,1
540,63.3181444454094,3.1659072222704703,3,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3,224,100.0,100.0,5.425916466134781,8,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110504,4.0,,0,0,-1,1,243.9,94,67,1.0,,1,3,3.2,3.7,3,Bertrand,3.7,3.5287747592119985,3.3164973463708085,20.0,24,14,4,,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,94.8,66,40,False,279.0,159,61,1100,,2020-11-01T14:30:23.727526Z,3.174917009347053,3.1073099865796734,3.205515063154418,59,0,0,,0,,110504.jpg,3.6,0,0,Traoré,0.5,False,,a,2,7,Aston Villa,425.0,47,24,72,105225,925,78854,4108,0.536594444452622,0.5980974168155929,0.562118194300137,1.3033833768783332,0.6,12.2,Traoré,1.4,4.199999999999998,,0.0,,0.0,0.09999999999999998,0.2,0.4,0.0,0.09999999999999998,,0.10000000000000007,,0.09999999999999988,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,3.2,4.6,0.22999999999999998,,0.5,0.09999999999999963,1.200000000000001,0.5,0.0,1.0,1.3999999999999986,1.900000000000002,0.0,4.699999999999998,,0.5,1.6999999999999993,1.3999999999999986,1.2000000000000028,1.599999999999998,0.7000000000000001,1.6999999999999995,0.6000000000000001,3.3000000000000003,0.8999999999999995,1.7000000000000008,1.1999999999999993,16.0,,0.09999999999999998,,0.0,0.2,0.5,0.3999999999999999,0.10000000000000007,0.5,,0.2999999999999998,,0.4000000000000004,0.0,0.09999999999999963,0.4000000000000004,0.0,0.0,0.0,0.2,0.0,0.0,,0.0,2.201896517994656,,1.5,,2.3011942119122017,3.9065306597126335,9.102808988764043,5.199999999999998,2.7465969639416072,4.949568619222634,,5.809095277101696,,4.906530659712635,2.182683524052735,1.4999999999999982,5.791376030094021,2.201896517994656,1.0,1.0,2.0,1.0,1.0,,3.919098142043208,0
554,12.260798527556155,1.4712958233067388,0,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,,,,,0,23,,,2.260798527556159,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,232653,,,0,0,0,0,13.8,373,181,,,0,3,-0.1,0.4,0,Jacob,0.4,1.0833333333333333,1.0,8.333333333333334,24,2,0,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,,,,,6.2,407,179,False,11.6,441,189,159,,,1.473114407443764,1.4496076556477018,1.487961986943423,45,0,0,,0,,232653.jpg,1.2,0,0,Ramsey,0.1,False,,a,2,7,Aston Villa,38.0,319,156,10,13080,130,11159,229,0.3269546274014975,0.24074074074074073,0.2222222222222222,0.6935755025277596,0.1,2.2,Ramsey,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,,,,,0.2,0.2,0.024,,0.5,0.09999999999999963,1.200000000000001,0.5,0.0,1.0,1.3999999999999986,1.900000000000002,0.0,4.699999999999998,,0.5,1.6999999999999993,1.3999999999999986,1.2000000000000028,1.599999999999998,0.7000000000000001,1.6999999999999995,0.6000000000000001,3.3000000000000003,0.8999999999999995,1.7000000000000008,1.1999999999999993,1.0,,,,0.1,,,0.0,0.1,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,2.8011942119122017,,,1.0,1.5,1.0,,2.0,,,,,1.0,,,,,,,,,0
