id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xGA_week7,cleansheet_week7,xA,xA_points,xG_week7,goals_week7,xPoints week 7,xA_week7,assists_week7,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,xPoints week 5,xG_week5,goals_week5,xGA_week5,cleansheet_week5,xA_week5,assists_week5,xPoints week 6,xG_week6,goals_week6,xGA_week6,cleansheet_week6,xA_week6,assists_week6,form 5,next1_xP,next5_xP,next10_xP,value,valuePoints metric,xG+xA,xG+xA per game
113,0,0,101,100.0,100.0,3,116594,,,0,0,-1,1,43.6,146,89,,,0,3,3.2,3.2,3,N'Golo,2.7,9,0,15.8,163,82,False,94.0,128,48,622,,2020-10-03T16:30:19.172004Z,49,0,0,,0,,116594.jpg,2.3,0,0,Kanté,3.2,False,,a,5,8,19.0,228,120,16,114123,7211,230766,11827,0.6,3.3,Kanté,1,Chelsea,6.956521739130436,15.895264082867492,0.1,0.5,2.095264082867493,0.4000000000000004,1.0,0.1,0.30000000000000004,0.0,0.0,2.9703200460356403,0.1,0.0,2.2849442119122023,2.2725317930340125,0.0,0.0,1.3,0.0,0.0,0.0,2.0672055127397497,0.0,0.0,2.7,0.0,0.0,0.0,2.3678794411714423,0.0,0.0,1.0,0.0,0.0,0.0,2.40483741803596,0.1,0.0,0.09999999999999963,1.0,0.0,0.0,2.1108031583623337,0.0,0.0,2.2,0.0,0.0,0.0,2.4965853037914094,0.0,0.0,0.7000000000000002,1.0,0.0,0.0,2.4700850734793574,2.4515361250423418,2.265868126834219,2.2794950460180186,0.4663151452882045,1.032232576580143,0.2,0.028749999999999994
114,1,3,48,100.0,100.0,1,124183,1.0,,1,-1,0,0,32.4,184,117,,,1,3,5.8,5.8,14,Hakim,5.3,1,1,9.8,244,111,False,54.0,213,84,99,,2020-08-29T17:30:07.487245Z,80,0,0,,0,,124183.jpg,5.3,0,0,Ziyech,6.3,False,,a,5,8,11.0,265,134,16,427349,336620,143228,7894,0.7,2.0,Ziyech,0,Chelsea,3.018867924528302,10.798035598871262,0.1,0.5,0.9092655453953272,0.4000000000000004,1.0,0.4,1.2000000000000002,0.1,1.0,8.259090099511576,0.30000000000000004,1.0,3.5768492921261053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.0,0.0,2.2,0.0,0.1,0.0,1.0,0.0,0.0,0.7000000000000002,0.0,0.0,0.0,3.5196966998371924,3.803505403018778,3.5992978548427264,3.570593275480021,0.44710616151576316,1.2646071948723356,0.5,0.165625
116,0,0,41,,,0,135363,,,-1,1,-2,2,4.1,321,110,,,0,2,0.8,0.8,0,Andreas,0.3,9,0,9.5,249,84,False,70.0,182,76,315,,,48,0,0,,0,,135363.jpg,0.0,1,0,Christensen,0.3,False,,a,5,8,20.0,223,65,0,7861,273,18481,1287,0.1,0.0,Christensen,1,Chelsea,,,0.0,0.0,,0.4000000000000004,0.0,0.0,0.0,,,,,,,3.0901271721360497,0.0,0.0,1.3,0.0,0.0,0.0,-3.0,0.0,0.0,2.7,0.0,0.0,0.0,1.4715177646857691,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.09999999999999963,0.0,,,1.4432126334493356,0.0,0.0,2.2,0.0,0.0,0.0,,,,0.7000000000000002,0.0,,,1.4573651990675525,,,,,,0.0,
117,2,4,138,100.0,100.0,3,165153,,,0,0,-2,2,86.1,74,7,,,1,4,8.8,8.8,7,Timo,8.3,8,3,54.3,17,9,False,159.6,40,10,609,,2020-09-15T00:00:14.393762Z,93,0,0,1.0,0,,165153.jpg,5.1,0,0,Werner,22.2,False,,a,5,8,297.0,11,6,36,843908,136732,2443659,35393,0.9,3.9,Werner,0,Chelsea,7.0588235294117645,30.27754010695187,1.8,7.2,0.0,0.4000000000000004,1.0,0.9,2.7,0.2,1.0,4.4,0.20000000000000007,0.0,4.289318181818182,4.505000000000001,0.3,0.0,1.3,0.0,0.0,1.0,2.3,0.0,0.0,2.7,0.0,0.1,0.0,3.6,0.4,0.0,1.0,0.0,0.0,0.0,2.4000000000000004,0.10000000000000007,0.0,0.09999999999999963,1.0,0.0,0.0,10.891034482758622,0.7,2.0,2.2,0.0,0.6,1.0,2.4000000000000004,0.10000000000000007,0.0,0.7000000000000002,1.0,0.0,0.0,4.7382068965517234,4.477301528790461,4.419278167384558,4.286792975280855,0.46121700879765387,1.406522840767107,2.7,0.38250000000000006
118,2,0,59,,,2,173879,,,0,0,-3,3,28.1,196,26,,,0,4,2.8,2.8,5,Tammy,2.3,4,1,24.9,85,19,False,67.4,185,19,287,,,72,0,0,,0,,173879.jpg,3.2,0,0,Abraham,2.1,False,,a,5,8,152.0,35,19,19,61327,5140,231735,5418,0.3,2.6,Abraham,0,Chelsea,5.9375,19.277540106951875,1.9,7.6,0.0,0.4000000000000004,1.0,0.1,0.30000000000000004,0.2,0.0,4.288770053475936,0.1,1.0,3.2467435969603162,,,,,,,,1.4,0.1,0.0,2.7,0.0,0.0,0.0,6.8,1.2,1.0,1.0,0.0,0.0,0.0,5.000826446280992,0.3999999999999999,0.0,0.09999999999999963,1.0,0.0,1.0,1.0,0.0,0.0,2.2,0.0,0.0,0.0,1.0,0.0,0.0,0.7000000000000002,0.0,0.0,0.0,3.6179192999513865,3.4250799891719383,3.3700342784545643,3.2443479793127454,0.4509366106889328,1.2099898980525745,2.0,0.3368421052631579
119,0,0,20,50.0,100.0,1,176413,,,0,0,-2,2,14.1,261,149,,,0,3,1.1,2.2,0,Christian,1.7,2,0,11.3,222,102,False,26.4,294,124,173,Hamstring injury - 50% chance of playing,2020-10-31T18:00:12.906132Z,83,0,0,,0,,176413.jpg,2.0,0,0,Pulisic,3.1,False,,d,5,8,72.0,94,54,6,259325,3048,754798,82708,0.2,0.7,Pulisic,0,Chelsea,3.0,7.203582635736606,0.2,1.0,0.9035826357366064,0.4000000000000004,0.0,0.1,0.30000000000000004,,,,,,2.4011942119122023,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.09999999999999963,0.0,0.0,0.0,2.910803158362333,0.1,0.0,2.2,0.0,0.1,0.0,2.9965853037914094,0.1,0.0,0.7000000000000002,1.0,0.0,0.0,2.3024628207179143,2.6104537652939217,2.411615877568833,2.3951718856512567,0.28930050745930147,0.8334666784068441,0.30000000000000004,0.10000000000000002
120,2,2,109,,,1,184341,3.0,,0,0,-2,2,155.8,21,16,1.0,,1,3,3.5,3.5,6,Mason,3.0,8,1,44.2,29,14,False,127.0,73,28,449,,,68,0,0,,0,,184341.jpg,4.2,0,0,Mount,4.8,False,,a,5,8,159.0,32,14,25,279716,12999,527228,16912,0.4,3.7,Mount,0,Chelsea,5.9523809523809526,21.97036279690545,0.6,3.0,1.7928226899535842,0.4000000000000004,1.0,0.6,1.7999999999999998,0.09999999999999998,0.0,4.659090099511575,0.09999999999999998,1.0,3.691020949880116,2.5725317930340124,0.0,0.0,1.3,0.0,0.1,0.0,2.5672055127397497,0.1,0.0,2.7,0.0,0.0,0.0,8.164431165309374,0.30000000000000004,1.0,1.0,0.0,0.30000000000000004,1.0,,,,0.09999999999999963,0.0,,,3.410803158362333,0.2,0.0,2.2,0.0,0.09999999999999998,0.0,1.0,0.0,0.0,0.7000000000000002,0.0,0.0,0.0,4.3085811057958185,3.950284296947249,3.736012126135888,3.6843269156794016,0.5427971985117818,1.415441920830107,1.2,0.20159999999999997
121,0,0,8,,,0,194794,,,0,0,-2,2,0.1,380,146,,,0,2,0.5,0.5,0,Fikayo,0.0,2,0,2.7,353,129,False,26.6,292,116,45,,,48,0,0,,0,,194794.jpg,0.0,0,0,Tomori,0.3,False,,a,5,8,0.0,512,195,0,5955,214,18999,961,0.0,0.0,Tomori,0,Chelsea,,,0.0,0.0,,0.4000000000000004,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.7,0.0,0.0,0.0,,,,1.0,0.0,,,,,,0.09999999999999963,0.0,,,,,,2.2,0.0,,,,,,0.7000000000000002,0.0,,,,,,,,,0.0,
122,0,0,47,,,1,209046,6.0,,0,0,-2,2,70.4,98,65,,,0,3,0.8,0.8,1,Callum,0.3,0,1,17.3,149,76,False,49.6,223,88,154,,,58,0,0,,0,,209046.jpg,2.8,0,0,Hudson-Odoi,0.3,False,,a,5,8,53.0,129,71,11,21366,512,38276,1909,0.1,1.9,Hudson-Odoi,0,Chelsea,3.928571428571429,8.283262975369366,0.3,1.5,1.1832629753693655,0.4000000000000004,0.0,0.2,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,2.1084669391849293,1.2725317930340123,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2.3,0.2,1.0,1.0,0.0,0.1,0.0,3.70483741803596,0.09999999999999998,0.0,0.09999999999999963,1.0,0.1,0.0,,,,2.2,0.0,,,,,,0.7000000000000002,0.0,,,2.3349458060119868,2.3312924057927584,2.1282672328714143,2.1022623801181792,0.3635287826180913,0.8754932436017941,0.5,0.12727272727272726
123,1,6,145,,,2,225796,4.0,,0,0,0,0,138.9,30,6,,,2,2,5.5,5.5,6,Reece,5.0,7,1,35.6,46,4,False,165.2,35,8,453,,,50,0,0,,0,,225796.jpg,5.2,0,0,James,11.8,False,,a,5,8,50.0,134,29,31,1058284,56299,749733,18035,1.0,6.2,James,1,Chelsea,5.961538461538463,25.071093568305372,0.1,0.6000000000000001,7.182323514829434,0.4000000000000004,1.0,0.7,2.1,0.0,0.0,4.681280184142556,0.0,0.0,4.2054737598447725,7.695127172136051,0.0,1.0,1.3,0.0,0.1,1.0,1.2688220509589991,0.0,0.0,2.7,0.0,0.0,0.0,4.87151776468577,0.1,0.0,1.0,0.0,0.6,0.0,,,,0.09999999999999963,0.0,,,1.0,0.0,0.0,2.2,0.0,0.0,0.0,5.986341215165638,0.0,0.0,0.7000000000000002,1.0,0.0,0.0,4.134784790998491,4.8708901999834335,4.128511810497715,4.183689874036725,0.8410947519689544,1.8807450409209072,0.7999999999999999,0.13419354838709674
124,0,0,0,0.0,0.0,0,243568,,,0,0,-1,1,0.0,465,186,,,0,3,0.0,0.0,0,Billy,0.0,0,0,0.0,486,186,False,0.0,480,186,0,Knee injury - Expected back 21 Nov,2020-08-15T10:00:11.591471Z,44,0,0,,0,,243568.jpg,0.0,0,0,Gilmour,0.1,False,,i,5,8,0.0,437,174,0,2462,168,7805,383,0.0,0.0,Gilmour,0,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2,3,129,100.0,100.0,3,172850,2.0,,1,-1,4,-4,151.3,24,5,,,1,2,5.5,5.5,6,Benjamin,5.0,3,1,34.9,51,6,False,140.8,54,15,360,,2020-10-13T20:30:13.983738Z,59,0,0,,0,,172850.jpg,8.2,0,0,Chilwell,24.0,False,,a,5,8,56.0,124,24,33,1767240,215082,208032,22134,0.8,5.6,Chilwell,1,Chelsea,4.024390243902439,19.226032298709267,0.2,1.2000000000000002,4.8484921917574,0.4000000000000004,1.0,0.6,1.7999999999999998,0.0,0.0,4.681280184142556,0.0,0.0,4.777377722709576,,,,,,,,,,,,,,,,,,,,,,11.52017611842483,0.1,1.0,0.09999999999999963,1.0,0.3,1.0,2.934247116207956,0.1,0.0,2.2,0.0,0.2,1.0,4.2863412151656375,0.0,0.0,0.7000000000000002,1.0,0.09999999999999998,0.0,5.855511158485244,5.482006124508564,4.727524483008786,4.755067097147603,0.8097250377473857,1.9668152828505607,0.8,0.1987878787878788
490,0,1,100,100.0,100.0,3,51090,,,0,0,0,0,17.0,249,71,,,0,2,4.8,4.8,6,Thiago,4.3,3,0,14.1,187,61,False,104.6,109,36,342,,2020-10-16T13:30:23.625681Z,55,0,0,,0,,51090.jpg,5.0,0,0,Thiago,2.9,False,,a,5,8,19.0,230,69,20,130917,25755,165030,6301,0.8,3.6,Thiago Silva,0,Chelsea,4.0,12.819107390595233,0.0,0.0,4.819107390595233,0.4000000000000004,1.0,0.0,0.0,0.0,0.0,4.681280184142556,0.0,0.0,3.2047768476488088,,,,,,,,,,,,,,,2.4715177646857693,0.0,0.0,1.0,0.0,0.0,0.0,5.619349672143838,0.0,0.0,0.09999999999999963,1.0,0.0,0.0,,,,2.2,0.0,,,4.986341215165638,0.0,0.0,0.7000000000000002,1.0,0.0,0.0,4.43962220903445,3.8094886430518993,3.08584748533293,3.1838084158062405,0.5826866995725107,1.366521439357202,0.0,0.0
500,2,0,92,0.0,,3,219847,,,0,0,-1,1,126.4,34,26,3.0,,0,3,0.0,4.5,3,Kai,4.0,7,1,32.0,59,34,False,109.0,100,39,550,Illness - Expected back 21 Nov,2020-11-04T19:30:18.058353Z,84,0,0,,0,,219847.jpg,3.7,0,0,Havertz,6.8,False,,i,5,8,84.0,76,42,26,512383,20351,921406,122679,0.5,3.1,Havertz,1,Chelsea,7.027027027027026,23.29403997444302,1.0,5.0,2.1164998674911497,0.4000000000000004,1.0,0.6,1.7999999999999998,0.0,0.0,2.9703200460356385,0.09999999999999998,0.0,3.3149210732861225,2.5725317930340124,0.0,0.0,1.3,0.0,0.1,0.0,1.0,0.0,0.0,2.7,0.0,0.0,0.0,4.564431165309374,0.1,0.0,1.0,0.0,0.1,1.0,5.2056638643169535,0.0,0.0,0.09999999999999963,1.0,0.3,1.0,6.610803158362334,0.9,1.0,2.2,0.0,0.0,0.0,1.4965853037914094,0.0,0.0,0.7000000000000002,1.0,0.0,0.0,4.169560707563141,3.5958031496515668,3.3748580933776586,3.307936631677348,0.39463346110549075,1.1437564323064726,1.6,0.22769230769230772
548,0,0,66,100.0,100.0,3,228286,,,1,-1,1,-1,0.0,564,60,,,0,1,4.8,4.8,6,Edouard,4.3,0,0,2.7,354,22,False,27.2,291,22,270,,2020-10-09T00:00:14.848511Z,51,0,0,,0,,228286.jpg,6.3,0,4,Mendy,5.4,False,,a,5,8,0.0,557,60,19,416993,150288,86542,7103,0.8,3.7,Mendy,0,Chelsea,3.0158730158730163,10.633453984972595,0.0,0.0,3.6334539849725966,0.4000000000000004,1.0,0.0,0.0,0.0,0.0,4.681280184142556,0.0,0.0,3.5258294792277565,,,,,,,,,,,,,,,,,,,,,,5.619349672143838,0.0,0.0,0.09999999999999963,1.0,0.0,0.0,,,,2.2,0.0,,,4.986341215165638,0.0,0.0,0.7000000000000002,1.0,0.0,0.0,5.095657023817345,4.130541274630847,3.4069001169118778,3.5048610473851878,0.69133911357407,1.5612635353400917,0.0,0.0
593,0,0,0,,,0,431019,,,0,0,0,0,0.0,412,19,,,0,1,1.5,1.5,0,Karlo,0.0,0,0,0.0,435,41,False,0.0,429,41,0,,,40,0,0,,0,,431019.jpg,0.0,0,0,Ziger,0.0,False,,a,5,8,0.0,378,16,0,2758,2758,292,292,0.0,0.0,Ziger,0,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2,0,35,100.0,100.0,1,94245,,,0,0,-2,2,15.0,257,34,,,0,4,4.0,3.5,2,Michy,4.0,3,0,16.0,161,24,False,37.8,258,29,279,,2020-09-27T12:30:10.890923Z,58,0,0,,0,,94245.jpg,2.8,0,0,Batshuayi,0.9,False,,a,6,31,109.0,55,22,14,41240,4910,133028,3972,0.7,2.4,Batshuayi,0,Crystal Palace,5.0,13.977540106951865,0.3,1.2,0.0,1.0999999999999996,0.0,0.8,2.4000000000000004,0.09999999999999998,0.0,2.4,0.0,0.0,2.7955080213903742,,,,,,,,1.0,0.0,0.0,0.7999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,1.9,0.0,0.0,0.0,,,,2.7,0.0,,,3.2910344827586204,0.0,0.0,1.4000000000000004,1.0,0.0,1.0,6.368518518518517,0.2,0.0,1.0999999999999996,0.0,0.8,1.0,3.2648882503192844,3.191953387288628,2.8919671583756177,2.83547650646613,0.4819841416190301,1.1607715253567141,1.1,0.22000000000000003
125,0,0,14,75.0,75.0,0,19419,,,0,0,0,0,0.0,471,188,,,0,2,0.5,0.1,0,Gary,0.7,1,0,2.6,356,131,False,26.0,296,118,90,Shin injury - 75% chance of playing,2020-10-18T23:00:21.692108Z,45,0,0,,0,,19419.jpg,2.0,0,0,Cahill,0.1,False,,d,6,31,0.0,443,176,2,3910,110,5717,359,0.2,0.4,Cahill,0,Crystal Palace,1.0,2.9450071534419036,0.0,0.0,0.945007153441904,1.0999999999999996,0.0,0.0,0.0,,,,,,2.9450071534419036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,,,,1.0999999999999996,0.0,,,2.9863878557664254,2.7374824266109563,3.102748229095156,2.8829962795379958,0.6544460340982008,1.388289685894441,0.0,0.0
126,0,0,0,0.0,0.0,0,20066,,,0,0,-1,1,0.0,431,25,,,0,1,0.0,0.0,0,Wayne,0.0,0,0,0.0,454,47,False,0.0,448,47,0,Muscle injury - Unknown return date,2020-10-15T01:00:16.946989Z,44,0,0,,0,,20066.jpg,0.0,0,0,Hennessey,0.5,False,,i,6,31,0.0,400,22,0,5987,35,31813,1904,0.0,0.0,Hennessey,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,0,0,33,100.0,100.0,0,40784,,,0,0,0,0,1.6,346,128,,,0,2,0.3,-0.2,0,Mamadou,0.3,8,0,4.5,331,117,False,36.6,265,107,275,,2020-08-15T10:00:11.633422Z,45,0,0,,0,,40784.jpg,1.0,0,0,Sakho,0.3,False,,a,6,31,6.0,299,101,4,22209,752,15299,1810,0.1,0.9,Sakho,0,Crystal Palace,4.0,7.780028613767617,0.0,0.0,3.780028613767617,1.0999999999999996,0.0,0.0,0.0,,,,,,1.9450071534419042,,,,,,,,3.797315856468887,0.0,0.0,0.7999999999999998,0.0,0.0,0.0,1.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,0.26882205095899897,0.0,0.0,2.7,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,1.0,0.0,0.0,1.0999999999999996,0.0,0.0,0.0,0.9556988426165132,1.737482426610956,2.102748229095156,1.8829962795379955,0.4322238118759787,0.9168851651034094,0.0,0.0
128,0,3,104,,,1,40836,,,0,0,0,0,0.0,554,57,,,1,1,1.3,0.8,2,Vicente,1.3,11,0,14.5,180,10,False,144.6,50,8,630,,,50,0,0,,0,,40836.jpg,2.7,0,20,Guaita,4.1,False,,a,6,31,0.0,543,56,19,295444,3352,217598,16914,0.3,3.8,Guaita,2,Crystal Palace,7.037037037037036,21.650050339035626,0.0,0.0,6.65005033903562,1.0999999999999996,0.0,0.0,0.0,0.0,0.0,3.331484334792319,0.0,0.0,3.0765861008103257,7.331484334792317,0.0,0.0,1.1,1.0,0.0,0.0,4.797315856468887,0.0,0.0,0.7999999999999998,0.0,0.0,0.0,2.5982744768905404,0.0,0.0,1.9,0.0,0.0,0.0,0.26882205095899897,0.0,0.0,2.7,0.0,0.0,0.0,1.9863878557664247,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.331484334792319,0.0,0.0,1.0999999999999996,0.0,0.0,0.0,2.10329061064012,2.8690613739793775,3.2343271764635784,3.014575226906417,0.6153172201620651,1.3758911320085818,0.0,0.0
129,0,0,0,100.0,100.0,0,49413,,,0,0,0,0,0.0,475,189,,,0,2,0.0,-0.5,0,James,0.0,0,0,0.0,495,189,False,0.0,490,189,0,,2020-08-15T10:00:11.660937Z,45,0,0,,0,,49413.jpg,0.0,0,0,Tomkins,0.0,False,,a,6,31,0.0,448,178,0,1056,147,794,146,0.0,0.0,Tomkins,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0,0,48,,,1,50471,,,-1,1,-2,2,45.6,141,87,,,0,3,0.3,-0.2,0,James,0.3,6,0,13.6,193,93,False,76.8,166,62,428,,,53,0,0,,0,,50471.jpg,1.8,0,0,McArthur,0.1,False,,a,6,31,13.0,252,126,9,3508,87,11243,747,0.1,1.7,McArthur,2,Crystal Palace,5.0,10.581258941802382,0.1,0.5,1.1812589418023802,1.0999999999999996,0.0,0.3,0.8999999999999999,,,,,,2.116251788360476,2.93287108369808,0.0,0.0,1.1,1.0,0.2,0.0,2.9493289641172216,0.1,0.0,0.7999999999999998,0.0,0.0,0.0,1.149568619222635,0.0,0.0,1.9,0.0,0.0,0.0,2.3672055127397496,0.0,0.0,2.7,0.0,0.09999999999999998,0.0,1.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,,,,1.0999999999999996,0.0,,,1.5877903653013303,2.21854380450206,2.1931989438791617,2.1162923696361817,0.3992927902566936,0.9192410355614964,0.4,0.08
131,0,0,44,75.0,75.0,1,50472,5.0,,0,0,0,0,24.6,213,128,,,0,3,0.0,-0.4,0,James,0.0,5,0,8.0,271,125,False,47.4,227,92,316,Hamstring injury - 75% chance of playing,2020-10-14T10:00:21.275991Z,45,0,0,,0,,50472.jpg,2.0,0,0,McCarthy,1.5,False,,d,6,31,8.0,282,144,8,104967,111,175190,8159,0.0,1.8,McCarthy,1,Crystal Palace,4.0,7.945007153441904,0.0,0.0,0.945007153441904,1.0999999999999996,0.0,0.0,0.0,,,,,,1.986251788360476,1.3328710836980795,0.0,0.0,1.1,1.0,0.0,0.0,2.4493289641172216,0.0,0.0,0.7999999999999998,0.0,0.0,0.0,2.149568619222635,0.0,0.0,1.9,0.0,0.0,0.0,2.0672055127397497,0.0,0.0,2.7,0.0,0.0,0.0,,,,1.4000000000000004,0.0,,,,,,1.0999999999999996,0.0,,,2.1083870659811925,1.934370606652739,2.0256870572737893,1.970749069884499,0.441389286302328,0.9363280724623998,0.0,0.0
132,0,0,8,100.0,100.0,0,54861,,,0,0,0,0,0.3,377,52,,,0,4,0.7,0.2,1,Christian,0.7,1,0,1.2,385,47,False,4.0,379,41,16,,2020-09-06T03:00:11.019701Z,55,0,0,,0,,54861.jpg,1.0,0,0,Benteke,0.2,False,,a,6,31,8.0,289,45,3,17435,564,24268,876,0.1,0.5,Benteke,0,Crystal Palace,3.0,3.0,0.0,0.0,0.0,1.0999999999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,1.9,0.0,0.0,0.0,,,,2.7,0.0,,,1.0,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,,,,1.0999999999999996,0.0,,,1.0,1.0,1.0,1.0,0.18181818181818182,0.4264014327112209,0.0,0.0
133,0,2,99,,,1,55037,,,0,0,0,0,11.9,278,154,,,0,3,2.0,1.5,2,Cheikhou,2.0,11,1,22.6,100,54,False,148.0,44,15,630,,,50,0,0,,0,,55037.jpg,3.1,0,0,Kouyaté,0.7,False,,a,6,31,65.0,105,62,22,61175,2327,40706,4335,0.4,4.4,Kouyaté,0,Crystal Palace,7.096774193548387,20.176625594816283,0.5,2.5,1.6766255948162814,1.0999999999999996,0.0,0.0,0.0,0.0,0.0,2.3328710836980795,0.0,0.0,2.843069970178658,3.3328710836980795,0.2,0.0,1.1,1.0,0.0,0.0,2.4493289641172216,0.0,0.0,0.7999999999999998,0.0,0.0,0.0,5.649568619222635,0.3,1.0,1.9,0.0,0.0,0.0,2.0672055127397497,0.0,0.0,2.7,0.0,0.0,0.0,2.2465969639416064,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,2.3328710836980795,0.0,0.0,1.0999999999999996,0.0,0.0,0.0,2.9258226526600297,2.9851566916092707,2.9296995769477565,2.8471225395396185,0.5686139940357317,1.2714595436215559,0.5,0.07045454545454545
134,0,0,46,25.0,25.0,1,55494,,,-1,1,-1,1,15.7,253,74,,,0,2,0.2,0.0,0,Joel,0.7,8,0,8.7,260,89,False,66.8,186,78,450,Groin Injury - 25% chance of playing,2020-10-29T14:30:19.985440Z,44,0,0,,0,,55494.jpg,1.8,0,0,Ward,1.2,False,,d,6,31,4.0,306,104,9,56471,35,106110,14377,0.2,2.0,Ward,2,Crystal Palace,5.0,9.72503576720952,0.0,0.0,4.725035767209522,1.0999999999999996,0.0,0.0,0.0,,,,,,1.945007153441904,3.3314843347923184,0.0,0.0,1.1,1.0,0.0,0.0,2.7973158564688867,0.0,0.0,0.7999999999999998,0.0,0.0,0.0,0.5982744768905403,0.0,0.0,1.9,0.0,0.0,0.0,0.26882205095899897,0.0,0.0,2.7,0.0,0.0,0.0,2.9863878557664254,0.0,0.0,1.4000000000000004,0.0,0.0,0.0,,,,1.0999999999999996,0.0,,,1.284494794538655,1.7374824266109563,2.102748229095156,1.8829962795379955,0.4420470803277054,0.9272457783109583,0.0,0.0
135,0,0,0,,,0,58786,,,0,0,-2,2,0.0,418,165,,,0,2,0.0,-0.5,0,Martin,0.0,0,0,0.0,442,167,False,0.0,436,167,0,,,43,0,0,,0,,58786.jpg,0.0,0,0,Kelly,0.5,False,,a,6,31,0.0,387,151,0,6209,369,56849,1968,0.0,0.0,Kelly,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,0,0,0,0.0,0.0,0,59125,,,0,0,0,0,0.0,478,56,,,0,4,0.0,0.0,0,Connor,0.0,0,0,0.0,497,56,False,0.0,492,51,0,Muscle injury - Unknown return date,2020-09-06T03:00:11.034332Z,45,0,0,,0,,59125.jpg,0.0,0,0,Wickham,0.7,False,,i,6,31,0.0,451,55,0,28994,259,77163,3752,0.0,0.0,Wickham,0,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
